pricelist_id/id,fixed_price,product_tmpl_id/id,compute_price,applied_on,id
scenario.product_pricelist_pb1,33.10,scenario.product_0038100_product_template,fixed,1_product,scenario.pricelist_item_product_0038100_pb1
scenario.product_pricelist_pb2,33.10,scenario.product_0038100_product_template,fixed,1_product,scenario.pricelist_item_product_0038100_pb2
scenario.product_pricelist_pb1,28.90,scenario.product_0038101_product_template,fixed,1_product,scenario.pricelist_item_product_0038101_pb1
scenario.product_pricelist_pb2,28.90,scenario.product_0038101_product_template,fixed,1_product,scenario.pricelist_item_product_0038101_pb2
scenario.product_pricelist_pb1,24.80,scenario.product_0038102_product_template,fixed,1_product,scenario.pricelist_item_product_0038102_pb1
scenario.product_pricelist_pb2,24.80,scenario.product_0038102_product_template,fixed,1_product,scenario.pricelist_item_product_0038102_pb2
scenario.product_pricelist_pb1,23.60,scenario.product_0038103_product_template,fixed,1_product,scenario.pricelist_item_product_0038103_pb1
scenario.product_pricelist_pb2,23.60,scenario.product_0038103_product_template,fixed,1_product,scenario.pricelist_item_product_0038103_pb2
scenario.product_pricelist_pb1,24.80,scenario.product_0038104_product_template,fixed,1_product,scenario.pricelist_item_product_0038104_pb1
scenario.product_pricelist_pb2,24.80,scenario.product_0038104_product_template,fixed,1_product,scenario.pricelist_item_product_0038104_pb2
scenario.product_pricelist_pb1,26.40,scenario.product_0038105_product_template,fixed,1_product,scenario.pricelist_item_product_0038105_pb1
scenario.product_pricelist_pb2,26.40,scenario.product_0038105_product_template,fixed,1_product,scenario.pricelist_item_product_0038105_pb2
scenario.product_pricelist_pb1,28.90,scenario.product_0038106_product_template,fixed,1_product,scenario.pricelist_item_product_0038106_pb1
scenario.product_pricelist_pb2,28.90,scenario.product_0038106_product_template,fixed,1_product,scenario.pricelist_item_product_0038106_pb2
scenario.product_pricelist_pb1,75.12,scenario.product_0038715_product_template,fixed,1_product,scenario.pricelist_item_product_0038715_pb1
scenario.product_pricelist_pb2,75.12,scenario.product_0038715_product_template,fixed,1_product,scenario.pricelist_item_product_0038715_pb2
scenario.product_pricelist_pb1,7.48,scenario.product_0038719_product_template,fixed,1_product,scenario.pricelist_item_product_0038719_pb1
scenario.product_pricelist_pb2,7.48,scenario.product_0038719_product_template,fixed,1_product,scenario.pricelist_item_product_0038719_pb2
scenario.product_pricelist_pb1,4.40,scenario.product_0040097_product_template,fixed,1_product,scenario.pricelist_item_product_0040097_pb1
scenario.product_pricelist_pb2,4.40,scenario.product_0040097_product_template,fixed,1_product,scenario.pricelist_item_product_0040097_pb2
scenario.product_pricelist_pb1,28.47,scenario.product_0041921_product_template,fixed,1_product,scenario.pricelist_item_product_0041921_pb1
scenario.product_pricelist_pb2,28.47,scenario.product_0041921_product_template,fixed,1_product,scenario.pricelist_item_product_0041921_pb2
scenario.product_pricelist_pb1,9.26,scenario.product_0042028_product_template,fixed,1_product,scenario.pricelist_item_product_0042028_pb1
scenario.product_pricelist_pb2,9.26,scenario.product_0042028_product_template,fixed,1_product,scenario.pricelist_item_product_0042028_pb2
scenario.product_pricelist_pb1,5.25,scenario.product_0042267_product_template,fixed,1_product,scenario.pricelist_item_product_0042267_pb1
scenario.product_pricelist_pb2,5.25,scenario.product_0042267_product_template,fixed,1_product,scenario.pricelist_item_product_0042267_pb2
scenario.product_pricelist_pb1,33.40,scenario.product_0045518_product_template,fixed,1_product,scenario.pricelist_item_product_0045518_pb1
scenario.product_pricelist_pb2,33.40,scenario.product_0045518_product_template,fixed,1_product,scenario.pricelist_item_product_0045518_pb2
scenario.product_pricelist_pb1,85.90,scenario.product_0045666_product_template,fixed,1_product,scenario.pricelist_item_product_0045666_pb1
scenario.product_pricelist_pb2,85.90,scenario.product_0045666_product_template,fixed,1_product,scenario.pricelist_item_product_0045666_pb2
scenario.product_pricelist_pb1,14.86,scenario.product_0048173_product_template,fixed,1_product,scenario.pricelist_item_product_0048173_pb1
scenario.product_pricelist_pb2,14.86,scenario.product_0048173_product_template,fixed,1_product,scenario.pricelist_item_product_0048173_pb2
scenario.product_pricelist_pb1,99.48,scenario.product_0048181_product_template,fixed,1_product,scenario.pricelist_item_product_0048181_pb1
scenario.product_pricelist_pb2,99.48,scenario.product_0048181_product_template,fixed,1_product,scenario.pricelist_item_product_0048181_pb2
scenario.product_pricelist_pb1,3.08,scenario.product_0048843_product_template,fixed,1_product,scenario.pricelist_item_product_0048843_pb1
scenario.product_pricelist_pb2,3.08,scenario.product_0048843_product_template,fixed,1_product,scenario.pricelist_item_product_0048843_pb2
scenario.product_pricelist_pb1,21.98,scenario.product_0061887_product_template,fixed,1_product,scenario.pricelist_item_product_0061887_pb1
scenario.product_pricelist_pb2,21.98,scenario.product_0061887_product_template,fixed,1_product,scenario.pricelist_item_product_0061887_pb2
scenario.product_pricelist_pb1,8.77,scenario.product_0063784_product_template,fixed,1_product,scenario.pricelist_item_product_0063784_pb1
scenario.product_pricelist_pb2,8.77,scenario.product_0063784_product_template,fixed,1_product,scenario.pricelist_item_product_0063784_pb2
scenario.product_pricelist_pb1,9.75,scenario.product_0063792_product_template,fixed,1_product,scenario.pricelist_item_product_0063792_pb1
scenario.product_pricelist_pb2,9.75,scenario.product_0063792_product_template,fixed,1_product,scenario.pricelist_item_product_0063792_pb2
scenario.product_pricelist_pb1,5.18,scenario.product_0064014_product_template,fixed,1_product,scenario.pricelist_item_product_0064014_pb1
scenario.product_pricelist_pb2,5.18,scenario.product_0064014_product_template,fixed,1_product,scenario.pricelist_item_product_0064014_pb2
scenario.product_pricelist_pb1,9.52,scenario.product_0064015_product_template,fixed,1_product,scenario.pricelist_item_product_0064015_pb1
scenario.product_pricelist_pb2,9.52,scenario.product_0064015_product_template,fixed,1_product,scenario.pricelist_item_product_0064015_pb2
scenario.product_pricelist_pb1,6.04,scenario.product_0064725_product_template,fixed,1_product,scenario.pricelist_item_product_0064725_pb1
scenario.product_pricelist_pb2,6.04,scenario.product_0064725_product_template,fixed,1_product,scenario.pricelist_item_product_0064725_pb2
scenario.product_pricelist_pb1,2.54,scenario.product_0067306_product_template,fixed,1_product,scenario.pricelist_item_product_0067306_pb1
scenario.product_pricelist_pb2,2.54,scenario.product_0067306_product_template,fixed,1_product,scenario.pricelist_item_product_0067306_pb2
scenario.product_pricelist_pb1,3.67,scenario.product_0067330_product_template,fixed,1_product,scenario.pricelist_item_product_0067330_pb1
scenario.product_pricelist_pb2,3.67,scenario.product_0067330_product_template,fixed,1_product,scenario.pricelist_item_product_0067330_pb2
scenario.product_pricelist_pb1,3.29,scenario.product_0067678_product_template,fixed,1_product,scenario.pricelist_item_product_0067678_pb1
scenario.product_pricelist_pb2,3.29,scenario.product_0067678_product_template,fixed,1_product,scenario.pricelist_item_product_0067678_pb2
scenario.product_pricelist_pb1,27.00,scenario.product_0068536_product_template,fixed,1_product,scenario.pricelist_item_product_0068536_pb1
scenario.product_pricelist_pb2,27.00,scenario.product_0068536_product_template,fixed,1_product,scenario.pricelist_item_product_0068536_pb2
scenario.product_pricelist_pb1,6.23,scenario.product_0070383_product_template,fixed,1_product,scenario.pricelist_item_product_0070383_pb1
scenario.product_pricelist_pb2,8.30,scenario.product_0070383_product_template,fixed,1_product,scenario.pricelist_item_product_0070383_pb2
scenario.product_pricelist_pb1,6.59,scenario.product_0071514_product_template,fixed,1_product,scenario.pricelist_item_product_0071514_pb1
scenario.product_pricelist_pb2,6.59,scenario.product_0071514_product_template,fixed,1_product,scenario.pricelist_item_product_0071514_pb2
scenario.product_pricelist_pb1,28.52,scenario.product_0076901_product_template,fixed,1_product,scenario.pricelist_item_product_0076901_pb1
scenario.product_pricelist_pb2,28.52,scenario.product_0076901_product_template,fixed,1_product,scenario.pricelist_item_product_0076901_pb2
scenario.product_pricelist_pb1,9.53,scenario.product_0079327_product_template,fixed,1_product,scenario.pricelist_item_product_0079327_pb1
scenario.product_pricelist_pb2,9.53,scenario.product_0079327_product_template,fixed,1_product,scenario.pricelist_item_product_0079327_pb2
scenario.product_pricelist_pb1,4.39,scenario.product_0079459_product_template,fixed,1_product,scenario.pricelist_item_product_0079459_pb1
scenario.product_pricelist_pb2,4.39,scenario.product_0079459_product_template,fixed,1_product,scenario.pricelist_item_product_0079459_pb2
scenario.product_pricelist_pb1,24.72,scenario.product_0081620_product_template,fixed,1_product,scenario.pricelist_item_product_0081620_pb1
scenario.product_pricelist_pb2,24.72,scenario.product_0081620_product_template,fixed,1_product,scenario.pricelist_item_product_0081620_pb2
scenario.product_pricelist_pb1,42.30,scenario.product_0081638_product_template,fixed,1_product,scenario.pricelist_item_product_0081638_pb1
scenario.product_pricelist_pb2,42.30,scenario.product_0081638_product_template,fixed,1_product,scenario.pricelist_item_product_0081638_pb2
scenario.product_pricelist_pb1,18.41,scenario.product_0082420_product_template,fixed,1_product,scenario.pricelist_item_product_0082420_pb1
scenario.product_pricelist_pb2,18.41,scenario.product_0082420_product_template,fixed,1_product,scenario.pricelist_item_product_0082420_pb2
scenario.product_pricelist_pb1,83.35,scenario.product_0083253_product_template,fixed,1_product,scenario.pricelist_item_product_0083253_pb1
scenario.product_pricelist_pb2,83.35,scenario.product_0083253_product_template,fixed,1_product,scenario.pricelist_item_product_0083253_pb2
scenario.product_pricelist_pb1,43.44,scenario.product_0083873_product_template,fixed,1_product,scenario.pricelist_item_product_0083873_pb1
scenario.product_pricelist_pb2,43.44,scenario.product_0083873_product_template,fixed,1_product,scenario.pricelist_item_product_0083873_pb2
scenario.product_pricelist_pb1,8.80,scenario.product_0084665_product_template,fixed,1_product,scenario.pricelist_item_product_0084665_pb1
scenario.product_pricelist_pb2,8.80,scenario.product_0084665_product_template,fixed,1_product,scenario.pricelist_item_product_0084665_pb2
scenario.product_pricelist_pb1,25.32,scenario.product_0085456_product_template,fixed,1_product,scenario.pricelist_item_product_0085456_pb1
scenario.product_pricelist_pb2,25.32,scenario.product_0085456_product_template,fixed,1_product,scenario.pricelist_item_product_0085456_pb2
scenario.product_pricelist_pb1,5.32,scenario.product_0086058_product_template,fixed,1_product,scenario.pricelist_item_product_0086058_pb1
scenario.product_pricelist_pb2,5.32,scenario.product_0086058_product_template,fixed,1_product,scenario.pricelist_item_product_0086058_pb2
scenario.product_pricelist_pb1,11.68,scenario.product_0086132_product_template,fixed,1_product,scenario.pricelist_item_product_0086132_pb1
scenario.product_pricelist_pb2,11.68,scenario.product_0086132_product_template,fixed,1_product,scenario.pricelist_item_product_0086132_pb2
scenario.product_pricelist_pb1,9.74,scenario.product_0095412_product_template,fixed,1_product,scenario.pricelist_item_product_0095412_pb1
scenario.product_pricelist_pb2,9.74,scenario.product_0095412_product_template,fixed,1_product,scenario.pricelist_item_product_0095412_pb2
scenario.product_pricelist_pb1,24.43,scenario.product_0095695_product_template,fixed,1_product,scenario.pricelist_item_product_0095695_pb1
scenario.product_pricelist_pb2,24.43,scenario.product_0095695_product_template,fixed,1_product,scenario.pricelist_item_product_0095695_pb2
scenario.product_pricelist_pb1,5.51,scenario.product_0097576_product_template,fixed,1_product,scenario.pricelist_item_product_0097576_pb1
scenario.product_pricelist_pb2,5.51,scenario.product_0097576_product_template,fixed,1_product,scenario.pricelist_item_product_0097576_pb2
scenario.product_pricelist_pb1,10.67,scenario.product_0098467_product_template,fixed,1_product,scenario.pricelist_item_product_0098467_pb1
scenario.product_pricelist_pb2,10.67,scenario.product_0098467_product_template,fixed,1_product,scenario.pricelist_item_product_0098467_pb2
scenario.product_pricelist_pb1,5.16,scenario.product_0102749_product_template,fixed,1_product,scenario.pricelist_item_product_0102749_pb1
scenario.product_pricelist_pb2,5.16,scenario.product_0102749_product_template,fixed,1_product,scenario.pricelist_item_product_0102749_pb2
scenario.product_pricelist_pb1,15.82,scenario.product_0104299_product_template,fixed,1_product,scenario.pricelist_item_product_0104299_pb1
scenario.product_pricelist_pb2,15.82,scenario.product_0104299_product_template,fixed,1_product,scenario.pricelist_item_product_0104299_pb2
scenario.product_pricelist_pb1,49.99,scenario.product_0109181_product_template,fixed,1_product,scenario.pricelist_item_product_0109181_pb1
scenario.product_pricelist_pb2,49.99,scenario.product_0109181_product_template,fixed,1_product,scenario.pricelist_item_product_0109181_pb2
scenario.product_pricelist_pb1,0.98,scenario.product_0111054_product_template,fixed,1_product,scenario.pricelist_item_product_0111054_pb1
scenario.product_pricelist_pb2,0.98,scenario.product_0111054_product_template,fixed,1_product,scenario.pricelist_item_product_0111054_pb2
scenario.product_pricelist_pb1,1.26,scenario.product_0111591_product_template,fixed,1_product,scenario.pricelist_item_product_0111591_pb1
scenario.product_pricelist_pb2,1.26,scenario.product_0111591_product_template,fixed,1_product,scenario.pricelist_item_product_0111591_pb2
scenario.product_pricelist_pb1,1.61,scenario.product_0111963_product_template,fixed,1_product,scenario.pricelist_item_product_0111963_pb1
scenario.product_pricelist_pb2,1.61,scenario.product_0111963_product_template,fixed,1_product,scenario.pricelist_item_product_0111963_pb2
scenario.product_pricelist_pb1,3.57,scenario.product_0112110_product_template,fixed,1_product,scenario.pricelist_item_product_0112110_pb1
scenario.product_pricelist_pb2,3.57,scenario.product_0112110_product_template,fixed,1_product,scenario.pricelist_item_product_0112110_pb2
scenario.product_pricelist_pb1,10.13,scenario.product_0112573_product_template,fixed,1_product,scenario.pricelist_item_product_0112573_pb1
scenario.product_pricelist_pb2,10.13,scenario.product_0112573_product_template,fixed,1_product,scenario.pricelist_item_product_0112573_pb2
scenario.product_pricelist_pb1,1.73,scenario.product_0113464_product_template,fixed,1_product,scenario.pricelist_item_product_0113464_pb1
scenario.product_pricelist_pb2,1.73,scenario.product_0113464_product_template,fixed,1_product,scenario.pricelist_item_product_0113464_pb2
scenario.product_pricelist_pb1,4.77,scenario.product_0117994_product_template,fixed,1_product,scenario.pricelist_item_product_0117994_pb1
scenario.product_pricelist_pb2,4.77,scenario.product_0117994_product_template,fixed,1_product,scenario.pricelist_item_product_0117994_pb2
scenario.product_pricelist_pb1,3.06,scenario.product_0118018_product_template,fixed,1_product,scenario.pricelist_item_product_0118018_pb1
scenario.product_pricelist_pb2,3.06,scenario.product_0118018_product_template,fixed,1_product,scenario.pricelist_item_product_0118018_pb2
scenario.product_pricelist_pb1,26.58,scenario.product_0118034_product_template,fixed,1_product,scenario.pricelist_item_product_0118034_pb1
scenario.product_pricelist_pb2,26.58,scenario.product_0118034_product_template,fixed,1_product,scenario.pricelist_item_product_0118034_pb2
scenario.product_pricelist_pb1,8.26,scenario.product_0125732_product_template,fixed,1_product,scenario.pricelist_item_product_0125732_pb1
scenario.product_pricelist_pb2,8.26,scenario.product_0125732_product_template,fixed,1_product,scenario.pricelist_item_product_0125732_pb2
scenario.product_pricelist_pb1,5.88,scenario.product_0130401_product_template,fixed,1_product,scenario.pricelist_item_product_0130401_pb1
scenario.product_pricelist_pb2,5.88,scenario.product_0130401_product_template,fixed,1_product,scenario.pricelist_item_product_0130401_pb2
scenario.product_pricelist_pb1,7.06,scenario.product_0132324_product_template,fixed,1_product,scenario.pricelist_item_product_0132324_pb1
scenario.product_pricelist_pb2,7.06,scenario.product_0132324_product_template,fixed,1_product,scenario.pricelist_item_product_0132324_pb2
scenario.product_pricelist_pb1,13.39,scenario.product_0135194_product_template,fixed,1_product,scenario.pricelist_item_product_0135194_pb1
scenario.product_pricelist_pb2,13.39,scenario.product_0135194_product_template,fixed,1_product,scenario.pricelist_item_product_0135194_pb2
scenario.product_pricelist_pb1,4.13,scenario.product_0135996_product_template,fixed,1_product,scenario.pricelist_item_product_0135996_pb1
scenario.product_pricelist_pb2,4.13,scenario.product_0135996_product_template,fixed,1_product,scenario.pricelist_item_product_0135996_pb2
scenario.product_pricelist_pb1,8.00,scenario.product_0136465_product_template,fixed,1_product,scenario.pricelist_item_product_0136465_pb1
scenario.product_pricelist_pb2,8.00,scenario.product_0136465_product_template,fixed,1_product,scenario.pricelist_item_product_0136465_pb2
scenario.product_pricelist_pb1,3.76,scenario.product_0136481_product_template,fixed,1_product,scenario.pricelist_item_product_0136481_pb1
scenario.product_pricelist_pb2,3.76,scenario.product_0136481_product_template,fixed,1_product,scenario.pricelist_item_product_0136481_pb2
scenario.product_pricelist_pb1,3.88,scenario.product_0136499_product_template,fixed,1_product,scenario.pricelist_item_product_0136499_pb1
scenario.product_pricelist_pb2,3.88,scenario.product_0136499_product_template,fixed,1_product,scenario.pricelist_item_product_0136499_pb2
scenario.product_pricelist_pb1,4.78,scenario.product_0136945_product_template,fixed,1_product,scenario.pricelist_item_product_0136945_pb1
scenario.product_pricelist_pb2,4.78,scenario.product_0136945_product_template,fixed,1_product,scenario.pricelist_item_product_0136945_pb2
scenario.product_pricelist_pb1,14.68,scenario.product_0141598_product_template,fixed,1_product,scenario.pricelist_item_product_0141598_pb1
scenario.product_pricelist_pb2,14.68,scenario.product_0141598_product_template,fixed,1_product,scenario.pricelist_item_product_0141598_pb2
scenario.product_pricelist_pb1,8.24,scenario.product_0154468_product_template,fixed,1_product,scenario.pricelist_item_product_0154468_pb1
scenario.product_pricelist_pb2,8.24,scenario.product_0154468_product_template,fixed,1_product,scenario.pricelist_item_product_0154468_pb2
scenario.product_pricelist_pb1,31.27,scenario.product_0154740_product_template,fixed,1_product,scenario.pricelist_item_product_0154740_pb1
scenario.product_pricelist_pb2,31.27,scenario.product_0154740_product_template,fixed,1_product,scenario.pricelist_item_product_0154740_pb2
scenario.product_pricelist_pb1,6.88,scenario.product_0159800_product_template,fixed,1_product,scenario.pricelist_item_product_0159800_pb1
scenario.product_pricelist_pb2,8.26,scenario.product_0159800_product_template,fixed,1_product,scenario.pricelist_item_product_0159800_pb2
scenario.product_pricelist_pb1,16.14,scenario.product_0159820_product_template,fixed,1_product,scenario.pricelist_item_product_0159820_pb1
scenario.product_pricelist_pb2,19.37,scenario.product_0159820_product_template,fixed,1_product,scenario.pricelist_item_product_0159820_pb2
scenario.product_pricelist_pb1,31.53,scenario.product_0159830_product_template,fixed,1_product,scenario.pricelist_item_product_0159830_pb1
scenario.product_pricelist_pb2,37.84,scenario.product_0159830_product_template,fixed,1_product,scenario.pricelist_item_product_0159830_pb2
scenario.product_pricelist_pb1,5.32,scenario.product_0159860_product_template,fixed,1_product,scenario.pricelist_item_product_0159860_pb1
scenario.product_pricelist_pb2,6.38,scenario.product_0159860_product_template,fixed,1_product,scenario.pricelist_item_product_0159860_pb2
scenario.product_pricelist_pb1,17.30,scenario.product_0159870_product_template,fixed,1_product,scenario.pricelist_item_product_0159870_pb1
scenario.product_pricelist_pb2,20.76,scenario.product_0159870_product_template,fixed,1_product,scenario.pricelist_item_product_0159870_pb2
scenario.product_pricelist_pb1,36.95,scenario.product_0159880_product_template,fixed,1_product,scenario.pricelist_item_product_0159880_pb1
scenario.product_pricelist_pb2,44.34,scenario.product_0159880_product_template,fixed,1_product,scenario.pricelist_item_product_0159880_pb2
scenario.product_pricelist_pb1,5.32,scenario.product_0159910_product_template,fixed,1_product,scenario.pricelist_item_product_0159910_pb1
scenario.product_pricelist_pb2,6.38,scenario.product_0159910_product_template,fixed,1_product,scenario.pricelist_item_product_0159910_pb2
scenario.product_pricelist_pb1,17.30,scenario.product_0159920_product_template,fixed,1_product,scenario.pricelist_item_product_0159920_pb1
scenario.product_pricelist_pb2,20.76,scenario.product_0159920_product_template,fixed,1_product,scenario.pricelist_item_product_0159920_pb2
scenario.product_pricelist_pb1,46.23,scenario.product_0159930_product_template,fixed,1_product,scenario.pricelist_item_product_0159930_pb1
scenario.product_pricelist_pb2,55.48,scenario.product_0159930_product_template,fixed,1_product,scenario.pricelist_item_product_0159930_pb2
scenario.product_pricelist_pb1,5.32,scenario.product_0159960_product_template,fixed,1_product,scenario.pricelist_item_product_0159960_pb1
scenario.product_pricelist_pb2,6.38,scenario.product_0159960_product_template,fixed,1_product,scenario.pricelist_item_product_0159960_pb2
scenario.product_pricelist_pb1,17.30,scenario.product_0159970_product_template,fixed,1_product,scenario.pricelist_item_product_0159970_pb1
scenario.product_pricelist_pb2,20.76,scenario.product_0159970_product_template,fixed,1_product,scenario.pricelist_item_product_0159970_pb2
scenario.product_pricelist_pb1,46.23,scenario.product_0159980_product_template,fixed,1_product,scenario.pricelist_item_product_0159980_pb1
scenario.product_pricelist_pb2,55.48,scenario.product_0159980_product_template,fixed,1_product,scenario.pricelist_item_product_0159980_pb2
scenario.product_pricelist_pb1,9.19,scenario.product_0165670_product_template,fixed,1_product,scenario.pricelist_item_product_0165670_pb1
scenario.product_pricelist_pb2,9.19,scenario.product_0165670_product_template,fixed,1_product,scenario.pricelist_item_product_0165670_pb2
scenario.product_pricelist_pb1,59.86,scenario.product_0168612_product_template,fixed,1_product,scenario.pricelist_item_product_0168612_pb1
scenario.product_pricelist_pb2,59.86,scenario.product_0168612_product_template,fixed,1_product,scenario.pricelist_item_product_0168612_pb2
scenario.product_pricelist_pb1,19.34,scenario.product_0173765_product_template,fixed,1_product,scenario.pricelist_item_product_0173765_pb1
scenario.product_pricelist_pb2,19.34,scenario.product_0173765_product_template,fixed,1_product,scenario.pricelist_item_product_0173765_pb2
scenario.product_pricelist_pb1,23.14,scenario.product_0175471_product_template,fixed,1_product,scenario.pricelist_item_product_0175471_pb1
scenario.product_pricelist_pb2,23.14,scenario.product_0175471_product_template,fixed,1_product,scenario.pricelist_item_product_0175471_pb2
scenario.product_pricelist_pb1,26.29,scenario.product_0175497_product_template,fixed,1_product,scenario.pricelist_item_product_0175497_pb1
scenario.product_pricelist_pb2,26.29,scenario.product_0175497_product_template,fixed,1_product,scenario.pricelist_item_product_0175497_pb2
scenario.product_pricelist_pb1,375.00,scenario.product_0180370_product_template,fixed,1_product,scenario.pricelist_item_product_0180370_pb1
scenario.product_pricelist_pb2,375.00,scenario.product_0180370_product_template,fixed,1_product,scenario.pricelist_item_product_0180370_pb2
scenario.product_pricelist_pb1,6.77,scenario.product_0180810_product_template,fixed,1_product,scenario.pricelist_item_product_0180810_pb1
scenario.product_pricelist_pb2,6.77,scenario.product_0180810_product_template,fixed,1_product,scenario.pricelist_item_product_0180810_pb2
scenario.product_pricelist_pb1,8.33,scenario.product_0180836_product_template,fixed,1_product,scenario.pricelist_item_product_0180836_pb1
scenario.product_pricelist_pb2,8.33,scenario.product_0180836_product_template,fixed,1_product,scenario.pricelist_item_product_0180836_pb2
scenario.product_pricelist_pb1,8.78,scenario.product_0181396_product_template,fixed,1_product,scenario.pricelist_item_product_0181396_pb1
scenario.product_pricelist_pb2,8.78,scenario.product_0181396_product_template,fixed,1_product,scenario.pricelist_item_product_0181396_pb2
scenario.product_pricelist_pb1,5.33,scenario.product_0183137_product_template,fixed,1_product,scenario.pricelist_item_product_0183137_pb1
scenario.product_pricelist_pb2,5.33,scenario.product_0183137_product_template,fixed,1_product,scenario.pricelist_item_product_0183137_pb2
scenario.product_pricelist_pb1,20.94,scenario.product_0183178_product_template,fixed,1_product,scenario.pricelist_item_product_0183178_pb1
scenario.product_pricelist_pb2,20.94,scenario.product_0183178_product_template,fixed,1_product,scenario.pricelist_item_product_0183178_pb2
scenario.product_pricelist_pb1,6.99,scenario.product_0185967_product_template,fixed,1_product,scenario.pricelist_item_product_0185967_pb1
scenario.product_pricelist_pb2,6.99,scenario.product_0185967_product_template,fixed,1_product,scenario.pricelist_item_product_0185967_pb2
scenario.product_pricelist_pb1,6.85,scenario.product_0192294_product_template,fixed,1_product,scenario.pricelist_item_product_0192294_pb1
scenario.product_pricelist_pb2,6.85,scenario.product_0192294_product_template,fixed,1_product,scenario.pricelist_item_product_0192294_pb2
scenario.product_pricelist_pb1,1.95,scenario.product_0192295_product_template,fixed,1_product,scenario.pricelist_item_product_0192295_pb1
scenario.product_pricelist_pb2,1.95,scenario.product_0192295_product_template,fixed,1_product,scenario.pricelist_item_product_0192295_pb2
scenario.product_pricelist_pb1,1.95,scenario.product_0192385_product_template,fixed,1_product,scenario.pricelist_item_product_0192385_pb1
scenario.product_pricelist_pb2,1.95,scenario.product_0192385_product_template,fixed,1_product,scenario.pricelist_item_product_0192385_pb2
scenario.product_pricelist_pb1,1.95,scenario.product_0192450_product_template,fixed,1_product,scenario.pricelist_item_product_0192450_pb1
scenario.product_pricelist_pb2,1.95,scenario.product_0192450_product_template,fixed,1_product,scenario.pricelist_item_product_0192450_pb2
