id,purchase_manager_id/id,is_manage_day_4,is_manage_day_1,is_manage_day_2,is_manage_day_3,is_manage_day_5
__import__.supplier_60437,__setup__.res_user_fmichiels,True,True,False,False,False
__import__.supplier_60434,__setup__.res_user_vheine,False,False,False,True,False
__import__.supplier_79612,__setup__.res_user_fmichiels,False,False,False,False,True
__import__.supplier_79592,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_73840,__setup__.res_user_vheine,False,True,False,True,True
__import__.supplier_79264,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_79595,__setup__.res_user_fmichiels,False,False,True,False,False
__import__.supplier_66550,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_66722,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_66723,__setup__.res_user_fmichiels,False,False,True,False,True
__import__.supplier_62580,__setup__.res_user_fmichiels,False,False,True,False,False
__import__.supplier_63560,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_82395,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_68170,__setup__.res_user_cpetry,True,True,False,False,False
__import__.supplier_82400,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_63596,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_62900,__setup__.res_user_cpetry,False,True,False,True,True
__import__.supplier_79462,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_61700,__setup__.res_user_vheine,True,True,False,False,False
__import__.supplier_63598,__setup__.res_user_fmichiels,True,False,False,False,False
__import__.supplier_74050,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_62643,__setup__.res_user_fmichiels,True,True,False,False,False
__import__.supplier_60312,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_62765,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_82655,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_63948,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_67582,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_71050,__setup__.res_user_vheine,True,True,False,False,False
__import__.supplier_67625,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_63945,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_67588,__setup__.res_user_vheine,True,True,False,False,False
__import__.supplier_79001,__setup__.res_user_cpetry,False,True,True,False,True
__import__.supplier_79000,__setup__.res_user_cpetry,False,True,False,True,True
__import__.supplier_79003,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_77207,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_83311,__setup__.res_user_vheine,True,True,False,False,False
__import__.supplier_67530,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_67538,__setup__.res_user_fmichiels,False,False,True,False,True
__import__.supplier_79160,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_68215,__setup__.res_user_fmichiels,True,True,False,False,False
__import__.supplier_77308,__setup__.res_user_fmichiels,False,False,False,False,False
__import__.supplier_64460,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_66666,__setup__.res_user_fmichiels,False,False,True,False,True
__import__.supplier_63668,__setup__.res_user_fmichiels,False,False,False,False,False
__import__.supplier_74170,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_61800,__setup__.res_user_cpetry,True,False,False,False,False
__import__.supplier_66185,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_73800,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_79301,__setup__.res_user_cpetry,True,True,False,False,False
__import__.supplier_66008,__setup__.res_user_cpetry,True,True,False,False,False
__import__.supplier_73657,__setup__.res_user_cpetry,False,False,False,True,False
__import__.supplier_66006,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_77376,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_68133,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_77372,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_61661,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_74303,__setup__.res_user_fmichiels,True,False,False,False,False
__import__.supplier_70295,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_61668,__setup__.res_user_fmichiels,False,True,False,True,True
__import__.supplier_74308,__setup__.res_user_cpetry,False,False,True,False,True
__import__.supplier_61740,__setup__.res_user_fmichiels,True,True,False,False,False
__import__.supplier_79232,__setup__.res_user_fmichiels,False,False,False,False,True
__import__.supplier_73728,__setup__.res_user_fmichiels,False,False,True,False,False
__import__.supplier_77050,__setup__.res_user_vheine,True,True,True,True,True
__import__.supplier_62685,__setup__.res_user_cpetry,True,True,False,False,False
__import__.supplier_63240,__setup__.res_user_fmichiels,False,False,True,False,False
__import__.supplier_74312,__setup__.res_user_cpetry,False,False,True,False,True
__import__.supplier_61593,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_82450,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_61597,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_61594,__setup__.res_user_vheine,True,True,False,False,False
__import__.supplier_61598,__setup__.res_user_fmichiels,False,False,True,False,False
__import__.supplier_61599,__setup__.res_user_fmichiels,False,False,False,False,True
__import__.supplier_65010,__setup__.res_user_fmichiels,False,False,True,False,False
__import__.supplier_64010,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_71409,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_71155,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_71400,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_83315,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_77020,__setup__.res_user_vheine,False,False,True,False,True
__import__.supplier_62610,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_68317,__setup__.res_user_vheine,False,False,True,False,True
__import__.supplier_77596,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_77593,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_81500,__setup__.res_user_vheine,False,False,True,False,True
__import__.supplier_77450,__setup__.res_user_vheine,False,False,False,True,False
__import__.supplier_68318,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_61520,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_63991,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_63992,__setup__.res_user_fmichiels,False,False,True,False,False
__import__.supplier_82805,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_64502,__setup__.res_user_fmichiels,True,True,False,False,False
__import__.supplier_64500,__setup__.res_user_fmichiels,False,False,True,False,True
__import__.supplier_64505,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_74500,__setup__.res_user_cpetry,True,True,False,False,False
__import__.supplier_74505,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_67390,__setup__.res_user_fmichiels,False,False,True,False,False
__import__.supplier_74130,__setup__.res_user_fmichiels,True,True,False,False,False
__import__.supplier_74221,__setup__.res_user_fmichiels,False,False,True,False,False
__import__.supplier_82936,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_79193,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_79192,__setup__.res_user_cpetry,False,False,True,False,True
__import__.supplier_51100,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_82930,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_79055,__setup__.res_user_fmichiels,True,False,False,False,False
__import__.supplier_79050,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_66944,__setup__.res_user_fmichiels,True,True,False,False,False
__import__.supplier_69115,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_63195,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_60407,__setup__.res_user_vheine,False,True,False,True,False
__import__.supplier_60405,__setup__.res_user_vheine,False,True,False,True,False
__import__.supplier_93910,__setup__.res_user_vheine,False,False,False,True,False
__import__.supplier_60402,__setup__.res_user_fmichiels,False,True,False,True,False
__import__.supplier_60400,__setup__.res_user_vheine,True,True,False,False,False
__import__.supplier_67800,__setup__.res_user_fmichiels,True,True,False,False,False
__import__.supplier_79582,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_79583,__setup__.res_user_fmichiels,False,False,True,False,True
__import__.supplier_66050,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_79402,__setup__.res_user_fmichiels,False,False,True,False,False
__import__.supplier_62579,__setup__.res_user_fmichiels,True,True,False,False,False
__import__.supplier_63575,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_61712,__setup__.res_user_vheine,False,False,False,True,False
__import__.supplier_82410,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_73616,__setup__.res_user_vheine,False,False,True,False,True
__import__.supplier_62650,__setup__.res_user_fmichiels,True,True,False,False,False
__import__.supplier_62653,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_76205,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_77415,__setup__.res_user_cpetry,True,True,False,False,False
__import__.supplier_80150,__setup__.res_user_fmichiels,True,False,False,False,False
__import__.supplier_63198,__setup__.res_user_fmichiels,False,False,False,False,True
__import__.supplier_82705,__setup__.res_user_vheine,False,False,False,True,False
__import__.supplier_82701,__setup__.res_user_vheine,False,False,True,False,True
__import__.supplier_82702,__setup__.res_user_cpetry,True,True,False,False,False
__import__.supplier_82660,__setup__.res_user_vheine,True,True,True,True,True
__import__.supplier_61400,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_82460,__setup__.res_user_fmichiels,False,False,False,False,False
__import__.supplier_67592,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_71066,__setup__.res_user_fmichiels,False,False,True,False,True
__import__.supplier_83320,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_83322,__setup__.res_user_fmichiels,False,False,False,False,False
__import__.supplier_82960,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_77666,__setup__.res_user_vheine,False,False,True,False,False
__import__.supplier_62628,__setup__.res_user_fmichiels,False,False,True,False,False
__import__.supplier_79510,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_79159,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_79158,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_83215,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_79152,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_79157,__setup__.res_user_fmichiels,True,False,False,False,False
__import__.supplier_74550,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_66901,__setup__.res_user_vheine,True,True,False,False,False
__import__.supplier_66906,__setup__.res_user_cpetry,True,True,False,False,False
__import__.supplier_61970,__setup__.res_user_cpetry,True,True,False,False,False
__import__.supplier_74140,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_74147,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_74146,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_83305,__setup__.res_user_fmichiels,False,False,True,False,True
__import__.supplier_76005,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_63950,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_69650,__setup__.res_user_fmichiels,False,False,False,False,True
__import__.supplier_78650,__setup__.res_user_vheine,False,True,True,True,False
__import__.supplier_66150,__setup__.res_user_fmichiels,True,True,False,False,False
__import__.supplier_64275,__setup__.res_user_vheine,True,True,False,False,False
__import__.supplier_66155,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_66011,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_66017,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_74314,__setup__.res_user_fmichiels,True,False,False,False,False
__import__.supplier_61615,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_74311,__setup__.res_user_fmichiels,True,False,False,False,False
__import__.supplier_60456,__setup__.res_user_fmichiels,False,False,True,False,False
__import__.supplier_60450,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_61755,__setup__.res_user_fmichiels,True,False,False,False,False
__import__.supplier_79202,__setup__.res_user_fmichiels,False,False,True,False,False
__import__.supplier_79201,__setup__.res_user_vheine,True,True,False,False,False
__import__.supplier_79200,__setup__.res_user_cpetry,False,False,True,False,True
__import__.supplier_79204,__setup__.res_user_fmichiels,True,False,False,False,False
__import__.supplier_63503,__setup__.res_user_vheine,False,False,False,False,True
__import__.supplier_63502,__setup__.res_user_cpetry,True,False,False,False,False
__import__.supplier_63505,__setup__.res_user_vheine,False,True,False,True,True
__import__.supplier_77100,__setup__.res_user_vheine,False,False,True,False,True
__import__.supplier_82749,__setup__.res_user_fmichiels,True,False,False,False,False
__import__.supplier_95400,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_77603,__setup__.res_user_cpetry,True,True,False,False,False
__import__.supplier_68403,__setup__.res_user_cpetry,False,False,True,False,True
__import__.supplier_68150,__setup__.res_user_fmichiels,False,False,False,False,True
__import__.supplier_32420,__setup__.res_user_vheine,False,True,False,True,False
__import__.supplier_61728,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_32425,__setup__.res_user_vheine,True,True,False,False,False
__import__.supplier_65000,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_61723,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_81699,__setup__.res_user_vheine,True,True,False,False,False
__import__.supplier_82599,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_68301,__setup__.res_user_fmichiels,False,False,False,False,False
__import__.supplier_68302,__setup__.res_user_cpetry,False,True,False,True,True
__import__.supplier_68303,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_82630,__setup__.res_user_vheine,False,False,True,False,True
__import__.supplier_61662,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_77420,__setup__.res_user_fmichiels,False,False,False,False,True
__import__.supplier_82638,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_60308,__setup__.res_user_fmichiels,False,True,False,True,False
__import__.supplier_63961,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_63963,__setup__.res_user_fmichiels,False,False,True,False,False
__import__.supplier_63610,__setup__.res_user_fmichiels,False,False,False,False,False
__import__.supplier_74105,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_74450,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_77631,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_77633,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_63919,__setup__.res_user_fmichiels,True,True,False,False,False
__import__.supplier_82922,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_68370,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_71020,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_69611,__setup__.res_user_vheine,True,True,False,False,False
__import__.supplier_82550,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_67655,__setup__.res_user_fmichiels,False,False,True,False,False
__import__.supplier_66928,__setup__.res_user_fmichiels,False,False,True,False,False
__import__.supplier_77320,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_77326,__setup__.res_user_vheine,False,False,True,False,True
__import__.supplier_64405,__setup__.res_user_fmichiels,True,True,False,False,False
__import__.supplier_77325,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_76256,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_60418,__setup__.res_user_fmichiels,True,True,False,False,False
__import__.supplier_79245,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_79244,__setup__.res_user_fmichiels,False,False,False,False,False
__import__.supplier_72294,__setup__.res_user_fmichiels,False,False,False,False,True
__import__.supplier_74215,__setup__.res_user_fmichiels,True,True,False,False,False
__import__.supplier_74218,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_79249,__setup__.res_user_vheine,False,False,False,True,False
__import__.supplier_79248,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_95150,__setup__.res_user_vheine,True,True,True,True,True
__import__.supplier_66200,__setup__.res_user_vheine,True,True,False,False,False
__import__.supplier_74330,__setup__.res_user_fmichiels,False,False,False,False,False
__import__.supplier_66445,__setup__.res_user_fmichiels,True,False,False,False,False
__import__.supplier_73626,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_73625,__setup__.res_user_fmichiels,False,True,False,True,True
__import__.supplier_61645,__setup__.res_user_cpetry,False,False,True,False,True
__import__.supplier_83145,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_75000,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_71212,__setup__.res_user_fmichiels,False,False,False,False,False
__import__.supplier_82670,__setup__.res_user_cpetry,False,False,False,True,False
__import__.supplier_62795,__setup__.res_user_vheine,True,True,False,False,False
__import__.supplier_80300,__setup__.res_user_fmichiels,False,False,True,False,False
__import__.supplier_62798,__setup__.res_user_fmichiels,True,True,False,False,False
__import__.supplier_60201,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_82918,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_74169,__setup__.res_user_fmichiels,False,False,False,False,False
__import__.supplier_83330,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_78525,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_62631,__setup__.res_user_fmichiels,False,False,True,False,False
__import__.supplier_74411,__setup__.res_user_fmichiels,False,False,True,False,False
__import__.supplier_68234,__setup__.res_user_vheine,False,False,True,False,True
__import__.supplier_82598,__setup__.res_user_vheine,True,True,True,True,True
__import__.supplier_79142,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_82595,__setup__.res_user_cpetry,False,False,True,False,True
__import__.supplier_82593,__setup__.res_user_cpetry,False,False,True,False,True
__import__.supplier_81250,__setup__.res_user_vheine,False,False,True,False,True
__import__.supplier_71100,__setup__.res_user_vheine,False,False,True,False,True
__import__.supplier_71450,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_63645,__setup__.res_user_fmichiels,False,False,False,False,False
__import__.supplier_76105,__setup__.res_user_cpetry,False,False,True,False,True
__import__.supplier_69005,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_69000,__setup__.res_user_cpetry,False,False,True,False,True
__import__.supplier_74520,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_77605,__setup__.res_user_vheine,False,False,True,False,False
__import__.supplier_74158,__setup__.res_user_cpetry,False,True,False,True,True
__import__.supplier_74159,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_66249,__setup__.res_user_vheine,True,True,False,False,False
__import__.supplier_66248,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_74154,__setup__.res_user_fmichiels,False,False,True,False,True
__import__.supplier_74156,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_77602,__setup__.res_user_vheine,False,False,True,False,True
__import__.supplier_74153,__setup__.res_user_vheine,True,True,False,False,False
__import__.supplier_82505,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_81635,__setup__.res_user_vheine,False,False,True,False,True
__import__.supplier_77210,__setup__.res_user_vheine,True,True,False,False,False
__import__.supplier_74157,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_77350,__setup__.res_user_vheine,False,False,False,True,False
__import__.supplier_82680,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_60428,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_74320,__setup__.res_user_vheine,False,True,False,True,True
__import__.supplier_61606,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_61607,__setup__.res_user_fmichiels,False,False,False,False,False
__import__.supplier_61608,__setup__.res_user_vheine,True,True,True,True,True
__import__.supplier_60422,__setup__.res_user_vheine,False,True,False,True,True
__import__.supplier_60425,__setup__.res_user_cpetry,True,True,False,False,False
__import__.supplier_60427,__setup__.res_user_fmichiels,True,False,False,False,False
__import__.supplier_79214,__setup__.res_user_vheine,True,True,False,False,False
__import__.supplier_79215,__setup__.res_user_vheine,False,True,False,False,False
__import__.supplier_79217,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_61780,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_70312,__setup__.res_user_fmichiels,False,True,False,True,True
__import__.supplier_70315,__setup__.res_user_vheine,True,True,False,False,False
__import__.supplier_73688,__setup__.res_user_fmichiels,True,False,False,False,False
__import__.supplier_64215,__setup__.res_user_fmichiels,True,True,False,False,False
__import__.supplier_63450,__setup__.res_user_cpetry,False,False,True,False,True
__import__.supplier_73684,__setup__.res_user_fmichiels,False,False,True,False,False
__import__.supplier_77500,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_62850,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_73671,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_74026,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_74180,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_62678,__setup__.res_user_fmichiels,True,True,False,False,False
__import__.supplier_62770,__setup__.res_user_fmichiels,True,True,False,False,False
__import__.supplier_62779,__setup__.res_user_fmichiels,False,False,False,True,False
__import__.supplier_62677,__setup__.res_user_fmichiels,True,False,False,False,False
__import__.supplier_82640,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_63211,__setup__.res_user_fmichiels,False,False,True,False,False
__import__.supplier_79100,__setup__.res_user_vheine,True,True,False,False,False
__import__.supplier_79105,__setup__.res_user_cpetry,False,False,True,False,True
__import__.supplier_63355,__setup__.res_user_vheine,False,True,False,False,False
__import__.supplier_73900,__setup__.res_user_vheine,False,False,True,False,True
__import__.supplier_71045,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_82945,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_67635,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_63975,__setup__.res_user_cpetry,True,True,False,False,False
__import__.supplier_82948,__setup__.res_user_fmichiels,False,False,True,False,False
__import__.supplier_82949,__setup__.res_user_fmichiels,False,False,False,False,False
__import__.supplier_79188,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_60390,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_74560,__setup__.res_user_vheine,True,True,False,False,False
__import__.supplier_74290,__setup__.res_user_fmichiels,False,False,True,False,True
__import__.supplier_74565,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_81206,__setup__.res_user_vheine,True,True,False,False,False
__import__.supplier_81200,__setup__.res_user_vheine,True,True,False,True,False
__import__.supplier_81201,__setup__.res_user_vheine,False,False,False,True,False
__import__.supplier_77640,__setup__.res_user_cpetry,True,True,False,False,False
__import__.supplier_77645,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_67640,__setup__.res_user_fmichiels,False,False,True,False,True
__import__.supplier_69603,__setup__.res_user_fmichiels,True,False,False,False,False
__import__.supplier_82540,__setup__.res_user_fmichiels,True,False,True,False,False
__import__.supplier_63771,__setup__.res_user_fmichiels,False,True,False,False,False
__import__.supplier_64000,__setup__.res_user_fmichiels,False,False,True,False,False
__import__.supplier_77316,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_76240,__setup__.res_user_vheine,False,False,True,False,True
__import__.supplier_66935,__setup__.res_user_fmichiels,True,True,True,True,True
__import__.supplier_74164,__setup__.res_user_fmichiels,False,False,True,False,False
__import__.supplier_74166,__setup__.res_user_fmichiels,True,True,True,True,True
