id,location_id/id,product_id/id,product_qty
__import__.stock_inventory_line_without_lot_8040708,__import__.location_loc_GA07A3,__import__.product_8040708,13
__import__.stock_inventory_line_without_lot_7146603,__import__.location_loc_GD21A2,__import__.product_7146603,44
__import__.stock_inventory_line_without_lot_7761015,__import__.location_loc_EXN217,__import__.product_7761015,0
__import__.stock_inventory_line_without_lot_8020456,__import__.location_loc_EOF104,__import__.product_8020456,9
__import__.stock_inventory_line_without_lot_8039958,__import__.location_loc_GE04D1,__import__.product_8039958,234
__import__.stock_inventory_line_without_lot_8037913,__import__.location_loc_EXE400,__import__.product_8037913,4
__import__.stock_inventory_line_without_lot_2315083,__import__.location_loc_EXD104,__import__.product_2315083,0
__import__.stock_inventory_line_without_lot_1400099,__import__.location_loc_EXD600,__import__.product_1400099,0
__import__.stock_inventory_line_without_lot_1401000,__import__.location_loc_EXD600,__import__.product_1401000,25
__import__.stock_inventory_line_without_lot_1405026,__import__.location_loc_EOG171,__import__.product_1405026,0
__import__.stock_inventory_line_without_lot_1405027,__import__.location_loc_EOG174,__import__.product_1405027,3
__import__.stock_inventory_line_without_lot_1405028,__import__.location_loc_EOG173,__import__.product_1405028,0
__import__.stock_inventory_line_without_lot_1405029,__import__.location_loc_EOG172,__import__.product_1405029,0
__import__.stock_inventory_line_without_lot_1405069,__import__.location_loc_EXD620,__import__.product_1405069,0
__import__.stock_inventory_line_without_lot_1405179,__import__.location_loc_EXH602,__import__.product_1405179,30
__import__.stock_inventory_line_without_lot_6502210,__import__.location_loc_EXP000,__import__.product_6502210,3
__import__.stock_inventory_line_without_lot_6502213,__import__.location_loc_EXP000,__import__.product_6502213,0
__import__.stock_inventory_line_without_lot_0180370,__import__.location_loc_EXP000,__import__.product_0180370,1
__import__.stock_inventory_line_without_lot_6043001,__import__.location_loc_PK05B1,__import__.product_6043001,13
__import__.stock_inventory_line_without_lot_6355005,__import__.location_loc_EXE500,__import__.product_6355005,2
__import__.stock_inventory_line_without_lot_6355006,__import__.location_loc_EXP000,__import__.product_6355006,0
__import__.stock_inventory_line_without_lot_6355020,__import__.location_loc_GC09A4,__import__.product_6355020,2
__import__.stock_inventory_line_without_lot_6450005,__import__.location_loc_EXJ613,__import__.product_6450005,3
__import__.stock_inventory_line_without_lot_6450006,__import__.location_loc_EXJ614,__import__.product_6450006,6
__import__.stock_inventory_line_without_lot_6450007,__import__.location_loc_EXJ615,__import__.product_6450007,1
__import__.stock_inventory_line_without_lot_6450008,__import__.location_loc_EXJ616,__import__.product_6450008,1
__import__.stock_inventory_line_without_lot_6450009,__import__.location_loc_EXT261,__import__.product_6450009,13
__import__.stock_inventory_line_without_lot_6450016,__import__.location_loc_GL01B3,__import__.product_6450016,1
__import__.stock_inventory_line_without_lot_6450018,__import__.location_loc_EXD300,__import__.product_6450018,2
__import__.stock_inventory_line_without_lot_6450024,__import__.location_loc_EXD509,__import__.product_6450024,3
__import__.stock_inventory_line_without_lot_7413006,__import__.location_loc_GE01B2,__import__.product_7413006,0
__import__.stock_inventory_line_without_lot_7413010,__import__.location_loc_GL04B6,__import__.product_7413010,11
__import__.stock_inventory_line_without_lot_6605001,__import__.location_loc_EOF144,__import__.product_6605001,2
__import__.stock_inventory_line_without_lot_6605004,__import__.location_loc_EXS326,__import__.product_6605004,4
__import__.stock_inventory_line_without_lot_1136498,__import__.location_loc_GA07A1,__import__.product_1136498,43
__import__.stock_inventory_line_without_lot_6655001,__import__.location_loc_EXG515,__import__.product_6655001,1
__import__.stock_inventory_line_without_lot_8003647,__import__.location_loc_EOI150,__import__.product_8003647,11
__import__.stock_inventory_line_without_lot_8003676,__import__.location_loc_EOI151,__import__.product_8003676,0
__import__.stock_inventory_line_without_lot_6815003,__import__.location_loc_EXD110,__import__.product_6815003,0
__import__.stock_inventory_line_without_lot_6815009,__import__.location_loc_EXD600,__import__.product_6815009,1
__import__.stock_inventory_line_without_lot_6815010,__import__.location_loc_EXD600,__import__.product_6815010,1
__import__.stock_inventory_line_without_lot_6815013,__import__.location_loc_EXD600,__import__.product_6815013,2
__import__.stock_inventory_line_without_lot_0111054,__import__.location_loc_GD18D2,__import__.product_0111054,40
__import__.stock_inventory_line_without_lot_0111591,__import__.location_loc_GD18C4,__import__.product_0111591,60
__import__.stock_inventory_line_without_lot_0111963,__import__.location_loc_GD18A2,__import__.product_0111963,37
__import__.stock_inventory_line_without_lot_7500401,__import__.location_loc_GF28C1,__import__.product_7500401,2
__import__.stock_inventory_line_without_lot_7500411,__import__.location_loc_GF28B4,__import__.product_7500411,0
__import__.stock_inventory_line_without_lot_8028733,__import__.location_loc_EXB200,__import__.product_8028733,1
__import__.stock_inventory_line_without_lot_8034203,__import__.location_loc_EXC400,__import__.product_8034203,0
__import__.stock_inventory_line_without_lot_8055004,__import__.location_loc_EOB162,__import__.product_8055004,2
__import__.stock_inventory_line_without_lot_8092516,__import__.location_loc_EXB100,__import__.product_8092516,0
__import__.stock_inventory_line_without_lot_8037712,__import__.location_loc_EXN227,__import__.product_8037712,2
__import__.stock_inventory_line_without_lot_7429006,__import__.location_loc_EXK715,__import__.product_7429006,5
__import__.stock_inventory_line_without_lot_7429008,__import__.location_loc_EXO209,__import__.product_7429008,9
__import__.stock_inventory_line_without_lot_6390002,__import__.location_loc_GC03C3,__import__.product_6390002,13
__import__.stock_inventory_line_without_lot_8048147,__import__.location_loc_EXR100,__import__.product_8048147,0
__import__.stock_inventory_line_without_lot_8020433,__import__.location_loc_EOF141,__import__.product_8020433,22
__import__.stock_inventory_line_without_lot_7429030,__import__.location_loc_EXN220,__import__.product_7429030,1
__import__.stock_inventory_line_without_lot_7429036,__import__.location_loc_EOE180,__import__.product_7429036,1
__import__.stock_inventory_line_without_lot_8020841,__import__.location_loc_EXN102,__import__.product_8020841,5
__import__.stock_inventory_line_without_lot_7429040,__import__.location_loc_EXS322,__import__.product_7429040,5
__import__.stock_inventory_line_without_lot_8021289,__import__.location_loc_EXS219,__import__.product_8021289,10
__import__.stock_inventory_line_without_lot_8021220,__import__.location_loc_EXS214,__import__.product_8021220,20
__import__.stock_inventory_line_without_lot_8021237,__import__.location_loc_EXS209,__import__.product_8021237,10
__import__.stock_inventory_line_without_lot_8020605,__import__.location_loc_EOD189,__import__.product_8020605,1
__import__.stock_inventory_line_without_lot_7429054,__import__.location_loc_EOF125,__import__.product_7429054,27
__import__.stock_inventory_line_without_lot_7429055,__import__.location_loc_EXN214,__import__.product_7429055,3
__import__.stock_inventory_line_without_lot_8021272,__import__.location_loc_EXS212,__import__.product_8021272,27
__import__.stock_inventory_line_without_lot_7429059,__import__.location_loc_EXN204,__import__.product_7429059,11
__import__.stock_inventory_line_without_lot_7429068,__import__.location_loc_EXN226,__import__.product_7429068,27
__import__.stock_inventory_line_without_lot_8030012,__import__.location_loc_EXH300,__import__.product_8030012,2
__import__.stock_inventory_line_without_lot_8018324,__import__.location_loc_EXB535,__import__.product_8018324,2
__import__.stock_inventory_line_without_lot_8018353,__import__.location_loc_EXB502,__import__.product_8018353,2
__import__.stock_inventory_line_without_lot_8018382,__import__.location_loc_EXB503,__import__.product_8018382,2
__import__.stock_inventory_line_without_lot_8018413,__import__.location_loc_EXB504,__import__.product_8018413,2
__import__.stock_inventory_line_without_lot_8018436,__import__.location_loc_EXB505,__import__.product_8018436,2
__import__.stock_inventory_line_without_lot_8018442,__import__.location_loc_EXB506,__import__.product_8018442,2
__import__.stock_inventory_line_without_lot_8018502,__import__.location_loc_EXC509,__import__.product_8018502,1
__import__.stock_inventory_line_without_lot_8018301,__import__.location_loc_EXC509,__import__.product_8018301,1
__import__.stock_inventory_line_without_lot_8030130,__import__.location_loc_EXH300,__import__.product_8030130,1
__import__.stock_inventory_line_without_lot_7758516,__import__.location_loc_EOB221,__import__.product_7758516,13
__import__.stock_inventory_line_without_lot_7764011,__import__.location_loc_GZZ999,__import__.product_7764011,0
__import__.stock_inventory_line_without_lot_7131750,__import__.location_loc_GF22A3,__import__.product_7131750,4
__import__.stock_inventory_line_without_lot_6395001,__import__.location_loc_GD08D7,__import__.product_6395001,10
__import__.stock_inventory_line_without_lot_8043807,__import__.location_loc_EXT535,__import__.product_8043807,1
__import__.stock_inventory_line_without_lot_8043836,__import__.location_loc_GK17F2,__import__.product_8043836,1
__import__.stock_inventory_line_without_lot_6395008,__import__.location_loc_GF22F7,__import__.product_6395008,1
__import__.stock_inventory_line_without_lot_1180280,__import__.location_loc_GK02B4,__import__.product_1180280,279
__import__.stock_inventory_line_without_lot_1181163,__import__.location_loc_GI11B2,__import__.product_1181163,711
__import__.stock_inventory_line_without_lot_0816900,__import__.location_loc_GE01D2,__import__.product_0816900,1
__import__.stock_inventory_line_without_lot_0816918,__import__.location_loc_GD20A3,__import__.product_0816918,3
__import__.stock_inventory_line_without_lot_0816926,__import__.location_loc_GD18B5,__import__.product_0816926,4
__import__.stock_inventory_line_without_lot_0392670,__import__.location_loc_GD23A4,__import__.product_0392670,158
__import__.stock_inventory_line_without_lot_7924001,__import__.location_loc_EZZ071,__import__.product_7924001,0
__import__.stock_inventory_line_without_lot_0667139,__import__.location_loc_GE14B3,__import__.product_0667139,2
__import__.stock_inventory_line_without_lot_7930104,__import__.location_loc_GL02A2,__import__.product_7930104,35
__import__.stock_inventory_line_without_lot_1180306,__import__.location_loc_GD18A3,__import__.product_1180306,52
__import__.stock_inventory_line_without_lot_1180314,__import__.location_loc_GD20B4,__import__.product_1180314,125
__import__.stock_inventory_line_without_lot_1180322,__import__.location_loc_GK05B4,__import__.product_1180322,121
__import__.stock_inventory_line_without_lot_8165004,__import__.location_loc_GE11D5,__import__.product_8165004,19
__import__.stock_inventory_line_without_lot_8165006,__import__.location_loc_GE15C1,__import__.product_8165006,4
__import__.stock_inventory_line_without_lot_8165008,__import__.location_loc_GE11B6,__import__.product_8165008,22
__import__.stock_inventory_line_without_lot_8165009,__import__.location_loc_GE11A6,__import__.product_8165009,18
__import__.stock_inventory_line_without_lot_7920001,__import__.location_loc_GE05D4,__import__.product_7920001,0
__import__.stock_inventory_line_without_lot_8165020,__import__.location_loc_GE11G6,__import__.product_8165020,13
__import__.stock_inventory_line_without_lot_8165027,__import__.location_loc_GE07F1,__import__.product_8165027,15
__import__.stock_inventory_line_without_lot_0499270,__import__.location_loc_EXG600,__import__.product_0499270,36
__import__.stock_inventory_line_without_lot_7445032,__import__.location_loc_GG02D3,__import__.product_7445032,21
__import__.stock_inventory_line_without_lot_7445033,__import__.location_loc_GF29C1,__import__.product_7445033,10
__import__.stock_inventory_line_without_lot_8051592,__import__.location_loc_GE19B2,__import__.product_8051592,113
__import__.stock_inventory_line_without_lot_8051563,__import__.location_loc_GE19A2,__import__.product_8051563,115
__import__.stock_inventory_line_without_lot_8051623,__import__.location_loc_GE21B2,__import__.product_8051623,139
__import__.stock_inventory_line_without_lot_8051617,__import__.location_loc_GE19A1,__import__.product_8051617,117
__import__.stock_inventory_line_without_lot_8051646,__import__.location_loc_GE21A2,__import__.product_8051646,101
__import__.stock_inventory_line_without_lot_8006611,__import__.location_loc_GK18A1,__import__.product_8006611,5
__import__.stock_inventory_line_without_lot_8030118,__import__.location_loc_EXH300,__import__.product_8030118,2
__import__.stock_inventory_line_without_lot_8030070,__import__.location_loc_EXH400,__import__.product_8030070,2
__import__.stock_inventory_line_without_lot_8031939,__import__.location_loc_EXH502,__import__.product_8031939,3
__import__.stock_inventory_line_without_lot_8030087,__import__.location_loc_EXH400,__import__.product_8030087,2
__import__.stock_inventory_line_without_lot_8030025,__import__.location_loc_EOG213,__import__.product_8030025,11
__import__.stock_inventory_line_without_lot_8034079,__import__.location_loc_EXF510,__import__.product_8034079,2
__import__.stock_inventory_line_without_lot_8030176,__import__.location_loc_EXH300,__import__.product_8030176,1
__import__.stock_inventory_line_without_lot_8029954,__import__.location_loc_EXH200,__import__.product_8029954,0
__import__.stock_inventory_line_without_lot_8019536,__import__.location_loc_EXN118,__import__.product_8019536,6
__import__.stock_inventory_line_without_lot_8018525,__import__.location_loc_EXC501,__import__.product_8018525,3
__import__.stock_inventory_line_without_lot_8018838,__import__.location_loc_EXC500,__import__.product_8018838,2
__import__.stock_inventory_line_without_lot_8021415,__import__.location_loc_EXF503,__import__.product_8021415,0
__import__.stock_inventory_line_without_lot_8044020,__import__.location_loc_EXP000,__import__.product_8044020,1
__import__.stock_inventory_line_without_lot_6260016,__import__.location_loc_GD20C1,__import__.product_6260016,2
__import__.stock_inventory_line_without_lot_8025979,__import__.location_loc_EOE154,__import__.product_8025979,1
__import__.stock_inventory_line_without_lot_8008142,__import__.location_loc_EXG150,__import__.product_8008142,4
__import__.stock_inventory_line_without_lot_8045172,__import__.location_loc_GC11D5,__import__.product_8045172,30
__import__.stock_inventory_line_without_lot_8028274,__import__.location_loc_EXF507,__import__.product_8028274,18
__import__.stock_inventory_line_without_lot_8015751,__import__.location_loc_EXH510,__import__.product_8015751,56
__import__.stock_inventory_line_without_lot_8242025,__import__.location_loc_GE11F5,__import__.product_8242025,21
__import__.stock_inventory_line_without_lot_8241830,__import__.location_loc_GE11A4,__import__.product_8241830,14
__import__.stock_inventory_line_without_lot_8241825,__import__.location_loc_GE11B4,__import__.product_8241825,6
__import__.stock_inventory_line_without_lot_8241820,__import__.location_loc_GE11C3,__import__.product_8241820,27
__import__.stock_inventory_line_without_lot_8241620,__import__.location_loc_GE11D3,__import__.product_8241620,11
__import__.stock_inventory_line_without_lot_8022372,__import__.location_loc_EZZ372,__import__.product_8022372,0
__import__.stock_inventory_line_without_lot_8022389,__import__.location_loc_EXI995,__import__.product_8022389,3
