id,ref,name,street,zip,city,phone,fax,email,vat,delivery_lead_time,customer,supplier,alcyon_category_id/id,property_account_payable_id/id,country_id/id,lang,is_purchase_back_order_accepted,supplier_discount,mobile,property_account_position_id/id,property_supplier_payment_term_id/id,supplier_payment_mode_id/id
__import__.supplier_60312,60312,L'ATELIER MOSAN,Rue de la Paix 3,4500,HUY,,085212472,commercial@ateliermosan.be,BE0407599047,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.be,fr_BE,True,,0475/927294,__setup__.fiscal_position_nat,account.account_payment_term_immediate,__setup__.account_payment_mode_out_sep
__import__.supplier_60315,60315,A-TECH,rue Jean Allard 23,4020,LIEGE,,,,BE0753316549,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,,0477/226293,__setup__.fiscal_position_nat,account.account_payment_term_immediate,__setup__.account_payment_mode_out_sep
__import__.supplier_60320,60320,ATRIMUSRX AB,Djupdalsvägen 12,19251,SOLLENTUNA,0046/730890744,,,SE559066072501,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.se,fr_BE,True,,,__setup__.fiscal_position_extra,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60350,60350,ASSISTANCE FISCALE,"rue de l'Yser, 209",4430,ANS,04 364 03 11,043640318,,BE0420632184,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,__setup__.account_payment_term_f0,__setup__.account_payment_mode_out_sep
__import__.supplier_60352,60352,ASSOC. OF VET. ANAESTHETISTS,,,,,,,,0,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_immediate,__setup__.account_payment_mode_out_man
__import__.supplier_60353,60353,SERVICE DE GARDE DE NAMUR,rue du Clair Val 17,5020,SUARLEE,081/735635,081/735635,,BE0819785503,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_immediate,__setup__.account_payment_mode_out_sep
__import__.supplier_60354,60354,A.V.C. ASBL,Rue Wattelar 104/106,6040,JUMET,071/37 36 44,071350815,,,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_immediate,__setup__.account_payment_mode_out_sep
__import__.supplier_60355,60355,BRABANT WALLON,Grand Rue 49,1435,MONT SAINT GUIBERT,010/655396,,,,0,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_immediate,__setup__.account_payment_mode_out_man
__import__.supplier_60356,60356,SERVICE DE GARDE LIEGE 1,Rue de la Faille 22,4000,LIEGE,,,,,0,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_immediate,__setup__.account_payment_mode_out_man
__import__.supplier_60357,60357,ASSOC. VET. DU TOURNAISIS,"Rue de la Prévoyance,101",7500,TOURNAI,,,,,0,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60360,60360,ARSEUS,Textielstraat 24,8790,WAREGEM,056/628866,056/628872,,BE0439161263,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_net,__setup__.account_payment_mode_out_dom
__import__.supplier_60370,60370,ATELIERS DU MONCEAU,rue de l'Avenir 75,4460,GRACE-HOLLOGNE,04/2397010,04/2397014,,BE0427352306,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_immediate,__setup__.account_payment_mode_out_sep
__import__.supplier_60375,60375,ATLANCE,Chaussée de la Hulpe 177 bte11,1170,BRUXELLES,02/7908155,02/7908596,,BE0476489635,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,,,__setup__.fiscal_position_nat,__setup__.account_payment_term_d10,__setup__.account_payment_mode_out_sep
__import__.supplier_60380,60380,ATELIER DE FERRONNERIE,13a RUE VAL DU BRONZE,6980,LA ROCHE,084/411946,,,BE0691171421,21,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,__setup__.account_payment_term_d7,__setup__.account_payment_mode_out_sep
__import__.supplier_60385,60385,L'ATELIER FLORAL,Chaussée de l'Ourthe 7-11,6900,MARCHE-EN-FAMENNE,084/322332,084/313160,,BE0688292501,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60390,60390,AIP DEVELOPPEMENT,Rue des Artisans 2,4877,OLNE,04/2272423,,,BE0450686744,2,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.be,fr_BE,True,0,0495/289910,__setup__.fiscal_position_nat,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60400,60400,DECHRA VETERINARY PRODUCTS *,Achterstenhoek 48,2275,LILLE,014/443670,014443679,,,2,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.nl,fr_BE,True,0,,__setup__.fiscal_position_intra,__setup__.account_payment_term_d7,__setup__.account_payment_mode_out_man
__import__.supplier_60401,60401,ABACA DECOR,Boulevard E.de Laveleye 132b,4020,LIEGE,,,,BE0861350694,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,0475/316124,__setup__.fiscal_position_nat,account.account_payment_term_immediate,__setup__.account_payment_mode_out_man
__import__.supplier_60402,60402,AIR LIQUIDE MEDICAL,Quai des Vennes 8,4020,LIEGE,04/3498989,022519374,,,7,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,__setup__.account_payment_term_f30,__setup__.account_payment_mode_out_sep
__import__.supplier_60403,60403,INSPECTION AUTOMOBILE,,,,04/2629923,,,,0,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,__setup__.account_payment_term_cr,__setup__.account_payment_mode_out_man
__import__.supplier_60404,60404,AHREND SAMKO,Spinnerijstraat 12,9240,ZELE,052/456511,,,,7,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60405,60405,ABBOTT *,Rue du Bosquet 2,1348,OTTIGNIES,010/475311,010475505,,,7,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,__setup__.account_payment_term_f20,__setup__.account_payment_mode_out_man
__import__.supplier_60406,60406,MBO PRINTING,"Rue du zoning, 2",4557,SOHEIT TINLOT,085/271150,,,BE0886117962,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_immediate,__setup__.account_payment_mode_out_sep
__import__.supplier_60407,60407,AESCULAAP   *,Slachthuisstraat 68,2300,TURNHOUT,014/401900,014401902,,,7,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,__setup__.account_payment_term_d7,__setup__.account_payment_mode_out_man
__import__.supplier_60408,60408,AGORA / CIGAL DEVELOPPEMENT,"Rue de l'Informatique,20",4460,GRACE-HOLLOGNE,04/3368681,043368618,,BE0473672180,1,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60409,60409,AGF MOTOR,Route du Condroz 173,4120,NEUPE,04/3642664,04/3642669,,BE0429281022,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_immediate,__setup__.account_payment_mode_out_sep
__import__.supplier_60410,60410,AGRI PRODUKTEN POUWER,Léopoldsplaats 10/4,2000,ANTWERPEN,0031488452136,0031488453349,,,0,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,__setup__.account_payment_term_f30,__setup__.account_payment_mode_out_sep
__import__.supplier_60411,60411,AGRIMAN,rue du Moulin 35,6181,GOUY-LEZ-PIETON,071/844038,071/946070,,BE0457672130,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,__setup__.account_payment_term_d7,__setup__.account_payment_mode_out_sep
__import__.supplier_60412,60412,ACALAN,Boulevard de la Sauvenière 39,4000,LIEGE,04/2235123,,,,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_immediate,__setup__.account_payment_mode_out_man
__import__.supplier_60413,60413,AFBAC,rue du Tige Blanc 35,4100,SERAING,,043/851297,,,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,0475/705598,__setup__.fiscal_position_nat,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60414,60414,ABC DENTAL,Suikerlaai 40B  Zone 3A,1500,HALLE,02/3638263,023638270,,,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60415,60415,MIMEOS,Chaussée de Louvain 431E,1380,LASNE,02/3528400,02/3528303,,BE0891633797,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60416,60416,ACS INFORMATIQUE,rue Chaussée 37,4342,HOGNOUL,04/3821799,04/3719456,,BE0472753056,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_immediate,__setup__.account_payment_mode_out_man
__import__.supplier_60417,60417,ABC CHEMICALS,Parc industriel 19,1440,WAUTHIER BRAINE,02/3672542,023672549,,BE0420850534,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60418,60418,AFUBOX,Rue Tourmalaute 40,83170,BRIGNOLES,0033977077257,0033494782180,,FR16488875410,7,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.fr,fr_BE,True,0,,__setup__.fiscal_position_intra,__setup__.account_payment_term_f30,__setup__.account_payment_mode_out_man
__import__.supplier_60419,60419,AFSCA,Boulevard Simon Bolivar 30,1000,BRUXELLES,02/2084453,,,,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60420,60420,AGRI DELANGE,rue de Cras Avernas 11,4280,HANNUT,,,,,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60421,60421,AFMPS,place V. Horta 40/40,1060,BRUXELLES,,,,BE0884579424,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60422,60422,DECHRA VETERINARY PRODUCTS *,Achterstenhoek 48,2275,LILLE,014/443670,014443679,,BE0408216679,7,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,__setup__.account_payment_term_d5,__setup__.account_payment_mode_out_dom
__import__.supplier_60423,60423,AGFA HEALTHCARE,Prins Boudewynlaan 5,2550,KONTICH,03/4509794,034509816,,BE0403003524,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60424,60424,ACTVICTORY,rue du Luxembourg 7,4280,HANNUT,019/510351,019/510353,,BE0457462688,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_immediate,__setup__.account_payment_mode_out_sep
__import__.supplier_60425,60425,AGORA SANA SCRL,Rue Porte à Camp 10-12,7971,BASECLES,069/773854,069224028,commandes@agorasana.be,,3,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60426,60426,ADECCO,Noordkustlaan 16 b,1702,GROOT-BIJGAARDEN,02/5839111,02/5839112,,BE0404221962,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_15days,__setup__.account_payment_mode_out_sep
__import__.supplier_60427,60427,ANIMAL BLOOD RESOURCES INT.,"P.O BOX 1118, Dixon",95620,CALIFORNIA,001/7076787350,0017076787357 *,info@abrint.net,,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.us,fr_BE,True,,,__setup__.fiscal_position_extra,account.account_payment_term_net,__setup__.account_payment_mode_out_man
__import__.supplier_60428,60428,ADAM EQUIPEMENT CO LTD,"Maidston Road, Kingston",MK10 0BD,MILTON KEYNES,00441908274545,00441908641339,,GB301806596,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.uk,fr_BE,True,0,,__setup__.fiscal_position_intra,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60429,60429,ADAM ET MENTEN,P.I.Hauts Sarts 4ème avenue 3A,4040,HERSTAL,04/2647828,04/2645811,,BE0444377784,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_immediate,__setup__.account_payment_mode_out_sep
__import__.supplier_60430,60430,ADITECO (DE TURCK DIRK).,Wontergemstraat 82,8720,DENTERGEM,051/570626,051570625,,,7,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.be,fr_BE,True,0,0475/436772,__setup__.fiscal_position_nat,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60431,60431,ACME,rue de Rixensart 18 B4,1332,GENVAL,02/2415431,02/2167132,,BE0463767292,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,,,__setup__.fiscal_position_nat,account.account_payment_term_immediate,__setup__.account_payment_mode_out_sep
__import__.supplier_60432,60432,AIR PRODUCTS HEALTHCARE BELG.,Rue de la basse Sambre 38,5140,SOMBREFFE,080/135137,071402833,,BE0463911111,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.be,fr_BE,True,,,__setup__.fiscal_position_nat,__setup__.account_payment_term_f30,__setup__.account_payment_mode_out_sep
__import__.supplier_60433,60433,AGAT MEDICAL,Franklin Roosevelstraat 6,3600,GENK,089/247751,089208305 *,info@agatmedical.be,BE0819478368,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.be,nl_BE,True,,,__setup__.fiscal_position_nat,account.account_payment_term_15days,__setup__.account_payment_mode_out_sep
__import__.supplier_60434,60434,ABBEYVET EXPORT LLP,Aviation Way,LS25 6NB,SHERBURN-IN-ELMET,0044/1977685777,00441977685111,,GB928761781,7,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.uk,fr_BE,True,,,__setup__.fiscal_position_intra,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60435,60435,EDENRED BELGIUM,Avenue Hermann Debroux 54 bte5,1160,BRUXELLES,02/6782900,02/6782828,,BE0407034269,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_immediate,__setup__.account_payment_mode_out_sep
__import__.supplier_60436,60436,ADAM EQUIPEMENT GMBH,Instenkamp 4,24242,FELDE,00494340403000,+4943404030020*,,,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.de,fr_BE,True,,,__setup__.fiscal_position_intra,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60437,60437,ALMEVA BV,Kabelstraat 10,1322,AD ALMERE,0031/365335260,0031365468178,info@almeva.nl,NL809295763B01,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.nl,fr_BE,True,,,__setup__.fiscal_position_intra,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60438,60438,AFSCA,Bd du Jardin Botanique 55,1000,BRUXELLES,,,,,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.be,fr_BE,True,,,__setup__.fiscal_position_nat,account.account_payment_term_net,__setup__.account_payment_mode_out_man
__import__.supplier_60439,60439,A+ CONCEPT,rue du TIlleul 54,4432,ALLEUR,04/2237800,,,BE0824959363,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,,,__setup__.fiscal_position_nat,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60440,60440,AB SCIENCE,,,,,,,,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.fr,fr_BE,True,,,__setup__.fiscal_position_intra,account.account_payment_term_net,__setup__.account_payment_mode_out_man
__import__.supplier_60441,60441,ACTION MEDICALE,Rue Clémenceau 740,36130,DEOLS,0033254075325,0033254220541,,FR33390461382,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.fr,fr_BE,True,,,__setup__.fiscal_position_intra,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60442,60442,ACAL BFI BELGIUM,Lozenberg 4,1932,ZAVENTEM,02/7205983,027251014,info-be@acalbfi.be,BE0402192484,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.be,fr_BE,True,,,__setup__.fiscal_position_nat,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60443,60443,AIR ET LOISIRS,Rue Ernest Laurent 244,1420,BRAINE-L'ALLEUD,,,,BE0536368230,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,,,__setup__.fiscal_position_nat,account.account_payment_term_immediate,__setup__.account_payment_mode_out_sep
__import__.supplier_60444,60444,BBCA (ACT FOR LIFE GROUP),Avenue Prince d'Orange 64,1420,BRAINE-L'ALLEUD,067/883660,,,BE0438648054,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,,,__setup__.fiscal_position_nat,account.account_payment_term_15days,__setup__.account_payment_mode_out_sep
__import__.supplier_60445,60445,A.C.M. CLIN.VETERINAIRES,rue de Neuchateau 57,6800,LIBRAMONT,061/232282,,,BE0473387219,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,,,__setup__.fiscal_position_nat,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60446,60446,ARCANATURA,,,,,,,,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.fr,fr_BE,True,,,__setup__.fiscal_position_intra,account.account_payment_term_net,__setup__.account_payment_mode_out_man
__import__.supplier_60447,60447,ANIMAE VOX,"rue J. Renquin, 74 bte C3",6600,BASTOGNE,,,,,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,,,__setup__.fiscal_position_nat,account.account_payment_term_immediate,__setup__.account_payment_mode_out_man
__import__.supplier_60448,60448,AUVEX,,,,,,,,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.fr,fr_BE,True,,,__setup__.fiscal_position_intra,account.account_payment_term_net,__setup__.account_payment_mode_out_man
__import__.supplier_60449,60449,ADOBE,Riverwalk 4-6,,DUBLIN 24,,,,IE6364992H,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.ie,fr_BE,True,,,__setup__.fiscal_position_intra,account.account_payment_term_immediate,__setup__.account_payment_mode_out_man
__import__.supplier_60450,60450,AGRITRONICS INTERNATIONAL,Rue du Warichet 2,5081,MEUX,081/569456,081569232,,,7,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,__setup__.account_payment_term_f30,__setup__.account_payment_mode_out_sep
__import__.supplier_60451,60451,AGRITEX & CO S.A,Quai aux Briques 22,1000,BRUXELLES,02/512 11 17,025127701,,BE0474782930,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,__setup__.account_payment_term_cr,__setup__.account_payment_mode_out_sep
__import__.supplier_60452,60452,AXIENCE,,,,,,,,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.fr,fr_BE,True,,,__setup__.fiscal_position_intra,account.account_payment_term_net,__setup__.account_payment_mode_out_man
__import__.supplier_60453,60453,AC RIS INSTRUMENT VETERINAIRE,Chemin de Cormeilles 5,95450,ABLEIGES,0033/950357936,0033955357936,acrisiveto@orange.fr,FR22835367269,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.fr,fr_BE,True,,,__setup__.fiscal_position_intra,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60454,60454,ADC BELGIUM,Boechousesteenweg 17,2540,HOVE,03/4603664,034553520,,BE0433940287,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.be,fr_BE,True,,,__setup__.fiscal_position_nat,account.account_payment_term_15days,__setup__.account_payment_mode_out_sep
__import__.supplier_60455,60455,AGRIZO,Rue de l'Industrie 12b,1400,NIVELLES,067287606,067287618,,,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60456,60456,AGRO 2000,Hondekensmolenstraat 54,8870,IZEGEM,051/314393,051318893,info@agro2000.be,,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60457,60457,ARBO GRENSSERVICE,Postbus 85,7040,'s-Heerenberg,026/3708622,,,NL008083472B01,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.nl,fr_BE,True,,,__setup__.fiscal_position_intra,account.account_payment_term_net,__setup__.account_payment_mode_out_sep
__import__.supplier_60458,60458,ARTELECOM,Abbaye 3,5520,ONHAYE,082/699041,082/698159,,BE0849045651,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440100,base.be,fr_BE,True,,,__setup__.fiscal_position_nat,__setup__.account_payment_term_d8,__setup__.account_payment_mode_out_sep
__import__.supplier_60652,60652,BAYER ALLEMAGNE,,,,,,,,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.de,fr_BE,True,,,__setup__.fiscal_position_intra,account.account_payment_term_net,__setup__.account_payment_mode_out_man
__import__.supplier_60654,60654,BAYER FRANCE,,,,,,,,15,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.fr,fr_BE,True,,,__setup__.fiscal_position_intra,account.account_payment_term_net,__setup__.account_payment_mode_out_man
__import__.supplier_61400,61400,APEX MATERIEL MEDICAL,Quai d'Aa 1 Bp 1 k,1070,BRUXELLES,02/5213753,025216984,,BE0424131213,7,False,True,specific_partner.partner_category_supplier,__setup__.account_440000,base.be,fr_BE,True,0,,__setup__.fiscal_position_nat,__setup__.account_payment_term_f30,__setup__.account_payment_mode_out_sep
