id,itinerary_id/id,sequence,partner_id/id
__demo__.deliveryitineraryposition1_48,__setup__.dr20180828_itinerary_1,48,__import__.customer_address_delivery_17
__demo__.deliveryitineraryposition1_49,__setup__.dr20180828_itinerary_1,49,__import__.customer_address_delivery_155
__demo__.deliveryitineraryposition1_50,__setup__.dr20180828_itinerary_1,50,__import__.customer_address_delivery_7
__demo__.deliveryitineraryposition1_51,__setup__.dr20180828_itinerary_1,51,__import__.customer_address_delivery_54
__demo__.deliveryitineraryposition1_52,__setup__.dr20180828_itinerary_1,52,__import__.customer_address_delivery_95
__demo__.deliveryitineraryposition1_53,__setup__.dr20180828_itinerary_1,53,__import__.customer_address_delivery_207
__demo__.deliveryitineraryposition1_54,__setup__.dr20180828_itinerary_1,54,__import__.customer_address_delivery_77
__demo__.deliveryitineraryposition1_55,__setup__.dr20180828_itinerary_1,55,__import__.customer_address_delivery_92
__demo__.deliveryitineraryposition1_56,__setup__.dr20180828_itinerary_1,56,__import__.customer_address_delivery_300
__demo__.deliveryitineraryposition1_57,__setup__.dr20180828_itinerary_1,57,__import__.customer_address_delivery_84
__demo__.deliveryitineraryposition1_58,__setup__.dr20180828_itinerary_1,58,__import__.customer_address_delivery_90
__demo__.deliveryitineraryposition1_59,__setup__.dr20180828_itinerary_1,59,__import__.customer_address_delivery_60
__demo__.deliveryitineraryposition1_60,__setup__.dr20180828_itinerary_1,60,__import__.customer_address_delivery_203
__demo__.deliveryitineraryposition1_61,__setup__.dr20180828_itinerary_1,61,__import__.customer_address_delivery_100
__demo__.deliveryitineraryposition1_62,__setup__.dr20180828_itinerary_1,62,__import__.customer_address_delivery_106
__demo__.deliveryitineraryposition1_63,__setup__.dr20180828_itinerary_1,63,__import__.customer_address_delivery_129
__demo__.deliveryitineraryposition1_64,__setup__.dr20180828_itinerary_1,64,__import__.customer_address_delivery_254
__demo__.deliveryitineraryposition1_65,__setup__.dr20180828_itinerary_1,65,__import__.customer_address_delivery_63
__demo__.deliveryitineraryposition1_66,__setup__.dr20180828_itinerary_1,66,__import__.customer_address_delivery_177
__demo__.deliveryitineraryposition1_67,__setup__.dr20180828_itinerary_1,67,__import__.customer_address_delivery_303
__demo__.deliveryitineraryposition1_68,__setup__.dr20180828_itinerary_1,68,__import__.customer_address_delivery_123
__demo__.deliveryitineraryposition1_69,__setup__.dr20180828_itinerary_1,69,__import__.customer_address_delivery_112
__demo__.deliveryitineraryposition1_70,__setup__.dr20180828_itinerary_1,70,__import__.customer_address_delivery_55
__demo__.deliveryitineraryposition1_71,__setup__.dr20180828_itinerary_1,71,__import__.customer_address_delivery_114
__demo__.deliveryitineraryposition1_72,__setup__.dr20180828_itinerary_1,72,__import__.customer_address_delivery_36
__demo__.deliveryitineraryposition1_73,__setup__.dr20180828_itinerary_1,73,__import__.customer_address_delivery_141
__demo__.deliveryitineraryposition1_74,__setup__.dr20180828_itinerary_1,74,__import__.customer_address_delivery_73
__demo__.deliveryitineraryposition1_75,__setup__.dr20180828_itinerary_1,75,__import__.customer_address_delivery_65
__demo__.deliveryitineraryposition1_76,__setup__.dr20180828_itinerary_1,76,__import__.customer_address_delivery_103
__demo__.deliveryitineraryposition1_77,__setup__.dr20180828_itinerary_1,77,__import__.customer_address_delivery_132
__demo__.deliveryitineraryposition1_78,__setup__.dr20180828_itinerary_1,78,__import__.customer_address_delivery_181
__demo__.deliveryitineraryposition1_79,__setup__.dr20180828_itinerary_1,79,__import__.customer_address_delivery_284
__demo__.deliveryitineraryposition1_80,__setup__.dr20180828_itinerary_1,80,__import__.customer_address_delivery_157
__demo__.deliveryitineraryposition1_81,__setup__.dr20180828_itinerary_1,81,__import__.customer_address_delivery_136
__demo__.deliveryitineraryposition1_82,__setup__.dr20180828_itinerary_1,82,__import__.customer_address_delivery_250
__demo__.deliveryitineraryposition1_83,__setup__.dr20180828_itinerary_1,83,__import__.customer_address_delivery_120
__demo__.deliveryitineraryposition1_84,__setup__.dr20180828_itinerary_1,84,__import__.customer_address_delivery_276
__demo__.deliveryitineraryposition1_85,__setup__.dr20180828_itinerary_1,85,__import__.customer_address_delivery_281
__demo__.deliveryitineraryposition1_86,__setup__.dr20180828_itinerary_1,86,__import__.customer_address_delivery_3077
__demo__.deliveryitineraryposition1_87,__setup__.dr20180828_itinerary_1,87,__import__.customer_address_delivery_3125
__demo__.deliveryitineraryposition1_88,__setup__.dr20180828_itinerary_1,88,__import__.customer_address_delivery_298
__demo__.deliveryitineraryposition1_89,__setup__.dr20180828_itinerary_1,89,__import__.customer_address_delivery_3560
__demo__.deliveryitineraryposition1_90,__setup__.dr20180828_itinerary_1,90,__import__.customer_address_delivery_3856
__demo__.deliveryitineraryposition1_91,__setup__.dr20180828_itinerary_1,91,__import__.customer_address_delivery_4600
__demo__.deliveryitineraryposition1_92,__setup__.dr20180828_itinerary_1,92,__import__.customer_address_delivery_4854
__demo__.deliveryitineraryposition1_93,__setup__.dr20180828_itinerary_1,93,__import__.customer_address_delivery_4913
__demo__.deliveryitineraryposition1_94,__setup__.dr20180828_itinerary_1,94,__import__.customer_address_delivery_4923
__demo__.deliveryitineraryposition1_95,__setup__.dr20180828_itinerary_1,95,__import__.customer_address_delivery_4940
__demo__.deliveryitineraryposition1_96,__setup__.dr20180828_itinerary_1,96,__import__.customer_address_delivery_5421
__demo__.deliveryitineraryposition1_97,__setup__.dr20180828_itinerary_1,97,__import__.customer_address_delivery_5531
__demo__.deliveryitineraryposition1_98,__setup__.dr20180828_itinerary_1,98,__import__.customer_address_delivery_6925
__demo__.deliveryitineraryposition1_99,__setup__.dr20180828_itinerary_1,99,__import__.customer_address_delivery_7181
__demo__.deliveryitineraryposition1_100,__setup__.dr20180828_itinerary_1,100,__import__.customer_address_delivery_7557
__demo__.deliveryitineraryposition1_101,__setup__.dr20180828_itinerary_1,101,__import__.customer_address_delivery_7590
__demo__.deliveryitineraryposition1_102,__setup__.dr20180828_itinerary_1,102,__import__.customer_7861
__demo__.deliveryitineraryposition1_103,__setup__.dr20180828_itinerary_1,103,__import__.customer_address_delivery_117
__demo__.deliveryitineraryposition1_104,__setup__.dr20180828_itinerary_1,104,__import__.customer_address_delivery_7964
__demo__.deliveryitineraryposition1_105,__setup__.dr20180828_itinerary_1,105,__import__.customer_address_delivery_8103
__demo__.deliveryitineraryposition1_106,__setup__.dr20180828_itinerary_1,106,__import__.customer_address_delivery_8242
__demo__.deliveryitineraryposition1_107,__setup__.dr20180828_itinerary_1,107,__import__.customer_address_delivery_9145
__demo__.deliveryitineraryposition2_1,__setup__.dr20180828_itinerary_2,1,__import__.customer_4077
__demo__.deliveryitineraryposition2_2,__setup__.dr20180828_itinerary_2,2,__import__.customer_7959
__demo__.deliveryitineraryposition2_3,__setup__.dr20180828_itinerary_2,3,__import__.customer_8304
__demo__.deliveryitineraryposition2_4,__setup__.dr20180828_itinerary_2,4,__import__.customer_7613
__demo__.deliveryitineraryposition2_5,__setup__.dr20180828_itinerary_2,5,__import__.customer_7042
__demo__.deliveryitineraryposition2_6,__setup__.dr20180828_itinerary_2,6,__import__.customer_5618
__demo__.deliveryitineraryposition2_7,__setup__.dr20180828_itinerary_2,7,__import__.customer_5617
__demo__.deliveryitineraryposition2_8,__setup__.dr20180828_itinerary_2,8,__import__.customer_5616
__demo__.deliveryitineraryposition2_9,__setup__.dr20180828_itinerary_2,9,__import__.customer_5615
__demo__.deliveryitineraryposition2_10,__setup__.dr20180828_itinerary_2,10,__import__.customer_5614
__demo__.deliveryitineraryposition2_11,__setup__.dr20180828_itinerary_2,11,__import__.customer_5613
__demo__.deliveryitineraryposition2_12,__setup__.dr20180828_itinerary_2,12,__import__.customer_5612
__demo__.deliveryitineraryposition2_13,__setup__.dr20180828_itinerary_2,13,__import__.customer_5611
__demo__.deliveryitineraryposition2_14,__setup__.dr20180828_itinerary_2,14,__import__.customer_5610
__demo__.deliveryitineraryposition2_15,__setup__.dr20180828_itinerary_2,15,__import__.customer_5609
__demo__.deliveryitineraryposition2_16,__setup__.dr20180828_itinerary_2,16,__import__.customer_5608
__demo__.deliveryitineraryposition2_17,__setup__.dr20180828_itinerary_2,17,__import__.customer_5607
__demo__.deliveryitineraryposition2_18,__setup__.dr20180828_itinerary_2,18,__import__.customer_5606
__demo__.deliveryitineraryposition2_19,__setup__.dr20180828_itinerary_2,19,__import__.customer_5605
__demo__.deliveryitineraryposition2_20,__setup__.dr20180828_itinerary_2,20,__import__.customer_5604
__demo__.deliveryitineraryposition2_21,__setup__.dr20180828_itinerary_2,21,__import__.customer_5603
__demo__.deliveryitineraryposition2_22,__setup__.dr20180828_itinerary_2,22,__import__.customer_5602
__demo__.deliveryitineraryposition2_23,__setup__.dr20180828_itinerary_2,23,__import__.customer_5601
__demo__.deliveryitineraryposition2_24,__setup__.dr20180828_itinerary_2,24,__import__.customer_5600
__demo__.deliveryitineraryposition2_25,__setup__.dr20180828_itinerary_2,25,__import__.customer_5599
__demo__.deliveryitineraryposition2_26,__setup__.dr20180828_itinerary_2,26,__import__.customer_5598
__demo__.deliveryitineraryposition2_27,__setup__.dr20180828_itinerary_2,27,__import__.customer_5597
__demo__.deliveryitineraryposition2_28,__setup__.dr20180828_itinerary_2,28,__import__.customer_5596
__demo__.deliveryitineraryposition2_29,__setup__.dr20180828_itinerary_2,29,__import__.customer_5595
__demo__.deliveryitineraryposition2_30,__setup__.dr20180828_itinerary_2,30,__import__.customer_5594
__demo__.deliveryitineraryposition2_31,__setup__.dr20180828_itinerary_2,31,__import__.customer_5593
__demo__.deliveryitineraryposition2_32,__setup__.dr20180828_itinerary_2,32,__import__.customer_5592
__demo__.deliveryitineraryposition2_33,__setup__.dr20180828_itinerary_2,33,__import__.customer_5591
__demo__.deliveryitineraryposition2_34,__setup__.dr20180828_itinerary_2,34,__import__.customer_5590
__demo__.deliveryitineraryposition2_35,__setup__.dr20180828_itinerary_2,35,__import__.customer_5589
__demo__.deliveryitineraryposition2_36,__setup__.dr20180828_itinerary_2,36,__import__.customer_5588
__demo__.deliveryitineraryposition2_37,__setup__.dr20180828_itinerary_2,37,__import__.customer_5587
__demo__.deliveryitineraryposition2_38,__setup__.dr20180828_itinerary_2,38,__import__.customer_5586
__demo__.deliveryitineraryposition2_39,__setup__.dr20180828_itinerary_2,39,__import__.customer_5585
__demo__.deliveryitineraryposition2_40,__setup__.dr20180828_itinerary_2,40,__import__.customer_5584
__demo__.deliveryitineraryposition2_41,__setup__.dr20180828_itinerary_2,41,__import__.customer_5583
__demo__.deliveryitineraryposition2_42,__setup__.dr20180828_itinerary_2,42,__import__.customer_5582
__demo__.deliveryitineraryposition2_43,__setup__.dr20180828_itinerary_2,43,__import__.customer_5581
__demo__.deliveryitineraryposition2_44,__setup__.dr20180828_itinerary_2,44,__import__.customer_5580
__demo__.deliveryitineraryposition2_45,__setup__.dr20180828_itinerary_2,45,__import__.customer_5579
__demo__.deliveryitineraryposition2_46,__setup__.dr20180828_itinerary_2,46,__import__.customer_5578
__demo__.deliveryitineraryposition2_47,__setup__.dr20180828_itinerary_2,47,__import__.customer_5577
__demo__.deliveryitineraryposition2_48,__setup__.dr20180828_itinerary_2,48,__import__.customer_5576
__demo__.deliveryitineraryposition2_49,__setup__.dr20180828_itinerary_2,49,__import__.customer_5575
__demo__.deliveryitineraryposition2_50,__setup__.dr20180828_itinerary_2,50,__import__.customer_5574
__demo__.deliveryitineraryposition2_51,__setup__.dr20180828_itinerary_2,51,__import__.customer_5573
__demo__.deliveryitineraryposition2_52,__setup__.dr20180828_itinerary_2,52,__import__.customer_329
__demo__.deliveryitineraryposition2_53,__setup__.dr20180828_itinerary_2,53,__import__.customer_2112
__demo__.deliveryitineraryposition2_54,__setup__.dr20180828_itinerary_2,54,__import__.customer_2115
__demo__.deliveryitineraryposition2_55,__setup__.dr20180828_itinerary_2,55,__import__.customer_2116
__demo__.deliveryitineraryposition2_56,__setup__.dr20180828_itinerary_2,56,__import__.customer_2118
__demo__.deliveryitineraryposition2_57,__setup__.dr20180828_itinerary_2,57,__import__.customer_2121
__demo__.deliveryitineraryposition2_58,__setup__.dr20180828_itinerary_2,58,__import__.customer_2122
__demo__.deliveryitineraryposition2_59,__setup__.dr20180828_itinerary_2,59,__import__.customer_2124
__demo__.deliveryitineraryposition2_60,__setup__.dr20180828_itinerary_2,60,__import__.customer_2125
__demo__.deliveryitineraryposition2_61,__setup__.dr20180828_itinerary_2,61,__import__.customer_2130
__demo__.deliveryitineraryposition2_62,__setup__.dr20180828_itinerary_2,62,__import__.customer_2131
__demo__.deliveryitineraryposition2_63,__setup__.dr20180828_itinerary_2,63,__import__.customer_2136
__demo__.deliveryitineraryposition2_64,__setup__.dr20180828_itinerary_2,64,__import__.customer_2138
__demo__.deliveryitineraryposition2_65,__setup__.dr20180828_itinerary_2,65,__import__.customer_2139
__demo__.deliveryitineraryposition2_66,__setup__.dr20180828_itinerary_2,66,__import__.customer_2141
__demo__.deliveryitineraryposition2_67,__setup__.dr20180828_itinerary_2,67,__import__.customer_2144
__demo__.deliveryitineraryposition2_68,__setup__.dr20180828_itinerary_2,68,__import__.customer_2145
__demo__.deliveryitineraryposition2_69,__setup__.dr20180828_itinerary_2,69,__import__.customer_2147
__demo__.deliveryitineraryposition2_70,__setup__.dr20180828_itinerary_2,70,__import__.customer_2148
__demo__.deliveryitineraryposition2_71,__setup__.dr20180828_itinerary_2,71,__import__.customer_2150
__demo__.deliveryitineraryposition2_72,__setup__.dr20180828_itinerary_2,72,__import__.customer_2151
__demo__.deliveryitineraryposition2_73,__setup__.dr20180828_itinerary_2,73,__import__.customer_2154
__demo__.deliveryitineraryposition2_74,__setup__.dr20180828_itinerary_2,74,__import__.customer_2156
__demo__.deliveryitineraryposition2_75,__setup__.dr20180828_itinerary_2,75,__import__.customer_2157
__demo__.deliveryitineraryposition2_76,__setup__.dr20180828_itinerary_2,76,__import__.customer_2158
__demo__.deliveryitineraryposition2_77,__setup__.dr20180828_itinerary_2,77,__import__.customer_2159
__demo__.deliveryitineraryposition2_78,__setup__.dr20180828_itinerary_2,78,__import__.customer_2161
__demo__.deliveryitineraryposition2_79,__setup__.dr20180828_itinerary_2,79,__import__.customer_2162
__demo__.deliveryitineraryposition2_80,__setup__.dr20180828_itinerary_2,80,__import__.customer_2164
__demo__.deliveryitineraryposition2_81,__setup__.dr20180828_itinerary_2,81,__import__.customer_2167
__demo__.deliveryitineraryposition2_82,__setup__.dr20180828_itinerary_2,82,__import__.customer_2169
__demo__.deliveryitineraryposition2_83,__setup__.dr20180828_itinerary_2,83,__import__.customer_2171
__demo__.deliveryitineraryposition2_84,__setup__.dr20180828_itinerary_2,84,__import__.customer_3150
__demo__.deliveryitineraryposition2_85,__setup__.dr20180828_itinerary_2,85,__import__.customer_3108
__demo__.deliveryitineraryposition2_86,__setup__.dr20180828_itinerary_2,86,__import__.customer_3109
__demo__.deliveryitineraryposition2_87,__setup__.dr20180828_itinerary_2,87,__import__.customer_3110
__demo__.deliveryitineraryposition2_88,__setup__.dr20180828_itinerary_2,88,__import__.customer_3111
__demo__.deliveryitineraryposition2_89,__setup__.dr20180828_itinerary_2,89,__import__.customer_3113
__demo__.deliveryitineraryposition2_90,__setup__.dr20180828_itinerary_2,90,__import__.customer_3116
__demo__.deliveryitineraryposition2_91,__setup__.dr20180828_itinerary_2,91,__import__.customer_3117
__demo__.deliveryitineraryposition2_92,__setup__.dr20180828_itinerary_2,92,__import__.customer_3118
__demo__.deliveryitineraryposition2_93,__setup__.dr20180828_itinerary_2,93,__import__.customer_3119
__demo__.deliveryitineraryposition2_94,__setup__.dr20180828_itinerary_2,94,__import__.customer_3120
__demo__.deliveryitineraryposition2_95,__setup__.dr20180828_itinerary_2,95,__import__.customer_3121
__demo__.deliveryitineraryposition2_96,__setup__.dr20180828_itinerary_2,96,__import__.customer_3122
__demo__.deliveryitineraryposition2_97,__setup__.dr20180828_itinerary_2,97,__import__.customer_3123
__demo__.deliveryitineraryposition2_98,__setup__.dr20180828_itinerary_2,98,__import__.customer_7257
__demo__.deliveryitineraryposition2_99,__setup__.dr20180828_itinerary_2,99,__import__.customer_7262
__demo__.deliveryitineraryposition2_100,__setup__.dr20180828_itinerary_2,100,__import__.customer_8496
__demo__.deliveryitineraryposition2_101,__setup__.dr20180828_itinerary_2,101,__import__.customer_8752
__demo__.deliveryitineraryposition2_102,__setup__.dr20180828_itinerary_2,102,__import__.customer_8790
__demo__.deliveryitineraryposition2_103,__setup__.dr20180828_itinerary_2,103,__import__.customer_8862
__demo__.deliveryitineraryposition2_104,__setup__.dr20180828_itinerary_2,104,__import__.customer_8863
__demo__.deliveryitineraryposition2_105,__setup__.dr20180828_itinerary_2,105,__import__.customer_address_delivery_5348
__demo__.deliveryitineraryposition2_106,__setup__.dr20180828_itinerary_2,106,__import__.customer_9189
__demo__.deliveryitineraryposition2_107,__setup__.dr20180828_itinerary_2,107,__import__.customer_address_delivery_9313
__demo__.deliveryitineraryposition2_108,__setup__.dr20180828_itinerary_2,108,__import__.customer_address_delivery_9314
__demo__.deliveryitineraryposition3_1,__setup__.dr20180828_itinerary_3,1,__import__.customer_5885
__demo__.deliveryitineraryposition3_2,__setup__.dr20180828_itinerary_3,2,__import__.customer_7544
__demo__.deliveryitineraryposition3_3,__setup__.dr20180828_itinerary_3,3,__import__.customer_5871
__demo__.deliveryitineraryposition3_4,__setup__.dr20180828_itinerary_3,4,__import__.customer_8068
__demo__.deliveryitineraryposition3_5,__setup__.dr20180828_itinerary_3,5,__import__.customer_5867
__demo__.deliveryitineraryposition3_6,__setup__.dr20180828_itinerary_3,6,__import__.customer_6977
__demo__.deliveryitineraryposition3_7,__setup__.dr20180828_itinerary_3,7,__import__.customer_5059
__demo__.deliveryitineraryposition3_8,__setup__.dr20180828_itinerary_3,8,__import__.customer_7394
__demo__.deliveryitineraryposition3_9,__setup__.dr20180828_itinerary_3,9,__import__.customer_8628
__demo__.deliveryitineraryposition3_10,__setup__.dr20180828_itinerary_3,10,__import__.customer_4512
__demo__.deliveryitineraryposition3_11,__setup__.dr20180828_itinerary_3,11,__import__.customer_5363
__demo__.deliveryitineraryposition3_12,__setup__.dr20180828_itinerary_3,12,__import__.customer_7545
__demo__.deliveryitineraryposition3_13,__setup__.dr20180828_itinerary_3,13,__import__.customer_3691
__demo__.deliveryitineraryposition3_14,__setup__.dr20180828_itinerary_3,14,__import__.customer_2965
__demo__.deliveryitineraryposition3_15,__setup__.dr20180828_itinerary_3,15,__import__.customer_2980
__demo__.deliveryitineraryposition3_16,__setup__.dr20180828_itinerary_3,16,__import__.customer_2997
__demo__.deliveryitineraryposition3_17,__setup__.dr20180828_itinerary_3,17,__import__.customer_3006
__demo__.deliveryitineraryposition3_18,__setup__.dr20180828_itinerary_3,18,__import__.customer_3013
__demo__.deliveryitineraryposition3_19,__setup__.dr20180828_itinerary_3,19,__import__.customer_3016
__demo__.deliveryitineraryposition3_20,__setup__.dr20180828_itinerary_3,20,__import__.customer_3038
__demo__.deliveryitineraryposition3_21,__setup__.dr20180828_itinerary_3,21,__import__.customer_3226
__demo__.deliveryitineraryposition3_22,__setup__.dr20180828_itinerary_3,22,__import__.customer_5055
__demo__.deliveryitineraryposition3_23,__setup__.dr20180828_itinerary_3,23,__import__.customer_5056
__demo__.deliveryitineraryposition3_24,__setup__.dr20180828_itinerary_3,24,__import__.customer_5057
__demo__.deliveryitineraryposition3_25,__setup__.dr20180828_itinerary_3,25,__import__.customer_5061
__demo__.deliveryitineraryposition3_26,__setup__.dr20180828_itinerary_3,26,__import__.customer_5062
__demo__.deliveryitineraryposition3_27,__setup__.dr20180828_itinerary_3,27,__import__.customer_5063
__demo__.deliveryitineraryposition3_28,__setup__.dr20180828_itinerary_3,28,__import__.customer_5064
__demo__.deliveryitineraryposition3_29,__setup__.dr20180828_itinerary_3,29,__import__.customer_5203
__demo__.deliveryitineraryposition3_30,__setup__.dr20180828_itinerary_3,30,__import__.customer_5204
__demo__.deliveryitineraryposition3_31,__setup__.dr20180828_itinerary_3,31,__import__.customer_5205
__demo__.deliveryitineraryposition3_32,__setup__.dr20180828_itinerary_3,32,__import__.customer_5206
__demo__.deliveryitineraryposition3_33,__setup__.dr20180828_itinerary_3,33,__import__.customer_5207
__demo__.deliveryitineraryposition3_34,__setup__.dr20180828_itinerary_3,34,__import__.customer_5208
__demo__.deliveryitineraryposition3_35,__setup__.dr20180828_itinerary_3,35,__import__.customer_5241
__demo__.deliveryitineraryposition3_36,__setup__.dr20180828_itinerary_3,36,__import__.customer_5322
__demo__.deliveryitineraryposition3_37,__setup__.dr20180828_itinerary_3,37,__import__.customer_5323
__demo__.deliveryitineraryposition3_38,__setup__.dr20180828_itinerary_3,38,__import__.customer_5425
__demo__.deliveryitineraryposition3_39,__setup__.dr20180828_itinerary_3,39,__import__.customer_5426
__demo__.deliveryitineraryposition3_40,__setup__.dr20180828_itinerary_3,40,__import__.customer_5431
__demo__.deliveryitineraryposition3_41,__setup__.dr20180828_itinerary_3,41,__import__.customer_5442
__demo__.deliveryitineraryposition3_42,__setup__.dr20180828_itinerary_3,42,__import__.customer_5458
__demo__.deliveryitineraryposition3_43,__setup__.dr20180828_itinerary_3,43,__import__.customer_5459
__demo__.deliveryitineraryposition3_44,__setup__.dr20180828_itinerary_3,44,__import__.customer_5461
__demo__.deliveryitineraryposition3_45,__setup__.dr20180828_itinerary_3,45,__import__.customer_5462
__demo__.deliveryitineraryposition3_46,__setup__.dr20180828_itinerary_3,46,__import__.customer_5503
__demo__.deliveryitineraryposition3_47,__setup__.dr20180828_itinerary_3,47,__import__.customer_5516
__demo__.deliveryitineraryposition3_48,__setup__.dr20180828_itinerary_3,48,__import__.customer_5517
__demo__.deliveryitineraryposition3_49,__setup__.dr20180828_itinerary_3,49,__import__.customer_5541
__demo__.deliveryitineraryposition3_50,__setup__.dr20180828_itinerary_3,50,__import__.customer_5542
__demo__.deliveryitineraryposition3_51,__setup__.dr20180828_itinerary_3,51,__import__.customer_5553
__demo__.deliveryitineraryposition3_52,__setup__.dr20180828_itinerary_3,52,__import__.customer_5558
__demo__.deliveryitineraryposition3_53,__setup__.dr20180828_itinerary_3,53,__import__.customer_5560
__demo__.deliveryitineraryposition3_54,__setup__.dr20180828_itinerary_3,54,__import__.customer_5561
__demo__.deliveryitineraryposition3_55,__setup__.dr20180828_itinerary_3,55,__import__.customer_5562
__demo__.deliveryitineraryposition3_56,__setup__.dr20180828_itinerary_3,56,__import__.customer_5563
__demo__.deliveryitineraryposition3_57,__setup__.dr20180828_itinerary_3,57,__import__.customer_5564
__demo__.deliveryitineraryposition3_58,__setup__.dr20180828_itinerary_3,58,__import__.customer_5631
__demo__.deliveryitineraryposition3_59,__setup__.dr20180828_itinerary_3,59,__import__.customer_5632
