id,create_date,default_code,list_price,indicated_price,sale_delay,weight,uom_po_id/id,uom_id/id,medical_device,cnk_code,web_published,barcode,tracking,taxes_id/id,supplier_taxes_id/id,categ_id/id,state_id/id,unit_in_shrink_wrap,unit_in_box,unit_in_pallet,storage_temperature_id/id,ratio_main_product,ratio_additional_product,orderpoint_min,orderpoint_max,veterinary_only,route_ids/id,active,name,price_category_id/id,manufacturer/id,orderpoint_qty_multiple
__import__.product_T743467,2014-09-08,T743467,50.00,0,0,1.340,__setup__.product_uom_boite,__setup__.product_uom_flacon,,,False,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_vaccins,,,,,,,,0,0,,purchase.route_warehouse0_buy,False,STELLAMUNE ONE 10x50D,,__import__.supplier_66200,0
__import__.product_T908986,2014-09-08,T908986,50.00,0,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antimicrobiens,,,,,,,,0,0,,purchase.route_warehouse0_buy,False,"KESIUM  50/12,5MG 100CP",,__import__.supplier_66008,0
__import__.product_0000001,1999-10-04,0000001,0,1.00,0,0,product.product_uom_unit,product.product_uom_unit,,,True,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,True,"ATROPINE SULFATE 0,5MG 10AMP",specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_0000002,1999-10-04,0000002,0,33.91,0,0,product.product_uom_unit,product.product_uom_unit,,,True,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,True,"ATROPINE SULFATE 0,5mg 100AMP",specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_0000003,1999-10-04,0000003,0,9999999999.99,0,0,__setup__.product_uom_boite,__setup__.product_uom_boite,,,True,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,True,ATROPINE SULFATE 1MG 1ML 10AMP,specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_0000004,1999-10-18,0000004,0,24.60,0,0,product.product_uom_unit,__setup__.product_uom_boite,,,False,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,APOMORPHINE 10AMP 10MG,specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_0000005,1999-10-04,0000005,0,0,0,0,product.product_uom_unit,product.product_uom_unit,,,True,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,True,EPHEDRINE 50MG 1ML 10AMP,specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_0000006,2002-12-09,0000006,0,19.58,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,ATROPINE SULFATE 5MG 1ML 10AMP,,__import__.supplier_63520,0
__import__.product_0000007,2002-12-09,0000007,0,179.62,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,ATROPINE SULFATE 5MG 1ML 100AMP,,__import__.supplier_63520,0
__import__.product_0000008,1999-10-04,0000008,0,5.83,0,0,product.product_uom_unit,product.product_uom_unit,,,True,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,True,"ATROPINE SULFATE 0,25MG 10AMP",specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_0000009,2000-01-20,0000009,0,10.21,0,0,product.product_uom_unit,product.product_uom_unit,,,True,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,True,CARDUS MARIANUS 125ML DOLISOS,specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_0000010,1999-10-04,0000010,0,4.00,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,ATROPINE COLLYRE 1% 9ML,specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_0000940,1999-10-04,0000940,0,7.39,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,ERCEFURYL SUSP BUV 90ML,specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_0000941,1999-10-04,0000941,0,8.39,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,ERCEFURYL 28GEL 200MG,specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_0001257,1999-10-04,0001257,0,41.50,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,DIPRIVAN 5x20ml,specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_0001258,1999-10-04,0001258,0,16.33,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,CEFACIDAL 3FL 1GR IV/IM,specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_0001259,1999-10-04,0001259,0,35.15,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,BUFEXINE 3AMP,specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_0002844,1999-10-04,0002844,7.00,9999999999.99,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_mat_conso,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",False,CLINISTIX 50T,specific_product.product_price_category_gma,__import__.supplier_95150,0
__import__.product_0004528,2007-04-05,0004528,12.80,21.60,0,3.000,__setup__.product_uom_sac,__setup__.product_uom_sac,,,False,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_ali_physio,specific_purchase.product_state_l,0,4,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,PRO PLAN DOG PUPPY ATHLETIC3KGAGNEAU,specific_product.product_price_category_ali,__import__.supplier_61800,0
__import__.product_0004551,2007-04-05,0004551,24.07,41.60,0,0,__setup__.product_uom_sac,__setup__.product_uom_sac,,,False,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_ali_physio,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,1,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",False,"PRO PLAN DOGPUPPYATHLETIC7,5KGAGNEAU",,__import__.supplier_61800,0
__import__.product_0004560,2007-04-05,0004560,40.45,69.90,0,18.000,__setup__.product_uom_sac,__setup__.product_uom_sac,,,False,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_ali_physio,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,1,purchase.route_warehouse0_buy,False,PRO PLAN DOG PUPPYATHLETIC18KG(15+3),,__import__.supplier_61800,0
__import__.product_0004588,2007-05-10,0004588,40.45,69.90,0,15.000,__setup__.product_uom_sac,__setup__.product_uom_sac,,,False,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_ali_physio,specific_purchase.product_state_m,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,1,purchase.route_warehouse0_buy,False,PRO PLAN DOG PUPPY ATHLETIC 15KG,,__import__.supplier_61800,0
__import__.product_0004590,2007-04-05,0004590,37.73,65.20,0,0,__setup__.product_uom_sac,__setup__.product_uom_sac,,,False,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_ali_physio,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,1,purchase.route_warehouse0_buy,False,PRO PLAN DOG PUPPY ROBUST 18KG(15+3),,__import__.supplier_61800,0
__import__.product_0010101,1999-10-04,0010101,0,7.24,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,GLUCOSE 50% 100ML STEROP,specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_0010384,1999-10-08,0010384,2.73,0,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_phytosanitaires,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,NUVAN TOP SPRAY 105GR,,__import__.supplier_63520,0
__import__.product_0010683,1999-11-19,0010683,1.42,1.73,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_undefined,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,JOINT CREPIN pour SERINGUE 10ml,specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_0010684,2003-10-03,0010684,1.42,1.73,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_undefined,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,JOINT CREPIN pour SERINGUE 20ml COUR,specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_0010685,2003-10-03,0010685,1.42,1.73,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_undefined,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,JOINT CREPIN pour SERINGUE 20ml LONG,specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_0011000,1999-10-01,0011000,0.65,1.14,0,0.170,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_mat_conso,specific_purchase.product_state_l,48,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",False,FLACON BRUN ROND 300ml +CP,specific_product.product_price_category_gma,__import__.supplier_95150,0
__import__.product_0011001,1999-10-01,0011001,0.46,9999999999.99,0,0.090,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_mat_conso,specific_purchase.product_state_l,64,64,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,FLACON BRUN HEXAGONAL 100ml +CP,specific_product.product_price_category_gma,__import__.supplier_95150,0
__import__.product_0011002,1999-10-01,0011002,12.77,9999999999.99,0,0.060,product.product_uom_unit,product.product_uom_unit,,,True,,none,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_mat_conso,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,2.000,4.000,,purchase.route_warehouse0_buy,True,FLACON VERRE BRUN ROND  60ml+CP x25,specific_product.product_price_category_gma,__import__.supplier_95150,1
__import__.product_0011003,1999-10-01,0011003,13.89,9999999999.99,0,0.900,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_undefined,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",False,FLACON BRUN ROND 15ml CPTE GTTES,specific_product.product_price_category_gma,__import__.supplier_95150,0
__import__.product_0011004,1999-10-01,0011004,31.43,55.14,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_undefined,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,FLACON BLANC 100ml +CP par 88,specific_product.product_price_category_gma,__import__.supplier_95150,0
__import__.product_0011005,1999-12-11,0011005,0.58,9999999999.99,0,0.050,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_undefined,specific_purchase.product_state_m,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,FLACON BRUN ROND CPTE GTTES 30ml,specific_product.product_price_category_gma,__import__.supplier_95150,0
__import__.product_0011007,1999-12-11,0011007,0.35,0.62,0,0.050,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_undefined,specific_purchase.product_state_m,104,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",False,FLACON BRUN ROND 30ml + CP,specific_product.product_price_category_gma,__import__.supplier_95150,0
__import__.product_0011008,1999-10-01,0011008,0.56,9999999999.99,0,0.030,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_undefined,specific_purchase.product_state_m,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,FLACON BRUN ROND CPTE GTTES 10ml,specific_product.product_price_category_gma,__import__.supplier_95150,0
__import__.product_0011009,1999-10-01,0011009,0.58,1.02,0,0.070,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_undefined,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",False,FLACON BRUN ROND 60ml CPTE GTTES,specific_product.product_price_category_gma,__import__.supplier_95150,0
__import__.product_0011010,1999-10-01,0011010,0.27,0.33,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_undefined,specific_purchase.product_state_n,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,FLACON 100ml INJ NU,specific_product.product_price_category_gma,__import__.supplier_95150,0
__import__.product_0011111,1999-10-04,0011111,29.91,58.32,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_ali_comp,specific_purchase.product_state_l,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",False,DI-METHYL-GLYCINE 150GR,,__import__.supplier_32420,0
__import__.product_0011304,1999-10-04,0011304,22.20,34.12,0,0.060,product.product_uom_unit,product.product_uom_unit,,,False,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antimicrobiens,specific_purchase.product_state_l,0,30,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,CLAMOXYL 40MG 100CP,,__import__.supplier_79201,0
__import__.product_0012138,1999-09-30,0012138,0,6.36,0,0,product.product_uom_unit,product.product_uom_unit,,,True,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,True,BETOPTIC 5ML,specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_0012146,1999-09-30,0012146,0,8.18,0,0,product.product_uom_unit,product.product_uom_unit,,,True,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,True,NITROLINGUAL SPRAY,specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_0012641,2002-11-19,0012641,0,7.70,0,0,product.product_uom_unit,product.product_uom_unit,,,True,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,True,RENNIE 96CP SANS SUCRE,specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_0012872,2003-03-26,0012872,0,28.79,0,0,product.product_uom_unit,product.product_uom_unit,,,False,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",True,OMNIPAQUE 300 50ML,specific_product.product_price_category_gma,__import__.supplier_95150,0
__import__.product_0012910,1999-10-04,0012910,16.99,33.13,0,1.670,product.product_uom_unit,product.product_uom_unit,,,False,,lot,"l10n_be.1_attn_VAT-OUT-21-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_vitamines,specific_purchase.product_state_n,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,"BIOTIN 1,5KG DIET LABS",,__import__.supplier_32420,0
__import__.product_0012930,2000-06-28,0012930,0,47.53,0,0,product.product_uom_unit,product.product_uom_unit,,,True,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,True,OMNIPAQUE 300 100ML,specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_0013992,1999-09-30,0013992,0,6.05,0,0,product.product_uom_unit,product.product_uom_unit,,,True,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",True,ANTIVERRUES USAGE INTERNE GT UNDA,specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_0014258,1999-10-04,0014258,0,4.55,0,0,product.product_uom_unit,product.product_uom_unit,,,True,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,True,DAKTARIN 30GR CREAM,specific_product.product_price_category_gma,__import__.supplier_63520,0
__import__.product_0014290,1999-10-08,0014290,2.16,9999999999.99,0,0.030,product.product_uom_unit,product.product_uom_unit,,,True,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_mat_conso,,10,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,True,GAZOFIX BDE  8CMx4M,specific_product.product_price_category_gma,__import__.supplier_62782,0
__import__.product_0014738,2000-10-11,0014738,0,10.63,0,0,product.product_uom_unit,product.product_uom_unit,,,True,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_humain,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,True,URFADYN PL 50 CAPS.,specific_product.product_price_category_gma,__import__.supplier_63520,0
