id,location_id/id,product_qty,product_id/id,prod_lot_id/id
__import__.stock_inventory_line_AH5477D_3317039,__import__.location_loc_GB21A3,64,__import__.product_3317039,__import__.stock_production_lot_AH5477D_3317039
__import__.stock_inventory_line_AJ1738F_3317104,__import__.location_loc_GG08D5,483,__import__.product_3317104,__import__.stock_production_lot_AJ1738F_3317104
__import__.stock_inventory_line_AL606257CR_2583979,__import__.location_loc_GD12B4,81,__import__.product_2583979,__import__.stock_production_lot_AL606257CR_2583979
__import__.stock_inventory_line_AL617389DD_2583953,__import__.location_loc_GG18A5,22,__import__.product_2583953,__import__.stock_production_lot_AL617389DD_2583953
__import__.stock_inventory_line_AL709998E_1406412,__import__.location_loc_GB05A1,37,__import__.product_1406412,__import__.stock_production_lot_AL709998E_1406412
__import__.stock_inventory_line_AL716319HH_2583987,__import__.location_loc_GB01E7,25,__import__.product_2583987,__import__.stock_production_lot_AL716319HH_2583987
__import__.stock_inventory_line_AL716319JD_2583987,__import__.location_loc_GB01E7,1,__import__.product_2583987,__import__.stock_production_lot_AL716319JD_2583987
__import__.stock_inventory_line_AL737077F_3611449,__import__.location_loc_GB18C4,4,__import__.product_3611449,__import__.stock_production_lot_AL737077F_3611449
__import__.stock_inventory_line_AL774639D_1406438,__import__.location_loc_GB05B1,4,__import__.product_1406438,__import__.stock_production_lot_AL774639D_1406438
__import__.stock_inventory_line_AL774640A_1406420,__import__.location_loc_GB05D3,22,__import__.product_1406420,__import__.stock_production_lot_AL774640A_1406420
__import__.stock_inventory_line_AL774640D_1406420,__import__.location_loc_GB05D3,120,__import__.product_1406420,__import__.stock_production_lot_AL774640D_1406420
__import__.stock_inventory_line_AL799079J_2930089,__import__.location_loc_GD03C3,10,__import__.product_2930089,__import__.stock_production_lot_AL799079J_2930089
__import__.stock_inventory_line_AL822238P_2929974,__import__.location_loc_GC32A1,33,__import__.product_2929974,__import__.stock_production_lot_AL822238P_2929974
__import__.stock_inventory_line_AL834968C_1406438,__import__.location_loc_GB05B1,28,__import__.product_1406438,__import__.stock_production_lot_AL834968C_1406438
__import__.stock_inventory_line_AL857076AA_3607702,__import__.location_loc_GC24D1,153,__import__.product_3607702,__import__.stock_production_lot_AL857076AA_3607702
__import__.stock_inventory_line_AL857610AE_3607728,__import__.location_loc_GB24A3,113,__import__.product_3607728,__import__.stock_production_lot_AL857610AE_3607728
__import__.stock_inventory_line_AL857611AA_3607694,__import__.location_loc_GG03D3,96,__import__.product_3607694,__import__.stock_production_lot_AL857611AA_3607694
__import__.stock_inventory_line_AL857801AC_3607710,__import__.location_loc_GB13E4,154,__import__.product_3607710,__import__.stock_production_lot_AL857801AC_3607710
__import__.stock_inventory_line_AL858155A_3642923,__import__.location_loc_GB01C4,238,__import__.product_3642923,__import__.stock_production_lot_AL858155A_3642923
__import__.stock_inventory_line_AL865349AA_2871564,__import__.location_loc_GF13E6,31,__import__.product_2871564,__import__.stock_production_lot_AL865349AA_2871564
__import__.stock_inventory_line_AL865366D_2680544,__import__.location_loc_GD01A3,74,__import__.product_2680544,__import__.stock_production_lot_AL865366D_2680544
__import__.stock_inventory_line_AL865366DA_2871572,__import__.location_loc_GG18D5,96,__import__.product_2871572,__import__.stock_production_lot_AL865366DA_2871572
__import__.stock_inventory_line_AN057C_5039009,__import__.location_loc_GG19D6,15,__import__.product_5039009,__import__.stock_production_lot_AN057C_5039009
__import__.stock_inventory_line_AN057C_5039010,__import__.location_loc_GC13G4,9,__import__.product_5039010,__import__.stock_production_lot_AN057C_5039010
__import__.stock_inventory_line_AN122B_5039010,__import__.location_loc_GC13G4,1,__import__.product_5039010,__import__.stock_production_lot_AN122B_5039010
__import__.stock_inventory_line_AN20017_8262886,__import__.location_loc_QB03B5,1,__import__.product_8262886,__import__.stock_production_lot_AN20017_8262886
__import__.stock_inventory_line_AR268B_5039008,__import__.location_loc_GD22G3,4,__import__.product_5039008,__import__.stock_production_lot_AR268B_5039008
__import__.stock_inventory_line_ATR195BE_7420028,__import__.location_loc_GF10A4,10,__import__.product_7420028,__import__.stock_production_lot_ATR195BE_7420028
__import__.stock_inventory_line_AT2373_5310324,__import__.location_loc_QD07C2,1,__import__.product_5310324,__import__.stock_production_lot_AT2373_5310324
__import__.stock_inventory_line_AUL003A_3426996,__import__.location_loc_GD05A4,42,__import__.product_3426996,__import__.stock_production_lot_AUL003A_3426996
__import__.stock_inventory_line_AUL003A_3426988,__import__.location_loc_GD03A5,32,__import__.product_3426988,__import__.stock_production_lot_AUL003A_3426988
__import__.stock_inventory_line_AX0317_3277175,__import__.location_loc_GF31D7,1,__import__.product_3277175,__import__.stock_production_lot_AX0317_3277175
__import__.stock_inventory_line_A014B14_2372803,__import__.location_loc_GC31C3,17,__import__.product_2372803,__import__.stock_production_lot_A014B14_2372803
__import__.stock_inventory_line_A015A09_7110010,__import__.location_loc_GB06C2,26,__import__.product_7110010,__import__.stock_production_lot_A015A09_7110010
__import__.stock_inventory_line_A01806S_6900001,__import__.location_loc_GG04B3,3,__import__.product_6900001,__import__.stock_production_lot_A01806S_6900001
__import__.stock_inventory_line_A021D01_2884922,__import__.location_loc_QA03B1,73,__import__.product_2884922,__import__.stock_production_lot_A021D01_2884922
__import__.stock_inventory_line_A023A03_2372753,__import__.location_loc_GG19C2,28,__import__.product_2372753,__import__.stock_production_lot_A023A03_2372753
__import__.stock_inventory_line_A026B20_2372829,__import__.location_loc_GB30B1,2,__import__.product_2372829,__import__.stock_production_lot_A026B20_2372829
__import__.stock_inventory_line_A027B14_2372837,__import__.location_loc_GB22A2,48,__import__.product_2372837,__import__.stock_production_lot_A027B14_2372837
__import__.stock_inventory_line_A027B21_2372829,__import__.location_loc_GB30B1,34,__import__.product_2372829,__import__.stock_production_lot_A027B21_2372829
__import__.stock_inventory_line_A028A01_2595759,__import__.location_loc_GK04B4,38,__import__.product_2595759,__import__.stock_production_lot_A028A01_2595759
__import__.stock_inventory_line_A031A01_6997916,__import__.location_loc_GD02B1,19,__import__.product_6997916,__import__.stock_production_lot_A031A01_6997916
__import__.stock_inventory_line_A032C02_2352284,__import__.location_loc_QF02C3,86,__import__.product_2352284,__import__.stock_production_lot_A032C02_2352284
__import__.stock_inventory_line_A033A02_2352292,__import__.location_loc_QA08D2,40,__import__.product_2352292,__import__.stock_production_lot_A033A02_2352292
__import__.stock_inventory_line_A034A07_1086891,__import__.location_loc_GG13E5,28,__import__.product_1086891,__import__.stock_production_lot_A034A07_1086891
__import__.stock_inventory_line_A039A01_2310399,__import__.location_loc_QE12A3,12,__import__.product_2310399,__import__.stock_production_lot_A039A01_2310399
__import__.stock_inventory_line_A039A04_2503845,__import__.location_loc_QA05A3,31,__import__.product_2503845,__import__.stock_production_lot_A039A04_2503845
__import__.stock_inventory_line_A039C01_1086891,__import__.location_loc_GG13E5,55,__import__.product_1086891,__import__.stock_production_lot_A039C01_1086891
__import__.stock_inventory_line_A040917_8127183,__import__.location_loc_GC22A1,15,__import__.product_8127183,__import__.stock_production_lot_A040917_8127183
__import__.stock_inventory_line_A045A01_0481739,__import__.location_loc_QA06D1,1,__import__.product_0481739,__import__.stock_production_lot_A045A01_0481739
__import__.stock_inventory_line_A045A02_0481739,__import__.location_loc_QA06D1,20,__import__.product_0481739,__import__.stock_production_lot_A045A02_0481739
__import__.stock_inventory_line_A046A01_4200190,__import__.location_loc_GC31E2,21,__import__.product_4200190,__import__.stock_production_lot_A046A01_4200190
__import__.stock_inventory_line_A048AB04_7110035,__import__.location_loc_QA01A2,31,__import__.product_7110035,__import__.stock_production_lot_A048AB04_7110035
__import__.stock_inventory_line_A048AB05_7110035,__import__.location_loc_QA01A2,70,__import__.product_7110035,__import__.stock_production_lot_A048AB05_7110035
__import__.stock_inventory_line_A048AD03_7110040,__import__.location_loc_QA02B3,315,__import__.product_7110040,__import__.stock_production_lot_A048AD03_7110040
__import__.stock_inventory_line_A048AD04_7110040,__import__.location_loc_QA02B3,56,__import__.product_7110040,__import__.stock_production_lot_A048AD04_7110040
__import__.stock_inventory_line_A049CB01_7110035,__import__.location_loc_QA01A2,343,__import__.product_7110035,__import__.stock_production_lot_A049CB01_7110035
__import__.stock_inventory_line_A049D01_5110009,__import__.location_loc_QF04A1,19,__import__.product_5110009,__import__.stock_production_lot_A049D01_5110009
__import__.stock_inventory_line_A049E02_5110009,__import__.location_loc_QF04A1,60,__import__.product_5110009,__import__.stock_production_lot_A049E02_5110009
__import__.stock_inventory_line_A051A12_2372787,__import__.location_loc_GF11C4,40,__import__.product_2372787,__import__.stock_production_lot_A051A12_2372787
__import__.stock_inventory_line_A053A04_6741217,__import__.location_loc_GF14D2,1,__import__.product_6741217,__import__.stock_production_lot_A053A04_6741217
__import__.stock_inventory_line_A054A01_6741223,__import__.location_loc_GD02F2,1,__import__.product_6741223,__import__.stock_production_lot_A054A01_6741223
__import__.stock_inventory_line_A054A03_2372779,__import__.location_loc_GB29C1,68,__import__.product_2372779,__import__.stock_production_lot_A054A03_2372779
__import__.stock_inventory_line_A055A03_6741223,__import__.location_loc_GD02F2,9,__import__.product_6741223,__import__.stock_production_lot_A055A03_6741223
__import__.stock_inventory_line_A05528_7116438,__import__.location_loc_GG14B2,50,__import__.product_7116438,__import__.stock_production_lot_A05528_7116438
__import__.stock_inventory_line_A061117_8127177,__import__.location_loc_GB05D6,24,__import__.product_8127177,__import__.stock_production_lot_A061117_8127177
__import__.stock_inventory_line_A063A01_6795408,__import__.location_loc_GF26B1,3,__import__.product_6795408,__import__.stock_production_lot_A063A01_6795408
__import__.stock_inventory_line_A07318_7116438,__import__.location_loc_GG14B2,6,__import__.product_7116438,__import__.stock_production_lot_A07318_7116438
__import__.stock_inventory_line_A0820_1013192,__import__.location_loc_GK04A4,3,__import__.product_1013192,__import__.stock_production_lot_A0820_1013192
__import__.stock_inventory_line_A090E01_7110025,__import__.location_loc_QF05B2,814,__import__.product_7110025,__import__.stock_production_lot_A090E01_7110025
__import__.stock_inventory_line_A091A01_2976991,__import__.location_loc_QF05A4,735,__import__.product_2976991,__import__.stock_production_lot_A091A01_2976991
__import__.stock_inventory_line_A100A02_1128966,__import__.location_loc_QF04B1,96,__import__.product_1128966,__import__.stock_production_lot_A100A02_1128966
__import__.stock_inventory_line_A109A01_2092658,__import__.location_loc_QD08B4,1,__import__.product_2092658,__import__.stock_production_lot_A109A01_2092658
__import__.stock_inventory_line_A110117_8127208,__import__.location_loc_GD06A3,7,__import__.product_8127208,__import__.stock_production_lot_A110117_8127208
__import__.stock_inventory_line_A111A07_6830005,__import__.location_loc_GB13A4,1014,__import__.product_6830005,__import__.stock_production_lot_A111A07_6830005
__import__.stock_inventory_line_A112B01_2092658,__import__.location_loc_QD08B4,2,__import__.product_2092658,__import__.stock_production_lot_A112B01_2092658
__import__.stock_inventory_line_A113E01_1401389,__import__.location_loc_QF08A1,110,__import__.product_1401389,__import__.stock_production_lot_A113E01_1401389
__import__.stock_inventory_line_A115C01_1401389,__import__.location_loc_QF08A1,560,__import__.product_1401389,__import__.stock_production_lot_A115C01_1401389
__import__.stock_inventory_line_A119A02_5110008,__import__.location_loc_QE10B4,9,__import__.product_5110008,__import__.stock_production_lot_A119A02_5110008
__import__.stock_inventory_line_A123A02_5110014,__import__.location_loc_GB10E1,9,__import__.product_5110014,__import__.stock_production_lot_A123A02_5110014
__import__.stock_inventory_line_A123A03_5110014,__import__.location_loc_GB10E1,33,__import__.product_5110014,__import__.stock_production_lot_A123A03_5110014
__import__.stock_inventory_line_A12621_8270136,__import__.location_loc_GD28A4,1,__import__.product_8270136,__import__.stock_production_lot_A12621_8270136
__import__.stock_inventory_line_A138A01_2446045,__import__.location_loc_GF13E4,80,__import__.product_2446045,__import__.stock_production_lot_A138A01_2446045
__import__.stock_inventory_line_A138A01_0112573,__import__.location_loc_GB13D2,344,__import__.product_0112573,__import__.stock_production_lot_A138A01_0112573
__import__.stock_inventory_line_A138A01_0112573,__import__.location_loc_GB13D2,344,__import__.product_0112573,__import__.stock_production_lot_A138A01_0112573
__import__.stock_inventory_line_A139A01_2446052,__import__.location_loc_GC13F6,9,__import__.product_2446052,__import__.stock_production_lot_A139A01_2446052
__import__.stock_inventory_line_A143A01_1552132,__import__.location_loc_QA05A1,76,__import__.product_1552132,__import__.stock_production_lot_A143A01_1552132
__import__.stock_inventory_line_A144A02_1730928,__import__.location_loc_QA05B2,27,__import__.product_1730928,__import__.stock_production_lot_A144A02_1730928
__import__.stock_inventory_line_A148B01_1128974,__import__.location_loc_QA01B3,329,__import__.product_1128974,__import__.stock_production_lot_A148B01_1128974
__import__.stock_inventory_line_A151A01_6771431,__import__.location_loc_GD02G3,17,__import__.product_6771431,__import__.stock_production_lot_A151A01_6771431
__import__.stock_inventory_line_A157A01_4200130,__import__.location_loc_GB13C6,61,__import__.product_4200130,__import__.stock_production_lot_A157A01_4200130
__import__.stock_inventory_line_A157B01_4200130,__import__.location_loc_GB13C6,84,__import__.product_4200130,__import__.stock_production_lot_A157B01_4200130
__import__.stock_inventory_line_A1606AB_9512026,__import__.location_loc_GG19B5,10,__import__.product_9512026,__import__.stock_production_lot_A1606AB_9512026
__import__.stock_inventory_line_A171016_8127177,__import__.location_loc_GB05D6,11,__import__.product_8127177,__import__.stock_production_lot_A171016_8127177
__import__.stock_inventory_line_A180A01_2356731,__import__.location_loc_GB26C2,5,__import__.product_2356731,__import__.stock_production_lot_A180A01_2356731
__import__.stock_inventory_line_A188A01_6820750,__import__.location_loc_GF12C6,8,__import__.product_6820750,__import__.stock_production_lot_A188A01_6820750
__import__.stock_inventory_line_A200A01_0061887,__import__.location_loc_GK03A2,135,__import__.product_0061887,__import__.stock_production_lot_A200A01_0061887
__import__.stock_inventory_line_A204A01_0061887,__import__.location_loc_GK03A2,440,__import__.product_0061887,__import__.stock_production_lot_A204A01_0061887
__import__.stock_inventory_line_A205A03_2837581,__import__.location_loc_GE30A3,53,__import__.product_2837581,__import__.stock_production_lot_A205A03_2837581
__import__.stock_inventory_line_A206A01_0068536,__import__.location_loc_QD06C2,5,__import__.product_0068536,__import__.stock_production_lot_A206A01_0068536
__import__.stock_inventory_line_A207A03_0042028,__import__.location_loc_QA04C1,217,__import__.product_0042028,__import__.stock_production_lot_A207A03_0042028
__import__.stock_inventory_line_A209A01_6783279,__import__.location_loc_GD02F6,3,__import__.product_6783279,__import__.stock_production_lot_A209A01_6783279
__import__.stock_inventory_line_A21BC_3168150,__import__.location_loc_GK02A6,3,__import__.product_3168150,__import__.stock_production_lot_A21BC_3168150
__import__.stock_inventory_line_A210A01_0877936,__import__.location_loc_QD06B3,2,__import__.product_0877936,__import__.stock_production_lot_A210A01_0877936
__import__.stock_inventory_line_A212A01_0877936,__import__.location_loc_QD06B3,1,__import__.product_0877936,__import__.stock_production_lot_A212A01_0877936
__import__.stock_inventory_line_A212A02_0877894,__import__.location_loc_QF04B2,20,__import__.product_0877894,__import__.stock_production_lot_A212A02_0877894
__import__.stock_inventory_line_A218B_3367612,__import__.location_loc_GK04B6,2,__import__.product_3367612,__import__.stock_production_lot_A218B_3367612
__import__.stock_inventory_line_A218C_3168150,__import__.location_loc_GK02A6,15,__import__.product_3168150,__import__.stock_production_lot_A218C_3168150
__import__.stock_inventory_line_A225B01_7110014,__import__.location_loc_QF05A2,341,__import__.product_7110014,__import__.stock_production_lot_A225B01_7110014
__import__.stock_inventory_line_A228A01_7110014,__import__.location_loc_QF05A2,783,__import__.product_7110014,__import__.stock_production_lot_A228A01_7110014
__import__.stock_inventory_line_A229A01_7110014,__import__.location_loc_QF05A2,170,__import__.product_7110014,__import__.stock_production_lot_A229A01_7110014
__import__.stock_inventory_line_A237A01_2446011,__import__.location_loc_QE10D1,28,__import__.product_2446011,__import__.stock_production_lot_A237A01_2446011
__import__.stock_inventory_line_A240A01_5110000,__import__.location_loc_QZZ001,1,__import__.product_5110000,__import__.stock_production_lot_A240A01_5110000
__import__.stock_inventory_line_A241A01_0085456,__import__.location_loc_GB13D1,92,__import__.product_0085456,__import__.stock_production_lot_A241A01_0085456
__import__.stock_inventory_line_A2457_5967004,__import__.location_loc_EXV401,198,__import__.product_5967004,__import__.stock_production_lot_A2457_5967004
__import__.stock_inventory_line_A247A01_1395904,__import__.location_loc_QZZ002,1,__import__.product_1395904,__import__.stock_production_lot_A247A01_1395904
__import__.stock_inventory_line_A251A01_0877373,__import__.location_loc_GB13C1,886,__import__.product_0877373,__import__.stock_production_lot_A251A01_0877373
__import__.stock_inventory_line_A2711_5967003,__import__.location_loc_EXV400,143,__import__.product_5967003,__import__.stock_production_lot_A2711_5967003
__import__.stock_inventory_line_A272A01_0660945,__import__.location_loc_GD14C5,497,__import__.product_0660945,__import__.stock_production_lot_A272A01_0660945
__import__.stock_inventory_line_A277_2568798,__import__.location_loc_GL08A1,6,__import__.product_2568798,__import__.stock_production_lot_A277_2568798
__import__.stock_inventory_line_A279A03_0660945,__import__.location_loc_GD14C5,256,__import__.product_0660945,__import__.stock_production_lot_A279A03_0660945
__import__.stock_inventory_line_A3L0802X_0675551,__import__.location_loc_EXA200,12,__import__.product_0675551,__import__.stock_production_lot_A3L0802X_0675551
__import__.stock_inventory_line_A310A01_2384949,__import__.location_loc_QF08C3,449,__import__.product_2384949,__import__.stock_production_lot_A310A01_2384949
__import__.stock_inventory_line_A317A01_0660944,__import__.location_loc_GB13A3,113,__import__.product_0660944,__import__.stock_production_lot_A317A01_0660944
__import__.stock_inventory_line_A320A02_0660944,__import__.location_loc_GB13A3,432,__import__.product_0660944,__import__.stock_production_lot_A320A02_0660944
__import__.stock_inventory_line_A3272_5967005,__import__.location_loc_EXV302,247,__import__.product_5967005,__import__.stock_production_lot_A3272_5967005
__import__.stock_inventory_line_A34005_3074226,__import__.location_loc_GH09C4,40,__import__.product_3074226,__import__.stock_production_lot_A34005_3074226
__import__.stock_inventory_line_A34063D_3458536,__import__.location_loc_GC22D4,11,__import__.product_3458536,__import__.stock_production_lot_A34063D_3458536
__import__.stock_inventory_line_A34069A_3113776,__import__.location_loc_GB06B1,330,__import__.product_3113776,__import__.stock_production_lot_A34069A_3113776
__import__.stock_inventory_line_A34074A_3074234,__import__.location_loc_GF14D1,33,__import__.product_3074234,__import__.stock_production_lot_A34074A_3074234
__import__.stock_inventory_line_A347A01_3294535,__import__.location_loc_GI01A2,6,__import__.product_3294535,__import__.stock_production_lot_A347A01_3294535
__import__.stock_inventory_line_A3580_5967005,__import__.location_loc_EXV302,69,__import__.product_5967005,__import__.stock_production_lot_A3580_5967005
__import__.stock_inventory_line_A364C01_2441350,__import__.location_loc_QA02B1,146,__import__.product_2441350,__import__.stock_production_lot_A364C01_2441350
__import__.stock_inventory_line_A416A01_1129006,__import__.location_loc_QD08C4,2,__import__.product_1129006,__import__.stock_production_lot_A416A01_1129006
__import__.stock_inventory_line_A454A01_6725767,__import__.location_loc_GB09C4,11,__import__.product_6725767,__import__.stock_production_lot_A454A01_6725767
__import__.stock_inventory_line_A461A01_2907327,__import__.location_loc_QA03C3,55,__import__.product_2907327,__import__.stock_production_lot_A461A01_2907327
__import__.stock_inventory_line_A461A01_1451843,__import__.location_loc_QF05B3,555,__import__.product_1451843,__import__.stock_production_lot_A461A01_1451843
__import__.stock_inventory_line_A461A01_2658607,__import__.location_loc_GF31A1,12,__import__.product_2658607,__import__.stock_production_lot_A461A01_2658607
__import__.stock_inventory_line_A462A01_3157617,__import__.location_loc_QF08B1,1,__import__.product_3157617,__import__.stock_production_lot_A462A01_3157617
__import__.stock_inventory_line_A463A01_3157617,__import__.location_loc_QF08B1,237,__import__.product_3157617,__import__.stock_production_lot_A463A01_3157617
__import__.stock_inventory_line_A499A01_1064484,__import__.location_loc_QF05B5,160,__import__.product_1064484,__import__.stock_production_lot_A499A01_1064484
__import__.stock_inventory_line_A504A01_7110038,__import__.location_loc_GL13B1,22,__import__.product_7110038,__import__.stock_production_lot_A504A01_7110038
__import__.stock_inventory_line_A516F01_1064484,__import__.location_loc_QF05B5,960,__import__.product_1064484,__import__.stock_production_lot_A516F01_1064484
__import__.stock_inventory_line_A521A01_7110038,__import__.location_loc_GL13B1,8,__import__.product_7110038,__import__.stock_production_lot_A521A01_7110038
__import__.stock_inventory_line_A53295_6745008,__import__.location_loc_GF23D5,2,__import__.product_6745008,__import__.stock_production_lot_A53295_6745008
__import__.stock_inventory_line_A57053_6764974,__import__.location_loc_GF13D2,2,__import__.product_6764974,__import__.stock_production_lot_A57053_6764974
__import__.stock_inventory_line_A575_3060126,__import__.location_loc_GD30B3,9,__import__.product_3060126,__import__.stock_production_lot_A575_3060126
__import__.stock_inventory_line_A6M0177X_8062360,__import__.location_loc_EXA500,26,__import__.product_8062360,__import__.stock_production_lot_A6M0177X_8062360
__import__.stock_inventory_line_A601_2933786,__import__.location_loc_GB29C4,1256,__import__.product_2933786,__import__.stock_production_lot_A601_2933786
__import__.stock_inventory_line_A601_2933794,__import__.location_loc_GB05A5,269,__import__.product_2933794,__import__.stock_production_lot_A601_2933794
__import__.stock_inventory_line_A602_2933786,__import__.location_loc_GB29C4,108,__import__.product_2933786,__import__.stock_production_lot_A602_2933786
__import__.stock_inventory_line_A63_2910339,__import__.location_loc_GD32D2,2,__import__.product_2910339,__import__.stock_production_lot_A63_2910339
__import__.stock_inventory_line_A644A01_5110019,__import__.location_loc_GK14A6,133,__import__.product_5110019,__import__.stock_production_lot_A644A01_5110019
__import__.stock_inventory_line_A65116_2909091,__import__.location_loc_GB13A8,43,__import__.product_2909091,__import__.stock_production_lot_A65116_2909091
__import__.stock_inventory_line_A651610756_2910321,__import__.location_loc_GC02C5,4,__import__.product_2910321,__import__.stock_production_lot_A651610756_2910321
__import__.stock_inventory_line_A652A01_5110018,__import__.location_loc_GG13E1,30,__import__.product_5110018,__import__.stock_production_lot_A652A01_5110018
__import__.stock_inventory_line_A65354_3157476,__import__.location_loc_GF12A6,7,__import__.product_3157476,__import__.stock_production_lot_A65354_3157476
__import__.stock_inventory_line_A65547_2769369,__import__.location_loc_GD18A1,58,__import__.product_2769369,__import__.stock_production_lot_A65547_2769369
__import__.stock_inventory_line_A7D0017X_8064206,__import__.location_loc_EXA400,10,__import__.product_8064206,__import__.stock_production_lot_A7D0017X_8064206
__import__.stock_inventory_line_A7F0655X_8064206,__import__.location_loc_EXA400,36,__import__.product_8064206,__import__.stock_production_lot_A7F0655X_8064206
__import__.stock_inventory_line_A7F0672FX_5330693,__import__.location_loc_EXA400,72,__import__.product_5330693,__import__.stock_production_lot_A7F0672FX_5330693
__import__.stock_inventory_line_A7K0776FX_8062377,__import__.location_loc_EXA300,24,__import__.product_8062377,__import__.stock_production_lot_A7K0776FX_8062377
__import__.stock_inventory_line_A7M0484FX_8062348,__import__.location_loc_EXA100,2,__import__.product_8062348,__import__.stock_production_lot_A7M0484FX_8062348
