id,reconcile,code,name,company_id/id,user_type_id/id,tag_ids/id
__setup__.account_743000,FALSE,743000,Avantages en nature voitures,base.main_company,account.data_account_type_revenue,
__setup__.account_743001,FALSE,743001,Avantages en nature soumis ONSS,base.main_company,account.data_account_type_revenue,
__setup__.account_743002,FALSE,743002,Récupération usage privé d'un véhicule,base.main_company,account.data_account_type_revenue,
__setup__.account_743220,FALSE,743220,Exonération précompte professionnel,base.main_company,account.data_account_type_revenue,
__setup__.account_744000,FALSE,744000,Commission et courtage,base.main_company,account.data_account_type_revenue,
__setup__.account_744200,FALSE,744200,Accords de coopération,base.main_company,account.data_account_type_revenue,
__setup__.account_745000,FALSE,745000,Récuperations assurances,base.main_company,account.data_account_type_revenue,
__setup__.account_746000,FALSE,746000,Frais de port refacturés,base.main_company,account.data_account_type_revenue,
__setup__.account_746001,FALSE,746001,Frais administratifs,base.main_company,account.data_account_type_revenue,
__setup__.account_746100,FALSE,746100,Récupération de frais non soumis à TVA,base.main_company,account.data_account_type_revenue,
__setup__.account_746990,FALSE,746990,Autres produits et prestations de service,base.main_company,account.data_account_type_revenue,
__setup__.account_746992,FALSE,746992,Contributions antibiotiques,base.main_company,account.data_account_type_revenue,
__setup__.account_748000,FALSE,748000,Réalisation d'actifs immobilisés,base.main_company,account.data_account_type_revenue,
__setup__.account_748100,FALSE,748100,Transfert de réalisation d'actifs immobilisés,base.main_company,account.data_account_type_revenue,
__setup__.account_750000,TRUE,750000,Revenus des actions,base.main_company,account.data_account_type_revenue,
__setup__.account_751000,TRUE,751000,Produits des actifs circulants,base.main_company,account.data_account_type_revenue,
__setup__.account_751200,FALSE,751200,Intérêts  comptes courants banques,base.main_company,account.data_account_type_revenue,
__setup__.account_751500,FALSE,751500,Intérêts et indemnités sur créances douteuses,base.main_company,account.data_account_type_revenue,
__setup__.account_751600,FALSE,751600,Intérêts sur autres créances,base.main_company,account.data_account_type_revenue,
__setup__.account_751650,FALSE,751650,Indemnités Tax shelter,base.main_company,account.data_account_type_revenue,
__setup__.account_752000,TRUE,752000,Plus-values sur réalisations d'actifs circulants,base.main_company,account.data_account_type_revenue,
__setup__.account_753000,TRUE,753000,Primes à l'investissement,base.main_company,account.data_account_type_revenue,
__setup__.account_754000,TRUE,754000,Différences de change,base.main_company,account.data_account_type_revenue,
__setup__.account_755000,TRUE,755000,Ecarts de conversion des devises,base.main_company,account.data_account_type_revenue,
__setup__.account_756000,TRUE,756000,Produits des autres créances,base.main_company,account.data_account_type_revenue,
__setup__.account_757000,TRUE,757000,Escomptes obtenus,base.main_company,account.data_account_type_revenue,
__setup__.account_757001,FALSE,757001,Régularisation comptes de tiers,base.main_company,account.data_account_type_revenue,
__setup__.account_760000,TRUE,760000,Produits exceptionnels,base.main_company,account.data_account_type_revenue,
__setup__.account_771000,TRUE,771000,Régularisations d'impôts dus ou versés,base.main_company,account.data_account_type_revenue,
__setup__.account_780000,TRUE,780000,Prélèvements sur les impôts différés,base.main_company,account.data_account_type_revenue,
__setup__.account_789000,TRUE,789000,Prélèvements sur les réserves immunisées,base.main_company,account.data_account_type_revenue,
__setup__.account_790000,FALSE,790000,Bénéfice reporté de l'exercice précédent,base.main_company,account.data_account_type_revenue,
__setup__.account_791000,FALSE,791000,Prélèvement sur le capital et les primes d'émission,base.main_company,account.data_account_type_revenue,
__setup__.account_802000,FALSE,802000,Gage fond commerce hypothèque,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_802001,FALSE,802001,Mandat hyp.ing et cbc,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_802010,FALSE,802010,Fonds comm.hypotheque,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_802011,FALSE,802011,Mandat hyp.ing et cbc,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_012000,FALSE,012000,Octroi de garantie,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_013000,FALSE,013000,Octroi de garantie,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_020000,FALSE,020000,Garanties dexia,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_020001,FALSE,020001,Garanties ing,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_020002,FALSE,020002,Garanties cbc,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_020010,FALSE,020010,Inscript. Hypoth ing&cbc,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_020030,FALSE,020030,Gage fds commerce ing&cbc,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_020040,FALSE,020040,Mandat hypoth ing & cbc,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_020050,FALSE,020050,Mandat gage fd com cbcing,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_021000,FALSE,021000,Garanties dexia,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_021001,FALSE,021001,Garanties ing,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_021002,FALSE,021002,Garanties cbc,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_021010,FALSE,021010,Inscript. Hypoth ing&cbc,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_021030,FALSE,021030,Gage fds commerce ing&cbc,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_021040,FALSE,021040,Mandat hypoth ing & cbc,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_021050,FALSE,021050,Mandat gage fd com cbcing,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_032000,FALSE,032000,Garanties recues loyer vi,base.main_company,__setup__.account_type_annexes_hors_bilan,
__setup__.account_033000,FALSE,033000,Const.gar. Cbc loyer,base.main_company,__setup__.account_type_annexes_hors_bilan,
