addon_name,odoo_version,mig_status
base_optional_quick_create,11,no
base_optional_quick_create,12,no
base_optional_quick_create,13,no
base_optional_quick_create,14,no
base_optional_quick_create,15,no
base_optional_quick_create,16,no
base_partition,11,no wheel
base_partition,12,no wheel
base_partition,13,no wheel
base_partition,14,no wheel
base_partition,15,no wheel
base_partition,16,no wheel
base_partner_sequence,11,no
base_partner_sequence,12,no
base_partner_sequence,13,no
base_partner_sequence,14,no
base_partner_sequence,15,no
base_partner_sequence,16,no
base_report_to_label_printer,11,no wheel
base_report_to_label_printer,12,no wheel
base_report_to_label_printer,13,no wheel
base_report_to_label_printer,14,no
base_report_to_label_printer,15,no wheel
base_report_to_label_printer,16,no wheel
base_report_to_printer,11,no
base_report_to_printer,12,no
base_report_to_printer,13,no
base_report_to_printer,14,no
base_report_to_printer,15,no
base_report_to_printer,16,no
base_rest,11,no
base_rest,12,no
base_rest,13,no
base_rest,14,no
base_rest,15,no
base_rest,16,no
base_sparse_field_list_support,11,no wheel
base_sparse_field_list_support,12,no
base_sparse_field_list_support,13,no
base_sparse_field_list_support,14,no
base_sparse_field_list_support,15,no
base_sparse_field_list_support,16,no
base_technical_features,11,no
base_technical_features,12,no
base_technical_features,13,no
base_technical_features,14,no
base_technical_features,15,no
base_technical_features,16,no
base_time_window,11,no wheel
base_time_window,12,no wheel
base_time_window,13,no
base_time_window,14,no
base_time_window,15,no
base_time_window,16,no
base_ubl,11,no
base_ubl,12,no
base_ubl,13,no
base_ubl,14,no
base_ubl,15,no
base_ubl,16,no
base_unece,11,no
base_unece,12,no
base_unece,13,no
base_unece,14,no
base_unece,15,no
base_unece,16,no
base_view_inheritance_extension,11,no
base_view_inheritance_extension,12,no
base_view_inheritance_extension,13,no
base_view_inheritance_extension,14,no
base_view_inheritance_extension,15,no
base_view_inheritance_extension,16,no
component,11,no
component,12,no
component,13,no
component,14,no
component,15,no
component,16,no
component_event,11,no
component_event,12,no
component_event,13,no
component_event,14,no
component_event,15,no
component_event,16,no
connector,11,no
connector,12,mig
connector,13,no
connector,14,no
connector,15,no
connector,16,no
connector_elasticsearch,11,no wheel
connector_elasticsearch,12,no
connector_elasticsearch,13,mig
connector_elasticsearch,14,mig
connector_elasticsearch,15,no
connector_elasticsearch,16,no
connector_search_engine,11,no wheel
connector_search_engine,12,mig
connector_search_engine,13,no
connector_search_engine,14,mig
connector_search_engine,15,no
connector_search_engine,16,no
date_range,11,mig
date_range,12,no
date_range,13,mig
date_range,14,no
date_range,15,no
date_range,16,no
delivery_automatic_package,11,no wheel
delivery_automatic_package,12,no wheel
delivery_automatic_package,13,no wheel
delivery_automatic_package,14,no wheel
delivery_automatic_package,15,no wheel
delivery_automatic_package,16,no wheel
delivery_carrier_account,11,no wheel
delivery_carrier_account,12,no wheel
delivery_carrier_account,13,no wheel
delivery_carrier_account,14,no wheel
delivery_carrier_account,15,no wheel
delivery_carrier_account,16,no wheel
delivery_carrier_info,11,no wheel
delivery_carrier_info,12,no
delivery_carrier_info,13,no
delivery_carrier_info,14,no
delivery_carrier_info,15,no
delivery_carrier_info,16,no
delivery_carrier_label_gls,11,no wheel
delivery_carrier_label_gls,12,no wheel
delivery_carrier_label_gls,13,no wheel
delivery_carrier_label_gls,14,no wheel
delivery_carrier_label_gls,15,no wheel
delivery_carrier_label_gls,16,no wheel
delivery_carrier_max_weight_constraint,11,no wheel
delivery_carrier_max_weight_constraint,12,no wheel
delivery_carrier_max_weight_constraint,13,no wheel
delivery_carrier_max_weight_constraint,14,no wheel
delivery_carrier_max_weight_constraint,15,no wheel
delivery_carrier_max_weight_constraint,16,no wheel
delivery_carrier_partner,11,no
delivery_carrier_partner,12,no
delivery_carrier_partner,13,no
delivery_carrier_partner,14,no
delivery_carrier_partner,15,no wheel
delivery_carrier_partner,16,no wheel
delivery_estimated_package_quantity_by_weight,11,no wheel
delivery_estimated_package_quantity_by_weight,12,no wheel
delivery_estimated_package_quantity_by_weight,13,no wheel
delivery_estimated_package_quantity_by_weight,14,no wheel
delivery_estimated_package_quantity_by_weight,15,no wheel
delivery_estimated_package_quantity_by_weight,16,no wheel
delivery_package_type_number_parcels,11,no wheel
delivery_package_type_number_parcels,12,no wheel
delivery_package_type_number_parcels,13,no wheel
delivery_package_type_number_parcels,14,no wheel
delivery_package_type_number_parcels,15,no wheel
delivery_package_type_number_parcels,16,no wheel
delivery_procurement_group_carrier,11,no wheel
delivery_procurement_group_carrier,12,no wheel
delivery_procurement_group_carrier,13,no wheel
delivery_procurement_group_carrier,14,no
delivery_procurement_group_carrier,15,no
delivery_procurement_group_carrier,16,no
endpoint_route_handler,11,no wheel
endpoint_route_handler,12,no wheel
endpoint_route_handler,13,no wheel
endpoint_route_handler,14,mig
endpoint_route_handler,15,no wheel
endpoint_route_handler,16,no wheel
extendable,11,no wheel
extendable,12,no wheel
extendable,13,no
extendable,14,no
extendable,15,no
extendable,16,no
extendable_fastapi,11,no wheel
extendable_fastapi,12,no wheel
extendable_fastapi,13,no wheel
extendable_fastapi,14,no
extendable_fastapi,15,no wheel
extendable_fastapi,16,no wheel
fastapi,11,no wheel
fastapi,12,no wheel
fastapi,13,no wheel
fastapi,14,no
fastapi,15,no wheel
fastapi,16,no wheel
fastapi_auth_jwt,11,no wheel
fastapi_auth_jwt,12,no wheel
fastapi_auth_jwt,13,no wheel
fastapi_auth_jwt,14,no wheel
fastapi_auth_jwt,15,no wheel
fastapi_auth_jwt,16,no wheel
fs_attachment,11,no wheel
fs_attachment,12,no wheel
fs_attachment,13,no wheel
fs_attachment,14,no wheel
fs_attachment,15,no wheel
fs_attachment,16,no wheel
fs_base_multi_image,11,no wheel
fs_base_multi_image,12,no wheel
fs_base_multi_image,13,no wheel
fs_base_multi_image,14,no wheel
fs_base_multi_image,15,no wheel
fs_base_multi_image,16,no wheel
fs_base_multi_media,11,no wheel
fs_base_multi_media,12,no wheel
fs_base_multi_media,13,no wheel
fs_base_multi_media,14,no wheel
fs_base_multi_media,15,no wheel
fs_base_multi_media,16,no wheel
fs_file,11,no wheel
fs_file,12,no wheel
fs_file,13,no wheel
fs_file,14,no wheel
fs_file,15,no wheel
fs_file,16,no wheel
fs_image,11,no wheel
fs_image,12,no wheel
fs_image,13,no wheel
fs_image,14,no wheel
fs_image,15,no wheel
fs_image,16,no wheel
fs_image_thumbnail,11,no wheel
fs_image_thumbnail,12,no wheel
fs_image_thumbnail,13,no wheel
fs_image_thumbnail,14,no wheel
fs_image_thumbnail,15,no wheel
fs_image_thumbnail,16,no wheel
fs_product_brand_multi_image,11,no wheel
fs_product_brand_multi_image,12,no wheel
fs_product_brand_multi_image,13,no wheel
fs_product_brand_multi_image,14,no wheel
fs_product_brand_multi_image,15,no wheel
fs_product_brand_multi_image,16,no wheel
fs_product_multi_image,11,no wheel
fs_product_multi_image,12,no wheel
fs_product_multi_image,13,no wheel
fs_product_multi_image,14,no wheel
fs_product_multi_image,15,no wheel
fs_product_multi_image,16,no wheel
fs_product_multi_media,11,no wheel
fs_product_multi_media,12,no wheel
fs_product_multi_media,13,no wheel
fs_product_multi_media,14,no wheel
fs_product_multi_media,15,no wheel
fs_product_multi_media,16,no wheel
fs_storage,11,no wheel
fs_storage,12,no wheel
fs_storage,13,no wheel
fs_storage,14,no wheel
fs_storage,15,no wheel
fs_storage,16,no wheel
geoengine_base_geolocalize,11,no
geoengine_base_geolocalize,12,no
geoengine_base_geolocalize,13,no
geoengine_base_geolocalize,14,no wheel
geoengine_base_geolocalize,15,no wheel
geoengine_base_geolocalize,16,no wheel
geoengine_partner,11,no
geoengine_partner,12,no
geoengine_partner,13,no
geoengine_partner,14,no wheel
geoengine_partner,15,no wheel
geoengine_partner,16,no wheel
hr_holidays_public,11,no
hr_holidays_public,12,mig
hr_holidays_public,13,mig
hr_holidays_public,14,no
hr_holidays_public,15,no
hr_holidays_public,16,no
image_tag,11,no wheel
image_tag,12,no wheel
image_tag,13,no wheel
image_tag,14,no wheel
image_tag,15,no wheel
image_tag,16,no wheel
internal_stock_quant_package,11,no wheel
internal_stock_quant_package,12,no wheel
internal_stock_quant_package,13,no wheel
internal_stock_quant_package,14,no wheel
internal_stock_quant_package,15,no wheel
internal_stock_quant_package,16,no wheel
jsonifier,11,no wheel
jsonifier,12,no wheel
jsonifier,13,no wheel
jsonifier,14,no
jsonifier,15,no
jsonifier,16,no
l10n_be_antibiotic_tax,11,no wheel
l10n_be_antibiotic_tax,12,no wheel
l10n_be_antibiotic_tax,13,no wheel
l10n_be_antibiotic_tax,14,no wheel
l10n_be_antibiotic_tax,15,no wheel
l10n_be_antibiotic_tax,16,no wheel
l10n_be_apb_tax,11,no wheel
l10n_be_apb_tax,12,no wheel
l10n_be_apb_tax,13,no wheel
l10n_be_apb_tax,14,no wheel
l10n_be_apb_tax,15,no wheel
l10n_be_apb_tax,16,no wheel
l10n_be_bpost_address_autocomplete,11,no wheel
l10n_be_bpost_address_autocomplete,12,no wheel
l10n_be_bpost_address_autocomplete,13,no wheel
l10n_be_bpost_address_autocomplete,14,no wheel
l10n_be_bpost_address_autocomplete,15,no wheel
l10n_be_bpost_address_autocomplete,16,no wheel
l10n_be_bpost_address_validation,11,no wheel
l10n_be_bpost_address_validation,12,no wheel
l10n_be_bpost_address_validation,13,no wheel
l10n_be_bpost_address_validation,14,no wheel
l10n_be_bpost_address_validation,15,no wheel
l10n_be_bpost_address_validation,16,no wheel
l10n_be_eco_tax,11,no wheel
l10n_be_eco_tax,12,no wheel
l10n_be_eco_tax,13,no wheel
l10n_be_eco_tax,14,no wheel
l10n_be_eco_tax,15,no wheel
l10n_be_eco_tax,16,no wheel
l10n_be_iso20022_pain,11,no wheel
l10n_be_iso20022_pain,12,no wheel
l10n_be_iso20022_pain,13,no
l10n_be_iso20022_pain,14,no wheel
l10n_be_iso20022_pain,15,no wheel
l10n_be_iso20022_pain,16,no wheel
mail_environment,11,no
mail_environment,12,no
mail_environment,13,no
mail_environment,14,no
mail_environment,15,no
mail_environment,16,no
mis_builder,11,mig
mis_builder,12,no
mis_builder,13,no
mis_builder,14,mig
mis_builder,15,mig
mis_builder,16,mig
mis_builder_budget,11,no
mis_builder_budget,12,no
mis_builder_budget,13,no
mis_builder_budget,14,no
mis_builder_budget,15,no
mis_builder_budget,16,no
onchange_helper,11,no
onchange_helper,12,no
onchange_helper,13,no
onchange_helper,14,no
onchange_helper,15,no
onchange_helper,16,no
partner_fax,11,no
partner_fax,12,no
partner_fax,13,no
partner_fax,14,no
partner_fax,15,no
partner_fax,16,no
partner_invoicing_mode,11,no wheel
partner_invoicing_mode,12,no wheel
partner_invoicing_mode,13,no wheel
partner_invoicing_mode,14,no wheel
partner_invoicing_mode,15,no
partner_invoicing_mode,16,no
partner_invoicing_mode_at_shipping,11,no wheel
partner_invoicing_mode_at_shipping,12,no wheel
partner_invoicing_mode_at_shipping,13,no wheel
partner_invoicing_mode_at_shipping,14,no wheel
partner_invoicing_mode_at_shipping,15,no
partner_invoicing_mode_at_shipping,16,no
partner_invoicing_mode_fourteen_days,11,no wheel
partner_invoicing_mode_fourteen_days,12,no wheel
partner_invoicing_mode_fourteen_days,13,no wheel
partner_invoicing_mode_fourteen_days,14,no wheel
partner_invoicing_mode_fourteen_days,15,no wheel
partner_invoicing_mode_fourteen_days,16,no wheel
partner_invoicing_mode_monthly,11,no wheel
partner_invoicing_mode_monthly,12,no wheel
partner_invoicing_mode_monthly,13,no wheel
partner_invoicing_mode_monthly,14,no wheel
partner_invoicing_mode_monthly,15,no wheel
partner_invoicing_mode_monthly,16,no wheel
partner_invoicing_mode_ten_days,11,no wheel
partner_invoicing_mode_ten_days,12,no wheel
partner_invoicing_mode_ten_days,13,no wheel
partner_invoicing_mode_ten_days,14,no wheel
partner_invoicing_mode_ten_days,15,no wheel
partner_invoicing_mode_ten_days,16,no wheel
partner_manual_rank,11,no wheel
partner_manual_rank,12,no wheel
partner_manual_rank,13,no
partner_manual_rank,14,no
partner_manual_rank,15,no
partner_manual_rank,16,no
partner_tz,11,no wheel
partner_tz,12,no wheel
partner_tz,13,no
partner_tz,14,no
partner_tz,15,no wheel
partner_tz,16,no wheel
pdf_helper,11,no wheel
pdf_helper,12,no wheel
pdf_helper,13,no wheel
pdf_helper,14,no
pdf_helper,15,no
pdf_helper,16,no
procurement_auto_create_group,11,no
procurement_auto_create_group,12,no
procurement_auto_create_group,13,no
procurement_auto_create_group,14,no
procurement_auto_create_group,15,no
procurement_auto_create_group,16,no
product_abc_classification,11,no wheel
product_abc_classification,12,no wheel
product_abc_classification,13,no
product_abc_classification,14,no wheel
product_abc_classification,15,no
product_abc_classification,16,no
product_abc_classification_sale_stock,11,no wheel
product_abc_classification_sale_stock,12,no wheel
product_abc_classification_sale_stock,13,no wheel
product_abc_classification_sale_stock,14,no wheel
product_abc_classification_sale_stock,15,no wheel
product_abc_classification_sale_stock,16,no wheel
product_analytic,11,no
product_analytic,12,no
product_analytic,13,no
product_analytic,14,no
product_analytic,15,no
product_analytic,16,no
product_analytic_purchase,11,no wheel
product_analytic_purchase,12,no wheel
product_analytic_purchase,13,no wheel
product_analytic_purchase,14,no
product_analytic_purchase,15,no wheel
product_analytic_purchase,16,no wheel
product_assortment,11,no wheel
product_assortment,12,no
product_assortment,13,no
product_assortment,14,no
product_assortment,15,no
product_assortment,16,no
product_attribute_set,11,no wheel
product_attribute_set,12,no
product_attribute_set,13,no
product_attribute_set,14,no
product_attribute_set,15,no wheel
product_attribute_set,16,no wheel
product_brand,11,no
product_brand,12,mig
product_brand,13,no
product_brand,14,no
product_brand,15,no
product_brand,16,no
product_dimension,11,no
product_dimension,12,mig
product_dimension,13,no
product_dimension,14,no
product_dimension,15,no
product_dimension,16,no
product_expiry_configurable,11,no wheel
product_expiry_configurable,12,no wheel
product_expiry_configurable,13,no
product_expiry_configurable,14,mig
product_expiry_configurable,15,no wheel
product_expiry_configurable,16,no wheel
product_logistics_uom,11,no wheel
product_logistics_uom,12,no
product_logistics_uom,13,no wheel
product_logistics_uom,14,no
product_logistics_uom,15,no
product_logistics_uom,16,no
product_manufacturer,11,no
product_manufacturer,12,no
product_manufacturer,13,mig
product_manufacturer,14,no
product_manufacturer,15,no
product_manufacturer,16,no
product_multi_category,11,no
product_multi_category,12,no
product_multi_category,13,no
product_multi_category,14,no
product_multi_category,15,no wheel
product_multi_category,16,no wheel
product_packaging_dimension,11,no wheel
product_packaging_dimension,12,no
product_packaging_dimension,13,no
product_packaging_dimension,14,mig
product_packaging_dimension,15,no wheel
product_packaging_dimension,16,no wheel
product_packaging_level,11,no wheel
product_packaging_level,12,no wheel
product_packaging_level,13,no wheel
product_packaging_level,14,no wheel
product_packaging_level,15,no wheel
product_packaging_level,16,no wheel
product_packaging_level_pallet,11,no wheel
product_packaging_level_pallet,12,no wheel
product_packaging_level_pallet,13,no wheel
product_packaging_level_pallet,14,no wheel
product_packaging_level_pallet,15,no wheel
product_packaging_level_pallet,16,no wheel
product_price_category,11,no wheel
product_price_category,12,no wheel
product_price_category,13,no wheel
product_price_category,14,no wheel
product_price_category,15,no wheel
product_price_category,16,no wheel
product_route_mto,11,no wheel
product_route_mto,12,no wheel
product_route_mto,13,no wheel
product_route_mto,14,no wheel
product_route_mto,15,no wheel
product_route_mto,16,no wheel
product_sale_description,11,no wheel
product_sale_description,12,no wheel
product_sale_description,13,no wheel
product_sale_description,14,no wheel
product_sale_description,15,no wheel
product_sale_description,16,no wheel
product_sequence,11,no
product_sequence,12,no
product_sequence,13,no
product_sequence,14,no
product_sequence,15,no
product_sequence,16,no
product_set,11,no wheel
product_set,12,no wheel
product_set,13,no wheel
product_set,14,no wheel
product_set,15,no wheel
product_set,16,no wheel
product_state,11,no
product_state,12,mig
product_state,13,mig
product_state,14,mig
product_state,15,no
product_state,16,no
product_stock_state,11,no wheel
product_stock_state,12,no
product_stock_state,13,no
product_stock_state,14,no
product_stock_state,15,no
product_stock_state,16,no
product_template_has_one_variant,11,no wheel
product_template_has_one_variant,12,no wheel
product_template_has_one_variant,13,no wheel
product_template_has_one_variant,14,no wheel
product_template_has_one_variant,15,no wheel
product_template_has_one_variant,16,no wheel
product_template_multi_link,11,no wheel
product_template_multi_link,12,no wheel
product_template_multi_link,13,no
product_template_multi_link,14,no
product_template_multi_link,15,no
product_template_multi_link,16,no
product_total_weight_from_packaging,11,no wheel
product_total_weight_from_packaging,12,no wheel
product_total_weight_from_packaging,13,no
product_total_weight_from_packaging,14,no
product_total_weight_from_packaging,15,no wheel
product_total_weight_from_packaging,16,no wheel
product_uom_updatable,11,no wheel
product_uom_updatable,12,no wheel
product_uom_updatable,13,no
product_uom_updatable,14,no
product_uom_updatable,15,no wheel
product_uom_updatable,16,no wheel
purchase_cancel_reason,11,no wheel
purchase_cancel_reason,12,no wheel
purchase_cancel_reason,13,no wheel
purchase_cancel_reason,14,no
purchase_cancel_reason,15,no wheel
purchase_cancel_reason,16,no wheel
purchase_delivery_split_date,11,no
purchase_delivery_split_date,12,no
purchase_delivery_split_date,13,no
purchase_delivery_split_date,14,no
purchase_delivery_split_date,15,no
purchase_delivery_split_date,16,no
purchase_discount,11,no
purchase_discount,12,no
purchase_discount,13,no
purchase_discount,14,no
purchase_discount,15,no
purchase_discount,16,no
purchase_force_invoiced,11,no
purchase_force_invoiced,12,no
purchase_force_invoiced,13,no
purchase_force_invoiced,14,no
purchase_force_invoiced,15,no
purchase_force_invoiced,16,no
purchase_order_approved,11,no
purchase_order_approved,12,no
purchase_order_approved,13,no
purchase_order_approved,14,no
purchase_order_approved,15,no
purchase_order_approved,16,no
purchase_order_ubl,11,no
purchase_order_ubl,12,no
purchase_order_ubl,13,no
purchase_order_ubl,14,no
purchase_order_ubl,15,no wheel
purchase_order_ubl,16,no wheel
purchase_stock_packaging,11,no wheel
purchase_stock_packaging,12,no wheel
purchase_stock_packaging,13,no wheel
purchase_stock_packaging,14,no wheel
purchase_stock_packaging,15,no wheel
purchase_stock_packaging,16,no wheel
