id,life_date,checksum,product_id/id,name
__import__.stock_production_lot_W90433_2329589,2020-10-31 00:00:00,132,__import__.product_2329589,W90433
__import__.stock_production_lot_1801415704_1010310,2021-01-01 00:00:00,133,__import__.product_1010310,1801415704
__import__.stock_production_lot_300919_5828965,2019-09-30 00:00:00,133,__import__.product_5828965,300919
__import__.stock_production_lot_021262A_8025005,2022-06-30 00:00:00,134,__import__.product_8025005,021262A
__import__.stock_production_lot_V99018E14_7764037,2019-11-30 00:00:00,134,__import__.product_7764037,V99018E14
__import__.stock_production_lot_L454269_2054807,2020-01-11 00:00:00,135,__import__.product_2054807,L454269
__import__.stock_production_lot_300420_4902404,2020-04-30 00:00:00,136,__import__.product_4902404,300420
__import__.stock_production_lot_300619_5196120,2019-06-30 00:00:00,136,__import__.product_5196120,300619
__import__.stock_production_lot_316429_5430005,2019-09-30 00:00:00,138,__import__.product_5430005,316429
__import__.stock_production_lot_170501_5140541,2022-05-31 00:00:00,140,__import__.product_5140541,170501
__import__.stock_production_lot_104965_2650471,2020-01-15 00:00:00,142,__import__.product_2650471,104965
__import__.stock_production_lot_27855A10_8330012,2020-12-31 00:00:00,142,__import__.product_8330012,27855A10
__import__.stock_production_lot_807_7146605,2020-02-28 00:00:00,142,__import__.product_7146605,807
__import__.stock_production_lot_310519_1234472,2019-05-31 00:00:00,148,__import__.product_1234472,310519
__import__.stock_production_lot_311219_4009053,2019-12-31 00:00:00,148,__import__.product_4009053,311219
__import__.stock_production_lot_311219_5821809,2019-12-31 00:00:00,148,__import__.product_5821809,311219
__import__.stock_production_lot_KPX0036_2457745,2019-06-30 00:00:00,148,__import__.product_2457745,KPX0036
__import__.stock_production_lot_18D13_7920049,2020-04-30 00:00:00,149,__import__.product_7920049,18D13
__import__.stock_production_lot_253463_7769905,2022-04-09 00:00:00,149,__import__.product_7769905,253463
__import__.stock_production_lot_310819_3563095,2019-08-31 00:00:00,149,__import__.product_3563095,310819
__import__.stock_production_lot_L2101922_2719110,2021-03-31 00:00:00,150,__import__.product_2719110,L2101922
__import__.stock_production_lot_V29318C05_5764294,2021-03-31 00:00:00,150,__import__.product_5764294,V29318C05
__import__.stock_production_lot_310520_5249278,2020-05-31 00:00:00,151,__import__.product_5249278,310520
__import__.stock_production_lot_310719_3501244,2019-07-31 00:00:00,151,__import__.product_3501244,310719
__import__.stock_production_lot_301119_1250834,2019-11-30 00:00:00,152,__import__.product_1250834,301119
__import__.stock_production_lot_310520_7865048,2020-05-31 00:00:00,152,__import__.product_7865048,310520
__import__.stock_production_lot_180130D_8270165,2022-12-31 00:00:00,153,__import__.product_8270165,180130D
__import__.stock_production_lot_18G021_8357902,2021-02-07 00:00:00,153,__import__.product_8357902,18G021
__import__.stock_production_lot_311219_7241333,2019-12-31 00:00:00,154,__import__.product_7241333,311219
__import__.stock_production_lot_3477419_8031566,2022-07-31 00:00:00,154,__import__.product_8031566,3477419
__import__.stock_production_lot_MBZ557_7143170,2023-01-31 00:00:00,154,__import__.product_7143170,MBZ557
__import__.stock_production_lot_009931_5800011,2020-02-01 00:00:00,155,__import__.product_5800011,009931
__import__.stock_production_lot_16F01_5760310,2021-06-30 00:00:00,156,__import__.product_5760310,16F01
__import__.stock_production_lot_SJY398E21_2510493,2019-08-31 00:00:00,156,__import__.product_2510493,SJY398E21
__import__.stock_production_lot_311219_4160104,2019-12-31 00:00:00,157,__import__.product_4160104,311219
__import__.stock_production_lot_301119_4120102,2019-11-30 00:00:00,160,__import__.product_4120102,301119
__import__.stock_production_lot_310320_5822102,2020-03-31 00:00:00,160,__import__.product_5822102,310320
__import__.stock_production_lot_EU1703_6464798,2019-06-30 00:00:00,160,__import__.product_6464798,EU1703
__import__.stock_production_lot_180331_5021622,2022-02-28 00:00:00,161,__import__.product_5021622,180331
__import__.stock_production_lot_012262A_8025005,2022-06-30 00:00:00,162,__import__.product_8025005,012262A
__import__.stock_production_lot_090A8AA_3433968,2020-07-31 00:00:00,162,__import__.product_3433968,090A8AA
__import__.stock_production_lot_6TKF_2510477,2021-02-28 00:00:00,162,__import__.product_2510477,6TKF
__import__.stock_production_lot_6TX7_1526680,2020-04-30 00:00:00,163,__import__.product_1526680,6TX7
__import__.stock_production_lot_180320_5022027,2022-02-28 00:00:00,164,__import__.product_5022027,180320
__import__.stock_production_lot_18A181_8270105,2022-01-31 00:00:00,165,__import__.product_8270105,18A181
__import__.stock_production_lot_3037900_3089067,2020-12-31 00:00:00,165,__import__.product_3089067,3037900
__import__.stock_production_lot_311019_5272431,2019-10-31 00:00:00,165,__import__.product_5272431,311019
__import__.stock_production_lot_A068A02_7110032,2019-07-31 00:00:00,167,__import__.product_7110032,A068A02
__import__.stock_production_lot_173611_2970820,2019-12-31 00:00:00,168,__import__.product_2970820,173611
__import__.stock_production_lot_300919_1239581,2019-09-30 00:00:00,168,__import__.product_1239581,300919
__import__.stock_production_lot_301119_4260201,2019-11-30 00:00:00,168,__import__.product_4260201,301119
__import__.stock_production_lot_311219_5821698,2019-12-31 00:00:00,168,__import__.product_5821698,311219
__import__.stock_production_lot_69AC_6759358,2020-03-31 00:00:00,168,__import__.product_6759358,69AC
__import__.stock_production_lot_LKM885_8241476,2022-08-31 00:00:00,168,__import__.product_8241476,LKM885
__import__.stock_production_lot_010R08_8331469,2019-10-31 00:00:00,170,__import__.product_8331469,010R08
__import__.stock_production_lot_300420_4910101,2020-04-30 00:00:00,171,__import__.product_4910101,300420
__import__.stock_production_lot_300619_4270014,2019-06-30 00:00:00,174,__import__.product_4270014,300619
__import__.stock_production_lot_615601_5436226,2022-07-31 00:00:00,174,__import__.product_5436226,615601
__import__.stock_production_lot_310719_2877892,2019-07-31 00:00:00,175,__import__.product_2877892,310719
__import__.stock_production_lot_TA09535_8001938,2022-01-31 00:00:00,175,__import__.product_8001938,TA09535
__import__.stock_production_lot_311019_3004132,2019-10-31 00:00:00,178,__import__.product_3004132,311019
__import__.stock_production_lot_040119_1005540,2019-01-04 00:00:00,179,__import__.product_1005540,040119
__import__.stock_production_lot_060K71206A1C_3606878,2019-02-28 00:00:00,179,__import__.product_3606878,060K71206A1C
__import__.stock_production_lot_18D13_5910505,2022-04-30 00:00:00,180,__import__.product_5910505,18D13
__import__.stock_production_lot_301119_5825516,2019-11-30 00:00:00,181,__import__.product_5825516,301119
__import__.stock_production_lot_58408_8492882,2019-05-31 00:00:00,181,__import__.product_8492882,58408
__import__.stock_production_lot_310819_5272618,2019-08-31 00:00:00,182,__import__.product_5272618,310819
__import__.stock_production_lot_A228A01_6783279,2020-10-31 00:00:00,182,__import__.product_6783279,A228A01
__import__.stock_production_lot_1800189_8090913,2019-04-30 00:00:00,183,__import__.product_8090913,1800189
__import__.stock_production_lot_7B015A_3011566,2019-01-31 00:00:00,183,__import__.product_3011566,7B015A
__import__.stock_production_lot_05202_8236742,2021-04-30 00:00:00,185,__import__.product_8236742,05202
__import__.stock_production_lot_180107_5022028,2021-12-31 00:00:00,185,__import__.product_5022028,180107
__import__.stock_production_lot_176564_1193457,2020-11-30 00:00:00,187,__import__.product_1193457,176564
__import__.stock_production_lot_2969200_3089083,2020-10-31 00:00:00,189,__import__.product_3089083,2969200
__import__.stock_production_lot_301119_5810743,2019-11-30 00:00:00,189,__import__.product_5810743,301119
__import__.stock_production_lot_300419_5499850,2019-04-30 00:00:00,191,__import__.product_5499850,300419
__import__.stock_production_lot_300619_3265543,2019-06-30 00:00:00,192,__import__.product_3265543,300619
__import__.stock_production_lot_300919_5314612,2019-09-30 00:00:00,193,__import__.product_5314612,300919
__import__.stock_production_lot_09452A_3550464,2019-01-31 00:00:00,195,__import__.product_3550464,09452A
__import__.stock_production_lot_170504_5000100,2022-05-31 00:00:00,195,__import__.product_5000100,170504
__import__.stock_production_lot_261804J_8053616,2023-04-30 00:00:00,197,__import__.product_8053616,261804J
__import__.stock_production_lot_E975B01_0842534,2019-05-31 00:00:00,197,__import__.product_0842534,E975B01
__import__.stock_production_lot_KP0CGXV_1088897,2022-07-31 00:00:00,197,__import__.product_1088897,KP0CGXV
__import__.stock_production_lot_18020421_5090339,2020-01-31 00:00:00,198,__import__.product_5090339,18020421
__import__.stock_production_lot_301119_5810183,2019-11-30 00:00:00,198,__import__.product_5810183,301119
__import__.stock_production_lot_310819_3562824,2019-08-31 00:00:00,198,__import__.product_3562824,310819
__import__.stock_production_lot_17CQ165_2726370,2019-02-28 00:00:00,199,__import__.product_2726370,17CQ165
__import__.stock_production_lot_301119_4500425,2019-11-30 00:00:00,201,__import__.product_4500425,301119
__import__.stock_production_lot_009883_1023230,2020-01-15 00:00:00,204,__import__.product_1023230,009883
__import__.stock_production_lot_A049DA03_7110036,2020-09-30 00:00:00,204,__import__.product_7110036,A049DA03
__import__.stock_production_lot_182064_3206182,2020-05-14 00:00:00,206,__import__.product_3206182,182064
__import__.stock_production_lot_301119_1239007,2019-11-30 00:00:00,207,__import__.product_1239007,301119
__import__.stock_production_lot_17J02112_6600803,2020-10-31 00:00:00,208,__import__.product_6600803,17J02112
__import__.stock_production_lot_010219_1005500,2019-02-01 00:00:00,210,__import__.product_1005500,010219
__import__.stock_production_lot_20391802_1023027,2020-02-28 00:00:00,211,__import__.product_1023027,20391802
__import__.stock_production_lot_311219_4009014,2019-12-31 00:00:00,211,__import__.product_4009014,311219
__import__.stock_production_lot_18G147_5340840,2021-04-16 00:00:00,212,__import__.product_5340840,18G147
__import__.stock_production_lot_16H01H04H04_5080411,2019-08-31 00:00:00,214,__import__.product_5080411,16H01H04H04
__import__.stock_production_lot_18D13_7920051,2023-04-30 00:00:00,214,__import__.product_7920051,18D13
__import__.stock_production_lot_311219_5829272,2019-12-31 00:00:00,214,__import__.product_5829272,311219
__import__.stock_production_lot_311019_5810562,2019-10-31 00:00:00,215,__import__.product_5810562,311019
__import__.stock_production_lot_981490_8278775,2019-12-07 00:00:00,215,__import__.product_8278775,981490
__import__.stock_production_lot_D7L2884FX_8062331,2022-11-30 00:00:00,217,__import__.product_8062331,D7L2884FX
__import__.stock_production_lot_170270256_8030791,2021-12-31 00:00:00,218,__import__.product_8030791,170270256
__import__.stock_production_lot_73993_1796291,2020-12-31 00:00:00,218,__import__.product_1796291,73993
__import__.stock_production_lot_280220_5248792,2020-02-28 00:00:00,219,__import__.product_5248792,280220
__import__.stock_production_lot_301119_7196822,2019-11-30 00:00:00,219,__import__.product_7196822,301119
__import__.stock_production_lot_311019_2977304,2019-10-31 00:00:00,220,__import__.product_2977304,311019
__import__.stock_production_lot_TS17121571_8038315,2022-11-30 00:00:00,220,__import__.product_8038315,TS17121571
__import__.stock_production_lot_18F01A8171_5495101,2023-06-30 00:00:00,222,__import__.product_5495101,18F01A8171
__import__.stock_production_lot_C118071_2746493,2020-03-31 00:00:00,222,__import__.product_2746493,C118071
__import__.stock_production_lot_310819_2877892,2019-08-31 00:00:00,223,__import__.product_2877892,310819
__import__.stock_production_lot_981460_8278775,2019-12-06 00:00:00,223,__import__.product_8278775,981460
__import__.stock_production_lot_1802076_5300015,2023-01-31 00:00:00,224,__import__.product_5300015,1802076
__import__.stock_production_lot_6072501_1635598,2022-08-31 00:00:00,224,__import__.product_1635598,6072501
__import__.stock_production_lot_301119_4270107,2019-11-30 00:00:00,225,__import__.product_4270107,301119
__import__.stock_production_lot_EU1801_6943725,2021-01-31 00:00:00,225,__import__.product_6943725,EU1801
__import__.stock_production_lot_80365_2472488,2020-02-28 00:00:00,226,__import__.product_2472488,80365
__import__.stock_production_lot_310719_3265287,2019-07-31 00:00:00,227,__import__.product_3265287,310719
__import__.stock_production_lot_17C20_3443207,2020-03-31 00:00:00,230,__import__.product_3443207,17C20
__import__.stock_production_lot_1712568804_1010310,2020-11-01 00:00:00,231,__import__.product_1010310,1712568804
__import__.stock_production_lot_301119_5823608,2019-11-30 00:00:00,231,__import__.product_5823608,301119
__import__.stock_production_lot_310819_3562840,2019-08-31 00:00:00,231,__import__.product_3562840,310819
__import__.stock_production_lot_180158A_5430390,2020-03-31 00:00:00,232,__import__.product_5430390,180158A
__import__.stock_production_lot_301119_1250922,2019-11-30 00:00:00,232,__import__.product_1250922,301119
__import__.stock_production_lot_301119_4210132,2019-11-30 00:00:00,233,__import__.product_4210132,301119
__import__.stock_production_lot_AA1876RD_3129715,2020-01-31 00:00:00,233,__import__.product_3129715,AA1876RD
__import__.stock_production_lot_5145218_6600868,2020-11-30 00:00:00,235,__import__.product_6600868,5145218
__import__.stock_production_lot_58682_4327790,2020-04-30 00:00:00,236,__import__.product_4327790,58682
__import__.stock_production_lot_301119_4290212,2019-11-30 00:00:00,238,__import__.product_4290212,301119
__import__.stock_production_lot_TS17111543_8038338,2022-10-31 00:00:00,238,__import__.product_8038338,TS17111543
__import__.stock_production_lot_301119_4250204,2019-11-30 00:00:00,241,__import__.product_4250204,301119
__import__.stock_production_lot_7C3363G_7760220,2019-11-29 00:00:00,241,__import__.product_7760220,7C3363G
__import__.stock_production_lot_81911301_6760723,2019-09-30 00:00:00,241,__import__.product_6760723,81911301
__import__.stock_production_lot_310819_0159870,2019-08-31 00:00:00,242,__import__.product_0159870,310819
__import__.stock_production_lot_300919_5278095,2019-09-30 00:00:00,243,__import__.product_5278095,300919
__import__.stock_production_lot_310719_3563186,2019-07-31 00:00:00,244,__import__.product_3563186,310719
__import__.stock_production_lot_0180610_1203272,2020-01-31 00:00:00,246,__import__.product_1203272,0180610
__import__.stock_production_lot_311019_1250816,2019-10-31 00:00:00,246,__import__.product_1250816,311019
__import__.stock_production_lot_311219_4150102,2019-12-31 00:00:00,249,__import__.product_4150102,311219
__import__.stock_production_lot_LE8023404_2675981,2020-06-30 00:00:00,251,__import__.product_2675981,LE8023404
__import__.stock_production_lot_300919_4150104,2019-09-30 00:00:00,252,__import__.product_4150104,300919
__import__.stock_production_lot_R21902AR_1397231,2020-11-30 00:00:00,255,__import__.product_1397231,R21902AR
__import__.stock_production_lot_1181139_5376820,2023-03-31 00:00:00,256,__import__.product_5376820,1181139
__import__.stock_production_lot_300619_4500365,2019-06-30 00:00:00,256,__import__.product_4500365,300619
__import__.stock_production_lot_300919_5603575,2019-09-30 00:00:00,256,__import__.product_5603575,300919
__import__.stock_production_lot_301118_4140102,2018-11-30 00:00:00,258,__import__.product_4140102,301118
__import__.stock_production_lot_301119_4110003,2019-11-30 00:00:00,259,__import__.product_4110003,301119
__import__.stock_production_lot_310519_0159930,2019-05-31 00:00:00,259,__import__.product_0159930,310519
__import__.stock_production_lot_6J081_5823402,2019-09-13 00:00:00,259,__import__.product_5823402,6J081
__import__.stock_production_lot_RXR0442AC_6891595,2020-06-30 00:00:00,259,__import__.product_6891595,RXR0442AC
__import__.stock_production_lot_W82014_3123213,2019-12-31 00:00:00,259,__import__.product_3123213,W82014
__import__.stock_production_lot_310819_3563053,2019-08-31 00:00:00,261,__import__.product_3563053,310819
__import__.stock_production_lot_1439731_3274644,2019-02-28 00:00:00,263,__import__.product_3274644,1439731
__import__.stock_production_lot_675561_8110610,2019-11-30 00:00:00,263,__import__.product_8110610,675561
__import__.stock_production_lot_310120_5308818,2020-01-31 00:00:00,265,__import__.product_5308818,310120
__import__.stock_production_lot_310819_3265501,2019-08-31 00:00:00,265,__import__.product_3265501,310819
__import__.stock_production_lot_311219_5341030,2019-12-31 00:00:00,265,__import__.product_5341030,311219
__import__.stock_production_lot_58991_5477606,2020-06-30 00:00:00,266,__import__.product_5477606,58991
__import__.stock_production_lot_7C1017F_6868490,2020-03-28 00:00:00,266,__import__.product_6868490,7C1017F
__import__.stock_production_lot_170722_5021726,2021-06-30 00:00:00,267,__import__.product_5021726,170722
__import__.stock_production_lot_311219_5001067,2019-12-31 00:00:00,267,__import__.product_5001067,311219
__import__.stock_production_lot_760843_0497487,2020-02-28 00:00:00,267,__import__.product_0497487,760843
__import__.stock_production_lot_280220_4950043,2020-02-28 00:00:00,269,__import__.product_4950043,280220
__import__.stock_production_lot_54107_2262004,2020-09-30 00:00:00,270,__import__.product_2262004,54107
__import__.stock_production_lot_7C2168K_2848877,2020-07-09 00:00:00,270,__import__.product_2848877,7C2168K
__import__.stock_production_lot_KP0B2RT_2247856,2019-01-31 00:00:00,271,__import__.product_2247856,KP0B2RT
__import__.stock_production_lot_301119_7464642,2019-11-30 00:00:00,274,__import__.product_7464642,301119
__import__.stock_production_lot_K08518_9512028,2020-03-31 00:00:00,274,__import__.product_9512028,K08518
__import__.stock_production_lot_103335_6049906,2021-03-31 00:00:00,275,__import__.product_6049906,103335
__import__.stock_production_lot_SB0952_5110210,2019-02-28 00:00:00,275,__import__.product_5110210,SB0952
__import__.stock_production_lot_301119_5821700,2019-11-30 00:00:00,276,__import__.product_5821700,301119
__import__.stock_production_lot_L1360132_1013390,2022-01-31 00:00:00,276,__import__.product_1013390,L1360132
__import__.stock_production_lot_301119_1230042,2019-11-30 00:00:00,277,__import__.product_1230042,301119
__import__.stock_production_lot_310719_3265295,2019-07-31 00:00:00,277,__import__.product_3265295,310719
__import__.stock_production_lot_311219_5823446,2019-12-31 00:00:00,277,__import__.product_5823446,311219
__import__.stock_production_lot_7M91BF_3091048,2020-01-31 00:00:00,278,__import__.product_3091048,7M91BF
__import__.stock_production_lot_852773_3032885,2020-10-31 00:00:00,279,__import__.product_3032885,852773
__import__.stock_production_lot_180108H_8002524,2022-12-31 00:00:00,280,__import__.product_8002524,180108H
__import__.stock_production_lot_A79624_1540855,2020-06-30 00:00:00,280,__import__.product_1540855,A79624
__import__.stock_production_lot_311019_4290211,2019-10-31 00:00:00,281,__import__.product_4290211,311019
__import__.stock_production_lot_310119_1239482,2019-01-31 00:00:00,282,__import__.product_1239482,310119
__import__.stock_production_lot_6W9L_3392156,2020-06-30 00:00:00,282,__import__.product_3392156,6W9L
__import__.stock_production_lot_L448732_3495033,2019-06-20 00:00:00,282,__import__.product_3495033,L448732
__import__.stock_production_lot_009735_1023320,2019-11-01 00:00:00,283,__import__.product_1023320,009735
__import__.stock_production_lot_311019_3004421,2019-10-31 00:00:00,283,__import__.product_3004421,311019
__import__.stock_production_lot_271713_1073352,2019-11-24 00:00:00,284,__import__.product_1073352,271713
__import__.stock_production_lot_JD01117_1317825,2020-03-31 00:00:00,284,__import__.product_1317825,JD01117
__import__.stock_production_lot_18020310_5090339,2020-01-31 00:00:00,285,__import__.product_5090339,18020310
__import__.stock_production_lot_181359_5361200,2019-10-31 00:00:00,285,__import__.product_5361200,181359
__import__.stock_production_lot_ID03017_2321602,2020-08-31 00:00:00,285,__import__.product_2321602,ID03017
__import__.stock_production_lot_310819_5603577,2019-08-31 00:00:00,286,__import__.product_5603577,310819
__import__.stock_production_lot_823_0949002,2021-01-31 00:00:00,286,__import__.product_0949002,823
__import__.stock_production_lot_C895696_2061265,2019-08-31 00:00:00,287,__import__.product_2061265,C895696
__import__.stock_production_lot_01012023_5054025,2023-01-01 00:00:00,289,__import__.product_5054025,01012023
__import__.stock_production_lot_261803E_8291505,2023-03-31 00:00:00,289,__import__.product_8291505,261803E
__import__.stock_production_lot_KP0D0NU_2885481,2021-03-31 00:00:00,289,__import__.product_2885481,KP0D0NU
__import__.stock_production_lot_SD1663_3319357,2019-12-31 00:00:00,289,__import__.product_3319357,SD1663
__import__.stock_production_lot_17G017A_0064015,2020-07-31 00:00:00,291,__import__.product_0064015,17G017A
__import__.stock_production_lot_136123A_3444296,2018-11-13 00:00:00,293,__import__.product_3444296,136123A
__import__.stock_production_lot_276275_3091584,2019-12-31 00:00:00,293,__import__.product_3091584,276275
__import__.stock_production_lot_300420_4950052,2020-04-30 00:00:00,294,__import__.product_4950052,300420
__import__.stock_production_lot_800509123_0817023,2023-01-31 00:00:00,295,__import__.product_0817023,800509123
__import__.stock_production_lot_KP0CWAB_2582039,2020-07-31 00:00:00,295,__import__.product_2582039,KP0CWAB
__import__.stock_production_lot_M1709B_7568287,2020-09-30 00:00:00,297,__import__.product_7568287,M1709B
__import__.stock_production_lot_301119_3004090,2019-11-30 00:00:00,298,__import__.product_3004090,301119
__import__.stock_production_lot_L456106_2927879,2020-04-29 00:00:00,298,__import__.product_2927879,L456106
__import__.stock_production_lot_171037_5021626,2021-09-30 00:00:00,301,__import__.product_5021626,171037
__import__.stock_production_lot_173421_2768026,2019-10-31 00:00:00,301,__import__.product_2768026,173421
__import__.stock_production_lot_311219_4140004,2019-12-31 00:00:00,301,__import__.product_4140004,311219
__import__.stock_production_lot_310819_5317599,2019-08-31 00:00:00,302,__import__.product_5317599,310819
__import__.stock_production_lot_009808_1023340,2019-12-01 00:00:00,303,__import__.product_1023340,009808
__import__.stock_production_lot_18C19C8_5020000,2023-03-01 00:00:00,304,__import__.product_5020000,18C19C8
__import__.stock_production_lot_7608_6600883,2021-02-28 00:00:00,306,__import__.product_6600883,7608
__import__.stock_production_lot_310719_8095603,2019-07-31 00:00:00,307,__import__.product_8095603,310719
__import__.stock_production_lot_0090518_5512016,2021-05-31 00:00:00,308,__import__.product_5512016,0090518
__import__.stock_production_lot_1810007P_5259823,2019-10-31 00:00:00,308,__import__.product_5259823,1810007P
__import__.stock_production_lot_18B27CN_2200483,2020-02-28 00:00:00,308,__import__.product_2200483,18B27CN
__import__.stock_production_lot_2153A207_6910217,2020-03-31 00:00:00,308,__import__.product_6910217,2153A207
__import__.stock_production_lot_261329_8110633,2020-02-28 00:00:00,310,__import__.product_8110633,261329
__import__.stock_production_lot_310719_3265642,2019-07-31 00:00:00,310,__import__.product_3265642,310719
__import__.stock_production_lot_045012_3640695,2019-12-31 00:00:00,311,__import__.product_3640695,045012
__import__.stock_production_lot_310819_3562899,2019-08-31 00:00:00,315,__import__.product_3562899,310819
__import__.stock_production_lot_009964_8278798,2019-09-01 00:00:00,316,__import__.product_8278798,009964
__import__.stock_production_lot_07051810_6600845,2019-02-05 00:00:00,316,__import__.product_6600845,07051810
__import__.stock_production_lot_300919_2877835,2019-09-30 00:00:00,317,__import__.product_2877835,300919
__import__.stock_production_lot_7P05Z1_6721433,2020-01-31 00:00:00,318,__import__.product_6721433,7P05Z1
__import__.stock_production_lot_256243_3146362,2020-01-31 00:00:00,320,__import__.product_3146362,256243
__import__.stock_production_lot_310120_3145042,2020-01-31 00:00:00,320,__import__.product_3145042,310120
__import__.stock_production_lot_310519_4500445,2019-05-31 00:00:00,320,__import__.product_4500445,310519
__import__.stock_production_lot_311219_4230101,2019-12-31 00:00:00,322,__import__.product_4230101,311219
__import__.stock_production_lot_301119_5802742,2019-11-30 00:00:00,323,__import__.product_5802742,301119
__import__.stock_production_lot_311219_4230132,2019-12-31 00:00:00,323,__import__.product_4230132,311219
__import__.stock_production_lot_A039A02_2310399,2020-01-31 00:00:00,323,__import__.product_2310399,A039A02
__import__.stock_production_lot_02185_5800038,2019-08-31 00:00:00,324,__import__.product_5800038,02185
__import__.stock_production_lot_191991_1211382,2019-04-27 00:00:00,324,__import__.product_1211382,191991
__import__.stock_production_lot_20041_6775630,2022-07-31 00:00:00,324,__import__.product_6775630,20041
__import__.stock_production_lot_F1809902_5192022,2020-04-30 00:00:00,324,__import__.product_5192022,F1809902
__import__.stock_production_lot_310819_5822098,2019-08-31 00:00:00,325,__import__.product_5822098,310819
__import__.stock_production_lot_6SVS_3535853,2019-06-30 00:00:00,325,__import__.product_3535853,6SVS
__import__.stock_production_lot_17111616_5446050,2021-10-31 00:00:00,326,__import__.product_5446050,17111616
__import__.stock_production_lot_7294501A_3309200,2020-07-31 00:00:00,326,__import__.product_3309200,7294501A
__import__.stock_production_lot_7C2970B_6867786,2020-10-18 00:00:00,326,__import__.product_6867786,7C2970B
__import__.stock_production_lot_301119_5250391,2019-11-30 00:00:00,327,__import__.product_5250391,301119
__import__.stock_production_lot_310819_3265782,2019-08-31 00:00:00,327,__import__.product_3265782,310819
