id,ratio_main_product,list_price,weight,orderpoint_max,medical_device,standard_price,default_code,storage_temperature_id/id,create_date,categ_id/id,unit_in_shrink_wrap,unit_in_box,manufacturer/id,length,width,state_id/id,orderpoint_min,type,veterinary_only,barcode,taxes_id/id,indicated_price,unit_in_pallet,orderpoint_qty_multiple,supplier_taxes_id/id,tracking,active,cnk_code,sale_delay,web_published,name,uom_id/id,ratio_additional_product,depth,route_ids/id,price_category_id/id,uom_po_id/id
__import__.product_3733961,0,11.76,0.2,12,,10.22,3733961,specific_product.product_storage_temperature_ambient,2018-06-19,specific_data.product_categ_divers_para,12,12,__import__.supplier_66008,0,0,,6,product,,,l10n_be.1_attn_VAT-OUT-21-L,20.63,0,12,l10n_be.1_attn_VAT-IN-V81-21,lot,True,3733961,0,True,DERMAZYME PYO MICROSILVER 50 PADS,product.product_uom_unit,0,0,purchase.route_warehouse0_buy,,product.product_uom_unit
__import__.product_3748753,0,51.3,0.05,90,,44.58,3748753,specific_product.product_storage_temperature_ambient,2018-06-20,specific_data.product_categ_divers_veto,0,126,__import__.supplier_60422,0,0,,40,product,,,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",78.85,0,1,l10n_be.1_attn_VAT-IN-V81-06,lot,True,3748753,0,True,PREVOMAX 10mg/ml 20ml,product.product_uom_unit,0,0,purchase.route_warehouse0_buy,,product.product_uom_unit
__import__.product_1414394,0,0,0,0,,0,1414394,specific_product.product_storage_temperature_ambient,2018-06-25,specific_data.product_categ_humain,0,0,__import__.supplier_95150,0,0,,0,service,,,l10n_be.1_attn_VAT-OUT-06-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-06,none,True,1414394,0,False,RANITIDINE 150MG 56TABS,product.product_uom_unit,0,0,purchase.route_warehouse0_buy,,product.product_uom_unit
__import__.product_2661544,0,0,0,0,,0,2661544,specific_product.product_storage_temperature_ambient,2018-06-18,specific_data.product_categ_humain,0,0,__import__.supplier_95150,0,0,,0,service,,,l10n_be.1_attn_VAT-OUT-06-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-06,none,True,2661544,0,True,NOBITEN 100X5MG,product.product_uom_unit,0,0,purchase.route_warehouse0_buy,,product.product_uom_unit
__import__.product_3584919,0,0,0,0,,0,3584919,specific_product.product_storage_temperature_ambient,2018-06-11,specific_data.product_categ_humain,0,0,__import__.supplier_95150,0,0,,0,service,,,l10n_be.1_attn_VAT-OUT-06-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-06,none,True,3584919,0,True,TRAUMEEL GEL 100GR HEEL,product.product_uom_unit,0,0,purchase.route_warehouse0_buy,,product.product_uom_unit
__import__.product_5192080,0,54.59,2,4,,46.79,5192080,specific_product.product_storage_temperature_ambient,2018-06-08,specific_data.product_categ_mat_conso,0,0,__import__.supplier_61920,40,21,,2,product,,,l10n_be.1_attn_VAT-OUT-06-L,83.91,0,1,l10n_be.1_attn_VAT-IN-V81-06,none,True,,0,True,FLEXKIN TEX DISPLAY (10),__setup__.product_uom_boite,0,12,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_5192081,0,6.5,0.15,5,,5.57,5192081,specific_product.product_storage_temperature_ambient,2018-06-08,specific_data.product_categ_mat_conso,10,0,__import__.supplier_61920,10,10,,3,product,,,l10n_be.1_attn_VAT-OUT-06-L,10,0,10,l10n_be.1_attn_VAT-IN-V81-06,none,True,,0,True,FLEXKIN TEX HOOF (3),product.product_uom_unit,0,1,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5192084,0,11.54,1,15,,9.89,5192084,specific_product.product_storage_temperature_ambient,2018-06-08,specific_data.product_categ_mat_conso,10,0,__import__.supplier_61920,10,10,,5,product,,,l10n_be.1_attn_VAT-OUT-06-L,17.73,0,10,l10n_be.1_attn_VAT-IN-V81-06,none,True,,0,True,"FLEXKIN GEE 30cmx3,5M",product.product_uom_unit,0,30,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5192085,0,16.49,1.2,15,,11.54,5192085,specific_product.product_storage_temperature_ambient,2018-06-08,specific_data.product_categ_mat_conso,10,0,__import__.supplier_61920,10,10,,5,product,,,l10n_be.1_attn_VAT-OUT-06-L,25.34,0,10,l10n_be.1_attn_VAT-IN-V81-06,none,True,,0,True,FLEXKIN GEE 50cmx2M,product.product_uom_unit,0,50,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5192089,0,26.24,1,3,,22.49,5192089,specific_product.product_storage_temperature_ambient,2018-06-08,specific_data.product_categ_mat_conso,0,0,__import__.supplier_61920,0,0,,1,product,,,l10n_be.1_attn_VAT-OUT-06-L,40.33,0,1,l10n_be.1_attn_VAT-IN-V81-06,none,True,,0,True,"FLEXKIN WRAP 10x4,5m (12)",product.product_uom_unit,0,0,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5800038,0,21.1,0,1,,18.99,5800038,specific_product.product_storage_temperature_ambient,2018-06-08,specific_data.product_categ_mat_conso,0,0,__import__.supplier_70312,0,0,,0,product,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,1,l10n_be.1_attn_VAT-IN-V81-21,lot,True,,0,True,PROCYTE TUBES EDTA VETCOLLECT x50,product.product_uom_unit,0,0,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1019370,0,1.59,0,10,,0.93,1019370,specific_product.product_storage_temperature_ambient,2018-06-12,specific_data.product_categ_mat_conso,10,400,__import__.supplier_68133,0,0,,0,product,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,10,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,COTON TIGE BAMBOOSTICK 12cm S/M x50,__setup__.product_uom_boite,0,0,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_1039880,0,77.81,0,2,,35.33,1039880,specific_product.product_storage_temperature_ambient,2018-06-12,specific_data.product_categ_mat_conso,0,0,__import__.supplier_61593,0,0,,0,product,,,l10n_be.1_attn_VAT-OUT-06-L,9999999999.99,0,1,l10n_be.1_attn_VAT-IN-V81-06,none,True,,0,True,"PETFLEX STRASS 5 COUL  5cmx4,5m x36",__setup__.product_uom_boite,0,0,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_1039890,0,62.52,0,0,,30.36,1039890,specific_product.product_storage_temperature_ambient,2018-06-12,specific_data.product_categ_mat_conso,0,0,__import__.supplier_61593,0,0,,0,product,,,l10n_be.1_attn_VAT-OUT-06-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-06,none,True,,0,True,"PETFLEX STRASS 5 COUL  7,5cmx4,5m x24",__setup__.product_uom_boite,0,0,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_1039900,0,50.16,0,0,,24.7,1039900,specific_product.product_storage_temperature_ambient,2018-06-12,specific_data.product_categ_mat_conso,0,0,__import__.supplier_61593,0,0,,0,product,,,l10n_be.1_attn_VAT-OUT-06-L,77.09,0,0,l10n_be.1_attn_VAT-IN-V81-06,none,True,,0,True,"PETFLEX STRASS 5 COUL 10cmx4,5m x18",__setup__.product_uom_boite,0,0,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_5924502,0,38.76,0,0,True,34.46,5924502,specific_product.product_storage_temperature_ambient,2018-06-12,specific_data.product_categ_mat_conso,6,0,__import__.supplier_79245,0,0,,0,product,,,l10n_be.1_attn_VAT-OUT-06-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-06,lot,True,,0,True,MELOLIN COMPRESSE 20x10cm STERILE /100,__setup__.product_uom_boite,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_1071490,0,13.78,0,2,True,7.8,1071490,specific_product.product_storage_temperature_ambient,2018-06-14,specific_data.product_categ_mat_conso,0,0,__import__.supplier_95150,0,0,specific_purchase.product_state_a,1,product,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,1,l10n_be.1_attn_VAT-IN-V81-21,lot,True,,0,True,AIGUILLE MESOTHERAPIE 27Gx1/8 L.L. x100,product.product_uom_unit,0,0,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_8180289,0,9.74,0,0,,6.74,8180289,specific_product.product_storage_temperature_ambient,2018-06-14,specific_data.product_categ_mat_conso,0,0,__import__.supplier_79000,0,0,,0,product,,,l10n_be.1_attn_VAT-OUT-21-L,9.74,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,False,VACUETTE AIG DOUBLE 18G X 38mm (100),product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_4667123,0,5.31,0,0,True,4.25,4667123,specific_product.product_storage_temperature_ambient,2018-06-18,specific_data.product_categ_mat_conso,0,0,__import__.supplier_62770,0,0,,0,product,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,lot,True,,0,True,AIGUILLE STERICAN 18Gx2 x100,__setup__.product_uom_boite,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_8269894,0,29.91,0,0,,21.69,8269894,specific_product.product_storage_temperature_6,2018-06-19,specific_data.product_categ_mat_conso,0,0,__import__.supplier_71066,0,0,,0,product,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,lot,True,,0,True,MILIEU CONGELATION EMBRYON ETHYL 4x20ml,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_8245882,0,29,0,0,,21.69,8245882,specific_product.product_storage_temperature_6,2018-06-20,specific_data.product_categ_mat_conso,0,0,__import__.supplier_71066,0,0,,0,product,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,lot,True,,0,True,MILIEU CONGELATION EMBRYON 4x20ml,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5032405,,93.75,,0,,58.6,5032405,,2018-06-22,specific_data.product_categ_mat_conso,,,__import__.supplier_95150,,,,0,product,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,PORTE-OBJET 76x26mm 45° x1000,__setup__.product_uom_boite,,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_5052291,0,105.6,0,0,,79.2,5052291,specific_product.product_storage_temperature_ambient,2018-06-08,specific_data.product_categ_mat_equipement,0,0,__import__.supplier_74154,0,0,,0,product,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,BLOUSE DE VELAGE MEDVET IV/155/120,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5508061,0,249,0,1,,174.3,5508061,specific_product.product_storage_temperature_ambient,2018-06-14,specific_data.product_categ_mat_equipement,0,0,__import__.supplier_65000,0,0,,0,product,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,1,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,MALLETTE RUSTICANA PT 2P NYLON NOIR,product.product_uom_unit,0,0,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5509072,0,0,0,1,,0,5509072,specific_product.product_storage_temperature_ambient,2018-06-14,specific_data.product_categ_mat_equipement,0,0,__import__.supplier_65000,0,0,,0,product,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,1,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,False,SANGLE POUR MALLETTE RUSTICANA,product.product_uom_unit,0,0,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5509181,0,259,0,1,,181.3,5509181,specific_product.product_storage_temperature_ambient,2018-06-14,specific_data.product_categ_mat_equipement,0,0,__import__.supplier_65000,0,0,,0,product,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,1,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,MALLETTE RUSTICANA XXL NYLON NOIR,product.product_uom_unit,0,0,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_8181321,0,131.88,0,0,,98.91,8181321,specific_product.product_storage_temperature_ambient,2018-06-18,specific_data.product_categ_mat_equipement,0,0,__import__.supplier_82540,0,0,,0,product,,,l10n_be.1_attn_VAT-OUT-21-L,131.88,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,False,VETINOX PERCHOIR CHAT CAGE LARG 70CM,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5690606,0,34.9,0.3,1,,30.33,5690606,specific_product.product_storage_temperature_ambient,2018-06-19,specific_data.product_categ_mat_equipement,0,0,__import__.supplier_66906,45,24,,0,product,,,l10n_be.1_attn_VAT-OUT-21-L,61.24,0,1,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,SLEEPY DOG RECOVERY 24x45cm,product.product_uom_unit,0,10,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5690607,0,64.9,1,1,,56.4,5690607,specific_product.product_storage_temperature_ambient,2018-06-19,specific_data.product_categ_mat_equipement,0,0,__import__.supplier_66906,80,60,,0,product,,,l10n_be.1_attn_VAT-OUT-21-L,113.87,0,1,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,SLEEPY DOG RECOVERY 60x80cm,product.product_uom_unit,0,10,purchase.route_warehouse0_buy,,product.product_uom_unit
__import__.product_8181322,0,3726.1,0,0,,2576.83,8181322,specific_product.product_storage_temperature_ambient,2018-06-19,specific_data.product_categ_mat_equipement,0,0,__import__.supplier_82540,0,0,,0,product,,,l10n_be.1_attn_VAT-OUT-21-L,3726.1,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,False,VETINOX ENSEMBLE 3 CAGES 120CM,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5453068,0,6750,0,0,,4000,5453068,specific_product.product_storage_temperature_ambient,2018-06-25,specific_data.product_categ_mat_img_endo,0,0,__import__.supplier_95150,0,0,,0,product,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,"VIDEO-ENDOSCOPE 1500mm/9,2mm/2,8mm",product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5232398,,24.99,,0,,11.65,5232398,,2018-06-11,specific_data.product_categ_mat_petshop,,,__import__.supplier_95150,,,,0,product,,,l10n_be.1_attn_VAT-OUT-21-L,43.85,,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,BALLE A JOUER POUR CHEVAUX 25cm ROUGE,product.product_uom_unit,,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5232399,,24.99,,0,,11.65,5232399,,2018-06-11,specific_data.product_categ_mat_petshop,,,__import__.supplier_95150,,,,0,product,,,l10n_be.1_attn_VAT-OUT-21-L,43.85,,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,BALLE A JOUER POUR CHEVAUX 25cm BLEU,product.product_uom_unit,,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5323190,,43.44,,0,,24.5,5323190,,2018-06-14,specific_data.product_categ_mat_petshop,,,__import__.supplier_63520,,,,0,product,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,False,LEGGING D'EQUITATION LIVONIA T40,product.product_uom_unit,,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5324580,,41.07,,0,,25.1,5324580,,2018-06-14,specific_data.product_categ_mat_petshop,,,__import__.supplier_83322,,,,0,product,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,False,BOTTILLONS D'EQUITATION CLASSIC T39,product.product_uom_unit,,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5016540,0,31.5,0,1,True,22.03,5016540,specific_product.product_storage_temperature_ambient,2018-06-08,specific_data.product_categ_mat_sutures,0,0,__import__.supplier_79200,0,0,,0,product,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,1,l10n_be.1_attn_VAT-IN-V81-21,lot,True,,0,True,"SMI SURG MONOFAST USP0 EP3,5 40C3/8 /12",__setup__.product_uom_boite,0,0,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_5021726,,31.58,,0,True,22.08,5021726,,2018-06-11,specific_data.product_categ_mat_sutures,,,__import__.supplier_79200,,,,0,product,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,,0,l10n_be.1_attn_VAT-IN-V81-21,lot,True,,0,True,SMI SURG MONOFAST USP3/0 EP 2 26R1/2 /12,__setup__.product_uom_boite,,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_5022028,,31.5,,0,True,22.03,5022028,,2018-06-11,specific_data.product_categ_mat_sutures,,,__import__.supplier_79200,,,,0,product,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,,0,l10n_be.1_attn_VAT-IN-V81-21,lot,True,,0,True,SMI SURG MONOFAST USP2/0 EP 3 26C1/2 /12,__setup__.product_uom_boite,,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_5473304,,163.92,,0,True,122.94,5473304,,2018-06-13,specific_data.product_categ_mat_sutures,,,__import__.supplier_71400,,,,0,product,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,,0,l10n_be.1_attn_VAT-IN-V81-21,lot,True,,0,True,"VICRYL+ USP4/0 EP1,5 17R1/2 VCP304H x36",product.product_uom_unit,,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5266005,0,73.3,0.1,0,,63.7,5266005,specific_product.product_storage_temperature_6,2018-06-26,specific_data.product_categ_vaccins,0,0,__import__.supplier_79201,0,0,,0,product,,,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",112.67,0,0,l10n_be.1_attn_VAT-IN-V81-06,lot,True,,0,True,IMPROVAC 1x50d,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",,product.product_uom_unit
