id,ratio_main_product,date_start,name/id,ratio_promotional_product,sequence,price,product_tmpl_id/id,min_qty_sale,discount_sale,date_end,product_code,discount_purchase
__import__.supplierinfo_promo_82701-8270120-20180701,0,2018-07-01,__import__.supplier_82701,0,1,6.57,__import__.product_8270120_product_template,1,10.00,2018-07-31,PRED1,10.00
__import__.supplierinfo_promo_82701-8270168-20180701,0,2018-07-01,__import__.supplier_82701,0,1,10.13,__import__.product_8270168_product_template,1,10.00,2018-07-31,PROMYP,10.00
__import__.supplierinfo_promo_82702-3352960-20180701,0,2018-07-01,__import__.supplier_82702,0,1,16.67,__import__.product_3352960_product_template,1,10.00,2018-07-31,IPDHOND3,10.00
__import__.supplierinfo_promo_82702-3352978-20180701,0,2018-07-01,__import__.supplier_82702,0,1,40.15,__import__.product_3352978_product_template,1,10.00,2018-07-31,IPDHOND10,10.00
__import__.supplierinfo_promo_82702-3541380-20180701,0,2018-07-01,__import__.supplier_82702,0,1,13.71,__import__.product_3541380_product_template,1,10.00,2018-07-31,IPDHONDB,10.00
__import__.supplierinfo_promo_83300-8330038-20180701,0,2018-07-01,__import__.supplier_83300,0,1,28.65,__import__.product_8330038_product_template,1,10.00,2018-07-31,1424118,10.00
__import__.supplierinfo_promo_83300-8330052-20180701,0,2018-07-01,__import__.supplier_83300,0,1,235.90,__import__.product_8330052_product_template,1,10.00,2018-07-31,,10.00
__import__.supplierinfo_promo_82670-2901189-20180701,0,2018-07-01,__import__.supplier_82670,0,1,14.12,__import__.product_2901189_product_template,1,12.00,2018-07-31,,12.00
__import__.supplierinfo_promo_62600-2247914-20180701,0,2018-07-01,__import__.supplier_62600,0,1,77.57,__import__.product_2247914_product_template,1,15.00,2018-07-31,84026507,15.00
__import__.supplierinfo_promo_62600-2457687-20180701,0,2018-07-01,__import__.supplier_62600,0,1,85.00,__import__.product_2457687_product_template,1,15.00,2018-07-31,82245635,15.00
__import__.supplierinfo_promo_62600-2457711-20180701,0,2018-07-01,__import__.supplier_62600,0,1,96.03,__import__.product_2457711_product_template,1,15.00,2018-07-31,85011901,15.00
__import__.supplierinfo_promo_62600-2568822-20180701,0,2018-07-01,__import__.supplier_62600,0,1,132.42,__import__.product_2568822_product_template,1,15.00,2018-07-31,81238783,15.00
__import__.supplierinfo_promo_62600-2656742-20180701,0,2018-07-01,__import__.supplier_62600,0,1,140.36,__import__.product_2656742_product_template,1,15.00,2018-07-31,84288439,15.00
__import__.supplierinfo_promo_62600-2679215-20180701,0,2018-07-01,__import__.supplier_62600,0,1,51.85,__import__.product_2679215_product_template,1,15.00,2018-07-31,82609432,15.00
__import__.supplierinfo_promo_62600-3074465-20180701,0,2018-07-01,__import__.supplier_62600,0,1,68.50,__import__.product_3074465_product_template,1,15.00,2018-07-31,81838941,15.00
__import__.supplierinfo_promo_62600-3074473-20180701,0,2018-07-01,__import__.supplier_62600,0,1,123.39,__import__.product_3074473_product_template,1,15.00,2018-07-31,81838925,15.00
__import__.supplierinfo_promo_62600-3245685-20180701,0,2018-07-01,__import__.supplier_62600,0,1,207.42,__import__.product_3245685_product_template,1,15.00,2018-07-31,84572144,15.00
__import__.supplierinfo_promo_66200-6620003-20180701,0,2018-07-01,__import__.supplier_66200,0,1,111.13,__import__.product_6620003_product_template,1,15.00,2018-07-31,,15.00
__import__.supplierinfo_promo_77602-2433795-20180701,0,2018-07-01,__import__.supplier_77602,0,1,31.94,__import__.product_2433795_product_template,1,15.00,2018-07-31,,15.00
__import__.supplierinfo_promo_77602-2509784-20180701,0,2018-07-01,__import__.supplier_77602,0,1,130.43,__import__.product_2509784_product_template,1,15.00,2018-07-31,320254,15.00
__import__.supplierinfo_promo_77602-2509800-20180701,0,2018-07-01,__import__.supplier_77602,0,1,79.82,__import__.product_2509800_product_template,1,15.00,2018-07-31,320232,15.00
__import__.supplierinfo_promo_77602-2509826-20180701,0,2018-07-01,__import__.supplier_77602,0,1,32.63,__import__.product_2509826_product_template,1,15.00,2018-07-31,320210,15.00
__import__.supplierinfo_promo_77602-3074440-20180701,0,2018-07-01,__import__.supplier_77602,0,1,35.79,__import__.product_3074440_product_template,1,15.00,2018-07-31,432570,15.00
__import__.supplierinfo_promo_77602-3419520-20180701,0,2018-07-01,__import__.supplier_77602,0,1,33.29,__import__.product_3419520_product_template,1,15.00,2018-07-31,439386,15.00
__import__.supplierinfo_promo_77602-3419546-20180701,0,2018-07-01,__import__.supplier_77602,0,1,48.90,__import__.product_3419546_product_template,1,15.00,2018-07-31,439391,15.00
__import__.supplierinfo_promo_77602-3419561-20180701,0,2018-07-01,__import__.supplier_77602,0,1,74.16,__import__.product_3419561_product_template,1,15.00,2018-07-31,439402,15.00
__import__.supplierinfo_promo_79100-1118876-20180701,0,2018-07-01,__import__.supplier_79100,0,1,32.22,__import__.product_1118876_product_template,1,15.00,2018-07-31,C13631E,15.00
__import__.supplierinfo_promo_79100-2572832-20180701,0,2018-07-01,__import__.supplier_79100,0,1,138.09,__import__.product_2572832_product_template,1,15.00,2018-07-31,D59310B,15.00
__import__.supplierinfo_promo_79100-2620573-20180701,0,2018-07-01,__import__.supplier_79100,0,1,52.36,__import__.product_2620573_product_template,1,15.00,2018-07-31,C55330C,15.00
__import__.supplierinfo_promo_79100-2620581-20180701,0,2018-07-01,__import__.supplier_79100,0,1,27.04,__import__.product_2620581_product_template,1,15.00,2018-07-31,C55320E,15.00
__import__.supplierinfo_promo_79100-3091048-20180701,0,2018-07-01,__import__.supplier_79100,0,1,30.49,__import__.product_3091048_product_template,1,15.00,2018-07-31,E90420D,15.00
__import__.supplierinfo_promo_79100-3116837-20180701,0,2018-07-01,__import__.supplier_79100,0,1,75.37,__import__.product_3116837_product_template,1,15.00,2018-07-31,E90430C,15.00
__import__.supplierinfo_promo_79100-7910041-20180701,0,2018-07-01,__import__.supplier_79100,0,1,26.47,__import__.product_7910041_product_template,1,15.00,2018-07-31,C07850B,15.00
__import__.supplierinfo_promo_79201-0095695-20180701,0,2018-07-01,__import__.supplier_79201,0,1,21.65,__import__.product_0095695_product_template,1,15.00,2018-07-31,0095695,15.00
__import__.supplierinfo_promo_79201-0109181-20180701,0,2018-07-01,__import__.supplier_79201,0,1,44.53,__import__.product_0109181_product_template,1,15.00,2018-07-31,,15.00
__import__.supplierinfo_promo_79201-0842450-20180701,0,2018-07-01,__import__.supplier_79201,0,1,23.36,__import__.product_0842450_product_template,1,15.00,2018-07-31,,15.00
__import__.supplierinfo_promo_79201-1372432-20180701,0,2018-07-01,__import__.supplier_79201,0,1,587.21,__import__.product_1372432_product_template,1,15.00,2018-07-31,1372432,15.00
__import__.supplierinfo_promo_79201-1483890-20180701,0,2018-07-01,__import__.supplier_79201,0,1,32.13,__import__.product_1483890_product_template,1,15.00,2018-07-31,1483890,15.00
__import__.supplierinfo_promo_79201-2484699-20180701,0,2018-07-01,__import__.supplier_79201,0,1,46.72,__import__.product_2484699_product_template,1,15.00,2018-07-31,10007434,15.00
__import__.supplierinfo_promo_79201-2925873-20180701,0,2018-07-01,__import__.supplier_79201,0,1,107.14,__import__.product_2925873_product_template,1,15.00,2018-07-31,,15.00
__import__.supplierinfo_promo_81699-6350395-20180701,0,2018-07-01,__import__.supplier_81699,0,1,74.50,__import__.product_6350395_product_template,1,15.00,2018-07-31,,15.00
__import__.supplierinfo_promo_82670-5267013-20180701,0,2018-07-01,__import__.supplier_82670,0,1,7.88,__import__.product_5267013_product_template,1,15.00,2018-07-31,,15.00
__import__.supplierinfo_promo_82701-3680485-20180701,0,2018-07-01,__import__.supplier_82701,0,1,83.68,__import__.product_3680485_product_template,1,15.00,2018-07-31,CHANA,15.00
__import__.supplierinfo_promo_82701-8270095-20180701,0,2018-07-01,__import__.supplier_82701,0,1,8.14,__import__.product_8270095_product_template,1,15.00,2018-07-31,XYL,15.00
__import__.supplierinfo_promo_82702-3319027-20180701,0,2018-07-01,__import__.supplier_82702,0,1,4.60,__import__.product_3319027_product_template,1,15.00,2018-07-31,UCDKAT500,15.00
__import__.supplierinfo_promo_82702-3319035-20180701,0,2018-07-01,__import__.supplier_82702,0,1,18.59,__import__.product_3319035_product_template,1,15.00,2018-07-31,UCDKAT3,15.00
__import__.supplierinfo_promo_82702-3319043-20180701,0,2018-07-01,__import__.supplier_82702,0,1,51.45,__import__.product_3319043_product_template,1,15.00,2018-07-31,UCDKAT10,15.00
__import__.supplierinfo_promo_79201-2093391-20180701,0,2018-07-01,__import__.supplier_79201,0,1,106.52,__import__.product_2093391_product_template,1,17.00,2018-07-31,,17.00
__import__.supplierinfo_promo_81699-1388651-20180701,0,2018-07-01,__import__.supplier_81699,0,1,15.15,__import__.product_1388651_product_template,1,19.00,2018-07-31,,19.00
__import__.supplierinfo_promo_60422-0136465-20180701,0,2018-07-01,__import__.supplier_60422,0,1,7.92,__import__.product_0136465_product_template,1,20.00,2018-07-31,033963,20.00
__import__.supplierinfo_promo_60422-2049146-20180701,0,2018-07-01,__import__.supplier_60422,0,1,41.61,__import__.product_2049146_product_template,1,20.00,2018-07-31,033989,20.00
__import__.supplierinfo_promo_60422-2389153-20180701,0,2018-07-01,__import__.supplier_60422,0,1,12.80,__import__.product_2389153_product_template,1,20.00,2018-07-31,033999,20.00
__import__.supplierinfo_promo_60422-2389161-20180701,0,2018-07-01,__import__.supplier_60422,0,1,19.25,__import__.product_2389161_product_template,1,20.00,2018-07-31,034000,20.00
__import__.supplierinfo_promo_60422-2389179-20180701,0,2018-07-01,__import__.supplier_60422,0,1,38.44,__import__.product_2389179_product_template,1,20.00,2018-07-31,034001,20.00
__import__.supplierinfo_promo_60422-2549442-20180701,0,2018-07-01,__import__.supplier_60422,0,1,23.63,__import__.product_2549442_product_template,1,20.00,2018-07-31,033979,20.00
__import__.supplierinfo_promo_60422-3033115-20180701,0,2018-07-01,__import__.supplier_60422,0,1,9.54,__import__.product_3033115_product_template,1,20.00,2018-07-31,0033951,20.00
__import__.supplierinfo_promo_60422-3033123-20180701,0,2018-07-01,__import__.supplier_60422,0,1,5.62,__import__.product_3033123_product_template,1,20.00,2018-07-31,033950,20.00
__import__.supplierinfo_promo_60422-5047500-20180701,0,2018-07-01,__import__.supplier_60422,0,1,92.26,__import__.product_5047500_product_template,1,20.00,2018-07-31,033995,20.00
__import__.supplierinfo_promo_60422-6049906-20180701,0,2018-07-01,__import__.supplier_60422,0,1,56.87,__import__.product_6049906_product_template,1,20.00,2018-07-31,033980,20.00
__import__.supplierinfo_promo_62600-2554509-20180701,0,2018-07-01,__import__.supplier_62600,0,1,64.08,__import__.product_2554509_product_template,1,20.00,2018-07-31,81309680,20.00
__import__.supplierinfo_promo_62600-2554517-20180701,0,2018-07-01,__import__.supplier_62600,0,1,106.82,__import__.product_2554517_product_template,1,20.00,2018-07-31,81309702,20.00
__import__.supplierinfo_promo_62600-2679157-20180701,0,2018-07-01,__import__.supplier_62600,0,1,88.15,__import__.product_2679157_product_template,1,20.00,2018-07-31,81309699,20.00
__import__.supplierinfo_promo_62758-2104941-20180701,0,2018-07-01,__import__.supplier_62758,0,1,29.09,__import__.product_2104941_product_template,1,20.00,2018-07-31,2104941,20.00
__import__.supplierinfo_promo_66200-0041921-20180701,0,2018-07-01,__import__.supplier_66200,0,1,28.57,__import__.product_0041921_product_template,1,20.00,2018-07-31,,20.00
__import__.supplierinfo_promo_66200-1411453-20180701,0,2018-07-01,__import__.supplier_66200,0,1,278.51,__import__.product_1411453_product_template,1,20.00,2018-07-31,,20.00
__import__.supplierinfo_promo_66200-7505500-20180701,0,2018-07-01,__import__.supplier_66200,0,1,77.20,__import__.product_7505500_product_template,1,20.00,2018-07-31,,20.00
__import__.supplierinfo_promo_79201-0296442-20180701,0,2018-07-01,__import__.supplier_79201,0,1,13.94,__import__.product_0296442_product_template,1,20.00,2018-07-31,,20.00
__import__.supplierinfo_promo_79201-0296459-20180701,0,2018-07-01,__import__.supplier_79201,0,1,26.94,__import__.product_0296459_product_template,1,20.00,2018-07-31,,20.00
__import__.supplierinfo_promo_79201-0296467-20180701,0,2018-07-01,__import__.supplier_79201,0,1,40.94,__import__.product_0296467_product_template,1,20.00,2018-07-31,,20.00
__import__.supplierinfo_promo_79201-0386938-20180701,0,2018-07-01,__import__.supplier_79201,0,1,30.66,__import__.product_0386938_product_template,1,20.00,2018-07-31,,20.00
__import__.supplierinfo_promo_79201-0865600-20180701,0,2018-07-01,__import__.supplier_79201,0,1,63.85,__import__.product_0865600_product_template,1,20.00,2018-07-31,,20.00
__import__.supplierinfo_promo_79201-1148378-20180701,0,2018-07-01,__import__.supplier_79201,0,1,74.50,__import__.product_1148378_product_template,1,20.00,2018-07-31,,20.00
__import__.supplierinfo_promo_79201-1157346-20180701,0,2018-07-01,__import__.supplier_79201,0,1,36.25,__import__.product_1157346_product_template,1,20.00,2018-07-31,,20.00
__import__.supplierinfo_promo_79201-1357896-20180701,0,2018-07-01,__import__.supplier_79201,0,1,125.56,__import__.product_1357896_product_template,1,20.00,2018-07-31,,20.00
__import__.supplierinfo_promo_79201-2197259-20180701,0,2018-07-01,__import__.supplier_79201,0,1,7.40,__import__.product_2197259_product_template,1,20.00,2018-07-31,2197259,20.00
__import__.supplierinfo_promo_79201-2271088-20180701,0,2018-07-01,__import__.supplier_79201,0,1,54.04,__import__.product_2271088_product_template,1,20.00,2018-07-31,,20.00
__import__.supplierinfo_promo_79201-2271120-20180701,0,2018-07-01,__import__.supplier_79201,0,1,21.01,__import__.product_2271120_product_template,1,20.00,2018-07-31,,20.00
__import__.supplierinfo_promo_79201-2271138-20180701,0,2018-07-01,__import__.supplier_79201,0,1,40.85,__import__.product_2271138_product_template,1,20.00,2018-07-31,,20.00
__import__.supplierinfo_promo_79201-2379816-20180701,0,2018-07-01,__import__.supplier_79201,0,1,12.52,__import__.product_2379816_product_template,1,20.00,2018-07-31,036816,20.00
__import__.supplierinfo_promo_79201-2379824-20180701,0,2018-07-01,__import__.supplier_79201,0,1,20.59,__import__.product_2379824_product_template,1,20.00,2018-07-31,036815,20.00
__import__.supplierinfo_promo_79201-3418688-20180701,0,2018-07-01,__import__.supplier_79201,0,1,74.23,__import__.product_3418688_product_template,1,20.00,2018-07-31,10015839,20.00
__import__.supplierinfo_promo_82701-8270257-20180701,0,2018-07-01,__import__.supplier_82701,0,1,36.14,__import__.product_8270257_product_template,1,20.00,2018-07-31,PROMYP48,20.00
__import__.supplierinfo_promo_60422-3166998-20180701,0,2018-07-01,__import__.supplier_60422,0,1,7.01,__import__.product_3166998_product_template,1,25.00,2018-07-31,033426,25.00
