id,box,kind,name,zone,bin_checksum_1,location_id/id,corridor,shelf,height
__import__.location_loc_EZZ728,28,bin,EZZ728,E,,__import__.location_family_E,Z,Z,7
__import__.location_loc_EZZ132,32,bin,EZZ132,E,,__import__.location_family_E,Z,Z,1
__import__.location_loc_EZZ034,34,bin,EZZ034,E,,__import__.location_family_E,Z,Z,0
__import__.location_loc_EZZ539,39,bin,EZZ539,E,,__import__.location_family_E,Z,Z,5
__import__.location_loc_EZZ642,42,bin,EZZ642,E,,__import__.location_family_E,Z,Z,6
__import__.location_loc_EZZ842,42,bin,EZZ842,E,,__import__.location_family_E,Z,Z,8
__import__.location_loc_EZZ044,44,bin,EZZ044,E,,__import__.location_family_E,Z,Z,0
__import__.location_loc_EXT445,45,bin,EXT445,E,,__import__.location_family_E,X,T,4
__import__.location_loc_EZZ046,46,bin,EZZ046,E,,__import__.location_family_E,Z,Z,0
__import__.location_loc_EZZ646,46,bin,EZZ646,E,,__import__.location_family_E,Z,Z,6
__import__.location_loc_EZZ048,48,bin,EZZ048,E,,__import__.location_family_E,Z,Z,0
__import__.location_loc_EZZ448,48,bin,EZZ448,E,,__import__.location_family_E,Z,Z,4
__import__.location_loc_EZZ049,49,bin,EZZ049,E,,__import__.location_family_E,Z,Z,0
__import__.location_loc_EZZ550,50,bin,EZZ550,E,,__import__.location_family_E,Z,Z,5
__import__.location_loc_EZZ351,51,bin,EZZ351,E,,__import__.location_family_E,Z,Z,3
__import__.location_loc_EZZ054,54,bin,EZZ054,E,,__import__.location_family_E,Z,Z,0
__import__.location_loc_EZZ855,55,bin,EZZ855,E,,__import__.location_family_E,Z,Z,8
__import__.location_loc_EZZ160,60,bin,EZZ160,E,,__import__.location_family_E,Z,Z,1
__import__.location_loc_EZZ560,60,bin,EZZ560,E,,__import__.location_family_E,Z,Z,5
__import__.location_loc_EZZ963,63,bin,EZZ963,E,,__import__.location_family_E,Z,Z,9
__import__.location_loc_EZZ868,68,bin,EZZ868,E,,__import__.location_family_E,Z,Z,8
__import__.location_loc_EZZ670,70,bin,EZZ670,E,,__import__.location_family_E,Z,Z,6
__import__.location_loc_EZZ476,76,bin,EZZ476,E,,__import__.location_family_E,Z,Z,4
__import__.location_loc_EZZ077,77,bin,EZZ077,E,,__import__.location_family_E,Z,Z,0
__import__.location_loc_EZZ777,77,bin,EZZ777,E,,__import__.location_family_E,Z,Z,7
__import__.location_loc_EZZ086,86,bin,EZZ086,E,,__import__.location_family_E,Z,Z,0
__import__.location_loc_EZZ387,87,bin,EZZ387,E,,__import__.location_family_E,Z,Z,3
__import__.location_loc_EZZ388,88,bin,EZZ388,E,,__import__.location_family_E,Z,Z,3
__import__.location_loc_EZZ289,89,bin,EZZ289,E,,__import__.location_family_E,Z,Z,2
__import__.location_loc_EZZ389,89,bin,EZZ389,E,,__import__.location_family_E,Z,Z,3
__import__.location_loc_EZZ692,92,bin,EZZ692,E,,__import__.location_family_E,Z,Z,6
__import__.location_loc_EZZ295,95,bin,EZZ295,E,,__import__.location_family_E,Z,Z,2
__import__.location_loc_AZZ850,50,bin,AZZ850,A,00,__import__.location_family_A,Z,Z,8
__import__.location_loc_QD07C6,6,bin,QD07C6,Q,00,__import__.location_family_Q,D,07,C
__import__.location_loc_GZZ477,77,bin,GZZ477,G,00,__import__.location_family_G,Z,Z,4
__import__.location_loc_GF26E0,0,bin,GF26E0,G,06,__import__.location_family_G,F,26,E
__import__.location_loc_AI09B4,4,bin,AI09B4,A,06,__import__.location_family_A,I,09,B
__import__.location_loc_GZZ143,43,bin,GZZ143,G,06,__import__.location_family_G,Z,Z,1
__import__.location_loc_AD03A0,0,bin,AD03A0,A,09,__import__.location_family_A,D,03,A
__import__.location_loc_GE23C6,6,bin,GE23C6,G,09,__import__.location_family_G,E,23,C
__import__.location_loc_GG19F0,0,bin,GG19F0,G,11,__import__.location_family_G,G,19,F
__import__.location_loc_GK16C7,7,bin,GK16C7,G,11,__import__.location_family_G,K,16,C
__import__.location_loc_GF25D8,8,bin,GF25D8,G,11,__import__.location_family_G,F,25,D
__import__.location_loc_GZZ211,11,bin,GZZ211,G,12,__import__.location_family_G,Z,Z,2
__import__.location_loc_GZZ417,17,bin,GZZ417,G,12,__import__.location_family_G,Z,Z,4
__import__.location_loc_GE03D7,7,bin,GE03D7,G,12,__import__.location_family_G,E,03,D
__import__.location_loc_GZZ410,10,bin,GZZ410,G,13,__import__.location_family_G,Z,Z,4
__import__.location_loc_GZZ213,13,bin,GZZ213,G,13,__import__.location_family_G,Z,Z,2
__import__.location_loc_GZZ509,09,bin,GZZ509,G,14,__import__.location_family_G,Z,Z,5
__import__.location_loc_AH04B3,3,bin,AH04B3,A,14,__import__.location_family_A,H,04,B
__import__.location_loc_GZZ102,02,bin,GZZ102,G,15,__import__.location_family_G,Z,Z,1
__import__.location_loc_GZZ516,16,bin,GZZ516,G,18,__import__.location_family_G,Z,Z,5
__import__.location_loc_GE13E3,3,bin,GE13E3,G,21,__import__.location_family_G,E,13,E
__import__.location_loc_GK16A8,8,bin,GK16A8,G,23,__import__.location_family_G,K,16,A
__import__.location_loc_GF25C7,7,bin,GF25C7,G,24,__import__.location_family_G,F,25,C
__import__.location_loc_QZZ231,31,bin,QZZ231,Q,25,__import__.location_family_Q,Z,Z,2
__import__.location_loc_QZZ900,00,bin,QZZ900,Q,31,__import__.location_family_Q,Z,Z,9
__import__.location_loc_GZZ231,31,bin,GZZ231,G,31,__import__.location_family_G,Z,Z,2
__import__.location_loc_GK18E1,1,bin,GK18E1,G,38,__import__.location_family_G,K,18,E
__import__.location_loc_GZZ404,04,bin,GZZ404,G,40,__import__.location_family_G,Z,Z,4
__import__.location_loc_GE03C6,6,bin,GE03C6,G,40,__import__.location_family_G,E,03,C
__import__.location_loc_GB17C8,8,bin,GB17C8,G,40,__import__.location_family_G,B,17,C
__import__.location_loc_QD07C5,5,bin,QD07C5,Q,41,__import__.location_family_Q,D,07,C
__import__.location_loc_GZZ242,42,bin,GZZ242,G,42,__import__.location_family_G,Z,Z,2
__import__.location_loc_GZZ204,04,bin,GZZ204,G,44,__import__.location_family_G,Z,Z,2
__import__.location_loc_GA05E3,3,bin,GA05E3,G,45,__import__.location_family_G,A,05,E
__import__.location_loc_GB10F4,4,bin,GB10F4,G,46,__import__.location_family_G,B,10,F
__import__.location_loc_GE04D7,7,bin,GE04D7,G,47,__import__.location_family_G,E,04,D
__import__.location_loc_GZZ519,19,bin,GZZ519,G,50,__import__.location_family_G,Z,Z,5
__import__.location_loc_GZZ800,00,bin,GZZ800,G,51,__import__.location_family_G,Z,Z,8
__import__.location_loc_GE01E7,7,bin,GE01E7,G,51,__import__.location_family_G,E,01,E
__import__.location_loc_GZZ518,18,bin,GZZ518,G,52,__import__.location_family_G,Z,Z,5
__import__.location_loc_GZZ253,53,bin,GZZ253,G,53,__import__.location_family_G,Z,Z,2
__import__.location_loc_GG06C0,0,bin,GG06C0,G,54,__import__.location_family_G,G,06,C
__import__.location_loc_GZZ141,41,bin,GZZ141,G,54,__import__.location_family_G,Z,Z,1
__import__.location_loc_GZZ515,15,bin,GZZ515,G,56,__import__.location_family_G,Z,Z,5
__import__.location_loc_GZZ517,17,bin,GZZ517,G,58,__import__.location_family_G,Z,Z,5
__import__.location_loc_GZZ132,32,bin,GZZ132,G,61,__import__.location_family_G,Z,Z,1
__import__.location_loc_GZZ845,45,bin,GZZ845,G,62,__import__.location_family_G,Z,Z,8
__import__.location_loc_GZZ267,67,bin,GZZ267,G,67,__import__.location_family_G,Z,Z,2
__import__.location_loc_GG01B7,7,bin,GG01B7,G,67,__import__.location_family_G,G,01,B
__import__.location_loc_GZZ900,00,bin,GZZ900,G,69,__import__.location_family_G,Z,Z,9
__import__.location_loc_GD25D8,8,bin,GD25D8,G,70,__import__.location_family_G,D,25,D
__import__.location_loc_QD07C4,4,bin,QD07C4,Q,73,__import__.location_family_Q,D,07,C
__import__.location_loc_GZZ510,10,bin,GZZ510,G,80,__import__.location_family_G,Z,Z,5
__import__.location_loc_GF21B7,7,bin,GF21B7,G,80,__import__.location_family_G,F,21,B
__import__.location_loc_GH33E7,7,bin,GH33E7,G,80,__import__.location_family_G,H,33,E
__import__.location_loc_GH33C4,4,bin,GH33C4,G,81,__import__.location_family_G,H,33,C
__import__.location_loc_GZZ203,03,bin,GZZ203,G,82,__import__.location_family_G,Z,Z,2
__import__.location_loc_GE24A3,3,bin,GE24A3,G,84,__import__.location_family_G,E,24,A
__import__.location_loc_GC06C4,4,bin,GC06C4,G,84,__import__.location_family_G,C,06,C
__import__.location_loc_GD13A4,4,bin,GD13A4,G,85,__import__.location_family_G,D,13,A
__import__.location_loc_GE07D8,8,bin,GE07D8,G,86,__import__.location_family_G,E,07,D
__import__.location_loc_GZZ008,08,bin,GZZ008,G,88,__import__.location_family_G,Z,Z,0
__import__.location_loc_GZZ248,48,bin,GZZ248,G,88,__import__.location_family_G,Z,Z,2
__import__.location_loc_GZZ277,77,bin,GZZ277,G,88,__import__.location_family_G,Z,Z,2
__import__.location_loc_GB09C1,1,bin,GB09C1,G,89,__import__.location_family_G,B,09,C
__import__.location_loc_GC06D6,6,bin,GC06D6,G,89,__import__.location_family_G,C,06,D
__import__.location_loc_GZZ503,03,bin,GZZ503,G,98,__import__.location_family_G,Z,Z,5
