product_tmpl_id/id,name/id,id
scenario.product_5039706_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5039706
scenario.product_5039704_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5039704
scenario.product_5039708_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5039708
scenario.product_5039709_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5039709
scenario.product_6039001_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-6039001
scenario.product_5291000_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5291000
scenario.product_5291022_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5291022
scenario.product_5291023_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5291023
scenario.product_5291017_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5291017
scenario.product_5291006_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5291006
scenario.product_5291004_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5291004
scenario.product_5291005_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5291005
scenario.product_5291009_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5291009
scenario.product_5291013_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5291013
scenario.product_0320138_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-0320138
scenario.product_0320140_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-0320140
scenario.product_0320167_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-0320167
scenario.product_0320137_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-0320137
scenario.product_0320244_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-0320244
scenario.product_5320136_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5320136
scenario.product_0320366_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-0320366
scenario.product_0320168_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-0320168
scenario.product_5290609_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5290609
scenario.product_0320245_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-0320245
scenario.product_0320368_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-0320368
scenario.product_0320124_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-0320124
scenario.product_0320125_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-0320125
scenario.product_5039011_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5039011
scenario.product_0320123_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-0320123
scenario.product_5039021_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5039021
scenario.product_5039022_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5039022
scenario.product_5039023_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5039023
scenario.product_5039020_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5039020
scenario.product_5039025_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5039025
scenario.product_5039818_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5039818
scenario.product_5039816_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5039816
scenario.product_5039000_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5039000
scenario.product_6039006_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-6039006
scenario.product_5039003_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5039003
scenario.product_5039817_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5039817
scenario.product_5039810_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5039810
scenario.product_5031111_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5031111
scenario.product_5031104_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5031104
scenario.product_5031110_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5031110
scenario.product_5031009_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5031009
scenario.product_5039901_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5039901
scenario.product_5039906_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5039906
scenario.product_5039012_product_template,scenario.supplier_60390,scenario.supplierinfo_60390-5039012
scenario.product_2382729_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2382729
scenario.product_6040001_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-6040001
scenario.product_2582823_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2582823
scenario.product_2511780_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2511780
scenario.product_2511798_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2511798
scenario.product_2744498_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2744498
scenario.product_2744506_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2744506
scenario.product_0878272_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-0878272
scenario.product_2049146_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2049146
scenario.product_0135996_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-0135996
scenario.product_2879526_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2879526
scenario.product_2879534_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2879534
scenario.product_2879542_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2879542
scenario.product_2879559_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2879559
scenario.product_2755429_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2755429
scenario.product_1074194_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-1074194
scenario.product_2936797_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2936797
scenario.product_2270403_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2270403
scenario.product_2768026_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2768026
scenario.product_5270403_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-5270403
scenario.product_5070403_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-5070403
scenario.product_3011566_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-3011566
scenario.product_0814681_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-0814681
scenario.product_3033123_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-3033123
scenario.product_3033115_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-3033115
scenario.product_2401685_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2401685
scenario.product_2401677_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2401677
scenario.product_2582385_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2582385
scenario.product_2859346_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2859346
scenario.product_2859353_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2859353
scenario.product_0136465_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-0136465
scenario.product_3088952_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-3088952
scenario.product_3088960_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-3088960
scenario.product_1361179_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-1361179
scenario.product_1361187_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-1361187
scenario.product_2954436_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2954436
scenario.product_2954444_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2954444
scenario.product_3122465_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-3122465
scenario.product_0136499_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-0136499
scenario.product_2909737_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2909737
scenario.product_0864710_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-0864710
scenario.product_2049153_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2049153
scenario.product_2933935_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2933935
scenario.product_3023892_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-3023892
scenario.product_2730984_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2730984
scenario.product_2769297_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2769297
scenario.product_3168150_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-3168150
scenario.product_3367612_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-3367612
scenario.product_1302231_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-1302231
scenario.product_2320760_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2320760
scenario.product_3315314_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-3315314
scenario.product_3148343_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-3148343
scenario.product_6040022_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-6040022
scenario.product_0136945_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-0136945
scenario.product_5040000_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-5040000
scenario.product_5047500_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-5047500
scenario.product_5048004_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-5048004
scenario.product_2049179_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2049179
scenario.product_2725711_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2725711
scenario.product_1421825_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-1421825
scenario.product_1623818_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-1623818
scenario.product_2630929_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2630929
scenario.product_5044142_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-5044142
scenario.product_5044143_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-5044143
scenario.product_5044144_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-5044144
scenario.product_2881548_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2881548
scenario.product_3028149_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-3028149
scenario.product_2389153_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2389153
scenario.product_2389161_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2389161
scenario.product_2389179_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2389179
scenario.product_2441376_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2441376
scenario.product_2985158_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2985158
scenario.product_2451870_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2451870
scenario.product_2451862_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2451862
scenario.product_2081784_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2081784
scenario.product_2549442_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2549442
scenario.product_6040016_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-6040016
scenario.product_6049909_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-6049909
scenario.product_6049906_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-6049906
scenario.product_0136481_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-0136481
scenario.product_5049981_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-5049981
scenario.product_6042845_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-6042845
scenario.product_3268489_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-3268489
scenario.product_5040010_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-5040010
scenario.product_2987691_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2987691
scenario.product_2382737_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2382737
scenario.product_2792141_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2792141
scenario.product_2792133_product_template,scenario.supplier_60400,scenario.supplierinfo_60400-2792133
scenario.product_6042561_product_template,scenario.supplier_60402,scenario.supplierinfo_60402-6042561
scenario.product_6042095_product_template,scenario.supplier_60402,scenario.supplierinfo_60402-6042095
scenario.product_6041589_product_template,scenario.supplier_60402,scenario.supplierinfo_60402-6041589
scenario.product_6041592_product_template,scenario.supplier_60402,scenario.supplierinfo_60402-6041592
scenario.product_6041590_product_template,scenario.supplier_60402,scenario.supplierinfo_60402-6041590
scenario.product_8343283_product_template,scenario.supplier_60418,scenario.supplierinfo_60418-8343283
scenario.product_3090297_product_template,scenario.supplier_60422,scenario.supplierinfo_60422-3090297
scenario.product_2859122_product_template,scenario.supplier_60422,scenario.supplierinfo_60422-2859122
scenario.product_2957041_product_template,scenario.supplier_60422,scenario.supplierinfo_60422-2957041
scenario.product_3120060_product_template,scenario.supplier_60422,scenario.supplierinfo_60422-3120060
scenario.product_3349503_product_template,scenario.supplier_60422,scenario.supplierinfo_60422-3349503
scenario.product_8365592_product_template,scenario.supplier_60423,scenario.supplierinfo_60423-8365592
scenario.product_8365505_product_template,scenario.supplier_60423,scenario.supplierinfo_60423-8365505
scenario.product_5042512_product_template,scenario.supplier_60425,scenario.supplierinfo_60425-5042512
scenario.product_5259839_product_template,scenario.supplier_60425,scenario.supplierinfo_60425-5259839
scenario.product_5259834_product_template,scenario.supplier_60425,scenario.supplierinfo_60425-5259834
scenario.product_5042526_product_template,scenario.supplier_60425,scenario.supplierinfo_60425-5042526
scenario.product_5259840_product_template,scenario.supplier_60425,scenario.supplierinfo_60425-5259840
scenario.product_5042514_product_template,scenario.supplier_60425,scenario.supplierinfo_60425-5042514
scenario.product_5042504_product_template,scenario.supplier_60425,scenario.supplierinfo_60425-5042504
scenario.product_5259844_product_template,scenario.supplier_60425,scenario.supplierinfo_60425-5259844
scenario.product_5259835_product_template,scenario.supplier_60425,scenario.supplierinfo_60425-5259835
scenario.product_5259849_product_template,scenario.supplier_60425,scenario.supplierinfo_60425-5259849
scenario.product_5259850_product_template,scenario.supplier_60425,scenario.supplierinfo_60425-5259850
scenario.product_5042520_product_template,scenario.supplier_60425,scenario.supplierinfo_60425-5042520
scenario.product_5259859_product_template,scenario.supplier_60425,scenario.supplierinfo_60425-5259859
scenario.product_5042510_product_template,scenario.supplier_60425,scenario.supplierinfo_60425-5042510
