name,weight,uom_id/id,default_code,active,price_category_id/id,id,uom_po_id/id
PRACTISORB USP3/0 EP2 24C3/8 90cm (12),0.070,product.product_uom_unit,5031110,True,scenario.product_price_category_gma,scenario.product_5031110,product.product_uom_unit
PRACTISORB USP3/0 EP2 26C1/2(12),0.070,product.product_uom_unit,5031009,True,scenario.product_price_category_gma,scenario.product_5031009,product.product_uom_unit
SUPRAMONO USP2/0 EP3 30C3/8(12),0.060,product.product_uom_unit,5039901,True,scenario.product_price_category_gma,scenario.product_5039901,product.product_uom_unit
"SUPRAMONO USP4/0 EP1,5 19C3/8(12)",0,product.product_uom_unit,5039906,True,scenario.product_price_category_gma,scenario.product_5039906,product.product_uom_unit
VISIOVIA 30CP,0.030,product.product_uom_unit,5039012,True,scenario.product_price_category_gma,scenario.product_5039012,product.product_uom_unit
ACETIC OTIC (MALACETIC OTIC) 118ml,0.150,product.product_uom_unit,2382729,True,,scenario.product_2382729,product.product_uom_unit
ALUMINIUM SPRAY 200ML EUROVET,0.190,product.product_uom_unit,6040001,True,,scenario.product_6040001,product.product_uom_unit
ANARTHRON 100MG/ML 10ml,0.010,product.product_uom_unit,2582823,True,,scenario.product_2582823,product.product_uom_unit
ATIPAM  5ml,0.010,product.product_uom_unit,2511780,True,,scenario.product_2511780,product.product_uom_unit
ATIPAM 10ml,0.010,product.product_uom_unit,2511798,True,,scenario.product_2511798,product.product_uom_unit
BEXEPRIL  5MG 28CP,0.010,product.product_uom_unit,2744498,True,,scenario.product_2744498,product.product_uom_unit
BEXEPRIL 20MG 28CP,0.030,product.product_uom_unit,2744506,True,,scenario.product_2744506,product.product_uom_unit
BOVI C3 10X125GR,1.440,product.product_uom_unit,0878272,True,,scenario.product_0878272,product.product_uom_unit
BOVIMEC B 500ML,0.010,product.product_uom_unit,2049146,True,,scenario.product_2049146,product.product_uom_unit
CALCI BOROGLUCONATE 500ML EUROVET,0.620,product.product_uom_unit,0135996,True,,scenario.product_0135996,product.product_uom_unit
"CARDISURE  1,25MG 10x10CP",0.070,product.product_uom_unit,2879526,True,,scenario.product_2879526,product.product_uom_unit
"CARDISURE  2,5MG 10x10CP",0.090,product.product_uom_unit,2879534,True,,scenario.product_2879534,product.product_uom_unit
CARDISURE  5MG 10x10CP,0.160,product.product_uom_unit,2879542,True,,scenario.product_2879542,product.product_uom_unit
CARDISURE 10MG 10x10CP,0.260,product.product_uom_unit,2879559,True,,scenario.product_2879559,product.product_uom_unit
CENTIDOX 100% 1KG,0.010,product.product_uom_unit,2755429,True,,scenario.product_2755429,product.product_uom_unit
CHLORTETRASPRAY 200ML,0.180,product.product_uom_unit,1074194,True,,scenario.product_1074194,product.product_uom_unit
COXOFEN 100MG/ML 100ml,0.210,product.product_uom_unit,2936797,True,,scenario.product_2936797,product.product_uom_unit
CRITICAL CARE  141GR OXBOW,1.110,product.product_uom_unit,2270403,True,,scenario.product_2270403,product.product_uom_unit
CRITICAL CARE FINE GRIND 100GR,0.640,product.product_uom_unit,2768026,True,,scenario.product_2768026,product.product_uom_unit
CRITICAL CARE SERINGUE 10ml+BOUCHON,0.010,product.product_uom_unit,5270403,True,scenario.product_price_category_gma,scenario.product_5270403,product.product_uom_unit
CRITICAL CARE 14x36GR LIQUIDE OXBOW,0.640,product.product_uom_unit,5070403,True,,scenario.product_5070403,product.product_uom_unit
CRONYXIN 50MG/ML 100ML,0.100,product.product_uom_unit,3011566,True,,scenario.product_3011566,product.product_uom_unit
CYCLOSOL LA 250ML,0.500,product.product_uom_unit,0814681,True,,scenario.product_0814681,product.product_uom_unit
CYCLOSPRAY INVERTED 200ML,0.200,product.product_uom_unit,3033123,True,,scenario.product_3033123,product.product_uom_unit
CYCLOSPRAY INVERTED 400ML,0.400,product.product_uom_unit,3033115,True,,scenario.product_3033115,product.product_uom_unit
DOMIDINE  5ml,0.030,product.product_uom_unit,2401685,True,,scenario.product_2401685,product.product_uom_unit
DOMIDINE 10ml,0.040,product.product_uom_unit,2401677,True,,scenario.product_2401677,product.product_uom_unit
DOMIDINE 20ml,0.050,product.product_uom_unit,2582385,True,,scenario.product_2582385,product.product_uom_unit
ENROSHORT 100mg/ml  100ml,0.220,product.product_uom_unit,2859346,True,,scenario.product_2859346,product.product_uom_unit
ENROSHORT 100mg/ml 1L,1.000,product.product_uom_unit,2859353,True,,scenario.product_2859353,product.product_uom_unit
ETOSOL SE 100 ML,0.210,product.product_uom_unit,0136465,True,,scenario.product_0136465,product.product_uom_unit
EURO ELECTROL 1KG,1.000,product.product_uom_unit,3088952,True,,scenario.product_3088952,product.product_uom_unit
EURO ELECTROL 5KG,5.000,product.product_uom_unit,3088960,True,,scenario.product_3088960,product.product_uom_unit
FERRAJECT 200 100ML,0.230,product.product_uom_unit,1361179,True,,scenario.product_1361179,product.product_uom_unit
FERRAJECT 200 250ML,0.520,product.product_uom_unit,1361187,True,,scenario.product_1361187,product.product_uom_unit
FORTHYRON 200 FLAVOURED 250CP,0,product.product_uom_unit,2954436,True,,scenario.product_2954436,product.product_uom_unit
FORTHYRON 400 FLAVOURED 250CP,0,product.product_uom_unit,2954444,True,,scenario.product_2954444,product.product_uom_unit
FORTHYRON 800 FLAVOURED 250CP,0,product.product_uom_unit,3122465,True,,scenario.product_3122465,product.product_uom_unit
GLUCOSE 30% 500ML EUROVET,0.620,product.product_uom_unit,0136499,True,,scenario.product_0136499,product.product_uom_unit
ISOVET 250ML,0.600,product.product_uom_unit,2909737,True,,scenario.product_2909737,product.product_uom_unit
LACTETROL 500ML,0.560,product.product_uom_unit,0864710,True,,scenario.product_0864710,product.product_uom_unit
LONGACTON 50ML,0.120,product.product_uom_unit,2049153,True,,scenario.product_2049153,product.product_uom_unit
MARBIFLOX 100MG/ML 100ML,0.210,product.product_uom_unit,2933935,True,,scenario.product_2933935,product.product_uom_unit
METHOXASOL 20/100 mg/ml 5L,5.000,product.product_uom_unit,3023892,True,,scenario.product_3023892,product.product_uom_unit
MORPHASOL  4MG/ML 10ml,0.040,product.product_uom_unit,2730984,True,,scenario.product_2730984,product.product_uom_unit
MORPHASOL 10MG/ML 20ML HORSE,0.060,product.product_uom_unit,2769297,True,,scenario.product_2769297,product.product_uom_unit
MULTISHIELD DC SUSPENSION IM  24 INJ,0,product.product_uom_unit,3168150,True,,scenario.product_3168150,product.product_uom_unit
MULTISHIELD DC SUSPENSION IM 120 INJ,2.200,product.product_uom_unit,3367612,True,,scenario.product_3367612,product.product_uom_unit
MYORELAX 500ML,0.590,product.product_uom_unit,1302231,True,,scenario.product_1302231,product.product_uom_unit
OCTACILLIN VOLAILLE POUDRE 500gr,0,product.product_uom_unit,2320760,True,,scenario.product_2320760,product.product_uom_unit
OESTRACTON 1x10ML,0.100,product.product_uom_unit,3315314,True,,scenario.product_3315314,product.product_uom_unit
OESTRACTON 6x10ML,0.100,product.product_uom_unit,3148343,True,,scenario.product_3148343,product.product_uom_unit
P-PILL 4x1BOLUS PHOSPHORE,0.610,product.product_uom_unit,6040022,True,,scenario.product_6040022,product.product_uom_unit
PARPUMAG FORTE,0.580,product.product_uom_unit,0136945,True,,scenario.product_0136945,product.product_uom_unit
PISTOLET FERRAJECT,0.110,product.product_uom_unit,5040000,True,scenario.product_price_category_gma,scenario.product_5040000,product.product_uom_unit
PLUSET LH+FSH POUDRE+SOLVANT,0,product.product_uom_unit,5047500,True,,scenario.product_5047500,product.product_uom_unit
POIGNEE CYCLOSPRAY,0.050,product.product_uom_unit,5048004,True,scenario.product_price_category_gma,scenario.product_5048004,product.product_uom_unit
PORCIMEC P 500ML,0.720,product.product_uom_unit,2049179,True,,scenario.product_2049179,product.product_uom_unit
RAPIDEXON  25ML,0.030,product.product_uom_unit,2725711,True,,scenario.product_2725711,product.product_uom_unit
RAPIDEXON  50ML,0.720,product.product_uom_unit,1421825,True,,scenario.product_1421825,product.product_uom_unit
RAPIDEXON 100ML,0.720,product.product_uom_unit,1623818,True,,scenario.product_1623818,product.product_uom_unit
RHEUMOCAM CHIEN  15ml,0.040,product.product_uom_unit,2630929,True,,scenario.product_2630929,product.product_uom_unit
RHEUMOCAM CHIEN  42ml,0.080,product.product_uom_unit,5044142,True,,scenario.product_5044142,product.product_uom_unit
RHEUMOCAM CHIEN 100ml,0.150,product.product_uom_unit,5044143,True,,scenario.product_5044143,product.product_uom_unit
RHEUMOCAM CHIEN 200ml,0.270,product.product_uom_unit,5044144,True,,scenario.product_5044144,product.product_uom_unit
RHEUMOCAM HORSE 15mg/ml 100ml,0.170,product.product_uom_unit,2881548,True,,scenario.product_2881548,product.product_uom_unit
RHEUMOCAM 20MG/ML INJ 100ML,0.100,product.product_uom_unit,3028149,True,,scenario.product_3028149,product.product_uom_unit
RIMIFIN  20MG 100CP,0.050,product.product_uom_unit,2389153,True,,scenario.product_2389153,product.product_uom_unit
RIMIFIN  50MG 100CP,0.070,product.product_uom_unit,2389161,True,,scenario.product_2389161,product.product_uom_unit
RIMIFIN 100MG 100CP,0.110,product.product_uom_unit,2389179,True,,scenario.product_2389179,product.product_uom_unit
RODIKOLAN 15ml,0.060,product.product_uom_unit,2441376,True,,scenario.product_2441376,product.product_uom_unit
SE PILL 4 BOLI,0,product.product_uom_unit,2985158,True,,scenario.product_2985158,product.product_uom_unit
SEDATOR 10ml,0.040,product.product_uom_unit,2451870,True,,scenario.product_2451870,product.product_uom_unit
SEDATOR 20ml,0.060,product.product_uom_unit,2451862,True,,scenario.product_2451862,product.product_uom_unit
SEDAXYLAN 2% 25ML,0.070,product.product_uom_unit,2081784,True,,scenario.product_2081784,product.product_uom_unit
SOLACYL 100% 1KG,1.000,product.product_uom_unit,2549442,True,,scenario.product_2549442,product.product_uom_unit
SOLUDOX 15% SACHET 100GR,0.110,product.product_uom_unit,6040016,True,,scenario.product_6040016,product.product_uom_unit
SOLUDOX 15% 10x100GR,0.070,product.product_uom_unit,6049909,True,,scenario.product_6049909,product.product_uom_unit
SOLUDOX 50% 1KG,1.100,product.product_uom_unit,6049906,True,,scenario.product_6049906,product.product_uom_unit
SOLUTION PHYSIO 500ML EUROVET,0.560,product.product_uom_unit,0136481,True,,scenario.product_0136481,product.product_uom_unit
SOLVANT PHCM 100GR,0.100,product.product_uom_unit,5049981,True,,scenario.product_5049981,product.product_uom_unit
STYLETS INTRAMAMMAIRES EUROVET bte de 25,0.090,product.product_uom_unit,6042845,True,scenario.product_price_category_gma,scenario.product_6042845,product.product_uom_unit
"TAF SPRAY 28,5mg/g 150ml",0.300,product.product_uom_unit,3268489,True,,scenario.product_3268489,product.product_uom_unit
TENDEASE 50.000 UI/100GR 300GR,0.300,product.product_uom_unit,5040010,True,,scenario.product_5040010,product.product_uom_unit
TRANQUILINE GEL 10ML,0.030,product.product_uom_unit,2987691,True,,scenario.product_2987691,product.product_uom_unit
TRIZ EDTA 118ml,0.150,product.product_uom_unit,2382737,True,,scenario.product_2382737,product.product_uom_unit
VOMEND 5mg/ml 10ml,0.150,product.product_uom_unit,2792141,True,,scenario.product_2792141,product.product_uom_unit
VOMEND 5mg/ml 20ml,0.150,product.product_uom_unit,2792133,True,,scenario.product_2792133,product.product_uom_unit
DETENDEUR AIR COMPRIME 200 A 3BARS I1561,0,product.product_uom_unit,6042561,True,scenario.product_price_category_gma,scenario.product_6042561,product.product_uom_unit
EMBOUT EQUERRE O2 + OLIVE 6MM,0,product.product_uom_unit,6042095,True,scenario.product_price_category_gma,scenario.product_6042095,product.product_uom_unit
PRISE AIR + OLIVE + EMBOUT DROIT,0,product.product_uom_unit,6041589,True,scenario.product_price_category_gma,scenario.product_6041589,product.product_uom_unit
PRISE N2O + OLIVE + EMBOUT DROIT,0,product.product_uom_unit,6041592,True,scenario.product_price_category_gma,scenario.product_6041592,product.product_uom_unit
PRISE O2 + OLIVE + EMBOUT DROIT,0,product.product_uom_unit,6041590,True,scenario.product_price_category_gma,scenario.product_6041590,product.product_uom_unit
BOITE AFUBOX ASSORTIMENT PANACHE (10),10.840,product.product_uom_unit,8343283,True,scenario.product_price_category_gma,scenario.product_8343283,product.product_uom_unit
"BUPRENODALE 0,3MG/ml 10ML PH",0,product.product_uom_unit,3090297,True,,scenario.product_3090297,product.product_uom_unit
COMFORTAN 10MG/ML 10ML,0.010,product.product_uom_unit,2859122,True,scenario.product_price_category_gma,scenario.product_2859122,product.product_uom_unit
FENTADON 50 10ML,0,product.product_uom_unit,2957041,True,scenario.product_price_category_gma,scenario.product_2957041,product.product_uom_unit
NIMATEK 1x10ML (804132),0,product.product_uom_unit,3120060,True,scenario.product_price_category_gma,scenario.product_3120060,product.product_uom_unit
NIMATEK 1x50ML (804142),0.100,product.product_uom_unit,3349503,True,scenario.product_price_category_gma,scenario.product_3349503,product.product_uom_unit
|CR30X UPGR.MONITEUR 19''BARCO MFCD 1219,0,product.product_uom_unit,8365592,True,scenario.product_price_category_gma,scenario.product_8365592,product.product_uom_unit
CASSETTE ECRAN 15x30 MD4.DT CR,0,product.product_uom_unit,8365505,True,scenario.product_price_category_gma,scenario.product_8365505,product.product_uom_unit
ARTROGENOL / ARTIGENOL  100ml,0.110,product.product_uom_unit,5042512,True,scenario.product_price_category_gma,scenario.product_5042512,product.product_uom_unit
ARTROGENOL / ARTIGENOL 1 LITRE,1.040,product.product_uom_unit,5259839,True,scenario.product_price_category_gma,scenario.product_5259839,product.product_uom_unit
ASEPTEL,0,product.product_uom_unit,5259834,True,scenario.product_price_category_gma,scenario.product_5259834,product.product_uom_unit
BROCOSAN 1L,1.000,product.product_uom_unit,5042526,True,scenario.product_price_category_gma,scenario.product_5042526,product.product_uom_unit
BROCOSAN 100ml,0.110,product.product_uom_unit,5259840,True,scenario.product_price_category_gma,scenario.product_5259840,product.product_uom_unit
BROCOSAN 250ml,0.250,product.product_uom_unit,5042514,True,scenario.product_price_category_gma,scenario.product_5042514,product.product_uom_unit
BUCCOSPRAY SPRAY 50ml,0.070,product.product_uom_unit,5042504,True,scenario.product_price_category_gma,scenario.product_5042504,product.product_uom_unit
DARTROSIS 1L,0,product.product_uom_unit,5259844,True,scenario.product_price_category_gma,scenario.product_5259844,product.product_uom_unit
DERMATEL,0,product.product_uom_unit,5259835,True,scenario.product_price_category_gma,scenario.product_5259835,product.product_uom_unit
ELMINE 250ML,0,product.product_uom_unit,5259849,True,scenario.product_price_category_gma,scenario.product_5259849,product.product_uom_unit
ENDOVEX 1L,0,product.product_uom_unit,5259850,True,scenario.product_price_category_gma,scenario.product_5259850,product.product_uom_unit
"HORSEVITAL 1,5KG",1.500,product.product_uom_unit,5042520,True,scenario.product_price_category_gma,scenario.product_5042520,product.product_uom_unit
PONANTHRAX 1L,1.060,product.product_uom_unit,5259859,True,scenario.product_price_category_gma,scenario.product_5259859,product.product_uom_unit
SANIEQUIN 10kg,10.000,product.product_uom_unit,5042510,True,scenario.product_price_category_gma,scenario.product_5042510,product.product_uom_unit
