id,default_code,list_price,sale_delay,weight,uom_po_id/id,uom_id/id,medical_device,tracking,taxes_id/id,supplier_taxes_id/id,categ_id/id,route_ids/id,active,name,price_category_id/id
__import__.product_0317339,0317339,49.31,0,0.210,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antimicrobiens,purchase.route_warehouse0_buy,True,CEPOREX 100ML,
__import__.product_0317347,0317347,43.15,0,0.050,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_hormones,purchase.route_warehouse0_buy,True,ESTRUMATE 20ML 10D,
__import__.product_0320123,0320123,23.56,0,0.140,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_mat_sut_bobine,purchase.route_warehouse0_buy,True,PRACTIGUT SUPRAMID USP3 EP6 50m SEC,
__import__.product_0320167,0320167,53.58,0,0.270,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_mat_sut_bobine,purchase.route_warehouse0_buy,True,PRACTIGUT CATGUT CH USP2 EP6 50M,
__import__.product_0320244,0320244,56.43,0,0.270,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_mat_sut_bobine,purchase.route_warehouse0_buy,True,PRACTIGUT CATGUT CH USP3 EP7 50M,
__import__.product_0379578,0379578,0,0,0,product.product_uom_unit,product.product_uom_unit,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_humain,purchase.route_warehouse0_buy,True,TRAFLOXAL GTTE OPHTIOLE 5ML,__setup__.product_price_category_gma
__import__.product_0391383,0391383,8.07,0,0.300,product.product_uom_unit,product.product_uom_unit,True,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_mat_conso,purchase.route_warehouse0_buy,True,"COMPRESSE ES STERILE 8PL  7,5x7,5 30x5pc",__setup__.product_price_category_gma
__import__.product_0428060,0428060,29.37,0,0.120,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_divers_veto,purchase.route_warehouse0_buy,True,PLANIPART 50ML,
__import__.product_0430398,0430398,50.86,0,0.070,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_vaccins,purchase.route_warehouse0_buy,True,NOBILIS PARAMYXO P201 50ml 200D,
__import__.product_0458281,0458281,11.83,0,0.060,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antimicrobiens,purchase.route_warehouse0_buy,True,THERAPRIM 8X5GR,
__import__.product_0470039,0470039,23.61,0,0.200,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antimicrobiens,purchase.route_warehouse0_buy,True,DUPHAMOX LA 250ML,
__import__.product_0481358,0481358,6.50,0,0.030,product.product_uom_unit,__setup__.product_uom_blister,,none,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_mat_conso,purchase.route_warehouse0_buy,True,ESBILAC NURSING KIT 60ML,__setup__.product_price_category_gma
__import__.product_0491357,0491357,3.16,0,0.430,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_sys_nerveux,purchase.route_warehouse0_buy,True,PROCAINE 4% + ADREN 250ml KELA,
__import__.product_0493288,0493288,23.94,0,0.500,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_pis,purchase.route_warehouse0_buy,True,DRYCLOXA-KEL 20X9G,
__import__.product_0616300,0616300,47.05,0,0.150,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antimicrobiens,purchase.route_warehouse0_buy,True,BAYTRIL ORAL 10% 100ML,
__import__.product_0624825,0624825,125.18,0,0.250,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__temp__.product_categ_undefined,purchase.route_warehouse0_buy,True,"BAYCOX 2,5% 1L",
__import__.product_0660944,0660944,4.70,0,0.020,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__temp__.product_categ_undefined,purchase.route_warehouse0_buy,True,PANACUR 10CP 250MG,
__import__.product_0660945,0660945,8.75,0,0.010,__setup__.product_uom_boite,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__temp__.product_categ_undefined,purchase.route_warehouse0_buy,True,PANACUR 10CP 500MG,
__import__.product_0660946,0660946,18.19,0,0.070,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__temp__.product_categ_undefined,purchase.route_warehouse0_buy,True,PANACUR PUPPY 100ML,
__import__.product_0661132,0661132,29.17,0,0.600,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antimicrobiens,purchase.route_warehouse0_buy,True,BAYTRIL INJECT  5% 100ML,
__import__.product_0676023,0676023,9.08,0,0.290,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antimicrobiens,purchase.route_warehouse0_buy,True,RONAXAN 100,
__import__.product_0685313,0685313,0,0,0,product.product_uom_unit,product.product_uom_unit,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_humain,purchase.route_warehouse0_buy,True,VIDISIC 10GR,__setup__.product_price_category_gma
__import__.product_0685370,0685370,11.51,0,0.200,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antimicrobiens,purchase.route_warehouse0_buy,True,GENTA-KEL 5% 100ML,
__import__.product_0815761,0815761,4.03,0,0.200,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_sys_nerveux,purchase.route_warehouse0_buy,True,LIGNOCAINE 2% + ADR 100ML,
__import__.product_0836627,0836627,38.68,0,0.030,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_hormones,purchase.route_warehouse0_buy,True,TARDAK 10ML,
__import__.product_0837484,0837484,17.32,0,0.060,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_hormones,purchase.route_warehouse0_buy,True,DEXAFORT 50ML,
__import__.product_0843136,0843136,30.13,0,0.090,__setup__.product_uom_boite,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antimicrobiens,purchase.route_warehouse0_buy,True,SYNULOX 20 BOLI 500MG POUR VEAUX,
__import__.product_0864058,0864058,5.91,0,0.290,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antimicrobiens,purchase.route_warehouse0_buy,True,STOMORGYL PA 30CP,
__import__.product_0864066,0864066,10.42,0,0.290,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antimicrobiens,purchase.route_warehouse0_buy,True,STOMORGYL 20CP (1CP/10KG),
__import__.product_0868059,0868059,29.94,0,0.360,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__temp__.product_categ_undefined,purchase.route_warehouse0_buy,True,DOVENIX 250ML,
__import__.product_0868547,0868547,10.61,0,0.020,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antimicrobiens,purchase.route_warehouse0_buy,True,CLAMOXYL 200MG 10CP,
__import__.product_0874131,0874131,23.99,0,0.550,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_topiques,purchase.route_warehouse0_buy,True,DOG-ECZEMA 500GR,
__import__.product_0877373,0877373,17.12,0,0.030,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_hormones,purchase.route_warehouse0_buy,True,RECEPTAL 10ML,
__import__.product_0877894,0877894,26.52,0,0.010,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_hormones,purchase.route_warehouse0_buy,True,CHORULON 5 FLACONS /5 SOLVANTS,
__import__.product_0878272,0878272,22.77,0,1.440,__setup__.product_uom_boite,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_ali_comp,purchase.route_warehouse0_buy,True,BOVI C3 10X125GR,
__import__.product_1002021,1002021,43.89,0,0.070,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_vaccins,purchase.route_warehouse0_buy,True,PNEUMODOG 10x1D,
__import__.product_1009809,1009809,86.82,0,0.050,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antimicrobiens,purchase.route_warehouse0_buy,True,HALOCUR 490ML,
__import__.product_1013143,1013143,133.14,0,2.080,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_pis,purchase.route_warehouse0_buy,True,KLOXERATE DC PLUS SEAU 120INJ,
__import__.product_1013168,1013168,9.32,0,0.110,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_vitamines,purchase.route_warehouse0_buy,True,DUPHAFRAL ADE  FORTE 50ML,
__import__.product_1013192,1013192,59.64,0,2.740,__setup__.product_uom_boite,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_vitamines,purchase.route_warehouse0_buy,True,EFFYDRAL  48CP,
__import__.product_1013390,1013390,25.93,0,0.130,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_sys_nerveux,purchase.route_warehouse0_buy,True,BUSCOPAN COMPOSITUM 100ML,
__import__.product_1013465,1013465,123.87,0,0.080,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_vaccins,purchase.route_warehouse0_buy,True,LEUCOGEN 10x1d,
__import__.product_1013481,1013481,57.35,0,0.050,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_sys_nerveux,purchase.route_warehouse0_buy,True,SEDIVET 20ML,
__import__.product_1013549,1013549,66.62,0,1.090,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__temp__.product_categ_undefined,purchase.route_warehouse0_buy,True,"VALBAZEN 1,9% 1L",
__import__.product_1021906,1021906,4.73,0,0.010,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_divers_veto,purchase.route_warehouse0_buy,True,KETOFEN 5MG 10CP,
__import__.product_1035724,1035724,82.31,0,0.060,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antimicrobiens,purchase.route_warehouse0_buy,True,GABBROVET 70 POUDRE 1KG,
__import__.product_1070499,1070499,45.19,0,0.040,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_sys_nerveux,purchase.route_warehouse0_buy,True,DOMITOR 10ML,
__import__.product_1073360,1073360,130.13,0,0,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_vaccins,purchase.route_warehouse0_buy,True,VANGUARD DA2PI-CPV-LEPTO 25x1D (7),
__import__.product_1074269,1074269,12.31,0,0.620,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_ali_comp,purchase.route_warehouse0_buy,True,DEXTROTONIC 500ML,
__import__.product_1088897,1088897,59.36,0,1.000,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antiparasite,purchase.route_warehouse0_buy,True,BAYTICOL POUR-ON 1L,
__import__.product_1112507,1112507,14.72,0,0.040,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_divers_veto,purchase.route_warehouse0_buy,True,TOLFEDINE 4% SOL INJ 10ML,
__import__.product_1112622,1112622,6.04,0,0.090,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_divers_para,purchase.route_warehouse0_buy,True,ANTI AEGAGROPILE PATE 70GR,
__import__.product_1114099,1114099,12.24,0,0.070,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_divers_veto,purchase.route_warehouse0_buy,True,"METACAM 1,5MG  32ML SUSPENSION ORALE",
__import__.product_1115377,1115377,47.89,0,1.200,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_ali_comp,purchase.route_warehouse0_buy,True,"BIOTIN P 0,3% 1KG",
__import__.product_1118876,1118876,31.65,0,0.060,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_hormones,purchase.route_warehouse0_buy,True,GABBROSTIM 20ML,
__import__.product_1118983,1118983,8.32,0,0.080,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_divers_para,purchase.route_warehouse0_buy,True,HYDROVET VETOQUINOL CARE 30ML,
__import__.product_1122118,1122118,16.57,0,0.010,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__temp__.product_categ_undefined,purchase.route_warehouse0_buy,True,DRONTAL DOG  TASTY 6CP,
__import__.product_1124940,1124940,16.08,0,0.690,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_vasculo,purchase.route_warehouse0_buy,True,CALPHONE 500ML,
__import__.product_1148394,1148394,8.55,0,0.020,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_hormones,purchase.route_warehouse0_buy,True,MODERIN  4MG   30CP,
__import__.product_1154590,1154590,14.03,0,0.600,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antimicrobiens,purchase.route_warehouse0_buy,True,BAYTRIL   50MG 10CP,
__import__.product_1156876,1156876,2.61,0,0.190,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_topiques,purchase.route_warehouse0_buy,True,ALUSPRAY 200ml KELA,
__import__.product_1164037,1164037,13.11,0,0.120,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antiparasite,purchase.route_warehouse0_buy,True,FRONTLINE  100ML SPRAY,
__import__.product_1171487,1171487,10.51,0,0.300,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_divers_para,purchase.route_warehouse0_buy,True,ALLERCALM 250ML,
__import__.product_1180454,1180454,3.49,0,0.210,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_mat_conso,purchase.route_warehouse0_buy,True,COMPRESSE N-ST 08PL 10x10 PAR 100,__setup__.product_price_category_gma
__import__.product_1181163,1181163,1.84,0,0.130,product.product_uom_unit,product.product_uom_unit,,none,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_mat_conso,purchase.route_warehouse0_buy,True,"COMPRESSE N-ST 08PL 07,5x07,5 PAR 100",__setup__.product_price_category_gma
__import__.product_1183375,1183375,17.84,0,0.460,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antimicrobiens,purchase.route_warehouse0_buy,True,TENASAN LA 20% 250ML,
__import__.product_1190340,1190340,10.74,0,0.400,__setup__.product_uom_sac,__setup__.product_uom_sac,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_comp,purchase.route_warehouse0_buy,True,SHN DOG BABYDOG MILK  400GR,__setup__.product_price_category_alg
__import__.product_1193515,1193515,12.99,0,0.200,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_divers_veto,purchase.route_warehouse0_buy,True,FENYLBUTAZONE 20% 100ml,
__import__.product_1198068,1198068,9.16,0,0.070,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__temp__.product_categ_undefined,purchase.route_warehouse0_buy,True,HORSEMINTH TUBE 26GR,
__import__.product_1200060,1200060,11.28,0,0.480,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,__setup__.product_categ_ali_comp,purchase.route_warehouse0_buy,True,BABYCAT MILK 300gr,__setup__.product_price_category_alg
__import__.product_1202266,1202266,74.34,0,0.040,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_hormones,purchase.route_warehouse0_buy,True,STIMUFOL 1FL+SOLVANT,
__import__.product_1202787,1202787,6.17,0,0.060,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antimicrobiens,purchase.route_warehouse0_buy,True,AMPI-DRY 3 G,
__import__.product_1202886,1202886,29.18,0,0.170,product.product_uom_unit,product.product_uom_unit,,lot,l10n_be.1_attn_VAT-OUT-06-L,l10n_be.1_attn_VAT-IN-V81-06,__setup__.product_categ_antimicrobiens,purchase.route_warehouse0_buy,True,COLIVET 150MG 100 BOLI,
