id,itinerary_id/id,sequence,partner_id/id
__demo__.deliveryitineraryposition37_43,__demo__.deliveryitinerary37_6000,43,__import__.customer_6781
__demo__.deliveryitineraryposition37_44,__demo__.deliveryitinerary37_6000,44,__import__.customer_2483
__demo__.deliveryitineraryposition37_45,__demo__.deliveryitinerary37_6000,45,__import__.customer_1773
__demo__.deliveryitineraryposition37_46,__demo__.deliveryitinerary37_6000,46,__import__.customer_5472
__demo__.deliveryitineraryposition37_47,__demo__.deliveryitinerary37_6000,47,__import__.customer_8411
__demo__.deliveryitineraryposition37_48,__demo__.deliveryitinerary37_6000,48,__import__.customer_4430
__demo__.deliveryitineraryposition37_49,__demo__.deliveryitinerary37_6000,49,__import__.customer_4822
__demo__.deliveryitineraryposition37_50,__demo__.deliveryitinerary37_6000,50,__import__.customer_316
__demo__.deliveryitineraryposition37_51,__demo__.deliveryitinerary37_6000,51,__import__.customer_3660
__demo__.deliveryitineraryposition37_52,__demo__.deliveryitinerary37_6000,52,__import__.customer_7927
__demo__.deliveryitineraryposition37_53,__demo__.deliveryitinerary37_6000,53,__import__.customer_8251
__demo__.deliveryitineraryposition37_54,__demo__.deliveryitinerary37_6000,54,__import__.customer_7691
__demo__.deliveryitineraryposition37_55,__demo__.deliveryitinerary37_6000,55,__import__.customer_7793
__demo__.deliveryitineraryposition37_56,__demo__.deliveryitinerary37_6000,56,__import__.customer_5682
__demo__.deliveryitineraryposition37_57,__demo__.deliveryitinerary37_6000,57,__import__.customer_3646
__demo__.deliveryitineraryposition37_58,__demo__.deliveryitinerary37_6000,58,__import__.customer_5186
__demo__.deliveryitineraryposition37_59,__demo__.deliveryitinerary37_6000,59,__import__.customer_7967
__demo__.deliveryitineraryposition37_60,__demo__.deliveryitinerary37_6000,60,__import__.customer_941
__demo__.deliveryitineraryposition37_61,__demo__.deliveryitinerary37_6000,61,__import__.customer_586
__demo__.deliveryitineraryposition37_62,__demo__.deliveryitinerary37_6000,62,__import__.customer_2460
__demo__.deliveryitineraryposition37_63,__demo__.deliveryitinerary37_6000,63,__import__.customer_8564
__demo__.deliveryitineraryposition37_64,__demo__.deliveryitinerary37_5000,64,__import__.customer_7459
__demo__.deliveryitineraryposition37_65,__demo__.deliveryitinerary37_5000,65,__import__.customer_8685
__demo__.deliveryitineraryposition37_66,__demo__.deliveryitinerary37_5000,66,__import__.customer_7384
__demo__.deliveryitineraryposition37_67,__demo__.deliveryitinerary37_5000,67,__import__.customer_8515
__demo__.deliveryitineraryposition37_68,__demo__.deliveryitinerary37_5000,68,__import__.customer_8890
__demo__.deliveryitineraryposition37_69,__demo__.deliveryitinerary37_6000,69,__import__.customer_7777
__demo__.deliveryitineraryposition37_70,__demo__.deliveryitinerary37_6000,70,__import__.customer_546
__demo__.deliveryitineraryposition37_71,__demo__.deliveryitinerary37_4000,71,__import__.customer_7966
__demo__.deliveryitineraryposition37_72,__demo__.deliveryitinerary37_4000,72,__import__.customer_4949
__demo__.deliveryitineraryposition37_73,__demo__.deliveryitinerary37_4000,73,__import__.customer_3412
__demo__.deliveryitineraryposition37_74,__demo__.deliveryitinerary37_4000,74,__import__.customer_5543
__demo__.deliveryitineraryposition37_75,__demo__.deliveryitinerary37_4000,75,__import__.customer_7880
__demo__.deliveryitineraryposition37_76,__demo__.deliveryitinerary37_4000,76,__import__.customer_280
__demo__.deliveryitineraryposition37_77,__demo__.deliveryitinerary37_4000,77,__import__.customer_1424
__demo__.deliveryitineraryposition37_78,__demo__.deliveryitinerary37_4000,78,__import__.customer_7973
__demo__.deliveryitineraryposition37_79,__demo__.deliveryitinerary37_4000,79,__import__.customer_6772
__demo__.deliveryitineraryposition37_80,__demo__.deliveryitinerary37_6000,80,__import__.customer_3568
__demo__.deliveryitineraryposition37_81,__demo__.deliveryitinerary37_6000,81,__import__.customer_9017
__demo__.deliveryitineraryposition37_82,__demo__.deliveryitinerary37_6000,82,__import__.customer_1583
__demo__.deliveryitineraryposition37_83,__demo__.deliveryitinerary37_6000,83,__import__.customer_699
__demo__.deliveryitineraryposition37_84,__demo__.deliveryitinerary37_6000,84,__import__.customer_4990
__demo__.deliveryitineraryposition37_85,__demo__.deliveryitinerary37_6000,85,__import__.customer_4591
__demo__.deliveryitineraryposition42_1,__demo__.deliveryitinerary42_5000,1,__import__.customer_4664
__demo__.deliveryitineraryposition42_2,__demo__.deliveryitinerary42_5000,2,__import__.customer_8924
__demo__.deliveryitineraryposition42_3,__demo__.deliveryitinerary42_5000,3,__import__.customer_2176
__demo__.deliveryitineraryposition42_4,__demo__.deliveryitinerary42_5000,4,__import__.customer_8766
__demo__.deliveryitineraryposition42_5,__demo__.deliveryitinerary42_5000,5,__import__.customer_1256
__demo__.deliveryitineraryposition42_6,__demo__.deliveryitinerary42_5000,6,__import__.customer_6907
__demo__.deliveryitineraryposition42_7,__demo__.deliveryitinerary42_5000,7,__import__.customer_8953
__demo__.deliveryitineraryposition42_8,__demo__.deliveryitinerary42_5000,8,__import__.customer_8793
__demo__.deliveryitineraryposition42_9,__demo__.deliveryitinerary42_5000,9,__import__.customer_5518
__demo__.deliveryitineraryposition42_10,__demo__.deliveryitinerary42_5000,10,__import__.customer_3389
__demo__.deliveryitineraryposition42_11,__demo__.deliveryitinerary42_5000,11,__import__.customer_3709
__demo__.deliveryitineraryposition42_12,__demo__.deliveryitinerary42_5000,12,__import__.customer_4653
__demo__.deliveryitineraryposition42_13,__demo__.deliveryitinerary42_5000,13,__import__.customer_6891
__demo__.deliveryitineraryposition42_14,__demo__.deliveryitinerary42_5000,14,__import__.customer_5548
__demo__.deliveryitineraryposition42_15,__demo__.deliveryitinerary42_5000,15,__import__.customer_8382
__demo__.deliveryitineraryposition42_16,__demo__.deliveryitinerary42_5000,16,__import__.customer_4862
__demo__.deliveryitineraryposition42_17,__demo__.deliveryitinerary42_5000,17,__import__.customer_8676
__demo__.deliveryitineraryposition42_18,__demo__.deliveryitinerary42_5000,18,__import__.customer_8859
__demo__.deliveryitineraryposition42_19,__demo__.deliveryitinerary42_5000,19,__import__.customer_8865
__demo__.deliveryitineraryposition42_20,__demo__.deliveryitinerary42_5000,20,__import__.customer_8126
__demo__.deliveryitineraryposition42_21,__demo__.deliveryitinerary42_5000,21,__import__.customer_3102
__demo__.deliveryitineraryposition42_22,__demo__.deliveryitinerary42_5000,22,__import__.customer_8389
__demo__.deliveryitineraryposition42_23,__demo__.deliveryitinerary42_5000,23,__import__.customer_8261
__demo__.deliveryitineraryposition42_24,__demo__.deliveryitinerary42_5000,24,__import__.customer_4028
__demo__.deliveryitineraryposition42_25,__demo__.deliveryitinerary42_5000,25,__import__.customer_4046
__demo__.deliveryitineraryposition42_26,__demo__.deliveryitinerary42_5000,26,__import__.customer_4047
__demo__.deliveryitineraryposition42_27,__demo__.deliveryitinerary42_5000,27,__import__.customer_8509
__demo__.deliveryitineraryposition42_28,__demo__.deliveryitinerary42_5000,28,__import__.customer_2363
__demo__.deliveryitineraryposition42_29,__demo__.deliveryitinerary42_5000,29,__import__.customer_726
__demo__.deliveryitineraryposition42_30,__demo__.deliveryitinerary42_5000,30,__import__.customer_7325
__demo__.deliveryitineraryposition42_31,__demo__.deliveryitinerary42_5000,31,__import__.customer_271
__demo__.deliveryitineraryposition42_32,__demo__.deliveryitinerary42_5000,32,__import__.customer_7817
__demo__.deliveryitineraryposition42_33,__demo__.deliveryitinerary42_5000,33,__import__.customer_9032
__demo__.deliveryitineraryposition42_35,__demo__.deliveryitinerary42_5000,35,__import__.customer_8581
__demo__.deliveryitineraryposition42_36,__demo__.deliveryitinerary42_5000,36,__import__.customer_5465
__demo__.deliveryitineraryposition42_37,__demo__.deliveryitinerary42_5000,37,__import__.customer_733
__demo__.deliveryitineraryposition42_38,__demo__.deliveryitinerary42_5000,38,__import__.customer_1200
__demo__.deliveryitineraryposition42_39,__demo__.deliveryitinerary42_5000,39,__import__.customer_5489
__demo__.deliveryitineraryposition42_40,__demo__.deliveryitinerary42_5000,40,__import__.customer_5488
__demo__.deliveryitineraryposition42_41,__demo__.deliveryitinerary42_5000,41,__import__.customer_5490
__demo__.deliveryitineraryposition42_42,__demo__.deliveryitinerary42_5000,42,__import__.customer_905
__demo__.deliveryitineraryposition42_43,__demo__.deliveryitinerary42_5000,43,__import__.customer_7319
__demo__.deliveryitineraryposition42_44,__demo__.deliveryitinerary42_5000,44,__import__.customer_3718
__demo__.deliveryitineraryposition42_45,__demo__.deliveryitinerary42_5000,45,__import__.customer_5361
__demo__.deliveryitineraryposition42_46,__demo__.deliveryitinerary42_5000,46,__import__.customer_5630
__demo__.deliveryitineraryposition42_47,__demo__.deliveryitinerary42_5000,47,__import__.customer_4320
__demo__.deliveryitineraryposition42_48,__demo__.deliveryitinerary42_5000,48,__import__.customer_8563
__demo__.deliveryitineraryposition42_2760,__demo__.deliveryitinerary42_5000,2760,__import__.customer_7197
__demo__.deliveryitineraryposition42_2762,__demo__.deliveryitinerary42_5000,2762,__import__.customer_7197
__demo__.deliveryitineraryposition45_1,__demo__.deliveryitinerary45_7000,1,__import__.customer_4239
__demo__.deliveryitineraryposition45_2,__demo__.deliveryitinerary45_7000,2,__import__.customer_5454
__demo__.deliveryitineraryposition45_3,__demo__.deliveryitinerary45_7000,3,__import__.customer_4216
__demo__.deliveryitineraryposition45_4,__demo__.deliveryitinerary45_7000,4,__import__.customer_4177
__demo__.deliveryitineraryposition45_5,__demo__.deliveryitinerary45_7000,5,__import__.customer_8505
__demo__.deliveryitineraryposition45_6,__demo__.deliveryitinerary45_7000,6,__import__.customer_4175
__demo__.deliveryitineraryposition45_7,__demo__.deliveryitinerary45_7000,7,__import__.customer_7824
__demo__.deliveryitineraryposition45_8,__demo__.deliveryitinerary45_7000,8,__import__.customer_6812
__demo__.deliveryitineraryposition45_9,__demo__.deliveryitinerary45_7000,9,__import__.customer_5763
__demo__.deliveryitineraryposition45_10,__demo__.deliveryitinerary45_7000,10,__import__.customer_4139
__demo__.deliveryitineraryposition45_11,__demo__.deliveryitinerary45_7000,11,__import__.customer_2880
__demo__.deliveryitineraryposition45_12,__demo__.deliveryitinerary45_7000,12,__import__.customer_8873
__demo__.deliveryitineraryposition45_13,__demo__.deliveryitinerary45_7000,13,__import__.customer_3852
__demo__.deliveryitineraryposition45_14,__demo__.deliveryitinerary45_7000,14,__import__.customer_4319
__demo__.deliveryitineraryposition45_15,__demo__.deliveryitinerary45_7000,15,__import__.customer_1034
__demo__.deliveryitineraryposition45_16,__demo__.deliveryitinerary45_7000,16,__import__.customer_2391
__demo__.deliveryitineraryposition45_17,__demo__.deliveryitinerary45_7000,17,__import__.customer_4250
__demo__.deliveryitineraryposition45_18,__demo__.deliveryitinerary45_7000,18,__import__.customer_4186
__demo__.deliveryitineraryposition45_19,__demo__.deliveryitinerary45_7000,19,__import__.customer_7813
__demo__.deliveryitineraryposition45_20,__demo__.deliveryitinerary45_7000,20,__import__.customer_3989
__demo__.deliveryitineraryposition45_21,__demo__.deliveryitinerary45_7000,21,__import__.customer_3468
__demo__.deliveryitineraryposition45_22,__demo__.deliveryitinerary45_7000,22,__import__.customer_2634
__demo__.deliveryitineraryposition45_23,__demo__.deliveryitinerary45_7000,23,__import__.customer_4945
__demo__.deliveryitineraryposition45_24,__demo__.deliveryitinerary45_7000,24,__import__.customer_5287
__demo__.deliveryitineraryposition45_25,__demo__.deliveryitinerary45_7000,25,__import__.customer_3276
__demo__.deliveryitineraryposition45_26,__demo__.deliveryitinerary45_7000,26,__import__.customer_4946
__demo__.deliveryitineraryposition45_27,__demo__.deliveryitinerary45_7000,27,__import__.customer_7364
__demo__.deliveryitineraryposition45_28,__demo__.deliveryitinerary45_7000,28,__import__.customer_4993
__demo__.deliveryitineraryposition45_29,__demo__.deliveryitinerary45_7000,29,__import__.customer_3819
__demo__.deliveryitineraryposition45_30,__demo__.deliveryitinerary45_7000,30,__import__.customer_6734
__demo__.deliveryitineraryposition45_31,__demo__.deliveryitinerary45_7000,31,__import__.customer_7327
__demo__.deliveryitineraryposition45_32,__demo__.deliveryitinerary45_7000,32,__import__.customer_347
__demo__.deliveryitineraryposition45_33,__demo__.deliveryitinerary45_7000,33,__import__.customer_5732
__demo__.deliveryitineraryposition45_34,__demo__.deliveryitinerary45_7000,34,__import__.customer_4162
__demo__.deliveryitineraryposition45_35,__demo__.deliveryitinerary45_7000,35,__import__.customer_4164
__demo__.deliveryitineraryposition45_36,__demo__.deliveryitinerary45_7000,36,__import__.customer_5436
__demo__.deliveryitineraryposition45_37,__demo__.deliveryitinerary45_7000,37,__import__.customer_6531
__demo__.deliveryitineraryposition45_38,__demo__.deliveryitinerary45_7000,38,__import__.customer_8573
__demo__.deliveryitineraryposition45_39,__demo__.deliveryitinerary45_7000,39,__import__.customer_3739
__demo__.deliveryitineraryposition45_40,__demo__.deliveryitinerary45_7000,40,__import__.customer_8189
__demo__.deliveryitineraryposition45_41,__demo__.deliveryitinerary45_7000,41,__import__.customer_4220
__demo__.deliveryitineraryposition45_42,__demo__.deliveryitinerary45_7000,42,__import__.customer_8939
__demo__.deliveryitineraryposition45_43,__demo__.deliveryitinerary45_7000,43,__import__.customer_4214
__demo__.deliveryitineraryposition45_44,__demo__.deliveryitinerary45_7000,44,__import__.customer_7049
__demo__.deliveryitineraryposition45_45,__demo__.deliveryitinerary45_7000,45,__import__.customer_3528
__demo__.deliveryitineraryposition45_46,__demo__.deliveryitinerary45_7000,46,__import__.customer_4192
__demo__.deliveryitineraryposition45_47,__demo__.deliveryitinerary45_7000,47,__import__.customer_7962
__demo__.deliveryitineraryposition45_48,__demo__.deliveryitinerary45_7000,48,__import__.customer_7654
__demo__.deliveryitineraryposition45_49,__demo__.deliveryitinerary45_7000,49,__import__.customer_4692
__demo__.deliveryitineraryposition45_50,__demo__.deliveryitinerary45_7000,50,__import__.customer_4134
__demo__.deliveryitineraryposition45_51,__demo__.deliveryitinerary45_7000,51,__import__.customer_5098
__demo__.deliveryitineraryposition45_52,__demo__.deliveryitinerary45_7000,52,__import__.customer_3667
__demo__.deliveryitineraryposition45_54,__demo__.deliveryitinerary45_7000,54,__import__.customer_9029
__demo__.deliveryitineraryposition45_55,__demo__.deliveryitinerary45_7000,55,__import__.customer_4159
__demo__.deliveryitineraryposition46_1,__demo__.deliveryitinerary46_7000,1,__import__.customer_552
__demo__.deliveryitineraryposition46_2,__demo__.deliveryitinerary46_7000,2,__import__.customer_8155
__demo__.deliveryitineraryposition46_3,__demo__.deliveryitinerary46_7000,3,__import__.customer_849
__demo__.deliveryitineraryposition46_4,__demo__.deliveryitinerary46_7000,4,__import__.customer_2022
__demo__.deliveryitineraryposition46_5,__demo__.deliveryitinerary46_7000,5,__import__.customer_908
__demo__.deliveryitineraryposition46_6,__demo__.deliveryitinerary46_7000,6,__import__.customer_5964
__demo__.deliveryitineraryposition46_7,__demo__.deliveryitinerary46_7000,7,__import__.customer_2640
__demo__.deliveryitineraryposition46_8,__demo__.deliveryitinerary46_7000,8,__import__.customer_2383
__demo__.deliveryitineraryposition46_9,__demo__.deliveryitinerary46_7000,9,__import__.customer_7070
__demo__.deliveryitineraryposition46_10,__demo__.deliveryitinerary46_7000,10,__import__.customer_4209
__demo__.deliveryitineraryposition46_11,__demo__.deliveryitinerary46_7000,11,__import__.customer_3305
__demo__.deliveryitineraryposition46_12,__demo__.deliveryitinerary46_7000,12,__import__.customer_4249
__demo__.deliveryitineraryposition46_13,__demo__.deliveryitinerary46_7000,13,__import__.customer_7936
__demo__.deliveryitineraryposition46_14,__demo__.deliveryitinerary46_7000,14,__import__.customer_6988
__demo__.deliveryitineraryposition46_15,__demo__.deliveryitinerary46_7000,15,__import__.customer_4237
__demo__.deliveryitineraryposition46_16,__demo__.deliveryitinerary46_7000,16,__import__.customer_6802
__demo__.deliveryitineraryposition46_17,__demo__.deliveryitinerary46_7000,17,__import__.customer_7043
__demo__.deliveryitineraryposition46_18,__demo__.deliveryitinerary46_7000,18,__import__.customer_1649
__demo__.deliveryitineraryposition46_19,__demo__.deliveryitinerary46_7000,19,__import__.customer_8205
__demo__.deliveryitineraryposition46_20,__demo__.deliveryitinerary46_7000,20,__import__.customer_4106
__demo__.deliveryitineraryposition46_21,__demo__.deliveryitinerary46_7000,21,__import__.customer_326
__demo__.deliveryitineraryposition46_22,__demo__.deliveryitinerary46_7000,22,__import__.customer_4928
__demo__.deliveryitineraryposition46_23,__demo__.deliveryitinerary46_7000,23,__import__.customer_7461
__demo__.deliveryitineraryposition46_24,__demo__.deliveryitinerary46_7000,24,__import__.customer_3548
__demo__.deliveryitineraryposition46_25,__demo__.deliveryitinerary46_7000,25,__import__.customer_1743
__demo__.deliveryitineraryposition46_26,__demo__.deliveryitinerary46_7000,26,__import__.customer_8461
__demo__.deliveryitineraryposition46_27,__demo__.deliveryitinerary46_6000,27,__import__.customer_5419
__demo__.deliveryitineraryposition46_28,__demo__.deliveryitinerary46_6000,28,__import__.customer_1314
__demo__.deliveryitineraryposition46_29,__demo__.deliveryitinerary46_6000,29,__import__.customer_4208
__demo__.deliveryitineraryposition46_30,__demo__.deliveryitinerary46_6000,30,__import__.customer_4460
__demo__.deliveryitineraryposition46_31,__demo__.deliveryitinerary46_6000,31,__import__.customer_728
__demo__.deliveryitineraryposition46_32,__demo__.deliveryitinerary46_6000,32,__import__.customer_8656
__demo__.deliveryitineraryposition46_33,__demo__.deliveryitinerary46_6000,33,__import__.customer_2881
__demo__.deliveryitineraryposition46_34,__demo__.deliveryitinerary46_6000,34,__import__.customer_5846
__demo__.deliveryitineraryposition46_35,__demo__.deliveryitinerary46_6000,35,__import__.customer_1304
__demo__.deliveryitineraryposition46_36,__demo__.deliveryitinerary46_6000,36,__import__.customer_8912
__demo__.deliveryitineraryposition46_37,__demo__.deliveryitinerary46_6000,37,__import__.customer_4874
__demo__.deliveryitineraryposition46_38,__demo__.deliveryitinerary46_6000,38,__import__.customer_8367
__demo__.deliveryitineraryposition46_39,__demo__.deliveryitinerary46_6000,39,__import__.customer_5549
__demo__.deliveryitineraryposition46_40,__demo__.deliveryitinerary46_6000,40,__import__.customer_1329
__demo__.deliveryitineraryposition46_41,__demo__.deliveryitinerary46_6000,41,__import__.customer_5181
__demo__.deliveryitineraryposition46_42,__demo__.deliveryitinerary46_6000,42,__import__.customer_6787
__demo__.deliveryitineraryposition46_43,__demo__.deliveryitinerary46_6000,43,__import__.customer_7180
__demo__.deliveryitineraryposition46_44,__demo__.deliveryitinerary46_6000,44,__import__.customer_8554
__demo__.deliveryitineraryposition46_45,__demo__.deliveryitinerary46_6000,45,__import__.customer_5746
__demo__.deliveryitineraryposition46_46,__demo__.deliveryitinerary46_6000,46,__import__.customer_7495
__demo__.deliveryitineraryposition46_47,__demo__.deliveryitinerary46_6000,47,__import__.customer_4217
__demo__.deliveryitineraryposition46_48,__demo__.deliveryitinerary46_6000,48,__import__.customer_8556
__demo__.deliveryitineraryposition46_49,__demo__.deliveryitinerary46_6000,49,__import__.customer_7392
__demo__.deliveryitineraryposition46_50,__demo__.deliveryitinerary46_6000,50,__import__.customer_457
__demo__.deliveryitineraryposition46_51,__demo__.deliveryitinerary46_6000,51,__import__.customer_1533
__demo__.deliveryitineraryposition46_52,__demo__.deliveryitinerary46_7000,52,__import__.customer_367
__demo__.deliveryitineraryposition46_53,__demo__.deliveryitinerary46_7000,53,__import__.customer_1777
__demo__.deliveryitineraryposition46_54,__demo__.deliveryitinerary46_7000,54,__import__.customer_720
__demo__.deliveryitineraryposition46_55,__demo__.deliveryitinerary46_7000,55,__import__.customer_1077
__demo__.deliveryitineraryposition46_56,__demo__.deliveryitinerary46_7000,56,__import__.customer_3630
__demo__.deliveryitineraryposition46_57,__demo__.deliveryitinerary46_7000,57,__import__.customer_8606
__demo__.deliveryitineraryposition46_58,__demo__.deliveryitinerary46_7000,58,__import__.customer_3382
__demo__.deliveryitineraryposition46_59,__demo__.deliveryitinerary46_7000,59,__import__.customer_1368
__demo__.deliveryitineraryposition46_60,__demo__.deliveryitinerary46_7000,60,__import__.customer_483
__demo__.deliveryitineraryposition46_61,__demo__.deliveryitinerary46_7000,61,__import__.customer_7217
__demo__.deliveryitineraryposition46_62,__demo__.deliveryitinerary46_7000,62,__import__.customer_5429
__demo__.deliveryitineraryposition46_63,__demo__.deliveryitinerary46_7000,63,__import__.customer_5514
__demo__.deliveryitineraryposition47_1,__demo__.deliveryitinerary47_7000,1,__import__.customer_42
__demo__.deliveryitineraryposition47_2,__demo__.deliveryitinerary47_7000,2,__import__.customer_7644
__demo__.deliveryitineraryposition47_3,__demo__.deliveryitinerary47_7000,3,__import__.customer_8247
__demo__.deliveryitineraryposition47_4,__demo__.deliveryitinerary47_7000,4,__import__.customer_7612
__demo__.deliveryitineraryposition47_5,__demo__.deliveryitinerary47_7000,5,__import__.customer_4142
__demo__.deliveryitineraryposition47_6,__demo__.deliveryitinerary47_7000,6,__import__.customer_45
__demo__.deliveryitineraryposition47_7,__demo__.deliveryitinerary47_7000,7,__import__.customer_8282
__demo__.deliveryitineraryposition47_8,__demo__.deliveryitinerary47_7000,8,__import__.customer_5179
__demo__.deliveryitineraryposition47_9,__demo__.deliveryitinerary47_7000,9,__import__.customer_4244
__demo__.deliveryitineraryposition47_10,__demo__.deliveryitinerary47_7000,10,__import__.customer_4113
__demo__.deliveryitineraryposition47_11,__demo__.deliveryitinerary47_7000,11,__import__.customer_8893
__demo__.deliveryitineraryposition47_12,__demo__.deliveryitinerary47_7000,12,__import__.customer_283
__demo__.deliveryitineraryposition47_13,__demo__.deliveryitinerary47_7000,13,__import__.customer_5837
__demo__.deliveryitineraryposition47_14,__demo__.deliveryitinerary47_7000,14,__import__.customer_9005
__demo__.deliveryitineraryposition47_15,__demo__.deliveryitinerary47_7000,15,__import__.customer_6949
__demo__.deliveryitineraryposition47_16,__demo__.deliveryitinerary47_7000,16,__import__.customer_4187
__demo__.deliveryitineraryposition47_17,__demo__.deliveryitinerary47_7000,17,__import__.customer_3507
__demo__.deliveryitineraryposition47_18,__demo__.deliveryitinerary47_7000,18,__import__.customer_6189
__demo__.deliveryitineraryposition47_20,__demo__.deliveryitinerary47_7000,20,__import__.customer_4331
__demo__.deliveryitineraryposition47_21,__demo__.deliveryitinerary47_7000,21,__import__.customer_8995
__demo__.deliveryitineraryposition47_22,__demo__.deliveryitinerary47_7000,22,__import__.customer_1083
__demo__.deliveryitineraryposition47_23,__demo__.deliveryitinerary47_7000,23,__import__.customer_4137
__demo__.deliveryitineraryposition47_24,__demo__.deliveryitinerary47_7000,24,__import__.customer_4589
__demo__.deliveryitineraryposition47_25,__demo__.deliveryitinerary47_7000,25,__import__.customer_4185
__demo__.deliveryitineraryposition47_26,__demo__.deliveryitinerary47_7000,26,__import__.customer_5345
__demo__.deliveryitineraryposition47_27,__demo__.deliveryitinerary47_7000,27,__import__.customer_8365
__demo__.deliveryitineraryposition47_28,__demo__.deliveryitinerary47_7000,28,__import__.customer_8798
__demo__.deliveryitineraryposition47_29,__demo__.deliveryitinerary47_7000,29,__import__.customer_4140
__demo__.deliveryitineraryposition47_30,__demo__.deliveryitinerary47_7000,30,__import__.customer_8877
__demo__.deliveryitineraryposition47_31,__demo__.deliveryitinerary47_7000,31,__import__.customer_3527
__demo__.deliveryitineraryposition47_32,__demo__.deliveryitinerary47_7000,32,__import__.customer_3253
__demo__.deliveryitineraryposition47_33,__demo__.deliveryitinerary47_7000,33,__import__.customer_8918
__demo__.deliveryitineraryposition47_34,__demo__.deliveryitinerary47_7000,34,__import__.customer_7851
__demo__.deliveryitineraryposition47_35,__demo__.deliveryitinerary47_7000,35,__import__.customer_8466
