id,location_id/id,product_qty,product_id/id,prod_lot_id/id
__import__.stock_inventory_line_EU1605_6757342,__import__.location_loc_GD04A3,33,__import__.product_6757342,__import__.stock_production_lot_EU1605_6757342
__import__.stock_inventory_line_E241A02_0125732,__import__.location_loc_GI11B3,103,__import__.product_0125732,__import__.stock_production_lot_E241A02_0125732
__import__.stock_inventory_line_E245A08_0125732,__import__.location_loc_GI11B3,2150,__import__.product_0125732,__import__.stock_production_lot_E245A08_0125732
__import__.stock_inventory_line_E363A01_1791698,__import__.location_loc_GGU405,6,__import__.product_1791698,__import__.stock_production_lot_E363A01_1791698
__import__.stock_inventory_line_E365A01_0660946,__import__.location_loc_GF14F3,12,__import__.product_0660946,__import__.stock_production_lot_E365A01_0660946
__import__.stock_inventory_line_E365A02_0660946,__import__.location_loc_GF14F3,70,__import__.product_0660946,__import__.stock_production_lot_E365A02_0660946
__import__.stock_inventory_line_E718A01_1009809,__import__.location_loc_GBM507,20,__import__.product_1009809,__import__.stock_production_lot_E718A01_1009809
__import__.stock_inventory_line_E739A06_1009809,__import__.location_loc_GBM507,36,__import__.product_1009809,__import__.stock_production_lot_E739A06_1009809
__import__.stock_inventory_line_F1711003_5192007,__import__.location_loc_GD22E7,12,__import__.product_5192007,__import__.stock_production_lot_F1711003_5192007
__import__.stock_inventory_line_G0320_1013192,__import__.location_loc_GK04A4,5,__import__.product_1013192,__import__.stock_production_lot_G0320_1013192
__import__.stock_inventory_line_H20303B11_1013481,__import__.location_loc_GBS204,48,__import__.product_1013481,__import__.stock_production_lot_H20303B11_1013481
__import__.stock_inventory_line_J1380225_0428060,__import__.location_loc_GBV302,8,__import__.product_0428060,__import__.stock_production_lot_J1380225_0428060
__import__.stock_inventory_line_J1380226_0428060,__import__.location_loc_GBV302,89,__import__.product_0428060,__import__.stock_production_lot_J1380226_0428060
__import__.stock_inventory_line_J32472_3254588,__import__.location_loc_GBK409,213,__import__.product_3254588,__import__.stock_production_lot_J32472_3254588
__import__.stock_inventory_line_J6F2080LX_8008337,__import__.location_loc_GGC404,1,__import__.product_8008337,__import__.stock_production_lot_J6F2080LX_8008337
__import__.stock_inventory_line_J6M1313LX_8008337,__import__.location_loc_GGC404,37,__import__.product_8008337,__import__.stock_production_lot_J6M1313LX_8008337
__import__.stock_inventory_line_KKH237_8288928,__import__.location_loc_EXA600,51,__import__.product_8288928,__import__.stock_production_lot_KKH237_8288928
__import__.stock_inventory_line_KLJ544_8010469,__import__.location_loc_EXA600,13,__import__.product_8010469,__import__.stock_production_lot_KLJ544_8010469
__import__.stock_inventory_line_KP0BCJH_1357201,__import__.location_loc_GI13B1,543,__import__.product_1357201,__import__.stock_production_lot_KP0BCJH_1357201
__import__.stock_inventory_line_KP0BHZP_1357201,__import__.location_loc_GI13B1,780,__import__.product_1357201,__import__.stock_production_lot_KP0BHZP_1357201
__import__.stock_inventory_line_KP0BH56_0616300,__import__.location_loc_GBT117,13,__import__.product_0616300,__import__.stock_production_lot_KP0BH56_0616300
__import__.stock_inventory_line_KP0BJ5Z_1357219,__import__.location_loc_GBP411,959,__import__.product_1357219,__import__.stock_production_lot_KP0BJ5Z_1357219
__import__.stock_inventory_line_KP0BLLL_1122118,__import__.location_loc_GBT507,146,__import__.product_1122118,__import__.stock_production_lot_KP0BLLL_1122118
__import__.stock_inventory_line_KP0BSNL_2886943,__import__.location_loc_GBD313,326,__import__.product_2886943,__import__.stock_production_lot_KP0BSNL_2886943
__import__.stock_inventory_line_KP0BS41_1154590,__import__.location_loc_GBP101,10,__import__.product_1154590,__import__.stock_production_lot_KP0BS41_1154590
__import__.stock_inventory_line_KP0BS42_2065688,__import__.location_loc_GBC204,37,__import__.product_2065688,__import__.stock_production_lot_KP0BS42_2065688
__import__.stock_inventory_line_KP0BU3G_6260010,__import__.location_loc_GK12A4,19,__import__.product_6260010,__import__.stock_production_lot_KP0BU3G_6260010
__import__.stock_inventory_line_KP0BU7E_1088897,__import__.location_loc_GK14A3,26,__import__.product_1088897,__import__.stock_production_lot_KP0BU7E_1088897
__import__.stock_inventory_line_KP0BZL2_2087088,__import__.location_loc_GI05B4,376,__import__.product_2087088,__import__.stock_production_lot_KP0BZL2_2087088
__import__.stock_inventory_line_KP0C0ST_2656759,__import__.location_loc_GBY304,148,__import__.product_2656759,__import__.stock_production_lot_KP0C0ST_2656759
__import__.stock_inventory_line_KP0C11F_2890184,__import__.location_loc_GBA501,741,__import__.product_2890184,__import__.stock_production_lot_KP0C11F_2890184
__import__.stock_inventory_line_KP0C6BU_1154590,__import__.location_loc_GBP101,20,__import__.product_1154590,__import__.stock_production_lot_KP0C6BU_1154590
__import__.stock_inventory_line_KP0C86G_0029132,__import__.location_loc_GI11A1,6,__import__.product_0029132,__import__.stock_production_lot_KP0C86G_0029132
__import__.stock_inventory_line_K001_1202969,__import__.location_loc_GGL402,116,__import__.product_1202969,__import__.stock_production_lot_K001_1202969
__import__.stock_inventory_line_K1360528_1013390,__import__.location_loc_GBP211,154,__import__.product_1013390,__import__.stock_production_lot_K1360528_1013390
__import__.stock_inventory_line_LAH799_8010469,__import__.location_loc_EXA600,36,__import__.product_8010469,__import__.stock_production_lot_LAH799_8010469
__import__.stock_inventory_line_LC30657A_2932531,__import__.location_loc_GGU305,12,__import__.product_2932531,__import__.stock_production_lot_LC30657A_2932531
__import__.stock_inventory_line_LC30659A_2932531,__import__.location_loc_GGU305,3,__import__.product_2932531,__import__.stock_production_lot_LC30659A_2932531
__import__.stock_inventory_line_LE6040952_3127958,__import__.location_loc_GGG304,744,__import__.product_3127958,__import__.stock_production_lot_LE6040952_3127958
__import__.stock_inventory_line_LE6684304_3038825,__import__.location_loc_GE14C1,15,__import__.product_3038825,__import__.stock_production_lot_LE6684304_3038825
__import__.stock_inventory_line_L017_1389741,__import__.location_loc_GD28C6,10,__import__.product_1389741,__import__.stock_production_lot_L017_1389741
__import__.stock_inventory_line_L32540C_2959773,__import__.location_loc_GE20D5,10,__import__.product_2959773,__import__.stock_production_lot_L32540C_2959773
__import__.stock_inventory_line_L437855_1002021,__import__.location_loc_QAB410,3,__import__.product_1002021,__import__.stock_production_lot_L437855_1002021
__import__.stock_inventory_line_L438290_3424371,__import__.location_loc_QCE110,101,__import__.product_3424371,__import__.stock_production_lot_L438290_3424371
__import__.stock_inventory_line_L44244_6791675,__import__.location_loc_QDD420,4,__import__.product_6791675,__import__.stock_production_lot_L44244_6791675
__import__.stock_inventory_line_L442444_6791675,__import__.location_loc_QDD420,5,__import__.product_6791675,__import__.stock_production_lot_L442444_6791675
__import__.stock_inventory_line_L442567_2251841,__import__.location_loc_QCA320,80,__import__.product_2251841,__import__.stock_production_lot_L442567_2251841
__import__.stock_inventory_line_L443060_1203074,__import__.location_loc_QAB210,290,__import__.product_1203074,__import__.stock_production_lot_L443060_1203074
__import__.stock_inventory_line_L444353_2251874,__import__.location_loc_QCD320,70,__import__.product_2251874,__import__.stock_production_lot_L444353_2251874
__import__.stock_inventory_line_P098663_2761427,__import__.location_loc_GGM103,30,__import__.product_2761427,__import__.stock_production_lot_P098663_2761427
__import__.stock_inventory_line_P46417B16_5064464,__import__.location_loc_GC09E4,50,__import__.product_5064464,__import__.stock_production_lot_P46417B16_5064464
__import__.stock_inventory_line_P771292FR_6775630,__import__.location_loc_GE10B4,2,__import__.product_6775630,__import__.stock_production_lot_P771292FR_6775630
__import__.stock_inventory_line_QL06_5192761,__import__.location_loc_GBY205,7,__import__.product_5192761,__import__.stock_production_lot_QL06_5192761
__import__.stock_inventory_line_RXP0321AB_6891595,__import__.location_loc_GD04B6,5,__import__.product_6891595,__import__.stock_production_lot_RXP0321AB_6891595
__import__.stock_inventory_line_RXP0331AB_0676023,__import__.location_loc_GBG513,289,__import__.product_0676023,__import__.stock_production_lot_RXP0331AB_0676023
__import__.stock_inventory_line_RXR0392AB_6891595,__import__.location_loc_GD04B6,18,__import__.product_6891595,__import__.stock_production_lot_RXR0392AB_6891595
__import__.stock_inventory_line_SC0104_3109634,__import__.location_loc_GD17D6,16,__import__.product_3109634,__import__.stock_production_lot_SC0104_3109634
__import__.stock_inventory_line_S1P0541BA_0864066,__import__.location_loc_GBA515,265,__import__.product_0864066,__import__.stock_production_lot_S1P0541BA_0864066
__import__.stock_inventory_line_S1R0582BA_0864058,__import__.location_loc_GBD513,2,__import__.product_0864058,__import__.stock_production_lot_S1R0582BA_0864058
__import__.stock_inventory_line_S1R0582DA_0864058,__import__.location_loc_GBD513,201,__import__.product_0864058,__import__.stock_production_lot_S1R0582DA_0864058
__import__.stock_inventory_line_S82455_2853240,__import__.location_loc_GD12B3,1167,__import__.product_2853240,__import__.stock_production_lot_S82455_2853240
__import__.stock_inventory_line_U036A02_3103801,__import__.location_loc_GC10C1,329,__import__.product_3103801,__import__.stock_production_lot_U036A02_3103801
__import__.stock_inventory_line_U111A03_3103892,__import__.location_loc_GBM517,119,__import__.product_3103892,__import__.stock_production_lot_U111A03_3103892
__import__.stock_inventory_line_U118A01_3103892,__import__.location_loc_GBM517,470,__import__.product_3103892,__import__.stock_production_lot_U118A01_3103892
__import__.stock_inventory_line_U136A01_3103884,__import__.location_loc_GBK505,965,__import__.product_3103884,__import__.stock_production_lot_U136A01_3103884
__import__.stock_inventory_line_U369A01_3103819,__import__.location_loc_GBX413,1085,__import__.product_3103819,__import__.stock_production_lot_U369A01_3103819
__import__.stock_inventory_line_U447A02_3103850,__import__.location_loc_GBH404,154,__import__.product_3103850,__import__.stock_production_lot_U447A02_3103850
__import__.stock_inventory_line_U554A02_3103850,__import__.location_loc_GBH404,670,__import__.product_3103850,__import__.stock_production_lot_U554A02_3103850
__import__.stock_inventory_line_XD130_1384726,__import__.location_loc_GF24E7,1,__import__.product_1384726,__import__.stock_production_lot_XD130_1384726
__import__.stock_inventory_line_YAN09801_2690071,__import__.location_loc_GAI110,864,__import__.product_2690071,__import__.stock_production_lot_YAN09801_2690071
__import__.stock_inventory_line_YAP17701_6350319,__import__.location_loc_QMA120,118,__import__.product_6350319,__import__.stock_production_lot_YAP17701_6350319
__import__.stock_inventory_line_ZAP00401_6350319,__import__.location_loc_QMA120,60,__import__.product_6350319,__import__.stock_production_lot_ZAP00401_6350319
__import__.stock_inventory_line_Z75J193B_4373726,__import__.location_loc_GGH405,32,__import__.product_4373726,__import__.stock_production_lot_Z75J193B_4373726
__import__.stock_inventory_line_Z75J308F_4373726,__import__.location_loc_GGH405,408,__import__.product_4373726,__import__.stock_production_lot_Z75J308F_4373726
__import__.stock_inventory_line_0151592_1193515,__import__.location_loc_QKA210,269,__import__.product_1193515,__import__.stock_production_lot_0151592_1193515
__import__.stock_inventory_line_0160140_8270095,__import__.location_loc_GGL106,368,__import__.product_8270095,__import__.stock_production_lot_0160140_8270095
__import__.stock_inventory_line_0170057_8270053,__import__.location_loc_GGE403,10,__import__.product_8270053,__import__.stock_production_lot_0170057_8270053
__import__.stock_inventory_line_0170385_6722214,__import__.location_loc_GD03B3,46,__import__.product_6722214,__import__.stock_production_lot_0170385_6722214
__import__.stock_inventory_line_0170996_8270104,__import__.location_loc_GGL304,93,__import__.product_8270104,__import__.stock_production_lot_0170996_8270104
__import__.stock_inventory_line_04415C_8044787,__import__.location_loc_GAB120,12,__import__.product_8044787,__import__.stock_production_lot_04415C_8044787
__import__.stock_inventory_line_090534_2081784,__import__.location_loc_GF12F4,85,__import__.product_2081784,__import__.stock_production_lot_090534_2081784
__import__.stock_inventory_line_092978_1421825,__import__.location_loc_GBM305,181,__import__.product_1421825,__import__.stock_production_lot_092978_1421825
__import__.stock_inventory_line_097545_2761435,__import__.location_loc_GC30A1,21,__import__.product_2761435,__import__.stock_production_lot_097545_2761435
__import__.stock_inventory_line_098663099294_2761427,__import__.location_loc_GGM103,15,__import__.product_2761427,__import__.stock_production_lot_098663099294_2761427
__import__.stock_inventory_line_099520_2761435,__import__.location_loc_GC30A1,20,__import__.product_2761435,__import__.stock_production_lot_099520_2761435
__import__.stock_inventory_line_104964_6655541,__import__.location_loc_GE14D2,3,__import__.product_6655541,__import__.stock_production_lot_104964_6655541
__import__.stock_inventory_line_111161286_6819273,__import__.location_loc_QCD420,30,__import__.product_6819273,__import__.stock_production_lot_111161286_6819273
__import__.stock_inventory_line_11116186_6819273,__import__.location_loc_QCD420,20,__import__.product_6819273,__import__.stock_production_lot_11116186_6819273
__import__.stock_inventory_line_1212001_2829695,__import__.location_loc_GE08C3,8,__import__.product_2829695,__import__.stock_production_lot_1212001_2829695
__import__.stock_inventory_line_1212012_2829752,__import__.location_loc_GC21B1,27,__import__.product_2829752,__import__.stock_production_lot_1212012_2829752
__import__.stock_inventory_line_1212023_2829737,__import__.location_loc_GC26C1,20,__import__.product_2829737,__import__.stock_production_lot_1212023_2829737
__import__.stock_inventory_line_1324582_2829703,__import__.location_loc_GC20D2,32,__import__.product_2829703,__import__.stock_production_lot_1324582_2829703
__import__.stock_inventory_line_139782_2657393,__import__.location_loc_GBK411,41,__import__.product_2657393,__import__.stock_production_lot_139782_2657393
__import__.stock_inventory_line_1412942_5471516,__import__.location_loc_GL14B5,83,__import__.product_5471516,__import__.stock_production_lot_1412942_5471516
__import__.stock_inventory_line_1413069_5471625,__import__.location_loc_GE26A4,172,__import__.product_5471625,__import__.stock_production_lot_1413069_5471625
__import__.stock_inventory_line_1413074_5471516,__import__.location_loc_GL14B5,83,__import__.product_5471516,__import__.stock_production_lot_1413074_5471516
__import__.stock_inventory_line_1413570_5471816,__import__.location_loc_GE04B4,236,__import__.product_5471816,__import__.stock_production_lot_1413570_5471816
__import__.stock_inventory_line_1413689_5471816,__import__.location_loc_GE04B4,320,__import__.product_5471816,__import__.stock_production_lot_1413689_5471816
__import__.stock_inventory_line_15G012_2561165,__import__.location_loc_GGH406,24,__import__.product_2561165,__import__.stock_production_lot_15G012_2561165
__import__.stock_inventory_line_15L02_1761865,__import__.location_loc_GGL502,396,__import__.product_1761865,__import__.stock_production_lot_15L02_1761865
__import__.stock_inventory_line_1505_1118876,__import__.location_loc_GC31E1,14,__import__.product_1118876,__import__.stock_production_lot_1505_1118876
__import__.stock_inventory_line_1512EG1C_2751410,__import__.location_loc_QDA410,12,__import__.product_2751410,__import__.stock_production_lot_1512EG1C_2751410
__import__.stock_inventory_line_1522614_1510635,__import__.location_loc_GI03B2,436,__import__.product_1510635,__import__.stock_production_lot_1522614_1510635
__import__.stock_inventory_line_1522624_2186849,__import__.location_loc_GBK305,413,__import__.product_2186849,__import__.stock_production_lot_1522624_2186849
__import__.stock_inventory_line_1522776_2829695,__import__.location_loc_GE08C3,14,__import__.product_2829695,__import__.stock_production_lot_1522776_2829695
__import__.stock_inventory_line_15295N_2340453,__import__.location_loc_GF12C5,34,__import__.product_2340453,__import__.stock_production_lot_15295N_2340453
__import__.stock_inventory_line_158683_3091576,__import__.location_loc_GBE102,34,__import__.product_3091576,__import__.stock_production_lot_158683_3091576
__import__.stock_inventory_line_16A18732_2738268,__import__.location_loc_GF27C1,5,__import__.product_2738268,__import__.stock_production_lot_16A18732_2738268
__import__.stock_inventory_line_16DQ096_1525641,__import__.location_loc_GGH501,35,__import__.product_1525641,__import__.stock_production_lot_16DQ096_1525641
__import__.stock_inventory_line_16D296_3025855,__import__.location_loc_GD09B2,219,__import__.product_3025855,__import__.stock_production_lot_16D296_3025855
__import__.stock_inventory_line_16D297_3025855,__import__.location_loc_GD09B2,5,__import__.product_3025855,__import__.stock_production_lot_16D297_3025855
__import__.stock_inventory_line_16D297_3025848,__import__.location_loc_GGH403,343,__import__.product_3025848,__import__.stock_production_lot_16D297_3025848
__import__.stock_inventory_line_16E27091_3041282,__import__.location_loc_GF23C4,1,__import__.product_3041282,__import__.stock_production_lot_16E27091_3041282
__import__.stock_inventory_line_16E27091_3041282,__import__.location_loc_GF23C4,1,__import__.product_3041282,__import__.stock_production_lot_16E27091_3041282
__import__.stock_inventory_line_16F0801F8_3016003,__import__.location_loc_GE07G7,2,__import__.product_3016003,__import__.stock_production_lot_16F0801F8_3016003
__import__.stock_inventory_line_16F281_2864239,__import__.location_loc_GGT204,16,__import__.product_2864239,__import__.stock_production_lot_16F281_2864239
__import__.stock_inventory_line_16G185_3052990,__import__.location_loc_GE14A1,42,__import__.product_3052990,__import__.stock_production_lot_16G185_3052990
__import__.stock_inventory_line_16H11021_3041282,__import__.location_loc_GF23C4,18,__import__.product_3041282,__import__.stock_production_lot_16H11021_3041282
__import__.stock_inventory_line_16I061_7760300,__import__.location_loc_GBA111,160,__import__.product_7760300,__import__.stock_production_lot_16I061_7760300
__import__.stock_inventory_line_16I28_1202886,__import__.location_loc_GBA305,6,__import__.product_1202886,__import__.stock_production_lot_16I28_1202886
__import__.stock_inventory_line_16I30_1202886,__import__.location_loc_GBA305,19,__import__.product_1202886,__import__.stock_production_lot_16I30_1202886
__import__.stock_inventory_line_16J1201F6_3016003,__import__.location_loc_GE07G7,9,__import__.product_3016003,__import__.stock_production_lot_16J1201F6_3016003
__import__.stock_inventory_line_16J193_2451672,__import__.location_loc_GH11B9,20,__import__.product_2451672,__import__.stock_production_lot_16J193_2451672
__import__.stock_inventory_line_16J276_1206853,__import__.location_loc_GF13E1,36,__import__.product_1206853,__import__.stock_production_lot_16J276_1206853
__import__.stock_inventory_line_16030517_5090362,__import__.location_loc_GL10A2,1,__import__.product_5090362,__import__.stock_production_lot_16030517_5090362
__import__.stock_inventory_line_16040808_5090362,__import__.location_loc_GL10A2,16,__import__.product_5090362,__import__.stock_production_lot_16040808_5090362
__import__.stock_inventory_line_160600_8456567,__import__.location_loc_GL01A1,3,__import__.product_8456567,__import__.stock_production_lot_160600_8456567
__import__.stock_inventory_line_16060991_1203264,__import__.location_loc_GGL201,42,__import__.product_1203264,__import__.stock_production_lot_16060991_1203264
__import__.stock_inventory_line_1607700_3033123,__import__.location_loc_GAA220,6,__import__.product_3033123,__import__.stock_production_lot_1607700_3033123
__import__.stock_inventory_line_160829W_8002493,__import__.location_loc_GK13B1,1,__import__.product_8002493,__import__.stock_production_lot_160829W_8002493
__import__.stock_inventory_line_1609083_3033123,__import__.location_loc_GAA220,930,__import__.product_3033123,__import__.stock_production_lot_1609083_3033123
__import__.stock_inventory_line_161011B_8002501,__import__.location_loc_GK05B5,12,__import__.product_8002501,__import__.stock_production_lot_161011B_8002501
__import__.stock_inventory_line_1611066_8101545,__import__.location_loc_GGM102,2,__import__.product_8101545,__import__.stock_production_lot_1611066_8101545
__import__.stock_inventory_line_161113W_8002493,__import__.location_loc_GK13B1,20,__import__.product_8002493,__import__.stock_production_lot_161113W_8002493
__import__.stock_inventory_line_161205B_8002501,__import__.location_loc_GK05B5,5,__import__.product_8002501,__import__.stock_production_lot_161205B_8002501
__import__.stock_inventory_line_161215D_8270065,__import__.location_loc_GK03B5,1,__import__.product_8270065,__import__.stock_production_lot_161215D_8270065
__import__.stock_inventory_line_161216S_8270065,__import__.location_loc_GK03B5,36,__import__.product_8270065,__import__.stock_production_lot_161216S_8270065
__import__.stock_inventory_line_162B7CD_3433869,__import__.location_loc_GE20A5,25,__import__.product_3433869,__import__.stock_production_lot_162B7CD_3433869
__import__.stock_inventory_line_16382410_2837268,__import__.location_loc_GK11A2,14,__import__.product_2837268,__import__.stock_production_lot_16382410_2837268
__import__.stock_inventory_line_1641A1_7910041,__import__.location_loc_GI13A3,2167,__import__.product_7910041,__import__.stock_production_lot_1641A1_7910041
__import__.stock_inventory_line_1653A1_7910041,__import__.location_loc_GI13A3,3006,__import__.product_7910041,__import__.stock_production_lot_1653A1_7910041
__import__.stock_inventory_line_166223A_5758800,__import__.location_loc_QFD140,14,__import__.product_5758800,__import__.stock_production_lot_166223A_5758800
__import__.stock_inventory_line_17A052_2710846,__import__.location_loc_GD02F7,2,__import__.product_2710846,__import__.stock_production_lot_17A052_2710846
__import__.stock_inventory_line_17A121_2876597,__import__.location_loc_GC06D2,13,__import__.product_2876597,__import__.stock_production_lot_17A121_2876597
__import__.stock_inventory_line_17B09689_1633163,__import__.location_loc_GD22E6,11,__import__.product_1633163,__import__.stock_production_lot_17B09689_1633163
__import__.stock_inventory_line_17B10G8905_8189008,__import__.location_loc_GE08B3,290,__import__.product_8189008,__import__.stock_production_lot_17B10G8905_8189008
__import__.stock_inventory_line_17C14_1112622,__import__.location_loc_GBP315,195,__import__.product_1112622,__import__.stock_production_lot_17C14_1112622
__import__.stock_inventory_line_17C293_2864239,__import__.location_loc_GGT204,15,__import__.product_2864239,__import__.stock_production_lot_17C293_2864239
__import__.stock_inventory_line_17C30G8904_8189008,__import__.location_loc_GE08B3,50,__import__.product_8189008,__import__.stock_production_lot_17C30G8904_8189008
__import__.stock_inventory_line_17C31G8901_8189008,__import__.location_loc_GE08B3,95,__import__.product_8189008,__import__.stock_production_lot_17C31G8901_8189008
__import__.stock_inventory_line_17D035_7760300,__import__.location_loc_GBA111,105,__import__.product_7760300,__import__.stock_production_lot_17D035_7760300
__import__.stock_inventory_line_17D041_2951515,__import__.location_loc_GD08E3,71,__import__.product_2951515,__import__.stock_production_lot_17D041_2951515
__import__.stock_inventory_line_17D14_7920013,__import__.location_loc_GC23A1,41,__import__.product_7920013,__import__.stock_production_lot_17D14_7920013
__import__.stock_inventory_line_17D14_7920036,__import__.location_loc_GD08A2,22,__import__.product_7920036,__import__.stock_production_lot_17D14_7920036
__import__.stock_inventory_line_17D14_7920005,__import__.location_loc_GC02D2,17,__import__.product_7920005,__import__.stock_production_lot_17D14_7920005
__import__.stock_inventory_line_17D14_7920014,__import__.location_loc_GC25A2,27,__import__.product_7920014,__import__.stock_production_lot_17D14_7920014
__import__.stock_inventory_line_170037_8456567,__import__.location_loc_GL01A1,12,__import__.product_8456567,__import__.stock_production_lot_170037_8456567
__import__.stock_inventory_line_170101_7924351,__import__.location_loc_GC31D7,31,__import__.product_7924351,__import__.stock_production_lot_170101_7924351
__import__.stock_inventory_line_1701014_8101545,__import__.location_loc_GGM102,3,__import__.product_8101545,__import__.stock_production_lot_1701014_8101545
__import__.stock_inventory_line_1701014_8101539,__import__.location_loc_GGP403,12,__import__.product_8101539,__import__.stock_production_lot_1701014_8101539
__import__.stock_inventory_line_170107B_8002501,__import__.location_loc_GK05B5,84,__import__.product_8002501,__import__.stock_production_lot_170107B_8002501
__import__.stock_inventory_line_170115W_8002493,__import__.location_loc_GK13B1,1,__import__.product_8002493,__import__.stock_production_lot_170115W_8002493
__import__.stock_inventory_line_170202M_8002487,__import__.location_loc_GK06A1,31,__import__.product_8002487,__import__.stock_production_lot_170202M_8002487
__import__.stock_inventory_line_170204W_8002493,__import__.location_loc_GK13B1,37,__import__.product_8002493,__import__.stock_production_lot_170204W_8002493
__import__.stock_inventory_line_1702074_8101545,__import__.location_loc_GGM102,5,__import__.product_8101545,__import__.stock_production_lot_1702074_8101545
__import__.stock_inventory_line_170208M_8002487,__import__.location_loc_GK06A1,1,__import__.product_8002487,__import__.stock_production_lot_170208M_8002487
__import__.stock_inventory_line_170211B_8002501,__import__.location_loc_GK05B5,69,__import__.product_8002501,__import__.stock_production_lot_170211B_8002501
__import__.stock_inventory_line_1702118_8002263,__import__.location_loc_GK13B6,3,__import__.product_8002263,__import__.stock_production_lot_1702118_8002263
