id,life_date,checksum,product_id/id,name
__import__.stock_production_lot_AB04416_1317825,2019-09-30 00:00:00,553,__import__.product_1317825,AB04416
__import__.stock_production_lot_66939502_1322031,2017-11-30 00:00:00,993,__import__.product_1322031,66939502
__import__.stock_production_lot_752092_1331313,2020-01-31 00:00:00,178,__import__.product_1331313,752092
__import__.stock_production_lot_191247_1354307,2018-10-12 00:00:00,692,__import__.product_1354307,191247
__import__.stock_production_lot_KP0BCJH_1357201,2021-04-30 00:00:00,317,__import__.product_1357201,KP0BCJH
__import__.stock_production_lot_KP0BHZP_1357201,2021-06-30 00:00:00,637,__import__.product_1357201,KP0BHZP
__import__.stock_production_lot_KP0BJ5Z_1357219,2021-04-30 00:00:00,782,__import__.product_1357219,KP0BJ5Z
__import__.stock_production_lot_5V3H_1360528,2018-07-31 00:00:00,192,__import__.product_1360528,5V3H
__import__.stock_production_lot_66R8_1360528,2019-02-28 00:00:00,792,__import__.product_1360528,66R8
__import__.stock_production_lot_26582B10_1367754,2019-11-30 00:00:00,106,__import__.product_1367754,26582B10
__import__.stock_production_lot_26582C10_1367754,2019-11-30 00:00:00,255,__import__.product_1367754,26582C10
__import__.stock_production_lot_26609C10_1367754,2020-01-31 00:00:00,987,__import__.product_1367754,26609C10
__import__.stock_production_lot_66936100_1384023,2017-11-30 00:00:00,254,__import__.product_1384023,66936100
__import__.stock_production_lot_66955801_1384023,2018-12-31 00:00:00,134,__import__.product_1384023,66955801
__import__.stock_production_lot_XD044_1384726,2019-02-13 00:00:00,258,__import__.product_1384726,XD044
__import__.stock_production_lot_L017_1389741,2020-09-30 00:00:00,382,__import__.product_1389741,L017
__import__.stock_production_lot_P20620AR_1397231,2019-04-30 00:00:00,677,__import__.product_1397231,P20620AR
__import__.stock_production_lot_66958500_1416700,2019-08-31 00:00:00,858,__import__.product_1416700,66958500
__import__.stock_production_lot_63V9_1418367,2018-05-31 00:00:00,259,__import__.product_1418367,63V9
__import__.stock_production_lot_079791_1421825,2018-01-31 00:00:00,562,__import__.product_1421825,079791
__import__.stock_production_lot_1604170_1423771,2018-09-30 00:00:00,576,__import__.product_1423771,1604170
__import__.stock_production_lot_J002_1430297,2018-01-31 00:00:00,885,__import__.product_1430297,J002
__import__.stock_production_lot_26450_1457498,2018-11-30 00:00:00,935,__import__.product_1457498,26450
__import__.stock_production_lot_25269_1457506,2018-05-31 00:00:00,422,__import__.product_1457506,25269
__import__.stock_production_lot_16C01_1483973,2019-03-31 00:00:00,734,__import__.product_1483973,16C01
__import__.stock_production_lot_6C1763D_1484047,2019-05-28 00:00:00,322,__import__.product_1484047,6C1763D
__import__.stock_production_lot_7E0498AA_1484054,2020-02-28 00:00:00,510,__import__.product_1484054,7E0498AA
__import__.stock_production_lot_5YYB_1509025,2018-09-30 00:00:00,773,__import__.product_1509025,5YYB
__import__.stock_production_lot_66MY_1509025,2019-01-31 00:00:00,634,__import__.product_1509025,66MY
__import__.stock_production_lot_66N7_1509033,2019-01-31 00:00:00,280,__import__.product_1509033,66N7
__import__.stock_production_lot_1522614_1510635,2019-03-31 00:00:00,401,__import__.product_1510635,1522614
__import__.stock_production_lot_1559014_1510635,2019-03-31 00:00:00,382,__import__.product_1510635,1559014
__import__.stock_production_lot_A45697_1515253,2018-10-31 00:00:00,225,__import__.product_1515253,A45697
__import__.stock_production_lot_16DQ096_1525641,2019-03-31 00:00:00,358,__import__.product_1525641,16DQ096
__import__.stock_production_lot_66MD_1526680,2019-01-31 00:00:00,935,__import__.product_1526680,66MD
__import__.stock_production_lot_A53156_1540855,2019-05-31 00:00:00,541,__import__.product_1540855,A53156
__import__.stock_production_lot_A63220_1540855,2019-10-31 00:00:00,659,__import__.product_1540855,A63220
__import__.stock_production_lot_0271349_1554617,2019-03-31 00:00:00,521,__import__.product_1554617,0271349
__import__.stock_production_lot_66W6_1581541,2019-01-31 00:00:00,910,__import__.product_1581541,66W6
__import__.stock_production_lot_64SZ_1596816,2018-12-31 00:00:00,331,__import__.product_1596816,64SZ
__import__.stock_production_lot_17B09689_1633163,2019-02-28 00:00:00,674,__import__.product_1633163,17B09689
__import__.stock_production_lot_6066615_1635598,2021-08-31 00:00:00,194,__import__.product_1635598,6066615
__import__.stock_production_lot_6067975_1635598,2021-11-30 00:00:00,563,__import__.product_1635598,6067975
__import__.stock_production_lot_371A4_1655828,2019-10-31 00:00:00,005,__import__.product_1655828,371A4
__import__.stock_production_lot_381A5_1655828,2019-12-31 00:00:00,786,__import__.product_1655828,381A5
__import__.stock_production_lot_AE_1662873,2019-12-31 00:00:00,761,__import__.product_1662873,AE
__import__.stock_production_lot_17B012_1662881,2020-01-31 00:00:00,612,__import__.product_1662881,17B012
__import__.stock_production_lot_80013418_1664119,2018-07-31 00:00:00,901,__import__.product_1664119,80013418
__import__.stock_production_lot_6C1922J_1684364,2018-06-09 00:00:00,688,__import__.product_1684364,6C1922J
__import__.stock_production_lot_6C3313B_1684364,2018-06-21 00:00:00,728,__import__.product_1684364,6C3313B
__import__.stock_production_lot_6C4152E_1684364,2018-11-30 00:00:00,812,__import__.product_1684364,6C4152E
__import__.stock_production_lot_6C2436G_1684372,2018-08-29 00:00:00,689,__import__.product_1684372,6C2436G
__import__.stock_production_lot_6C3854C_1684372,2018-11-08 00:00:00,647,__import__.product_1684372,6C3854C
__import__.stock_production_lot_A63843_1688803,2019-04-30 00:00:00,828,__import__.product_1688803,A63843
__import__.stock_production_lot_A66413_1688803,2019-05-31 00:00:00,740,__import__.product_1688803,A66413
__import__.stock_production_lot_A69156_1688811,2019-07-31 00:00:00,838,__import__.product_1688811,A69156
__import__.stock_production_lot_GHB5T00_1693795,2018-08-31 00:00:00,648,__import__.product_1693795,GHB5T00
__import__.stock_production_lot_17K16_1710235,2019-11-30 00:00:00,561,__import__.product_1710235,17K16
__import__.stock_production_lot_9175_1745033,2019-07-31 00:00:00,408,__import__.product_1745033,9175
__import__.stock_production_lot_9190_1745033,2019-09-30 00:00:00,557,__import__.product_1745033,9190
__import__.stock_production_lot_9195_1745041,2019-09-30 00:00:00,333,__import__.product_1745041,9195
__import__.stock_production_lot_9185_1745058,2019-07-31 00:00:00,131,__import__.product_1745058,9185
__import__.stock_production_lot_16I21_1761832,2020-08-31 00:00:00,314,__import__.product_1761832,16I21
__import__.stock_production_lot_15L02_1761865,2018-12-31 00:00:00,737,__import__.product_1761865,15L02
__import__.stock_production_lot_KP0BSVB_1770528,2019-09-30 00:00:00,286,__import__.product_1770528,KP0BSVB
__import__.stock_production_lot_E363A01_1791698,2019-05-31 00:00:00,767,__import__.product_1791698,E363A01
__import__.stock_production_lot_C714488_2061281,2019-05-31 00:00:00,113,__import__.product_2061281,C714488
__import__.stock_production_lot_C676729_2061299,2018-11-30 00:00:00,890,__import__.product_2061299,C676729
__import__.stock_production_lot_161850A_2064558,2018-03-31 00:00:00,212,__import__.product_2064558,161850A
__import__.stock_production_lot_KP0BD5L_2065688,2019-11-30 00:00:00,839,__import__.product_2065688,KP0BD5L
__import__.stock_production_lot_KP0BS42_2065688,2020-02-28 00:00:00,562,__import__.product_2065688,KP0BS42
__import__.stock_production_lot_082030_2081784,2019-04-30 00:00:00,963,__import__.product_2081784,082030
__import__.stock_production_lot_KP0AW38_2087062,2020-11-30 00:00:00,919,__import__.product_2087062,KP0AW38
__import__.stock_production_lot_KP0BPVX_2087088,2021-10-31 00:00:00,807,__import__.product_2087088,KP0BPVX
__import__.stock_production_lot_KP0BZL2_2087088,2021-11-30 00:00:00,202,__import__.product_2087088,KP0BZL2
__import__.stock_production_lot_ADF007C_2099927,2021-09-30 00:00:00,632,__import__.product_2099927,ADF007C
__import__.stock_production_lot_6C4041F_2114981,2018-11-23 00:00:00,573,__import__.product_2114981,6C4041F
__import__.stock_production_lot_25804A15_2115616,2018-02-28 00:00:00,912,__import__.product_2115616,25804A15
__import__.stock_production_lot_1628_2123271,2019-09-30 00:00:00,794,__import__.product_2123271,1628
__import__.stock_production_lot_16JQ007_2163459,2018-09-30 00:00:00,460,__import__.product_2163459,16JQ007
__import__.stock_production_lot_85979_2164374,2021-09-30 00:00:00,808,__import__.product_2164374,85979
__import__.stock_production_lot_89676_2164374,2021-10-31 00:00:00,123,__import__.product_2164374,89676
__import__.stock_production_lot_30489100_2167393,2020-01-31 00:00:00,297,__import__.product_2167393,30489100
__import__.stock_production_lot_300418_2171886,2018-04-30 00:00:00,351,__import__.product_2171886,300418
__import__.stock_production_lot_6C1635C_2176089,2018-05-20 00:00:00,888,__import__.product_2176089,6C1635C
__import__.stock_production_lot_6C3070H_2176089,2018-09-01 00:00:00,890,__import__.product_2176089,6C3070H
__import__.stock_production_lot_1522591_2186849,2019-03-31 00:00:00,928,__import__.product_2186849,1522591
__import__.stock_production_lot_1522624_2186849,2019-03-31 00:00:00,482,__import__.product_2186849,1522624
__import__.stock_production_lot_1448315_2187078,2019-02-28 00:00:00,229,__import__.product_2187078,1448315
__import__.stock_production_lot_66B4_2203164,2018-12-31 00:00:00,483,__import__.product_2203164,66B4
__import__.stock_production_lot_712160F_2210987,2019-03-31 00:00:00,552,__import__.product_2210987,712160F
__import__.stock_production_lot_640561B_2249597,2018-10-31 00:00:00,160,__import__.product_2249597,640561B
__import__.stock_production_lot_640561B_2249605,2018-10-31 00:00:00,625,__import__.product_2249605,640561B
__import__.stock_production_lot_L440867_2251841,2018-05-21 00:00:00,341,__import__.product_2251841,L440867
__import__.stock_production_lot_L440055_2251858,2017-12-29 00:00:00,235,__import__.product_2251858,L440055
__import__.stock_production_lot_L440852_2251866,2018-04-20 00:00:00,558,__import__.product_2251866,L440852
__import__.stock_production_lot_L440947_2251866,2018-06-01 00:00:00,170,__import__.product_2251866,L440947
__import__.stock_production_lot_L441536_2251874,2017-12-24 00:00:00,566,__import__.product_2251874,L441536
__import__.stock_production_lot_53613_2261998,2019-09-30 00:00:00,618,__import__.product_2261998,53613
__import__.stock_production_lot_L437161_2263267,2018-05-19 00:00:00,248,__import__.product_2263267,L437161
__import__.stock_production_lot_J20813A45_2266781,2019-10-31 00:00:00,993,__import__.product_2266781,J20813A45
__import__.stock_production_lot_C315C5A_2268878,2018-01-31 00:00:00,216,__import__.product_2268878,C315C5A
__import__.stock_production_lot_C330C5A_2268878,2018-04-30 00:00:00,174,__import__.product_2268878,C330C5A
__import__.stock_production_lot_5141840_2269876,2018-09-30 00:00:00,551,__import__.product_2269876,5141840
__import__.stock_production_lot_5141841_2269876,2018-09-30 00:00:00,842,__import__.product_2269876,5141841
__import__.stock_production_lot_160254_2270403,2017-12-31 00:00:00,171,__import__.product_2270403,160254
__import__.stock_production_lot_4519149_2271203,2018-08-31 00:00:00,911,__import__.product_2271203,4519149
__import__.stock_production_lot_9806821_2271203,2018-04-30 00:00:00,757,__import__.product_2271203,9806821
__import__.stock_production_lot_66Y6_2271765,2018-06-30 00:00:00,341,__import__.product_2271765,66Y6
__import__.stock_production_lot_DERMA085_2276574,2019-03-31 00:00:00,371,__import__.product_2276574,DERMA085
__import__.stock_production_lot_708253H_2281046,2018-02-28 00:00:00,925,__import__.product_2281046,708253H
__import__.stock_production_lot_104858_2288926,2018-09-30 00:00:00,999,__import__.product_2288926,104858
__import__.stock_production_lot_104992_2288926,2019-02-28 00:00:00,668,__import__.product_2288926,104992
__import__.stock_production_lot_89640_2314425,2019-11-30 00:00:00,896,__import__.product_2314425,89640
__import__.stock_production_lot_15895N_2340453,2019-01-31 00:00:00,430,__import__.product_2340453,15895N
__import__.stock_production_lot_5ZJ3_2342103,2019-09-30 00:00:00,864,__import__.product_2342103,5ZJ3
__import__.stock_production_lot_699X_2342178,2019-02-28 00:00:00,606,__import__.product_2342178,699X
__import__.stock_production_lot_16GQ007_2352813,2019-06-30 00:00:00,534,__import__.product_2352813,16GQ007
__import__.stock_production_lot_25904B11_2353829,2019-11-30 00:00:00,374,__import__.product_2353829,25904B11
__import__.stock_production_lot_301118_2357531,2018-11-30 00:00:00,456,__import__.product_2357531,301118
__import__.stock_production_lot_310718_2357952,2018-07-31 00:00:00,889,__import__.product_2357952,310718
__import__.stock_production_lot_15314205_2368231,2019-03-31 00:00:00,194,__import__.product_2368231,15314205
__import__.stock_production_lot_A026B01_2372837,2019-05-31 00:00:00,134,__import__.product_2372837,A026B01
__import__.stock_production_lot_42B1_2379758,2019-10-31 00:00:00,816,__import__.product_2379758,42B1
__import__.stock_production_lot_42B2_2379758,2019-10-31 00:00:00,204,__import__.product_2379758,42B2
__import__.stock_production_lot_42B6_2379758,2019-10-31 00:00:00,526,__import__.product_2379758,42B6
__import__.stock_production_lot_42A1_2379766,2019-10-31 00:00:00,184,__import__.product_2379766,42A1
__import__.stock_production_lot_42A11_2379766,2019-10-31 00:00:00,684,__import__.product_2379766,42A11
__import__.stock_production_lot_B119803_2379782,2019-12-31 00:00:00,950,__import__.product_2379782,B119803
__import__.stock_production_lot_Z487808_2379790,2019-06-30 00:00:00,730,__import__.product_2379790,Z487808
__import__.stock_production_lot_B091512_2379808,2019-09-30 00:00:00,277,__import__.product_2379808,B091512
__import__.stock_production_lot_B093503_2379816,2019-09-30 00:00:00,925,__import__.product_2379816,B093503
__import__.stock_production_lot_B063602_2379824,2019-06-30 00:00:00,890,__import__.product_2379824,B063602
__import__.stock_production_lot_8063602_2379824,2019-06-30 00:00:00,220,__import__.product_2379824,8063602
__import__.stock_production_lot_160758_2382729,2019-08-31 00:00:00,464,__import__.product_2382729,160758
__import__.stock_production_lot_63V7_2398451,2018-11-30 00:00:00,288,__import__.product_2398451,63V7
__import__.stock_production_lot_5VR1_2410959,2018-06-30 00:00:00,636,__import__.product_2410959,5VR1
__import__.stock_production_lot_263024_2411296,2018-12-31 00:00:00,375,__import__.product_2411296,263024
__import__.stock_production_lot_2016H31_2430080,2019-08-31 00:00:00,950,__import__.product_2430080,2016H31
__import__.stock_production_lot_5Z49_2430205,2018-09-30 00:00:00,917,__import__.product_2430205,5Z49
__import__.stock_production_lot_15F23_2432821,2018-06-30 00:00:00,831,__import__.product_2432821,15F23
__import__.stock_production_lot_6C3381R_2433795,2018-09-29 00:00:00,638,__import__.product_2433795,6C3381R
__import__.stock_production_lot_16I207_2433878,2019-08-31 00:00:00,646,__import__.product_2433878,16I207
__import__.stock_production_lot_16K079_2433878,2019-10-31 00:00:00,521,__import__.product_2433878,16K079
__import__.stock_production_lot_257A4_2435873,2019-01-31 00:00:00,957,__import__.product_2435873,257A4
__import__.stock_production_lot_EW_2436905,2019-08-31 00:00:00,781,__import__.product_2436905,EW
__import__.stock_production_lot_14B4_2443059,2019-03-31 00:00:00,560,__import__.product_2443059,14B4
__import__.stock_production_lot_5Z3E_2445161,2018-10-31 00:00:00,171,__import__.product_2445161,5Z3E
__import__.stock_production_lot_62BM_2445179,2018-10-31 00:00:00,789,__import__.product_2445179,62BM
__import__.stock_production_lot_406A8_2446532,2018-12-31 00:00:00,772,__import__.product_2446532,406A8
__import__.stock_production_lot_16J193_2451672,2019-09-30 00:00:00,379,__import__.product_2451672,16J193
__import__.stock_production_lot_092963_2451862,2020-01-31 00:00:00,789,__import__.product_2451862,092963
