id,name,origin,client_order_ref,user_id/id,currency_id/id,date_order,partner_id/id,state
__import__.sale_order_2691541_5095_1,2691541,,1710440600009,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_5095,done
__import__.sale_order_2691542_2483_1,2691542,,1710376801844,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_2483,done
__import__.sale_order_2691543_280_1,2691543,,1710289500000,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_280,done
__import__.sale_order_2691544_46_1,2691544,COM150517,1710159601597,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_46,done
__import__.sale_order_2691545_5081_1,2691545,,1710304601168,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_5081,done
__import__.sale_order_2691546_3389_1,2691546,,1710162800000,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_3389,done
__import__.sale_order_2691547_3825_1,2691547,tel,1710256600000,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_3825,done
__import__.sale_order_2691548_148_1,2691548,,1710142300001,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_148,done
__import__.sale_order_2691549_3564_1,2691549,,1710247100093,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_3564,done
__import__.sale_order_2691550_7237_1,2691550,,1710475100012,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_7237,done
__import__.sale_order_2691551_8168_1,2691551,,1710249100070,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_8168,done
__import__.sale_order_2691552_7237_1,2691552,,1710475100013,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_7237,done
__import__.sale_order_2691553_5217_1,2691553,,1710213500014,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_5217,done
__import__.sale_order_2691554_8966_1,2691554,,1710315800000,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_8966,done
__import__.sale_order_2691555_3163_1,2691555,,1710315900113,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_3163,done
__import__.sale_order_2691556_5543_1,2691556,,1710362700008,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_5543,done
__import__.sale_order_2691557_3825_1,2691557,,1710256600036,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_3825,done
__import__.sale_order_2691558_5906_1,2691558,,1710322000033,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_5906,done
__import__.sale_order_2691559_1805_1,2691559,,1710362800014,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_1805,done
__import__.sale_order_2691560_5921_1,2691560,,1710322000033,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_5921,done
__import__.sale_order_2691561_5173_1,2691561,,1710256700000,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_5173,done
__import__.sale_order_2691562_8227_1,2691562,,1710163200013,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_8227,done
__import__.sale_order_2691563_7755_1,2691563,,1710465701540,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_7755,done
__import__.sale_order_2691564_5239_1,2691564,,1710304600000,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_5239,done
__import__.sale_order_2691565_1647_1,2691565,,1710221500000,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_1647,done
__import__.sale_order_2691566_383_1,2691566,,1710187900000,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_383,done
__import__.sale_order_2691567_3527_1,2691567,,1710174600032,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_3527,done
__import__.sale_order_2691568_465_1,2691568,176471006090211,1710251700211,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_465,done
__import__.sale_order_2691569_4833_1,2691569,,1710208700000,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_4833,done
__import__.sale_order_2691570_7325_1,2691570,,1710311300016,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_7325,done
__import__.sale_order_2691571_1424_1,2691571,,1710209300037,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_1424,done
__import__.sale_order_2691572_546_1,2691572,,1710222900000,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_546,done
__import__.sale_order_2691573_351_1,2691573,,1710304100020,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_351,done
__import__.sale_order_2691574_5237_1,2691574,,1710304100020,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_5237,done
__import__.sale_order_2691575_91_1,2691575,,1710256700036,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_91,done
__import__.sale_order_2691576_7967_1,2691576,,1710505900069,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_7967,done
__import__.sale_order_2691577_5488_1,2691577,179553706780304,1710338700304,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_5488,done
__import__.sale_order_2691578_4464_1,2691578,,1710249403918,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_4464,done
__import__.sale_order_2691579_5139_1,2691579,,1710443000042,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_5139,done
__import__.sale_order_2691580_7967_1,2691580,,1710505900070,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_7967,done
__import__.sale_order_2691581_2361_1,2691581,,1710185200336,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_2361,done
__import__.sale_order_2691582_1583_1,2691582,,1710275100004,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_1583,done
__import__.sale_order_2691583_4158_1,2691583,,1710277300151,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_4158,done
__import__.sale_order_2691584_1408_1,2691584,,1710328500033,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_1408,done
__import__.sale_order_2691585_4778_1,2691585,,1710275900000,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_4778,done
__import__.sale_order_2691586_905_1,2691586,,1710118303306,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_905,done
__import__.sale_order_2691587_465_1,2691587,176471006090212,1710251700212,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_465,done
__import__.sale_order_2691588_1985_1,2691588,,1710164000036,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_1985,done
__import__.sale_order_2691589_1655_1,2691589,,1710107200000,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_1655,done
__import__.sale_order_2691590_8859_1,2691590,,1710398700000,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_8859,done
__import__.sale_order_2691591_5026_1,2691591,00000857.csv,1710307004278,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_5026,done
__import__.sale_order_2691592_5135_1,2691592,00000858.csv,1710307000000,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_5135,done
__import__.sale_order_2691593_2437_1,2691593,,1710372200000,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_2437,done
__import__.sale_order_2691594_4349_1,2691594,,1710056300000,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_4349,done
__import__.sale_order_2691595_999001002_1,2691595,,171     00001,,base.EUR,2017-05-15,__import__.customer_999001002,done
__import__.sale_order_2691596_7729_1,2691596,,1710144300028,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_7729,done
__import__.sale_order_2691597_4158_1,2691597,,1710277300152,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_4158,done
__import__.sale_order_2691598_4590_1,2691598,,1710408200903,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_4590,done
__import__.sale_order_2691599_1647_1,2691599,,1710221500000,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_1647,done
__import__.sale_order_2691600_4664_1,2691600,,1710422000000,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_4664,done
__import__.sale_order_2691601_7624_1,2691601,,1710496800053,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_7624,done
__import__.sale_order_2691602_7297_1,2691602,00000859.csv,1710307000000,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_7297,done
__import__.sale_order_2691603_7613_1,2691603,,,,base.EUR,2017-05-15,__import__.customer_7613,done
__import__.sale_order_2691604_7025_1,2691604,,1700295900000,__setup__.res_user_15,base.EUR,2017-05-15,__import__.customer_7025,done
__import__.sale_order_2691605_6706_1,2691605,,1700280900000,__setup__.res_user_15,base.EUR,2017-05-15,__import__.customer_6706,done
__import__.sale_order_2691606_166_1,2691606,,1710104900040,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_166,done
__import__.sale_order_2691607_4761_1,2691607,,1710208700021,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_4761,done
__import__.sale_order_2691608_5481_1,2691608,17/00112656/074,1710440400074,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_5481,done
__import__.sale_order_2691609_7416_1,2691609,,1700427300000,__setup__.res_user_15,base.EUR,2017-05-15,__import__.customer_7416,done
__import__.sale_order_2691610_5465_1,2691610,,1710378900081,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_5465,done
__import__.sale_order_2691611_7469_1,2691611,17100000585,1710382700585,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_7469,done
__import__.sale_order_2691612_7478_1,2691612,,1710271400000,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_7478,done
__import__.sale_order_2691613_7357_1,2691613,,1700086100000,__setup__.res_user_15,base.EUR,2017-05-15,__import__.customer_7357,done
__import__.sale_order_2691615_7484_1,2691615,,1710230000831,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_7484,done
__import__.sale_order_2691616_941_1,2691616,,1710248000122,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_941,done
__import__.sale_order_2691617_4244_1,2691617,,1710316200032,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_4244,done
__import__.sale_order_2691618_3718_1,2691618,,1710403000068,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_3718,done
__import__.sale_order_2691619_6143_1,2691619,,1710273200042,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_6143,done
__import__.sale_order_2691620_5033_1,2691620,,1700177500029,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_5033,done
__import__.sale_order_2691622_7542_1,2691622,,,,base.EUR,2017-05-15,__import__.customer_7542,done
__import__.sale_order_2691623_550_1,2691623,,1710189300000,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_550,done
__import__.sale_order_2691624_8321_1,2691624,,1710466200000,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_8321,done
__import__.sale_order_2691625_161_1,2691625,,1710177700024,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_161,done
__import__.sale_order_2691626_7247_1,2691626,,,,base.EUR,2017-05-15,__import__.customer_7247,done
__import__.sale_order_2691627_8099_1,2691627,,1710326300011,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_8099,done
__import__.sale_order_2691628_8187_1,2691628,,1710393200040,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_8187,done
__import__.sale_order_2691629_5124_1,2691629,721050316860073,1710291900073,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_5124,done
__import__.sale_order_2691630_2141_1,2691630,,,,base.EUR,2017-05-15,__import__.customer_2141,done
__import__.sale_order_2691631_1083_1,2691631,,1710289900156,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_1083,done
__import__.sale_order_2691632_1896_1,2691632,,1710303907033,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_1896,done
__import__.sale_order_2691633_423_1,2691633,,1710117500011,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_423,done
__import__.sale_order_2691634_3706_1,2691634,,1710400000012,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_3706,done
__import__.sale_order_2691635_1076_1,2691635,,1710163400000,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_1076,done
__import__.sale_order_2691636_36_1,2691636,,,,base.EUR,2017-05-15,__import__.customer_36,done
__import__.sale_order_2691637_7967_1,2691637,,1710248000122,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_7967,done
__import__.sale_order_2691638_1463_1,2691638,,1710305108586,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_1463,done
__import__.sale_order_2691639_5780_1,2691639,,1710459800067,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_5780,done
__import__.sale_order_2691640_8506_1,2691640,,4500517876,,base.EUR,2017-05-15,__import__.customer_8506,done
__import__.sale_order_2691641_8085_1,2691641,,1710435500000,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_8085,done
__import__.sale_order_2691642_1463_1,2691642,,1710305108587,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_1463,done
__import__.sale_order_2691643_3375_1,2691643,,1710373300000,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_3375,done
__import__.sale_order_2691644_8524_1,2691644,,1700500700000,,base.EUR,2017-05-15,__import__.customer_8524,done
__import__.sale_order_2691645_5335_1,2691645,,,,base.EUR,2017-05-15,__import__.customer_5335,done
__import__.sale_order_2691647_8112_1,2691647,,1710256800000,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_8112,done
__import__.sale_order_2691648_416_1,2691648,,1710246800059,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_416,done
__import__.sale_order_2691649_7127_1,2691649,,1710425700044,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_7127,done
__import__.sale_order_2691650_5217_1,2691650,,1710213500015,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_5217,done
__import__.sale_order_2691651_2847_1,2691651,,jean francois,,base.EUR,2017-05-15,__import__.customer_2847,done
__import__.sale_order_2691652_465_1,2691652,176471006090213,1710251700213,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_465,done
__import__.sale_order_2691653_1083_1,2691653,,1710289900159,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_1083,done
__import__.sale_order_2691654_4767_1,2691654,,1710115700021,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_4767,done
__import__.sale_order_2691655_7289_1,2691655,,1710465607040,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_7289,done
__import__.sale_order_2691656_8168_1,2691656,,1710249100071,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_8168,done
__import__.sale_order_2691657_7747_1,2691657,,1710493700022,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_7747,done
__import__.sale_order_2691658_342_1,2691658,,Sylvie,,base.EUR,2017-05-15,__import__.customer_342,done
__import__.sale_order_2691659_8685_1,2691659,1700050,1710479700050,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_8685,done
__import__.sale_order_2691660_432_1,2691660,,1710367200034,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_432,done
__import__.sale_order_2691661_328_1,2691661,,1710213000026,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_328,done
__import__.sale_order_2691662_5340_1,2691662,,1710450200000,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_5340,done
__import__.sale_order_2691663_1811_1,2691663,,1710346400000,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_1811,done
__import__.sale_order_2691664_5951_1,2691664,,Sylvie,,base.EUR,2017-05-15,__import__.customer_5951,done
__import__.sale_order_2691665_342_1,2691665,,,,base.EUR,2017-05-15,__import__.customer_342,done
__import__.sale_order_2691666_321_1,2691666,,1710267100000,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_321,done
__import__.sale_order_2691667_2339_1,2691667,,,,base.EUR,2017-05-15,__import__.customer_2339,done
__import__.sale_order_2691668_6593_1,2691668,,1710406500039,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_6593,done
__import__.sale_order_2691669_3382_1,2691669,asp,1710157300000,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_3382,done
__import__.sale_order_2691670_5283_1,2691670,67/2017,1710430300000,__setup__.res_user_15,base.EUR,2017-05-15,__import__.customer_5283,done
__import__.sale_order_2691671_7118_1,2691671,,1710342300013,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_7118,done
__import__.sale_order_2691672_3201_1,2691672,vexo,1710368900000,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_3201,done
__import__.sale_order_2691673_7469_1,2691673,,1710382700000,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_7469,done
__import__.sale_order_2691674_5453_1,2691674,,1710404000024,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_5453,done
__import__.sale_order_2691675_757_1,2691675,,1710322400027,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_757,done
__import__.sale_order_2691676_1906_1,2691676,,1710152400015,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_1906,done
__import__.sale_order_2691677_328_1,2691677,,1710213000027,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_328,done
__import__.sale_order_2691678_1725_1,2691678,,1710234507038,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_1725,done
__import__.sale_order_2691679_4254_1,2691679,,1710147500000,__setup__.res_user_15,base.EUR,2017-05-15,__import__.customer_4254,done
__import__.sale_order_2691680_2642_1,2691680,,1700202300076,,base.EUR,2017-05-15,__import__.customer_2642,done
__import__.sale_order_2691681_5943_1,2691681,,1700287700001,__setup__.res_user_15,base.EUR,2017-05-15,__import__.customer_5943,done
__import__.sale_order_2691682_432_1,2691682,,1710367200000,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_432,done
__import__.sale_order_2691684_6961_1,2691684,,1710448800253,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_6961,done
__import__.sale_order_2691685_4405_1,2691685,,,,base.EUR,2017-05-15,__import__.customer_4405,done
__import__.sale_order_2691686_321_1,2691686,,1710267100000,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_321,done
__import__.sale_order_2691687_8515_1,2691687,17100001247,1710394001247,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_8515,done
__import__.sale_order_2691688_7384_1,2691688,,1710454600024,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_7384,done
__import__.sale_order_2691689_5638_1,2691689,,1710409400022,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_5638,done
__import__.sale_order_2691690_4095_1,2691690,17127852197,1710278502197,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_4095,done
__import__.sale_order_2691691_7118_1,2691691,,1710342300014,__setup__.res_user_19,base.EUR,2017-05-15,__import__.customer_7118,done
__import__.sale_order_2691692_321_1,2691692,,1710267100000,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_321,done
__import__.sale_order_2691693_8978_1,2691693,,1710281500040,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_8978,done
__import__.sale_order_2691694_3701_1,2691694,,1710396400617,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_3701,done
__import__.sale_order_2691695_379_1,2691695,,DR N DUCHENE,,base.EUR,2017-05-15,__import__.customer_379,done
__import__.sale_order_2691696_3845_1,2691696,,1710270800000,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_3845,done
__import__.sale_order_2691697_667_1,2691697,,1710139600115,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_667,done
__import__.sale_order_2691698_331_1,2691698,,1710176700000,__setup__.res_user_2,base.EUR,2017-05-15,__import__.customer_331,done
__import__.sale_order_2691699_8043_1,2691699,1700034,1710336400034,__setup__.res_user_15,base.EUR,2017-05-15,__import__.customer_8043,done
__import__.sale_order_2691700_328_1,2691700,,1710213000000,__setup__.res_user_12,base.EUR,2017-05-15,__import__.customer_328,done
