id,ratio_main_product,list_price,weight,orderpoint_max,medical_device,default_code,storage_temperature_id/id,create_date,categ_id/id,unit_in_shrink_wrap,unit_in_box,manufacturer/id,length,width,state_id/id,orderpoint_min,veterinary_only,barcode,taxes_id/id,indicated_price,unit_in_pallet,orderpoint_qty_multiple,supplier_taxes_id/id,tracking,active,cnk_code,sale_delay,web_published,name,uom_id/id,ratio_additional_product,depth,route_ids/id,price_category_id/id,uom_po_id/id
__import__.product_5811076,0,13.02,2.50,6.000,,5811076,specific_product.product_storage_temperature_ambient,2018-05-07,specific_data.product_categ_ali_physio,4,4,__import__.supplier_68250,0,0,,2.000,,,l10n_be.1_attn_VAT-OUT-21-L,22.50,0,4,l10n_be.1_attn_VAT-IN-V81-21,lot,True,,0,True,"CANINE LIGHT SENIOR 2,5KG POULET",__setup__.product_uom_sac,0,0,purchase.route_warehouse0_buy,specific_product.product_price_category_alh,__setup__.product_uom_sac
__import__.product_3697778,0,115.07,1.00,1.000,,3697778,specific_product.product_storage_temperature_ambient,2018-05-07,specific_data.product_categ_antimicrobiens,0,6,__import__.supplier_64275,0,0,,0,,,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",176.86,0,1,l10n_be.1_attn_VAT-IN-V81-06,lot,True,3697778,0,True,TYLOGRAN 1KG,product.product_uom_unit,0,0,purchase.route_warehouse0_buy,,product.product_uom_unit
__import__.product_3595683,0,27.58,0.10,20.000,,3595683,specific_product.product_storage_temperature_ambient,2018-05-08,specific_data.product_categ_antiparasite,0,0,__import__.supplier_62600,0,0,,10.000,,,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",42.39,0,1,l10n_be.1_attn_VAT-IN-V81-06,lot,True,3595683,0,True,BAYCOX MULTI 100ml,product.product_uom_unit,0,0,purchase.route_warehouse0_buy,,product.product_uom_unit
__import__.product_3595808,0,139.17,1.00,30.000,,3595808,specific_product.product_storage_temperature_ambient,2018-05-08,specific_data.product_categ_antiparasite,0,0,__import__.supplier_62600,0,0,,20.000,,,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",213.91,0,1,l10n_be.1_attn_VAT-IN-V81-06,lot,True,3595808,0,True,BAYCOX MULTI 1L,product.product_uom_unit,0,0,purchase.route_warehouse0_buy,,product.product_uom_unit
__import__.product_0256719,0,0,0,0,,0256719,specific_product.product_storage_temperature_ambient,2018-05-07,specific_data.product_categ_humain,0,0,__import__.supplier_95150,0,0,,0,,,l10n_be.1_attn_VAT-OUT-06-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-06,none,True,,0,True,OXYDE DE MAGNESIUM LOURD 250GR FAGRON,product.product_uom_unit,0,0,purchase.route_warehouse0_buy,,product.product_uom_unit
__import__.product_2128445,0,0,0,0,,2128445,specific_product.product_storage_temperature_ambient,2018-05-16,specific_data.product_categ_humain,0,0,__import__.supplier_95150,0,0,,0,,,l10n_be.1_attn_VAT-OUT-06-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-06,none,True,,0,True,CITANEST 2% 50ML SS ADREN.,product.product_uom_unit,0,0,purchase.route_warehouse0_buy,,product.product_uom_unit
__import__.product_0068775,0,0,0,0,,0068775,specific_product.product_storage_temperature_ambient,2018-05-17,specific_data.product_categ_humain,0,0,__import__.supplier_95150,0,0,,0,,,l10n_be.1_attn_VAT-OUT-06-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-06,none,True,,0,False,PHENYLEPHRINE 15% 10ML,product.product_uom_unit,0,0,purchase.route_warehouse0_buy,,product.product_uom_unit
__import__.product_0101618,0,0,0,0,,0101618,specific_product.product_storage_temperature_ambient,2018-05-17,specific_data.product_categ_humain,0,0,__import__.supplier_95150,0,0,,0,,,l10n_be.1_attn_VAT-OUT-06-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-06,none,True,,0,True,ANAFRANIL 30DR 25MG,product.product_uom_unit,0,0,purchase.route_warehouse0_buy,,product.product_uom_unit
__import__.product_6910217,0,32.28,0.10,10.000,,6910217,specific_product.product_storage_temperature_6,2018-05-07,specific_data.product_categ_importation,0,0,__import__.supplier_79001,0,0,,5.000,,,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",49.62,0,1,l10n_be.1_attn_VAT-IN-V81-06,lot,True,,0,True,BRAVOXIN 10 50ml (cascade),product.product_uom_unit,0,0,purchase.route_warehouse0_buy,specific_product.product_price_category_imp,product.product_uom_unit
__import__.product_5017926,0,4.47,0,0,,5017926,specific_product.product_storage_temperature_ambient,2018-05-09,specific_data.product_categ_mat_cardio,10,0,__import__.supplier_71212,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,False,"SONDE ENDOTRACH TRANSP SANS BALLON 3,0mm",product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_5017927,0,4.47,0,0,,5017927,specific_product.product_storage_temperature_ambient,2018-05-09,specific_data.product_categ_mat_cardio,0,0,__import__.supplier_71212,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,False,"SONDE ENDOTRACH TRANSP SANS BALLON 3,5mm",product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_5017928,0,4.47,0,0,,5017928,specific_product.product_storage_temperature_ambient,2018-05-09,specific_data.product_categ_mat_cardio,0,0,__import__.supplier_71212,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,False,"SONDE ENDOTRACH TRANSP SANS BALLON 4,0mm",product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_8052628,0,154.03,0,0,,8052628,specific_product.product_storage_temperature_ambient,2018-05-14,specific_data.product_categ_mat_cardio,0,0,__import__.supplier_77316,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,SONDE ENDOTRACH SIL.ID 22mm 90cm,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_8364552,,118.55,,0,,8364552,,2018-05-14,specific_data.product_categ_mat_cardio,,,__import__.supplier_77316,,,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,SONDE ENDOTRACH SIL.ID 16mm 90cm,product.product_uom_unit,,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1023410,0,2649.75,0,0,,1023410,specific_product.product_storage_temperature_ambient,2018-05-15,specific_data.product_categ_mat_cardio,0,0,__import__.supplier_74140,0,0,specific_purchase.product_state_a,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,MATRX VME TABLETOP ANESTHESIE SANS CUVE,product.product_uom_unit,0,0,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_8364575,0,126.33,0,0,,8364575,specific_product.product_storage_temperature_ambient,2018-05-15,specific_data.product_categ_mat_cardio,0,0,__import__.supplier_77316,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,SONDE ENDOTRACH SIL.ID 20mm 90cm,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5367284,,47.66,,0,True,5367284,,2018-05-07,specific_data.product_categ_mat_conso,,,__import__.supplier_62900,,,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,,0,l10n_be.1_attn_VAT-IN-V81-21,lot,True,,0,True,VACUTAINER SET PREL. S.L. 23Gx178mm x50,product.product_uom_unit,,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5620011,0,0,0.10,400.000,,5620011,specific_product.product_storage_temperature_ambient,2018-05-07,specific_data.product_categ_mat_conso,0,0,__import__.supplier_66200,0,0,,200.000,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,1,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,False,ENVELOPPE ELANCO (25),product.product_uom_unit,0,0,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5800037,,44.65,,0,,5800037,,2018-05-07,specific_data.product_categ_mat_conso,,,__import__.supplier_70312,,,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,,0,l10n_be.1_attn_VAT-IN-V81-21,lot,True,,0,True,PROCYTE DX KIT POUR CONTROLE QUALITE L2,product.product_uom_unit,,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5062003,0,551.00,0,1.000,True,5062003,specific_product.product_storage_temperature_ambient,2018-05-09,specific_data.product_categ_mat_conso,0,0,__import__.supplier_95150,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,1,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,SUB CATHETER NORFOLK 3001K,product.product_uom_unit,0,0,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1046350,,1.89,,20.000,,1046350,,2018-05-11,specific_data.product_categ_mat_conso,,,__import__.supplier_95150,,,,10.000,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,,1,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,SURCHAUSSURE UU POLYET.  x100,product.product_uom_unit,,,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5230493,0,4.85,0,0,True,5230493,specific_product.product_storage_temperature_ambient,2018-05-14,specific_data.product_categ_mat_conso,0,0,__import__.supplier_77316,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,lot,True,,0,True,ANTICOAGULANT CPDA-1 500ml,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5800013,,90.30,,1.000,,5800013,,2018-05-14,specific_data.product_categ_mat_conso,,,__import__.supplier_70312,,,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,,1,l10n_be.1_attn_VAT-IN-V81-21,lot,True,,0,True,CATALYST QC CLIP CONTOLE QUALITE  x6,__setup__.product_uom_boite,,,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_5610307,,570.00,,0,,5610307,,2018-05-07,specific_data.product_categ_mat_dentisterie,,,__import__.supplier_66310,,,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,EQUIDES BATTERIE PACK LI-ION 10A,product.product_uom_unit,,,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5430001,0,4400.00,50.00,0,,5430001,specific_product.product_storage_temperature_ambient,2018-05-08,specific_data.product_categ_mat_dentisterie,0,0,__import__.supplier_71020,160.00,60.00,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,IM3 TABLE TARA V-TOP (DENTISTERIE),product.product_uom_unit,0,100.00,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5430002,0,1090.00,0,0,,5430002,specific_product.product_storage_temperature_ambient,2018-05-08,specific_data.product_categ_mat_dentisterie,0,0,__import__.supplier_71020,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,IM3 CURVED DENTAL SECTION,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5004040,0,24.63,0,0,,5004040,specific_product.product_storage_temperature_ambient,2018-05-07,specific_data.product_categ_mat_equipement,0,0,__import__.supplier_95150,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,False,"TRANSFORMATEUR 3-12V 1,5A",product.product_uom_unit,0,0,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5020185,0,364.92,0,0,,5020185,specific_product.product_storage_temperature_ambient,2018-05-07,specific_data.product_categ_mat_equipement,0,0,__import__.supplier_74166,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,False,MELAG SAV 23EN CAPTEUR DE PRESSION,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5034040,0,61.30,0,0,,5034040,specific_product.product_storage_temperature_ambient,2018-05-07,specific_data.product_categ_mat_equipement,0,0,__import__.supplier_74166,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,False,MELAG SAV 23EN THERMOSTAT,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5035496,0,129.54,0,0,,5035496,specific_product.product_storage_temperature_ambient,2018-05-07,specific_data.product_categ_mat_equipement,0,0,__import__.supplier_74166,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,False,MELAG SAV 23EN CAPTEUR DE TEMPERATURE,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5065906,0,293.34,0,0,,5065906,specific_product.product_storage_temperature_ambient,2018-05-07,specific_data.product_categ_mat_equipement,0,0,__import__.supplier_74166,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,False,MELAG SAV 23EN ELECTROVANNE 1,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5065911,0,515.95,0,0,,5065911,specific_product.product_storage_temperature_ambient,2018-05-07,specific_data.product_categ_mat_equipement,0,0,__import__.supplier_74166,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,False,MELAG SAV 23EN ELECTROVANNE 2,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1030510,0,109.86,0,0,,1030510,specific_product.product_storage_temperature_ambient,2018-05-14,specific_data.product_categ_mat_equipement,0,0,__import__.supplier_95150,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,BOTTE AIGLE PARCOURS 2 BRUN T38,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1030520,0,109.86,0,0,,1030520,specific_product.product_storage_temperature_ambient,2018-05-14,specific_data.product_categ_mat_equipement,0,0,__import__.supplier_95150,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,BOTTE AIGLE PARCOURS 2 BRUN T39,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1030540,0,109.86,0,0,,1030540,specific_product.product_storage_temperature_ambient,2018-05-14,specific_data.product_categ_mat_equipement,0,0,__import__.supplier_95150,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,BOTTE AIGLE PARCOURS 2 BRUN T40,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1030550,0,109.86,0,0,,1030550,specific_product.product_storage_temperature_ambient,2018-05-14,specific_data.product_categ_mat_equipement,0,0,__import__.supplier_95150,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,BOTTE AIGLE PARCOURS 2 BRUN T41,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1030560,0,109.86,0,0,,1030560,specific_product.product_storage_temperature_ambient,2018-05-14,specific_data.product_categ_mat_equipement,0,0,__import__.supplier_95150,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,BOTTE AIGLE PARCOURS 2 BRUN T42,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1030570,0,109.86,0,0,,1030570,specific_product.product_storage_temperature_ambient,2018-05-14,specific_data.product_categ_mat_equipement,0,0,__import__.supplier_95150,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,BOTTE AIGLE PARCOURS 2 BRUN T43,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1030580,0,109.86,0,1.000,,1030580,specific_product.product_storage_temperature_ambient,2018-05-14,specific_data.product_categ_mat_equipement,0,0,__import__.supplier_95150,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,1,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,BOTTE AIGLE PARCOURS 2 BRUN T44,product.product_uom_unit,0,0,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1035200,0,109.86,0,0,,1035200,specific_product.product_storage_temperature_ambient,2018-05-14,specific_data.product_categ_mat_equipement,0,0,__import__.supplier_95150,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,BOTTE AIGLE PARCOURS 2 BRUN T45,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1037580,0,109.86,0,0,,1037580,specific_product.product_storage_temperature_ambient,2018-05-14,specific_data.product_categ_mat_equipement,0,0,__import__.supplier_95150,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,BOTTE AIGLE PARCOURS 2 BRUN T37,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5086520,0,166.00,0,0,,5086520,specific_product.product_storage_temperature_ambient,2018-05-14,specific_data.product_categ_mat_equipement,0,0,__import__.supplier_66445,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,166.00,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,False,EUROMEX OBJECTIF PLAN IMMERS 100X 86520,product.product_uom_unit,0,0,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_8240465,0,1800.00,0,0,,8240465,specific_product.product_storage_temperature_ambient,2018-05-11,specific_data.product_categ_mat_img_echo,0,0,__import__.supplier_68225,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,1800.00,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,False,ECHO DP50 SONDE MICROCONVEXE 5/9 MHZ,product.product_uom_unit,0,0,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_8240502,0,650.00,0,0,,8240502,specific_product.product_storage_temperature_ambient,2018-05-11,specific_data.product_categ_mat_img_echo,0,0,__import__.supplier_68225,0,0,,0,,,l10n_be.1_attn_VAT-OUT-21-L,650.00,0,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,False,ECHO DP50 TROLLEY,product.product_uom_unit,0,0,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5121221,,131.25,,1.000,,5121221,,2018-05-11,specific_data.product_categ_mat_instrumentation,,,__import__.supplier_95150,,,,0,,,l10n_be.1_attn_VAT-OUT-21-L,9999999999.99,,1,l10n_be.1_attn_VAT-IN-V81-21,none,True,,0,True,"PINCE CROCODILE INOX  3,3mm FINE x220mm",product.product_uom_unit,,,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
