id,width,depth,length,indicated_price
__import__.product_4170004,26.60,14.00,31.40,44.00
__import__.product_4180004,26.60,14.00,31.40,42.50
__import__.product_4200992,11.60,10.00,12.30,33.00
__import__.product_4211002,19.60,11.70,21.00,12.00
__import__.product_4211014,0,0,0,67.00
__import__.product_4212002,19.60,11.70,21.00,14.00
__import__.product_4217001,19.70,11.30,28.30,21.50
__import__.product_4280002,19.60,11.70,21.00,12.00
__import__.product_4290001,0,0,0,9.90
__import__.product_4400002,0,0,0,8.90
__import__.product_4400003,19.70,11.30,28.30,16.50
__import__.product_4400004,0,0,0,22.50
__import__.product_4400005,26.70,15.50,29.40,29.00
__import__.product_4400061,19.60,11.70,21.00,12.50
__import__.product_4400062,0,0,0,12.50
__import__.product_4400102,0,0,0,7.80
__import__.product_4400103,19.20,12.80,26.40,13.00
__import__.product_4400104,0,0,0,19.40
__import__.product_4400105,26.20,14.50,30.10,21.50
__import__.product_4400202,0,0,0,8.20
__import__.product_4400203,19.20,12.80,26.40,13.50
__import__.product_4400204,0,0,0,20.80
__import__.product_4400205,26.20,14.50,30.10,22.00
__import__.product_4400303,19.70,11.30,28.30,16.00
__import__.product_4400304,0,0,0,18.80
__import__.product_4400310,0,0,0,45.00
__import__.product_4400405,26.20,14.50,30.10,21.00
__import__.product_4400410,0,0,0,35.80
__import__.product_4400504,0,0,0,16.70
__import__.product_4400505,26.20,14.50,30.10,21.50
__import__.product_4400510,0,0,0,37.60
__import__.product_4400550,18.20,9.00,18.50,7.00
__import__.product_4400553,0,0,0,15.50
__import__.product_4400604,0,0,0,20.80
__import__.product_4400614,0,0,0,52.50
__import__.product_4400616,0,0,0,54.00
__import__.product_4400704,0,0,0,17.40
__import__.product_4400714,0,0,0,45.00
__import__.product_4400804,0,0,0,18.30
__import__.product_4400814,0,0,0,47.30
__import__.product_4400880,18.20,9.00,18.50,7.00
__import__.product_4400883,0,0,0,15.50
__import__.product_4400914,0,0,0,52.50
__import__.product_4401002,19.60,11.70,21.00,11.50
__import__.product_4401014,0,0,0,52.50
__import__.product_4402014,0,0,0,45.00
__import__.product_4405011,25.80,13.80,29.60,21.00
__import__.product_4405021,26.20,14.50,30.10,26.00
__import__.product_4447057,6.20,12.90,6.20,47.70
__import__.product_4484638,5.00,15.00,5.00,11.70
__import__.product_4484673,5.00,15.00,5.00,12.60
__import__.product_4500021,19.20,12.80,26.40,14.50
__import__.product_4500031,19.20,12.80,26.40,14.50
__import__.product_4500041,19.60,11.70,21.00,11.00
__import__.product_4500051,19.20,12.80,26.40,14.50
__import__.product_4500071,18.00,8.70,18.50,6.50
__import__.product_4500072,26.60,14.00,31.40,21.50
__import__.product_4500081,19.60,11.70,21.00,11.00
__import__.product_4500091,19.20,12.80,26.40,14.50
__import__.product_4500151,0,0,0,13.70
__import__.product_4500152,0,0,0,32.30
__import__.product_4518604,0,0,0,31.50
__import__.product_4518633,0,0,0,31.50
__import__.product_4639992,3.00,17.80,9.70,17.50
__import__.product_4647951,0,0,0,25.00
__import__.product_4716014,6.70,9.90,14.30,66.40
__import__.product_4741288,14.50,12.90,14.50,202.20
__import__.product_4900091,14.70,10.00,19.80,9.90
__import__.product_4900400,14.70,10.00,19.80,12.00
__import__.product_4901601,0,0,0,9.60
__import__.product_4901701,0,0,0,9.60
__import__.product_4902601,0,0,0,9.60
__import__.product_4902701,14.70,10.00,19.80,11.50
__import__.product_4910002,0,0,0,22.80
__import__.product_4910040,0,0,0,2.20
__import__.product_4910042,0,0,0,2.20
__import__.product_4910043,0,0,0,2.20
__import__.product_4910044,23.50,11.10,31.00,35.00
__import__.product_4921541,0,0,0,22.80
__import__.product_4921542,0,0,0,2.20
__import__.product_4922542,0,0,0,2.20
__import__.product_4930041,23.50,11.10,31.00,35.00
__import__.product_4930042,0,0,0,2.20
__import__.product_4950042,0,0,0,2.20
__import__.product_4951500,0,0,0,21.50
__import__.product_4952470,0,0,0,22.00
__import__.product_4960042,0,0,0,2.20
__import__.product_4970042,0,0,0,2.20
__import__.product_4980042,0,0,0,2.20
__import__.product_4990042,0,0,0,2.20
__import__.product_5001002,0,0,0,3651.20
__import__.product_5004437,0,0,0,15.40
__import__.product_5005005,14.20,6.80,16.00,6.50
__import__.product_5005021,14.20,6.80,16.00,6.50
__import__.product_5006001,14.20,6.80,16.00,7.00
__import__.product_5007001,14.20,6.80,16.00,7.00
__import__.product_5009110,0,0,0,22.80
__import__.product_5009202,0,0,0,214.90
__import__.product_5013018,0,0,0,109.50
__import__.product_5015700,0,0,0,41.60
__import__.product_5020445,0,0,0,9999999999.90
__import__.product_5025012,0,0,0,78.30
__import__.product_5030317,0,0,0,11.00
__import__.product_5039006,6.50,13.70,6.50,16.50
__import__.product_5042514,0,0,0,22.00
__import__.product_5042523,0,0,0,22.00
__import__.product_5042531,0,0,0,11.00
__import__.product_5042537,0,0,0,13.00
__import__.product_5042538,0,0,0,11.00
__import__.product_5042539,0,0,0,13.00
__import__.product_5053655,0,0,0,13.00
__import__.product_5055548,0,0,0,50.40
__import__.product_5062617,0,0,0,35.20
__import__.product_5105403,0,0,0,98.60
__import__.product_5122401,0,0,0,9999999999.99
__import__.product_5130209,0,0,0,754.00
__import__.product_5130315,11.80,3.60,3.60,18.10
__import__.product_5155000,19.70,11.10,25.70,14.20
__import__.product_5158500,0,0,0,20.30
__import__.product_5163001,7.30,14.90,7.30,131.60
__import__.product_5181020,5.00,20.80,5.00,12.20
__import__.product_5190020,0,0,0,31.50
__import__.product_5190030,0,0,0,37.70
__import__.product_5192714,0,0,0,453.00
__import__.product_5192734,0,0,0,453.00
__import__.product_5200992,10.50,23.50,11.50,33.60
__import__.product_5216050,0,0,0,9999999999.00
__import__.product_5224150,0,0,0,107.10
__import__.product_5242002,0,0,0,52.40
__import__.product_5242004,13.60,25.40,6.40,27.60
__import__.product_5242050,0,0,0,25.00
__import__.product_5243580,0,0,0,50.00
__import__.product_5245060,0,0,0,106.60
__import__.product_5245170,0,0,0,57.00
__import__.product_5259802,0,0,0,20.00
__import__.product_5259809,0,0,0,50.00
__import__.product_5259810,0,0,0,115.00
__import__.product_5259811,0,0,0,14.00
__import__.product_5259813,0,0,0,145.00
__import__.product_5259814,0,0,0,20.00
__import__.product_5259817,0,0,0,125.00
__import__.product_5259821,7.20,23.60,7.20,20.00
__import__.product_5259822,0,0,0,185.00
__import__.product_5259827,0,0,0,22.00
__import__.product_5259829,0,0,0,50.00
__import__.product_5259835,0,0,0,50.00
__import__.product_5259839,7.80,25.00,7.80,55.00
__import__.product_5259844,0,0,0,55.00
__import__.product_5259850,0,0,0,55.00
__import__.product_5259854,0,0,0,55.00
__import__.product_5259859,7.90,24.20,7.90,55.00
__import__.product_5259864,7.70,24.80,7.80,55.00
__import__.product_5259865,0,0,0,34.00
__import__.product_5259868,0,0,0,16.00
__import__.product_5259869,0,0,0,20.00
__import__.product_5259870,0,0,0,50.00
__import__.product_5259872,10.00,10.00,15.00,65.00
__import__.product_5259877,12.70,17.60,6.70,35.00
__import__.product_5260014,12.80,11.50,40.20,27.00
__import__.product_5260018,12.80,11.50,40.20,27.00
__import__.product_5263013,0,0,0,16.40
__import__.product_5267001,6.60,23.70,6.60,25.00
__import__.product_5267002,8.20,24.90,8.20,19.00
__import__.product_5267004,8.20,24.60,8.20,19.00
__import__.product_5267005,14.60,25.30,19.60,78.00
__import__.product_5267007,4.90,3.50,20.00,16.00
__import__.product_5267018,0,0,0,32.90
__import__.product_5270102,10.20,3.10,11.50,5.20
__import__.product_5290979,0,0,0,224.10
__import__.product_5291044,0,0,0,45.00
__import__.product_5291080,0,0,0,5.00
__import__.product_5292640,0,0,0,7.90
__import__.product_5292760,0,0,0,13.80
__import__.product_5300011,0,0,0,22.10
__import__.product_5301820,0,0,0,125.00
__import__.product_5312920,0,0,0,25.00
__import__.product_5312925,0,0,0,25.00
__import__.product_5312930,0,0,0,25.00
__import__.product_5312935,0,0,0,25.00
__import__.product_5322210,0,0,0,216.00
__import__.product_5333995,0,0,0,28.50
__import__.product_5333996,0,0,0,38.20
__import__.product_5350503,0,0,0,100.90
__import__.product_5353000,19.70,11.10,25.70,14.20
__import__.product_5354000,19.70,11.10,25.70,14.20
__import__.product_5382259,0,0,0,99.10
__import__.product_5382269,5.60,7.20,25.50,99.10
__import__.product_5391970,0,0,0,351.40
__import__.product_5399092,0,0,0,300.00
__import__.product_5399570,0,0,0,20.00
__import__.product_5402061,0,0,0,73.50
__import__.product_5415303,0,0,0,218.60
__import__.product_5420001,31.40,24.70,31.40,9999999999.00
__import__.product_5430810,0,0,0,60.40
__import__.product_5435101,0,0,0,1.00
__import__.product_5443500,0,0,0,24.50
__import__.product_5445400,0,0,0,275.70
__import__.product_5447003,0,0,0,72.90
__import__.product_5450014,12.00,12.80,12.00,160.00
__import__.product_5460084,0,0,0,19.80
__import__.product_5460094,0,0,0,45.30
__import__.product_5512035,0,0,0,49.40
__import__.product_5513210,0,0,0,28.70
__import__.product_5513720,0,0,0,42.00
__import__.product_5513740,0,0,0,99999999999.90
__import__.product_5513780,0,0,0,42.00
__import__.product_5519511,0,0,0,1686.90
__import__.product_5521500,0,0,0,42.90
__import__.product_5521800,20.10,10.20,20.90,14.50
__import__.product_5521900,0,0,0,39.20
__import__.product_5522600,0,0,0,64.90
__import__.product_5523600,0,0,0,42.00
__import__.product_5524400,0,0,0,42.00
__import__.product_5600100,0,0,0,309.30
__import__.product_5600300,0,0,0,30.90
__import__.product_5610527,0,0,0,478.90
__import__.product_5678910,0,0,0,101.10
__import__.product_5703001,10.00,14.50,19.00,11.70
__import__.product_5764022,0,0,0,115.00
__import__.product_5764464,4.30,8.60,4.50,15.00
__import__.product_5764465,7.00,9.50,7.00,38.00
__import__.product_5810028,0,0,0,14.50
__import__.product_5822114,0,0,0,15.00
__import__.product_5822190,0,0,0,14.50
__import__.product_5822742,0,0,0,13.80
__import__.product_5823405,0,0,0,163.60
__import__.product_5825268,0,0,0,31.50
__import__.product_5825284,0,0,0,36.90
__import__.product_5825287,15.00,11.10,22.20,42.90
__import__.product_5825665,20.60,11.90,22.70,29.00
__import__.product_5826083,0,0,0,30.00
__import__.product_5826092,20.60,12.90,30.40,24.50
__import__.product_5826428,0,0,0,25.00
__import__.product_5826429,0,0,0,26.00
__import__.product_5826431,0,0,0,23.00
__import__.product_5829850,20.30,8.00,27.50,30.00
__import__.product_5829855,20.30,8.00,27.50,30.00
__import__.product_5829856,20.30,8.00,27.50,30.00
__import__.product_5831700,0,0,0,23.00
__import__.product_5833023,0,0,0,37.70
__import__.product_5840317,0,0,0,77.10
__import__.product_5840319,0,0,0,35.00
__import__.product_5840323,0,0,0,64.50
__import__.product_5849012,0,0,0,37.70
__import__.product_5902403,0,0,0,9999999999.99
__import__.product_5910055,0,0,0,244.20
__import__.product_5927103,0,0,0,9999999999.99
__import__.product_5928400,4.70,6.80,9.20,9999999999.99
__import__.product_5962001,0,0,0,100.70
__import__.product_5962008,15.90,20.40,10.80,155.20
__import__.product_5962010,0,0,0,223.20
__import__.product_6020103,0,0,0,9999999990.00
__import__.product_6020111,0,0,0,116.20
__import__.product_6020115,0,0,0,3.90
__import__.product_6020126,0,0,0,21.30
__import__.product_6020127,0,0,0,21.30
__import__.product_6034607,0,0,0,12.00
__import__.product_6040008,0,0,0,30.00
__import__.product_6040016,14.40,1.20,17.30,9.60
__import__.product_6040046,18.40,13.50,22.50,20.50
__import__.product_6045040,0,0,0,105.20
__import__.product_6045083,0,0,0,34.20
__import__.product_6045085,19.80,13.90,20.20,151.00
__import__.product_6045086,19.80,13.90,20.20,67.70
__import__.product_6045087,0,0,0,69.50
__import__.product_6045190,0,0,0,34.60
__import__.product_6045200,11.60,15.10,11.60,77.50
__import__.product_6045201,0,0,0,127.50
__import__.product_6045202,20.00,17.70,21.50,65.60
__import__.product_6045203,11.60,18.70,12.00,99.50
__import__.product_6045204,0,0,0,53.70
__import__.product_6045205,0,0,0,115.50
__import__.product_6045206,11.70,12.60,11.70,59.70
__import__.product_6045207,11.60,18.70,12.00,116.00
__import__.product_6045208,17.70,15.00,18.30,69.70
__import__.product_6045209,0,0,0,59.70
__import__.product_6045210,0,0,0,152.00
__import__.product_6045211,0,0,0,63.70
__import__.product_6115212,0,0,0,650.00
__import__.product_6120477,0,0,0,27.20
__import__.product_6170006,0,0,0,27.60
__import__.product_6197003,0,0,0,16.10
__import__.product_6197008,22.90,19.40,24.10,63.80
__import__.product_6197015,8.30,25.50,8.30,33.10
__import__.product_6197019,0,0,0,142.10
__import__.product_6200004,0,0,0,43.50
__import__.product_6250163,0,0,0,3.20
__import__.product_6257901,0,0,0,615.60
__import__.product_6260000,0,0,0,22.70
__import__.product_6260019,12.80,11.50,40.20,27.00
__import__.product_6260028,12.80,11.50,40.20,27.00
__import__.product_6260034,19.40,9.60,28.60,31.00
__import__.product_6267600,0,0,0,5.40
__import__.product_6267601,0,0,0,15.50
__import__.product_6267603,0,0,0,15.50
__import__.product_6267605,0,0,0,55.50
