id,width,depth,list_price,length
__import__.product_1500518,0,0,8.30,0
__import__.product_1501300,0,0,2972.00,0
__import__.product_1502100,0,0,2830.00,0
__import__.product_1503127,0,0,3713.00,0
__import__.product_1503130,0,0,3115.00,0
__import__.product_1504303,0,0,3569.00,0
__import__.product_1504313,0,0,2828.00,0
__import__.product_1505006,0,0,26.90,0
__import__.product_1507631,0,0,41.90,0
__import__.product_1507649,0,0,117.70,0
__import__.product_1515169,0,0,150.30,0
__import__.product_1527622,0,0,6130.00,0
__import__.product_1527649,0,0,6850.00,0
__import__.product_1529999,0,0,1440.00,0
__import__.product_1532290,5.00,13.70,19.80,5.00
__import__.product_1544295,15.20,9.50,29.20,17.80
__import__.product_1582022,0,0,116.40,0
__import__.product_1589463,0,0,54.00,0
__import__.product_1589969,0,0,8.80,0
__import__.product_1589985,0,0,6.20,0
__import__.product_1590500,0,0,42.50,0
__import__.product_1656453,10.70,0.80,9.10,12.70
__import__.product_1660778,3.80,2.80,2.80,15.70
__import__.product_1660794,3.80,2.90,2.80,15.70
__import__.product_1660802,0,0,6.10,0
__import__.product_1660851,0,0,3.40,0
__import__.product_1662048,0,0,12.90,0
__import__.product_1682962,0,0,20.50,0
__import__.product_1683713,0,0,21.00,0
__import__.product_1687522,0,0,225.00,0
__import__.product_1702810,0,0,20.00,0
__import__.product_1702891,0,0,255.60,0
__import__.product_1703201,0,0,1500.00,0
__import__.product_1703479,4.00,10.90,4.80,4.00
__import__.product_1704302,0,0,3048.00,0
__import__.product_1708134,0,0,570.00,0
__import__.product_1709823,0,0,17.10,0
__import__.product_1711100,0,0,89.00,0
__import__.product_1720507,2.60,5.60,4.50,5.30
__import__.product_1734201,0,0,12.00,0
__import__.product_1736401,0,0,4400.00,0
__import__.product_1738900,0,0,40.00,0
__import__.product_1741743,0,0,34.00,0
__import__.product_1741750,2.70,5.70,10.30,5.30
__import__.product_1743467,9.90,11.40,678.10,24.20
__import__.product_1763416,6.80,13.10,20.70,6.80
__import__.product_1773335,0,0,4.50,0
__import__.product_1778166,0,0,4.80,0
__import__.product_1800157,8.20,7.70,367.30,17.30
__import__.product_1800166,0,0,2700.00,0
__import__.product_1805050,0,0,17.00,0
__import__.product_1805270,0,0,115.00,0
__import__.product_1810018,0,0,70.00,0
__import__.product_1810460,0,0,11.80,0
__import__.product_1901791,0,0,159.60,0
__import__.product_1901931,0,0,107.00,0
__import__.product_2013080,0,0,2000.00,0
__import__.product_2024817,0,0,16.00,0
__import__.product_2028549,0,0,36.80,0
__import__.product_2028550,0,0,29.70,0
__import__.product_2060035,11.20,26.90,52.00,13.00
__import__.product_2060432,0,0,23.00,0
__import__.product_2061562,0,0,141.70,0
__import__.product_2070014,0,0,15.80,0
__import__.product_2101604,0,0,170.00,0
__import__.product_2102100,0,0,489.00,0
__import__.product_2140604,0,0,80.00,0
__import__.product_2157378,0,0,11.60,0
__import__.product_2167401,6.20,11.00,21.40,6.20
__import__.product_2177764,0,0,36.60,0
__import__.product_2194025,6.80,3.40,25.20,17.20
__import__.product_2214922,0,0,170.30,0
__import__.product_2221794,7.30,4.00,29.50,10.50
__import__.product_2222220,0,0,41.30,0
__import__.product_2228062,7.20,8.60,13.80,6.00
__import__.product_2237196,4.20,2.90,6.10,10.20
__import__.product_2241156,5.20,2.20,7.10,8.30
__import__.product_2247344,0,0,74.80,0
__import__.product_2247864,13.50,11.70,126.90,19.30
__import__.product_2251098,4.40,7.60,52.00,4.40
__import__.product_2252245,13.30,8.10,154.50,13.30
__import__.product_2256741,5.50,2.20,5.80,11.70
__import__.product_2262558,0,0,75.00,0
__import__.product_2271740,3.50,7.90,17.00,3.50
__import__.product_2277622,7.00,4.00,57.20,15.40
__import__.product_2289213,14.50,22.00,41.40,14.50
__import__.product_2300212,0,0,72.00,0
__import__.product_2303330,0,0,1617.00,0
__import__.product_2319531,10.00,22.40,8.30,10.00
__import__.product_2321200,0,0,59.00,0
__import__.product_2378149,13.10,2.50,20.30,14.40
__import__.product_2378164,13.10,2.50,23.90,14.50
__import__.product_2403267,0,0,250.00,0
__import__.product_2411296,9.70,3.10,11.60,12.00
__import__.product_2413326,0,0,10.20,0
__import__.product_2413359,0,0,6.00,0
__import__.product_2413540,0,0,6.40,0
__import__.product_2413565,0,0,7.90,0
__import__.product_2451888,8.90,24.00,120.40,8.90
__import__.product_2470441,7.60,2.30,5.20,12.90
__import__.product_2486001,0,0,52.50,0
__import__.product_2486002,0,0,52.50,0
__import__.product_2495495,0,0,603.60,0
__import__.product_2496002,0,0,52.50,0
__import__.product_2502500,0,0,142.00,0
__import__.product_2509917,20.40,7.80,118.30,21.70
__import__.product_2510137,0,0,400.00,0
__import__.product_2520212,0,0,14.80,0
__import__.product_2522047,0,0,29.70,0
__import__.product_2524777,0,0,26.00,0
__import__.product_2589557,0,0,42.30,0
__import__.product_2597951,4.70,8.90,51.30,4.70
__import__.product_2600649,14.20,22.00,16.40,9.00
__import__.product_2600655,12.30,17.30,7.50,7.30
__import__.product_2605046,3.50,7.00,14.00,3.50
__import__.product_2607033,0,0,399.00,0
__import__.product_2618965,5.70,10.60,53.60,5.70
__import__.product_2624294,11.70,4.10,10.60,6.90
__import__.product_2655256,5.30,11.50,29.50,5.20
__import__.product_2656494,0,0,32.50,0
__import__.product_2675684,0,0,47.40,0
__import__.product_2701548,5.00,2.50,7.80,10.00
__import__.product_2701700,0,0,27.50,0
__import__.product_2721157,14.30,9.90,53.00,9.80
__import__.product_2744480,5.70,2.20,6.10,11.00
__import__.product_2747640,4.00,8.00,70.90,4.00
__import__.product_2756740,16.50,3.80,17.80,7.90
__import__.product_2756773,17.50,6.60,42.50,8.00
__import__.product_2764975,15.30,11.70,152.00,10.70
__import__.product_2764983,7.50,6.00,46.40,14.00
__import__.product_2769115,5.20,10.20,27.60,5.20
__import__.product_2778447,15.00,1.70,8.10,11.00
__import__.product_2805125,5.60,11.60,24.60,5.60
__import__.product_2807975,0,0,48.00,0
__import__.product_2833929,7.30,8.20,29.50,11.70
__import__.product_2882629,14.80,1.80,26.80,11.10
__import__.product_2885473,3.50,20.50,10.30,7.00
__import__.product_2919942,7.10,11.20,6.10,1.70
__import__.product_2919959,7.10,11.30,34.50,5.20
__import__.product_2919975,7.10,11.50,60.50,6.30
__import__.product_2920064,8.70,7.50,18.10,13.20
__import__.product_2920437,13.70,25.80,133.90,12.50
__import__.product_2975753,0,0,21.90,0
__import__.product_2978963,0,0,6.10,0
__import__.product_3013019,0,0,4795.00,0
__import__.product_3015601,0,0,15.00,0
__import__.product_3030178,0,0,4.70,0
__import__.product_3032174,0,0,85.00,0
__import__.product_3035961,0,0,38.50,0
__import__.product_3035979,0,0,160.00,0
__import__.product_3035987,0,0,15.80,0
__import__.product_3036001,0,0,78.00,0
__import__.product_3044666,0,0,27.50,0
__import__.product_3044690,0,0,56.00,0
__import__.product_3044708,0,0,26.00,0
__import__.product_3045499,0,0,9.20,0
__import__.product_3045515,0,0,18.40,0
__import__.product_3050507,0,0,11.50,0
__import__.product_3051190,0,0,10.30,0
__import__.product_3074457,0,0,34.00,0
__import__.product_3075447,0,0,81.70,0
__import__.product_3195892,0,0,250.00,0
__import__.product_3195893,0,0,100.00,0
__import__.product_3205416,0,0,685.00,0
__import__.product_3206141,0,0,585.00,0
__import__.product_3206158,0,0,171.00,0
__import__.product_3206166,0,0,145.00,0
__import__.product_3206174,0,0,675.00,0
__import__.product_3206190,0,0,143.00,0
__import__.product_3206208,0,0,175.00,0
__import__.product_3213535,0,0,33.60,0
__import__.product_3241006,0,0,44.30,0
__import__.product_3241009,6.30,25.30,17.70,13.50
__import__.product_3241013,11.90,15.50,20.30,11.90
__import__.product_3241017,0,0,16.10,0
__import__.product_3241020,0,0,12.10,0
__import__.product_3241024,0,0,18.00,0
__import__.product_3265000,0,0,75.00,0
__import__.product_3280757,0,0,9.60,0
__import__.product_3301100,0,0,1250.00,0
__import__.product_3301300,0,0,1645.00,0
__import__.product_3302202,0,0,1537.00,0
__import__.product_3303330,0,0,1822.00,0
__import__.product_3308772,0,0,4.10,0
__import__.product_3327376,0,0,6.90,0
__import__.product_3455368,0,0,148.00,0
__import__.product_3621871,0,0,1.40,0
__import__.product_3621880,4.20,1.90,1.40,7.50
__import__.product_3621898,17.80,8.90,28.00,22.00
__import__.product_3680085,0,0,222.30,0
__import__.product_3704756,0,0,365.00,0
__import__.product_3723720,0,0,2748.40,0
__import__.product_3769070,0,0,40.00,0
__import__.product_3802844,0,0,380.00,0
__import__.product_3908259,0,0,96.50,0
__import__.product_4000038,0,0,250.00,0
__import__.product_4001277,0,0,1000.00,0
__import__.product_4002699,0,0,36.70,0
__import__.product_4002771,0,0,1940.00,0
__import__.product_4019969,0,0,60.00,0
__import__.product_4022752,0,0,2592.00,0
__import__.product_4026420,7.50,2.30,1.00,19.00
__import__.product_4103501,0,0,942.00,0
__import__.product_4111601,0,0,53.00,0
__import__.product_4200128,0,0,5.10,0
__import__.product_4201100,0,0,1142.00,0
__import__.product_4201300,0,0,1406.00,0
__import__.product_4201524,0,0,16.40,0
__import__.product_4251300,0,0,57.80,0
__import__.product_4301100,0,0,1557.00,0
__import__.product_4301821,0,0,6.60,0
__import__.product_4302202,0,0,1713.00,0
__import__.product_4303130,0,0,2971.00,0
__import__.product_4303330,0,0,1998.00,0
__import__.product_4394875,20.00,13.30,225.20,20.00
__import__.product_4444444,0,0,6000.00,0
__import__.product_4451042,0,0,20.40,0
__import__.product_4472173,0,0,7.70,0
__import__.product_4507782,27.00,25.00,53.00,27.00
__import__.product_4550005,0,0,74.00,0
__import__.product_4582312,0,0,42.30,0
__import__.product_4665643,0,0,15.00,0
__import__.product_4686098,3.70,8.70,9.50,2.80
__import__.product_4700763,17.00,16.80,234.00,25.60
__import__.product_4716037,14.40,9.90,114.60,6.70
__import__.product_4741265,16.30,12.20,47.90,19.90
__import__.product_4741325,14.40,12.90,124.10,14.50
__import__.product_4741609,19.00,16.00,27.50,19.00
__import__.product_4789817,17.20,0,43.60,17.20
__import__.product_5000034,0,0,10.30,0
__import__.product_5000040,0,0,160.00,0
__import__.product_5000123,0,0,15000.00,0
__import__.product_5000124,0,0,4500.00,0
__import__.product_5000310,0,0,197.70,0
__import__.product_5000412,0,0,50.00,0
__import__.product_5000503,0,0,355.00,0
__import__.product_5000616,0,0,197.70,0
__import__.product_5000803,0,0,1276.00,0
__import__.product_5000835,0,0,89.00,0
__import__.product_5000836,0,0,89.00,0
__import__.product_5000837,0,0,19.50,0
__import__.product_5000919,0,0,197.70,0
__import__.product_5001020,0,0,65.00,0
__import__.product_5001022,0,0,148.00,0
__import__.product_5001060,0,0,114.00,0
__import__.product_5001107,0,0,89.60,0
__import__.product_5001113,0,0,153.00,0
__import__.product_5001162,0,0,399.00,0
__import__.product_5001201,0,0,70.00,0
__import__.product_5001203,0,0,105.00,0
__import__.product_5001268,0,0,86.00,0
__import__.product_5001320,0,0,46.60,0
__import__.product_5001323,0,0,46.60,0
__import__.product_5001445,0,0,163.10,0
__import__.product_5001446,0,0,163.10,0
__import__.product_5001465,0,0,47.00,0
__import__.product_5001523,0,0,30.40,0
__import__.product_5001537,0,0,400.00,0
__import__.product_5001619,0,0,40.00,0
__import__.product_5001620,0,0,40.00,0
__import__.product_5001708,0,0,570.00,0
__import__.product_5001982,0,0,5500.00,0
__import__.product_5001985,0,0,351.30,0
__import__.product_5001986,0,0,196.30,0
__import__.product_5001994,0,0,41.70,0
__import__.product_5001995,0,0,930.00,0
__import__.product_5002012,0,0,5500.00,0
__import__.product_5002013,0,0,1500.00,0
__import__.product_5002035,0,0,11.10,0
__import__.product_5002212,0,0,327.70,0
__import__.product_5002313,0,0,63.40,0
__import__.product_5002314,0,0,66.40,0
__import__.product_5002420,0,0,50.00,0
__import__.product_5002445,0,0,3.60,0
__import__.product_5002590,0,0,10.00,0
__import__.product_5002618,0,0,10.00,0
__import__.product_5002634,0,0,50.00,0
__import__.product_5003000,0,0,4500.00,0
__import__.product_5003017,0,0,640.00,0
__import__.product_5003197,0,0,9.20,0
__import__.product_5003480,0,0,10.50,0
__import__.product_5003482,0,0,10.50,0
__import__.product_5004000,0,0,18.00,0
__import__.product_5004010,0,0,114.00,0
__import__.product_5004260,0,0,365.00,0
__import__.product_5004261,0,0,74.00,0
__import__.product_5005002,0,0,42.00,0
__import__.product_5005057,0,0,130.00,0
__import__.product_5005093,0,0,26.00,0
__import__.product_5005105,15.30,10.50,32.30,19.80
__import__.product_5005129,0,0,372.80,0
__import__.product_5005201,0,0,114.50,0
__import__.product_5005211,0,0,341.80,0
__import__.product_5005215,0,0,45.00,0
__import__.product_5006500,0,0,29.00,0
__import__.product_5006565,0,0,68.00,0
__import__.product_5006700,0,0,15.40,0
__import__.product_5007006,0,0,119.00,0
__import__.product_5007116,0,0,2101.90,0
__import__.product_5007143,0,0,81.90,0
__import__.product_5007144,0,0,81.90,0
__import__.product_5007145,0,0,81.90,0
__import__.product_5008104,0,0,2.50,0
__import__.product_5008105,0,0,2.50,0
__import__.product_5008106,0,0,2.50,0
__import__.product_5008107,0,0,2.50,0
__import__.product_5008185,0,0,59.00,0
__import__.product_5009003,0,0,26.50,0
__import__.product_5009290,0,0,15.00,0
__import__.product_5010013,0,0,67.00,0
__import__.product_5010034,0,0,53.30,0
__import__.product_5010075,0,0,125.00,0
__import__.product_5010085,0,0,125.00,0
__import__.product_5010090,0,0,125.00,0
__import__.product_5010100,0,0,430.00,0
__import__.product_5010115,0,0,65.00,0
__import__.product_5010120,0,0,25.50,0
__import__.product_5010201,0,0,75.00,0
__import__.product_5010205,0,0,250.00,0
__import__.product_5010208,0,0,55.00,0
__import__.product_5010209,0,0,55.00,0
__import__.product_5010430,0,0,53.00,0
__import__.product_5010611,0,0,450.00,0
__import__.product_5010638,13.20,23.20,16.80,7.50
__import__.product_5010645,12.90,22.80,21.00,7.60
__import__.product_5010669,10.70,22.10,16.80,7.10
__import__.product_5010670,0,0,100.80,0
__import__.product_5010680,1.40,5.00,0.80,1.40
__import__.product_5010684,1.10,4.50,0.80,1.10
__import__.product_5011004,0,0,36.40,0
__import__.product_5011025,0,0,2992.00,0
__import__.product_5011030,0,0,2992.00,0
__import__.product_5011044,0,0,86.20,0
__import__.product_5011095,0,0,7.00,0
__import__.product_5011102,0,0,55.00,0
__import__.product_5012000,0,0,30.00,0
__import__.product_5012004,0,0,75.00,0
__import__.product_5012011,0,0,20.00,0
__import__.product_5012281,0,0,415.00,0
__import__.product_5012285,0,0,107.20,0
__import__.product_5012393,0,0,125.00,0
__import__.product_5012395,0,0,185.00,0
__import__.product_5012520,0,0,23.90,0
__import__.product_5013411,0,0,6.20,0
__import__.product_5013461,0,0,6.20,0
__import__.product_5013465,0,0,9.50,0
__import__.product_5014000,0,0,36.60,0
__import__.product_5014132,0,0,21.00,0
__import__.product_5016019,0,0,60.00,0
__import__.product_5016022,0,0,45.00,0
__import__.product_5016372,0,0,4.20,0
__import__.product_5016392,0,0,52.10,0
__import__.product_5016465,0,0,45.00,0
__import__.product_5016497,0,0,30.00,0
__import__.product_5018994,0,0,10.00,0
__import__.product_5019337,0,0,80.00,0
__import__.product_5019419,0,0,15.00,0
__import__.product_5019487,0,0,45.00,0
__import__.product_5019885,0,0,40.10,0
__import__.product_5020173,0,0,92.00,0
__import__.product_5020174,0,0,92.00,0
__import__.product_5020175,0,0,92.00,0
__import__.product_5020176,0,0,92.00,0
__import__.product_5020186,0,0,42.60,0
__import__.product_5020187,0,0,70.30,0
__import__.product_5020403,0,0,32.90,0
__import__.product_5020411,0,0,31.20,0
__import__.product_5020412,0,0,31.20,0
__import__.product_5020440,0,0,10.50,0
__import__.product_5020472,0,0,32.40,0
__import__.product_5020532,0,0,90.00,0
__import__.product_5020540,0,0,40.60,0
__import__.product_5020541,0,0,41.90,0
__import__.product_5020571,0,0,29.40,0
__import__.product_5020572,0,0,29.40,0
__import__.product_5020609,0,0,420.00,0
__import__.product_5021220,0,0,5.70,0
__import__.product_5021448,0,0,15.00,0
__import__.product_5021620,0,0,31.50,0
__import__.product_5021701,0,0,162.80,0
__import__.product_5021702,0,0,210.00,0
__import__.product_5022000,0,0,130.00,0
__import__.product_5022015,0,0,4.70,0
__import__.product_5022026,0,0,31.50,0
__import__.product_5022055,0,0,125.00,0
__import__.product_5022214,0,0,170.10,0
__import__.product_5022501,0,0,153.00,0
__import__.product_5023025,0,0,3312.00,0
__import__.product_5023030,0,0,3312.00,0
__import__.product_5023092,0,0,2.50,0
__import__.product_5023093,0,0,2.50,0
__import__.product_5023095,0,0,2.50,0
__import__.product_5023097,0,0,2.50,0
__import__.product_5023157,0,0,41.50,0
__import__.product_5023195,0,0,125.00,0
__import__.product_5023316,0,0,12.90,0
__import__.product_5023414,0,0,59.30,0
__import__.product_5023420,0,0,59.30,0
__import__.product_502465,0,0,36.50,0
__import__.product_5025001,0,0,100.00,0
__import__.product_5025105,0,0,39.00,0
__import__.product_5025440,0,0,17.70,0
__import__.product_5025442,0,0,36.50,0
__import__.product_5025444,0,0,59.30,0
__import__.product_5026602,0,0,295.00,0
__import__.product_5026604,0,0,295.00,0
__import__.product_5026610,0,0,370.00,0
__import__.product_5027057,0,0,70.00,0
__import__.product_5027177,0,0,41.10,0
__import__.product_5027302,0,0,160.40,0
__import__.product_5027303,0,0,58.00,0
__import__.product_5027598,0,0,45.00,0
__import__.product_5028001,0,0,44.00,0
__import__.product_5029010,16.50,24.80,53.70,20.80
__import__.product_5029106,0,0,39.70,0
__import__.product_5029520,0,0,85.00,0
__import__.product_5030030,0,0,169.10,0
__import__.product_5030101,0,0,39.30,0
__import__.product_5030103,0,0,41.70,0
__import__.product_5030108,0,0,52.80,0
__import__.product_5030109,0,0,53.10,0
__import__.product_5030131,0,0,24.80,0
__import__.product_5030135,0,0,17.00,0
__import__.product_5030195,0,0,99.00,0
__import__.product_5030239,0,0,78.20,0
__import__.product_5030328,0,0,4.10,0
__import__.product_5030523,0,0,87.40,0
__import__.product_5030733,0,0,89.00,0
__import__.product_5030800,0,0,2300.00,0
__import__.product_5030801,0,0,150.00,0
__import__.product_5030802,0,0,2430.00,0
__import__.product_5030809,0,0,24777.00,0
__import__.product_5031151,0,0,3.40,0
__import__.product_5031222,0,0,38.80,0
__import__.product_5031242,0,0,10.40,0
__import__.product_5031406,0,0,13.10,0
__import__.product_5031777,0,0,50.00,0
__import__.product_5031944,0,0,98.50,0
__import__.product_5031950,0,0,98.50,0
__import__.product_5032164,0,0,236.00,0
__import__.product_5032167,0,0,236.00,0
__import__.product_5032176,0,0,263.00,0
__import__.product_5033010,0,0,65.60,0
__import__.product_5033148,0,0,192.00,0
__import__.product_5033159,0,0,245.00,0
__import__.product_5033160,0,0,245.00,0
__import__.product_5033161,0,0,245.00,0
__import__.product_5033162,0,0,245.00,0
__import__.product_5034023,0,0,150.00,0
__import__.product_5034085,0,0,89.50,0
__import__.product_5034921,0,0,1050.00,0
__import__.product_5035132,0,0,0.90,0
__import__.product_5035290,0,0,6.30,0
__import__.product_5035326,0,0,20.00,0
__import__.product_5038031,0,0,150.00,0
__import__.product_5038982,0,0,52.50,0
__import__.product_5039017,0,0,29.10,0
__import__.product_5039031,0,0,24.00,0
__import__.product_5039180,0,0,20.20,0
__import__.product_5039500,0,0,591.20,0
__import__.product_5039700,0,0,30.00,0
__import__.product_5039702,0,0,33.00,0
__import__.product_5039703,0,0,26.80,0
__import__.product_5039705,0,0,30.00,0
__import__.product_5039707,0,0,30.00,0
__import__.product_5039709,6.00,6.20,29.90,14.40
__import__.product_5039710,0,0,30.00,0
__import__.product_5039711,0,0,30.00,0
__import__.product_5039713,0,0,30.00,0
__import__.product_5039714,0,0,30.00,0
__import__.product_5039715,0,0,30.00,0
__import__.product_5039800,0,0,34.80,0
__import__.product_5039801,0,0,34.80,0
__import__.product_5039811,0,0,39.00,0
__import__.product_5039812,0,0,39.00,0
__import__.product_5039813,0,0,39.00,0
__import__.product_5039814,0,0,39.00,0
__import__.product_5039900,0,0,30.60,0
__import__.product_5039902,0,0,18.00,0
__import__.product_5039903,0,0,18.00,0
__import__.product_5039904,0,0,30.60,0
__import__.product_5039905,0,0,18.00,0
__import__.product_5040125,0,0,40.00,0
__import__.product_5040411,0,0,120.00,0
__import__.product_5040912,0,0,48.00,0
__import__.product_5041022,0,0,74.80,0
__import__.product_5041120,0,0,965.00,0
__import__.product_5041257,4.50,4.50,8.10,12.80
__import__.product_5041911,0,0,27.60,0
__import__.product_5042205,0,0,730.00,0
