id,width,depth,list_price,length,weight
__import__.product_5073431,0,0,28.80,0,0
__import__.product_5080431,0,0,129.50,0,0
__import__.product_5080441,0,0,187.50,0,0
__import__.product_5100312,0,0,112.00,0,0
__import__.product_5100600,0,0,12.90,0,5.00
__import__.product_5102021,0,0,9.50,0,0
__import__.product_5102146,0,0,105.00,0,0
__import__.product_5102294,0,0,310.00,0,0
__import__.product_5102630,0,0,105.00,0,0
__import__.product_5102634,0,0,105.00,0,0
__import__.product_5104800,0,0,18.70,0,0
__import__.product_5105000,0,0,15.50,0,2.50
__import__.product_5105100,0,0,14.40,0,2.50
__import__.product_5105102,0,0,240.00,0,0
__import__.product_5109201,0,0,40.00,0,0
__import__.product_5111849,0,0,13.20,0,0
__import__.product_5111870,0,0,13.20,0,0
__import__.product_5111931,0,0,13.20,0,0
__import__.product_5112377,0,0,9.40,0,0
__import__.product_5117534,38.00,11.00,40.90,76.00,14.00
__import__.product_5117538,38.00,11.00,40.90,76.00,14.00
__import__.product_5120023,0,0,434.60,0,0.50
__import__.product_5120126,0,0,26.80,0,0
__import__.product_5138151,0,0,426.00,0,0
__import__.product_5140603,0,0,58.00,0,0.30
__import__.product_5141793,0,0,34.40,0,0
__import__.product_5147695,0,0,15.50,0,0
__import__.product_5147696,0,0,15.50,0,0
__import__.product_5147700,0,0,15.50,0,0
__import__.product_5147760,0,0,2.60,0,0
__import__.product_5147772,0,0,2.60,0,0
__import__.product_5150784,0,0,40.90,0,16.50
__import__.product_5150837,0,0,40.90,0,16.50
__import__.product_5151515,0,0,15.00,0,0
__import__.product_5161400,0,0,40.60,0,12.50
__import__.product_5161410,0,0,13.70,0,3.00
__import__.product_5161610,0,0,10.50,0,3.00
__import__.product_5162010,0,0,12.90,0,3.00
__import__.product_5164522,25.00,10.00,12.90,36.00,3.00
__import__.product_5164552,15.00,25.00,38.20,25.00,6.00
__import__.product_5164555,0,0,13.70,0,3.00
__import__.product_5164556,0,0,40.60,0,12.50
__import__.product_5164940,0,0,91.00,0,0
__import__.product_5169902,0,0,31.30,0,0.40
__import__.product_5170251,0,0,35.80,0,0
__import__.product_5180316,0,0,7.60,0,0
__import__.product_5180409,0,0,13.30,0,0
__import__.product_5192017,0,0,28.60,0,1.00
__import__.product_5192026,0,0,65.10,0,2.40
__import__.product_5192901,12.50,7.50,26.00,18.70,0.60
__import__.product_5194003,23.60,10.00,17.80,28.80,3.00
__import__.product_5194007,0,0,37.80,0,7.50
__import__.product_5194203,23.60,10.00,17.80,28.80,3.00
__import__.product_5194207,0,0,37.80,0,7.50
__import__.product_5194303,23.60,10.00,17.80,28.80,3.00
__import__.product_5194307,0,0,37.80,0,7.50
__import__.product_5194413,41.60,11.30,45.80,74.60,13.50
__import__.product_5195003,23.00,10.00,17.80,29.00,3.00
__import__.product_5195007,0,0,37.80,0,7.50
__import__.product_5200828,0,0,214.50,0,0
__import__.product_5200829,0,0,42.90,0,0
__import__.product_5203053,0,0,5.70,0,0.20
__import__.product_5207150,0,0,435.00,0,0
__import__.product_5207151,0,0,435.00,0,0
__import__.product_5207152,0,0,435.00,0,0
__import__.product_5207153,0,0,435.00,0,0
__import__.product_5207154,0,0,435.00,0,0
__import__.product_5215130,0,0,16.00,0,0
__import__.product_5227052,0,0,5.30,0,0
__import__.product_5227286,0,0,32.20,0,0
__import__.product_5236000,0,0,39.20,0,0
__import__.product_5248007,0,0,19.20,0,0
__import__.product_5250120,4.50,19.50,131.40,32.00,1.00
__import__.product_5255021,0,0,2650.00,0,0
__import__.product_5257304,0,0,81.00,0,0
__import__.product_5259300,0,0,45.00,0,5.00
__import__.product_5260511,0,0,2.00,0,0
__import__.product_5270106,0,0,285.00,0,0
__import__.product_5270122,0,0,10.10,0,0.10
__import__.product_5270207,19.00,10.00,13.50,33.00,2.50
__import__.product_5270222,0,0,18.50,0,3.00
__import__.product_5271532,0,0,232.40,0,0
__import__.product_5272260,0,0,3.90,0,0
__import__.product_5280410,7.50,16.00,17.50,7.50,0.50
__import__.product_5299901,0,0,6.60,0,0
__import__.product_5299905,0,0,86.00,0,0
__import__.product_5299910,0,0,101.50,0,0
__import__.product_5299912,0,0,6.40,0,0
__import__.product_5299915,0,0,114.00,0,0
__import__.product_5299920,0,0,64.50,0,0
__import__.product_5299922,0,0,97.50,0,0
__import__.product_5299925,0,0,18.70,0,0
__import__.product_5299927,0,0,24.70,0,0
__import__.product_5299929,0,0,12.70,0,0
__import__.product_5301118,0,0,6.50,0,0
__import__.product_5301140,0,0,43.50,0,0
__import__.product_5301147,0,0,42.00,0,0
__import__.product_5306904,0,0,33.10,0,0
__import__.product_5306922,0,0,42.30,0,0
__import__.product_5307350,0,0,313.20,0,0
__import__.product_5307865,0,0,2.80,0,0
__import__.product_5311001,0,0,5.50,0,1.00
__import__.product_5317162,0,0,61.80,0,0
__import__.product_5317230,0,0,122.80,0,0
__import__.product_5321362,0,0,7.90,0,0
__import__.product_5321363,0,0,7.90,0,0
__import__.product_5322910,0,0,6.50,0,0
__import__.product_5323822,0,0,11.30,0,0
__import__.product_5326639,0,0,29.00,0,0
__import__.product_5342135,0,0,92.50,0,0
__import__.product_5355037,0,0,3750.00,0,0
__import__.product_5362312,0,0,46.00,0,10.00
__import__.product_5362613,0,0,164.30,0,10.00
__import__.product_5384009,0,0,38.20,0,1.20
__import__.product_5384010,0,0,46.40,0,3.00
__import__.product_5390250,0,0,1375.00,0,0
__import__.product_5390260,0,0,1875.00,0,0
__import__.product_5401007,0,0,1.00,0,0
__import__.product_5406305,0,0,134.00,0,0
__import__.product_5406548,0,0,6.10,0,0
__import__.product_5408451,0,0,7.30,0,0.10
__import__.product_5408480,0,0,10.60,0,0
__import__.product_5413862,0,0,10.50,0,0
__import__.product_5415454,0,0,39.20,0,0
__import__.product_5416429,0,0,130.00,0,1.00
__import__.product_5416437,0,0,130.00,0,1.00
__import__.product_5416445,0,0,130.00,0,1.00
__import__.product_5416452,0,0,106.00,0,1.00
__import__.product_5419120,0,0,5.00,0,0
__import__.product_5422068,0,0,9.50,0,4.00
__import__.product_5422484,0,0,13.50,0,0.10
__import__.product_5425035,0,0,26.50,0,0
__import__.product_5427505,0,0,15.00,0,0.10
__import__.product_5431403,0,0,11.20,0,0.30
__import__.product_5437222,0,0,9.70,0,0.20
__import__.product_5439903,0,0,10.00,0,0.30
__import__.product_5445313,0,0,18.40,0,0
__import__.product_5446024,0,0,41.00,0,0
__import__.product_5447105,0,0,15.30,0,0
__import__.product_5447107,0,0,15.30,0,0
__import__.product_5450015,0,0,55.60,0,5.00
__import__.product_5451511,0,0,41.70,0,0
__import__.product_5451512,0,0,41.70,0,0
__import__.product_5451513,0,0,66.30,0,0
__import__.product_5451514,0,0,54.60,0,0
__import__.product_5451516,0,0,76.60,0,0
__import__.product_5451561,0,0,59.00,0,0
__import__.product_5451609,0,0,54.00,0,0
__import__.product_5487013,0,0,44.50,0,0
__import__.product_5505005,0,0,45.00,0,2.00
__import__.product_5512022,0,0,168.00,0,2.00
__import__.product_5512030,0,0,18.00,0,0.50
__import__.product_5512037,0,0,88.00,0,1.30
__import__.product_5522300,20.10,10.20,11.80,20.90,1.50
__import__.product_5550604,0,0,1955.00,0,0
__import__.product_5580818,19.50,8.00,17.30,29.20,0.40
__import__.product_5600273,0,0,60.50,0,0
__import__.product_5600805,0,0,315.00,0,1.00
__import__.product_5610547,0,0,44.10,0,0.40
__import__.product_5610555,19.80,14.80,68.20,26.00,1.30
__import__.product_5610590,0,0,60.40,0,5.00
__import__.product_5616610,0,0,250.00,0,0
__import__.product_5632402,0,0,1500.00,0,0
__import__.product_5639610,0,0,14.00,0,0
__import__.product_5654827,0,0,61.10,0,0
__import__.product_5669929,0,0,110.00,0,0
__import__.product_5700096,0,0,6.20,0,0
__import__.product_5710200,0,0,1.00,0,0
__import__.product_5727500,0,0,23.00,0,0
__import__.product_5729145,0,0,19.00,0,0
__import__.product_5758802,0,0,102.00,0,0.10
__import__.product_5760203,14.20,6.30,197.90,14.20,0.20
__import__.product_5760205,0,0,154.00,0,0.20
__import__.product_5764526,0,0,146.70,0,5.00
__import__.product_5769000,0,0,53.10,0,0.20
__import__.product_5790381,0,0,120.00,0,0
__import__.product_5791571,0,0,10.00,0,0
__import__.product_5800102,0,0,79.50,0,0
__import__.product_5808671,0,0,54.60,0,0
__import__.product_5809396,0,0,48.50,0,0
__import__.product_5809401,0,0,48.50,0,0
__import__.product_5809425,0,0,48.50,0,0
__import__.product_5809437,0,0,48.50,0,0
__import__.product_5809528,0,0,40.40,0,0
__import__.product_5809619,0,0,54.60,0,0
__import__.product_5809633,0,0,76.60,0,0
__import__.product_5809657,0,0,54.60,0,0
__import__.product_5809669,0,0,54.60,0,0
__import__.product_5809683,0,0,43.80,0,0
__import__.product_5809700,0,0,54.60,0,0
__import__.product_5809786,0,0,30.40,0,0
__import__.product_5816520,0,0,37.50,0,0
__import__.product_5822958,0,0,37.00,0,14.50
__import__.product_5822959,0,0,34.10,0,14.50
__import__.product_5825595,41.20,12.30,37.00,60.60,12.00
__import__.product_5825596,41.20,12.30,37.00,60.60,12.00
__import__.product_5825597,41.20,12.30,37.00,60.60,12.00
__import__.product_5827029,39.00,11.00,37.00,65.00,12.00
__import__.product_5827608,19.00,6.00,12.70,29.00,1.50
__import__.product_5828653,0,0,28.90,0,10.00
__import__.product_5828951,0,0,20.40,0,4.00
__import__.product_5828953,0,0,20.40,0,4.00
__import__.product_5840325,0,0,7.00,0,0.30
__import__.product_5840332,0,0,19.30,0,0.50
__import__.product_5840334,0,0,15.30,0,2.50
__import__.product_5840337,0,0,4.00,0,0.20
__import__.product_5840339,0,0,35.50,0,1.00
__import__.product_5840341,0,0,23.00,0,1.00
__import__.product_5840342,0,0,20.90,0,1.00
__import__.product_5854500,0,0,7.00,0,0
__import__.product_5855500,0,0,7.00,0,0
__import__.product_5897891,0,0,4850.00,0,2.50
__import__.product_5910502,0,0,56.90,0,2.40
__import__.product_5920004,0,0,64.60,0,4.80
__import__.product_5920017,0,0,62.00,0,0
__import__.product_5920050,0,0,26.80,0,0
__import__.product_5978150,0,0,82.50,0,0
__import__.product_5982694,0,0,70.00,0,0
__import__.product_6091558,0,0,457.60,0,60.00
__import__.product_6247776,0,0,31.00,0,0.20
__import__.product_6260044,0,0,46.50,0,15.00
__import__.product_6401051,38.80,48.50,96.00,58.70,5.10
__import__.product_6420009,9.90,25.30,130.70,9.90,1.32
__import__.product_6502213,0,0,399.00,0,0
__import__.product_6502223,0,0,375.00,0,0
__import__.product_6547231,0,0,16.70,0,1.50
__import__.product_6620002,18.50,13.80,74.80,24.40,2.10
__import__.product_6692938,0,0,179.00,0,25.00
__import__.product_6701531,5.40,10.40,11.50,5.40,0.20
__import__.product_6701991,0,0,12.00,0,0.10
__import__.product_6711469,0,0,170.00,0,5.00
__import__.product_6716604,0,0,144.00,0,1.00
__import__.product_6737004,0,0,5.00,0,0
__import__.product_6742145,0,0,23.00,0,0.10
__import__.product_6758554,0,0,258.00,0,10.00
__import__.product_6767398,0,0,15.00,0,1.00
__import__.product_6770644,0,0,227.30,0,2.20
__import__.product_6775908,0,0,69.00,0,0.10
__import__.product_6775914,0,0,262.00,0,0.20
__import__.product_6777008,0,0,31.00,0,0.10
__import__.product_6778752,0,0,151.00,0,1.00
__import__.product_6788213,0,0,85.00,0,0.50
__import__.product_6789804,0,0,16.00,0,0.10
__import__.product_6793757,0,0,15.00,0,0.10
__import__.product_6823458,7.20,11.60,20.30,7.20,0.20
__import__.product_6824196,29.40,9.00,26.90,42.00,4.00
__import__.product_6825598,41.20,12.30,37.00,60.60,12.00
__import__.product_6829395,0,0,24.00,0,0.10
__import__.product_6831742,0,0,10.60,0,0.50
__import__.product_6837354,0,0,228.00,0,1.00
__import__.product_6850372,0,0,6.00,0,0.10
__import__.product_6850745,0,0,6.00,0,0.10
__import__.product_6851957,0,0,118.00,0,5.00
__import__.product_6866628,0,0,15.00,0,0.50
__import__.product_6876638,0,0,23.00,0,0.40
__import__.product_6896894,0,0,63.00,0,0.40
__import__.product_6906948,0,0,63.00,0,0.30
__import__.product_6910424,0,0,18.00,0,0.10
__import__.product_6910482,0,0,20.00,0,0.10
__import__.product_6910559,0,0,44.00,0,0.10
__import__.product_6910565,0,0,58.00,0,0.10
__import__.product_6916409,0,0,6.00,0,0.10
__import__.product_6935344,0,0,2.40,0,0
__import__.product_6947835,0,0,17.00,0,0.10
__import__.product_6949679,0,0,30.00,0,1.00
__import__.product_6964851,0,0,35.70,0,1.00
__import__.product_6964940,0,0,28.60,0,1.00
__import__.product_6965141,0,0,34.00,0,1.00
__import__.product_6965230,0,0,25.00,0,1.00
__import__.product_6968518,0,0,56.00,0,0.10
__import__.product_6971489,0,0,31.00,0,0.20
__import__.product_6989733,0,0,57.80,0,2.50
__import__.product_6991434,0,0,10.00,0,0.10
__import__.product_6994036,0,0,11.20,0,0.20
__import__.product_7026445,0,0,8.00,0,1.00
__import__.product_7392204,0,0,8.80,0,0.40
__import__.product_7392380,0,0,19.00,0,1.00
__import__.product_7445490,0,0,249.40,0,0
__import__.product_7480227,0,0,24.00,0,0.50
__import__.product_7628486,0,0,31.20,0,0
__import__.product_7640263,0,0,138.00,0,15.00
__import__.product_7644137,0,0,12.80,0,0
__import__.product_7721017,10.10,16.40,14.50,10.10,0.60
__import__.product_7821792,0,0,75.00,0,1.00
__import__.product_7950093,0,0,344.90,0,11.00
__import__.product_7969003,30.00,30.30,154.20,40.00,10.00
__import__.product_8000554,0,0,10.10,0,0
__import__.product_8000560,0,0,10.10,0,0
__import__.product_8001335,0,0,21.00,0,0
__import__.product_8001789,0,0,28.00,0,0
__import__.product_8002754,0,0,29.40,0,0
__import__.product_8003386,0,0,5.70,0,0
__import__.product_8003570,0,0,87.10,0,0
__import__.product_8003713,0,0,46.90,0,0
__import__.product_8003831,0,0,115.10,0,0
__import__.product_8003883,0,0,16.00,0,0
__import__.product_8003908,0,0,39.20,0,0
__import__.product_8006893,0,0,1.20,0,0
__import__.product_8007295,0,0,1.60,0,0
__import__.product_8007390,0,0,4.10,0,0
__import__.product_8014361,0,0,464.00,0,0
__import__.product_8014533,0,0,166.40,0,0
__import__.product_8014697,0,0,47.10,0,0
__import__.product_8014763,0,0,12.30,0,0
__import__.product_8014792,0,0,2.10,0,0
__import__.product_8014993,0,0,5.50,0,0
__import__.product_8015136,0,0,5.70,0,0
__import__.product_8015165,0,0,2.20,0,0
__import__.product_8015774,0,0,11.80,0,0
__import__.product_8015780,0,0,13.30,0,0
__import__.product_8015923,0,0,2.70,0,0
__import__.product_8015946,0,0,3.00,0,0
__import__.product_8016035,0,0,11.20,0,0
__import__.product_8016058,0,0,11.70,0,0
__import__.product_8016153,0,0,3.00,0,0
__import__.product_8016207,0,0,2.00,0,0
__import__.product_8016259,0,0,3.00,0,0
__import__.product_8016265,0,0,9.30,0,0
__import__.product_8016288,0,0,8.10,0,0
__import__.product_8016443,0,0,1.40,0,0
__import__.product_8016495,0,0,1.40,0,0
__import__.product_8016503,0,0,1.70,0,0
__import__.product_8016561,0,0,2.00,0,0
__import__.product_8016578,0,0,2.60,0,0
__import__.product_8016992,0,0,10.10,0,0
__import__.product_8017046,0,0,46.10,0,0
__import__.product_8017431,0,0,10.50,0,0
__import__.product_8018005,0,0,47.60,0,0
__import__.product_8018318,0,0,21.10,0,0
__import__.product_8019453,0,0,109.80,0,0
__import__.product_8019648,0,0,17.20,0,0
__import__.product_8019795,0,0,4.10,0,0
__import__.product_8019826,0,0,48.30,0,0
__import__.product_8019832,0,0,10.30,0,0
__import__.product_8019944,0,0,64.90,0,0
__import__.product_8020203,0,0,4.90,0,0
__import__.product_8020232,0,0,8.80,0,0
__import__.product_8020278,0,0,112.20,0,0
__import__.product_8020462,0,0,14.00,0,0
__import__.product_8020539,0,0,17.50,0,0
__import__.product_8020781,0,0,102.00,0,0
__import__.product_8021415,0,0,1.20,0,0
__import__.product_8021438,0,0,1.20,0,0
__import__.product_8021467,0,0,3.90,0,0
__import__.product_8021556,0,0,125.00,0,0
__import__.product_8021591,0,0,35.00,0,0
__import__.product_8021674,0,0,157.30,0,0
__import__.product_8022030,0,0,15.00,0,0
__import__.product_8022107,0,0,13.10,0,0
__import__.product_8022633,0,0,19.20,0,0
__import__.product_8022981,0,0,223.70,0,0
__import__.product_8023549,0,0,28.20,0,0
__import__.product_8023638,0,0,154.50,0,0
__import__.product_8024069,0,0,2.60,0,0
__import__.product_8024112,0,0,5.60,0,0
__import__.product_8024483,0,0,21.00,0,0
__import__.product_8024626,0,0,12.00,0,0
__import__.product_8024632,0,0,136.80,0,0
__import__.product_8024709,0,0,22.20,0,0
__import__.product_8024715,0,0,44.30,0,0
__import__.product_8024922,0,0,10.20,0,0
__import__.product_8024968,0,0,320.00,0,0
__import__.product_8025399,0,0,4.70,0,0
__import__.product_8025413,0,0,4.70,0,0
__import__.product_8025436,0,0,4.70,0,0
__import__.product_8025519,0,0,135.00,0,0
__import__.product_8025554,0,0,22.50,0,0
__import__.product_8025761,0,0,3.50,0,0
__import__.product_8027205,0,0,11.50,0,0
__import__.product_8027211,0,0,11.50,0,0
__import__.product_8027240,0,0,12.30,0,0
__import__.product_8027263,0,0,12.30,0,0
__import__.product_8027369,0,0,3.00,0,0
__import__.product_8027949,0,0,7.60,0,0
__import__.product_8028096,0,0,60.50,0,0
__import__.product_8028104,0,0,23.50,0,0
__import__.product_8028127,0,0,18.00,0,0
__import__.product_8028133,0,0,18.00,0,0
__import__.product_8028311,0,0,3.20,0,0
__import__.product_8029115,0,0,5.70,0,0
__import__.product_8029954,0,0,53.80,0,0
__import__.product_8030816,0,0,33.50,0,0
__import__.product_8030822,0,0,33.50,0,0
__import__.product_8030911,0,0,30.20,0,0
__import__.product_8030928,0,0,224.30,0,0
__import__.product_8030940,0,0,15.10,0,0
__import__.product_8030986,0,0,43.10,0,0
__import__.product_8031000,0,0,75.90,0,0
__import__.product_8031075,0,0,67.90,0,0
__import__.product_8031135,0,0,86.30,0,0
__import__.product_8031170,0,0,71.30,0,0
__import__.product_8031307,0,0,18.40,0,0
__import__.product_8031313,0,0,1.40,0,0
__import__.product_8031336,0,0,1.40,0,0
__import__.product_8031342,0,0,1.40,0,0
__import__.product_8031359,0,0,1.40,0,0
__import__.product_8031520,5.10,1.20,5.40,53.90,0
__import__.product_8031922,0,0,56.00,0,0
__import__.product_8032092,0,0,5.50,0,0
__import__.product_8032235,0,0,24.80,0,0
__import__.product_8032270,0,0,26.80,0,0
__import__.product_8033051,0,0,95.40,0,0
__import__.product_8033080,0,0,32.20,0,0
__import__.product_8033335,0,0,238.50,0,0
__import__.product_8033513,0,0,5.80,0,0
__import__.product_8034151,0,0,15.20,0,0
__import__.product_8034300,0,0,24.30,0,0
__import__.product_8034441,0,0,0.20,0,0
__import__.product_8034702,0,0,6.30,0,0
__import__.product_8034748,0,0,19.20,0,0
__import__.product_8035558,0,0,14.40,0,0
__import__.product_8035630,0,0,6.20,0,0
__import__.product_8035771,0,0,297.20,0,0
__import__.product_8035788,0,0,290.90,0,0
__import__.product_8036138,0,0,1015.50,0,0
__import__.product_8036279,0,0,36.50,0,0
__import__.product_8036316,0,0,36.90,0,0
__import__.product_8036368,0,0,15.10,0,0
__import__.product_8036434,0,0,150.00,0,0
__import__.product_8036546,0,0,21.10,0,0
__import__.product_8036664,0,0,45.20,0,0
__import__.product_8037244,0,0,178.50,0,0
__import__.product_8037296,0,0,108.10,0,0
__import__.product_8037327,0,0,16.60,0,0
__import__.product_8037652,0,0,1500.00,0,0
__import__.product_8038657,0,0,279.00,0,0
__import__.product_8038663,0,0,279.00,0,0
__import__.product_8038686,0,0,279.00,0,0
__import__.product_8038692,0,0,279.00,0,0
__import__.product_8038700,0,0,279.00,0,0
__import__.product_8038717,0,0,279.00,0,0
__import__.product_8038723,0,0,279.00,0,0
__import__.product_8038746,0,0,279.00,0,0
__import__.product_8038887,0,0,52.50,0,0
__import__.product_8038893,0,0,52.50,0,0
__import__.product_8038901,0,0,52.50,0,0
__import__.product_8038918,0,0,52.50,0,0
__import__.product_8038924,0,0,52.50,0,0
__import__.product_8038930,0,0,52.50,0,0
__import__.product_8038947,0,0,52.50,0,0
__import__.product_8038953,0,0,52.50,0,0
__import__.product_8038976,0,0,52.50,0,0
__import__.product_8038982,0,0,52.50,0,0
__import__.product_8038999,0,0,52.50,0,0
__import__.product_8041398,0,0,59.50,0,0
__import__.product_8041702,0,0,4.00,0,0
__import__.product_8041872,15.00,15.00,40.60,90.00,3.90
__import__.product_8042015,0,0,558.10,0,0
__import__.product_8042742,0,0,466.00,0,0
__import__.product_8043109,0,0,146.80,0,0
__import__.product_8043256,0,0,149.80,0,0
__import__.product_8043799,7.00,11.00,68.90,88.50,1.50
__import__.product_8044853,0,0,5.10,0,0
__import__.product_8044899,0,0,2.50,0,0
__import__.product_8045232,0,0,31.50,0,0
__import__.product_8047248,0,0,25.10,0,0
__import__.product_8047314,0,0,7.50,0,0
__import__.product_8047366,0,0,1.50,0,0
__import__.product_8047389,0,0,4.80,0,0
__import__.product_8047426,0,0,4.80,0,0
__import__.product_8048093,0,0,27.90,0,0
__import__.product_8048130,0,0,27.90,0,0
__import__.product_8048325,0,0,4.80,0,0
__import__.product_8048348,0,0,5.70,0,0
__import__.product_8048354,0,0,4.80,0,0
__import__.product_8048360,0,0,4.80,0,0
__import__.product_8048383,0,0,4.80,0,0
__import__.product_8048495,0,0,2718.60,0,0
__import__.product_8049046,0,0,29.80,0,0
__import__.product_8049543,0,0,2526.00,0,0
__import__.product_8049810,0,0,19.30,0,0
__import__.product_8050397,0,0,4.70,0,0
__import__.product_8050730,0,0,279.00,0,0
__import__.product_8050747,0,0,279.00,0,0
__import__.product_8051238,0,0,260.00,0,0
__import__.product_8052640,0,0,165.80,0,0
__import__.product_8054604,0,0,99.00,0,0
__import__.product_8055495,0,0,128.70,0,0
__import__.product_8058252,0,0,4.90,0,0
__import__.product_8058329,0,0,4.90,0,0
__import__.product_8058387,0,0,3.40,0,0
__import__.product_8058890,0,0,199.00,0,0
__import__.product_8058909,0,0,164.40,0,0
__import__.product_8059599,0,0,279.00,0,0
__import__.product_8060579,0,0,2.00,0,0
__import__.product_8060705,0,0,4.90,0,0
__import__.product_8061550,0,0,105.00,0,0
__import__.product_8061745,0,0,5.10,0,0
__import__.product_8061834,0,0,121.00,0,0
__import__.product_8061981,0,0,2.50,0,0
__import__.product_8062532,0,0,53.60,0,0
__import__.product_8063342,0,0,416.90,0,0
__import__.product_8063371,0,0,139.30,0,0
__import__.product_8063750,0,0,30.80,0,0
__import__.product_8066441,0,0,6.60,0,0
__import__.product_8068687,0,0,50.00,0,0
__import__.product_8069221,0,0,1.40,0,0
__import__.product_8071005,0,0,2205.00,0,0
