id,code,name,company_id/id,user_type_id/id,tag_ids/id
__setup__.account_657000,657000,Frais agio change divers,base.main_company,account.data_account_type_expenses,
__setup__.account_657001,657001,Regularisation cpt tiers,base.main_company,account.data_account_type_expenses,
__setup__.account_657100,657100,Frais bancontact,base.main_company,account.data_account_type_expenses,
__setup__.account_659900,659900,Charges financières diverses,base.main_company,account.data_account_type_expenses,
__setup__.account_660000,660000,Charges exceptionelles,base.main_company,account.data_account_type_expenses,
__setup__.account_670000,670000,Impôts et précompte mobilier,base.main_company,account.data_account_type_expenses,
__setup__.account_670200,670200,Charges fiscales estimées,base.main_company,account.data_account_type_expenses,
__setup__.account_670210,670210,Charges fiscales estimées tax shelter,base.main_company,account.data_account_type_expenses,
__setup__.account_689000,689000,Transfert réserves immunisées,base.main_company,account.data_account_type_expenses,
__setup__.account_692100,692100,Dotation aux autres réserves,base.main_company,account.data_account_type_expenses,
__setup__.account_693000,693000,Bénéfice a reporter,base.main_company,account.data_account_type_expenses,
__setup__.account_700000,700000,Ventes marchandises Belgique,base.main_company,account.data_account_type_revenue,
__setup__.account_700100,700100,Ventes march en  CEE,base.main_company,account.data_account_type_revenue,
__setup__.account_700200,700200,Ventes march a l'exportation,base.main_company,account.data_account_type_revenue,
__setup__.account_705000,705000,Accords de cooperation,base.main_company,account.data_account_type_revenue,
__setup__.account_705001,705001,"Publicité, communication",base.main_company,account.data_account_type_revenue,
__setup__.account_705008,705008,Déchets et produits de récuperation,base.main_company,account.data_account_type_revenue,
__setup__.account_705009,705009,Autres biens et services refacturés,base.main_company,account.data_account_type_revenue,
__setup__.account_705011,705011,Location vehicules,base.main_company,account.data_account_type_revenue,
__setup__.account_705100,705100,Prestations de management,base.main_company,account.data_account_type_revenue,
__setup__.account_708000,708000,Remises sur factures CEE,base.main_company,account.data_account_type_revenue,
__setup__.account_708100,708100,Remises sur factures CEE,base.main_company,account.data_account_type_revenue,
__setup__.account_708200,708200,Remises partenariat,base.main_company,account.data_account_type_revenue,
__setup__.account_740000,740000,Primes région wallonne,base.main_company,account.data_account_type_revenue,
__setup__.account_740020,740020,Autres subsides,base.main_company,account.data_account_type_revenue,
__setup__.account_741000,741000,Plus values sur réalisation d'actifs immobilisés,base.main_company,account.data_account_type_revenue,
__setup__.account_743000,743000,Avantages en nature voitures,base.main_company,account.data_account_type_revenue,
__setup__.account_743001,743001,Avantages en nature soumis ONSS,base.main_company,account.data_account_type_revenue,
__setup__.account_743002,743002,Récupération usage privé d'un véhicule,base.main_company,account.data_account_type_revenue,
__setup__.account_743220,743220,Exonération précompte professionnel,base.main_company,account.data_account_type_revenue,
__setup__.account_744000,744000,Commission et courtage,base.main_company,account.data_account_type_revenue,
__setup__.account_744200,744200,Accords de coopération,base.main_company,account.data_account_type_revenue,
__setup__.account_745000,745000,Récuperations assurances,base.main_company,account.data_account_type_revenue,
