id,price
__import__.supplierinfo_67530-8206988,4.86
__import__.supplierinfo_67530-8209975,46.16
__import__.supplierinfo_67530-8209998,21.55
__import__.supplierinfo_67530-8210056,1.68
__import__.supplierinfo_67530-8216691,10.36
__import__.supplierinfo_67530-8227683,12.62
__import__.supplierinfo_67530-8227708,11.36
__import__.supplierinfo_67530-8229038,17.88
__import__.supplierinfo_67530-8229050,29.04
__import__.supplierinfo_67530-8233761,28.99
__import__.supplierinfo_67530-8233784,6.58
__import__.supplierinfo_67530-8240838,18.34
__import__.supplierinfo_67530-8262975,6.06
__import__.supplierinfo_67530-8267984,10.51
__import__.supplierinfo_67530-8274524,3.39
__import__.supplierinfo_67530-8274530,5.07
__import__.supplierinfo_67530-8274547,7.74
__import__.supplierinfo_67530-8290658,19.35
__import__.supplierinfo_67530-8333557,12.43
__import__.supplierinfo_67530-8333592,19.24
__import__.supplierinfo_67530-8333600,22.53
__import__.supplierinfo_67530-8357842,59.03
__import__.supplierinfo_67530-8363966,17.03
__import__.supplierinfo_67530-8365416,17.49
__import__.supplierinfo_67530-8378962,10.66
__import__.supplierinfo_67530-8382981,10.66
__import__.supplierinfo_67530-8382998,10.66
__import__.supplierinfo_67530-8383259,29.64
__import__.supplierinfo_67530-8383288,9.56
__import__.supplierinfo_67530-8383294,11.12
__import__.supplierinfo_67530-8383302,45.20
__import__.supplierinfo_67530-8383644,14.45
__import__.supplierinfo_67530-8383673,17.44
__import__.supplierinfo_67530-8385502,16.48
__import__.supplierinfo_67530-8387375,10.66
__import__.supplierinfo_67530-8387895,11.12
__import__.supplierinfo_67530-8387903,12.18
__import__.supplierinfo_67530-8387926,14.98
__import__.supplierinfo_67530-8387932,17.65
__import__.supplierinfo_67530-8387949,18.86
__import__.supplierinfo_67530-8387955,22.09
__import__.supplierinfo_67530-8387961,26.88
__import__.supplierinfo_67530-8387978,22.56
__import__.supplierinfo_67530-8389664,12.58
__import__.supplierinfo_67530-8389693,12.58
__import__.supplierinfo_67530-8389701,6.34
__import__.supplierinfo_67530-8389753,8.10
__import__.supplierinfo_67530-8389776,8.10
__import__.supplierinfo_67530-8389799,4.60
__import__.supplierinfo_67530-8389813,3.68
__import__.supplierinfo_67592-5111330,1485.00
__import__.supplierinfo_67592-5244012,469.00
__import__.supplierinfo_67592-5244017,85.00
__import__.supplierinfo_67592-5244041,1064.00
__import__.supplierinfo_67592-5244043,1224.00
__import__.supplierinfo_68133-8043552,1.49
__import__.supplierinfo_68133-8357291,29.80
__import__.supplierinfo_68170-1400500,21.46
__import__.supplierinfo_68170-1405476,144.11
__import__.supplierinfo_68170-1500511,27.13
__import__.supplierinfo_68170-1500516,27.13
__import__.supplierinfo_68170-1505000,155.43
__import__.supplierinfo_68170-1505001,98.82
__import__.supplierinfo_68170-1505003,144.11
__import__.supplierinfo_68170-1505007,144.11
__import__.supplierinfo_68170-1505010,144.11
__import__.supplierinfo_68170-1505016,216.75
__import__.supplierinfo_68170-1505017,98.82
__import__.supplierinfo_68170-1505019,98.82
__import__.supplierinfo_68170-1731322,20.52
__import__.supplierinfo_68170-1731371,20.52
__import__.supplierinfo_68170-1731389,155.43
__import__.supplierinfo_68170-1731397,20.52
__import__.supplierinfo_68170-1731405,144.11
__import__.supplierinfo_68170-1731496,98.82
__import__.supplierinfo_68170-1731546,216.75
__import__.supplierinfo_68170-1731553,27.13
__import__.supplierinfo_68170-1731579,216.75
__import__.supplierinfo_68170-1731603,27.13
__import__.supplierinfo_68170-1731645,27.13
__import__.supplierinfo_68170-1731652,216.75
__import__.supplierinfo_68170-1796291,20.52
__import__.supplierinfo_68170-9040237,28.54
__import__.supplierinfo_68170-9052510,20.52
__import__.supplierinfo_68215-6350532,12.78
__import__.supplierinfo_68215-6350536,55.08
__import__.supplierinfo_68234-2650349,19.78
__import__.supplierinfo_68234-2710507,67.03
__import__.supplierinfo_68234-2710515,27.47
__import__.supplierinfo_68234-2864189,9.36
__import__.supplierinfo_68234-5350302,40.50
__import__.supplierinfo_68234-5823400,95.68
__import__.supplierinfo_68250-2732980,12.20
__import__.supplierinfo_68250-2733020,12.20
__import__.supplierinfo_68250-2915437,12.45
__import__.supplierinfo_68250-2979730,9.42
__import__.supplierinfo_68250-3004488,8.06
__import__.supplierinfo_68250-3287083,19.19
__import__.supplierinfo_68250-3287158,43.20
__import__.supplierinfo_68250-5801068,26.39
__import__.supplierinfo_68250-5802843,20.60
__import__.supplierinfo_68250-5810178,8.77
__import__.supplierinfo_68250-5810228,11.09
__import__.supplierinfo_68250-5810467,17.53
__import__.supplierinfo_68250-5810470,22.33
__import__.supplierinfo_68250-5810545,28.57
__import__.supplierinfo_68250-5810561,22.81
__import__.supplierinfo_68250-5810562,10.69
__import__.supplierinfo_68250-5810746,41.75
__import__.supplierinfo_68250-5821726,32.63
__import__.supplierinfo_68250-5821811,20.75
__import__.supplierinfo_68250-5821882,7.25
__import__.supplierinfo_68250-5822013,27.29
__import__.supplierinfo_68250-5822097,7.81
