id,active,categ_id/id
__import__.product_2660066,False,specific_data.product_categ__antimicrobiens
__import__.product_2660074,False,specific_data.product_categ__antimicrobiens
__import__.product_2694479,False,specific_data.product_categ__mat_conso
__import__.product_2717452,False,__temp__.product_categ_undefined
__import__.product_2727618,False,specific_data.product_categ__antimicrobiens
__import__.product_2748721,False,specific_data.product_categ__antimicrobiens
__import__.product_2763928,False,specific_data.product_categ__ali_comp
__import__.product_2764983,False,specific_data.product_categ__antimicrobiens
__import__.product_2769301,False,specific_data.product_categ__ali_physio
__import__.product_2769707,False,specific_data.product_categ__ali_physio
__import__.product_2770208,False,specific_data.product_categ__ali_physio
__import__.product_2833937,False,specific_data.product_categ__antimicrobiens
__import__.product_2857945,False,specific_data.product_categ__mat_cardio
__import__.product_2895720,False,specific_data.product_categ__antiparasite
__import__.product_2908994,False,specific_data.product_categ__antimicrobiens
__import__.product_2917219,False,specific_data.product_categ__antimicrobiens
__import__.product_2954576,False,specific_data.product_categ__divers_veto
__import__.product_2979888,False,specific_data.product_categ__antimicrobiens
__import__.product_3011251,False,specific_data.product_categ__homeo
__import__.product_3011269,False,specific_data.product_categ__homeo
__import__.product_3011277,False,specific_data.product_categ__homeo
__import__.product_3020898,False,__temp__.product_categ_undefined
__import__.product_3025606,False,specific_data.product_categ__mat_ortho
__import__.product_3034337,False,specific_data.product_categ__vasculo
__import__.product_3034345,False,specific_data.product_categ__vasculo
__import__.product_3054988,False,specific_data.product_categ__antiparasite
__import__.product_3054996,False,specific_data.product_categ__antiparasite
__import__.product_3112000,False,specific_data.product_categ__antimicrobiens
__import__.product_3163821,False,specific_data.product_categ__antiparasite
__import__.product_3163839,False,specific_data.product_categ__antiparasite
__import__.product_3205416,False,specific_data.product_categ__ali_comp
__import__.product_3206158,False,specific_data.product_categ__ali_comp
__import__.product_3206208,False,specific_data.product_categ__ali_comp
__import__.product_3304482,False,specific_data.product_categ__divers_para
__import__.product_3327376,False,specific_data.product_categ__divers_veto
__import__.product_3424397,False,specific_data.product_categ__vaccins
__import__.product_4522617,False,specific_data.product_categ__ali_comp
__import__.product_5001460,False,specific_data.product_categ__mat_ortho
__import__.product_5001523,False,specific_data.product_categ__mat_conso
__import__.product_5002030,False,specific_data.product_categ__mat_conso
__import__.product_5011102,False,specific_data.product_categ__mat_dentisterie
__import__.product_5014170,False,specific_data.product_categ__mat_instrumentation
__import__.product_5014210,False,specific_data.product_categ__mat_instrumentation
__import__.product_5021203,False,specific_data.product_categ__mat_instrumentation
__import__.product_5030195,False,specific_data.product_categ__mat_equipement
__import__.product_5032103,False,specific_data.product_categ__mat_dentisterie
__import__.product_5043570,False,specific_data.product_categ__mat_petshop
__import__.product_5044771,False,specific_data.product_categ__mat_conso
__import__.product_5058814,False,specific_data.product_categ__mat_rurale
__import__.product_5060100,False,specific_data.product_categ__mat_equipement
__import__.product_5060101,False,specific_data.product_categ__mat_equipement
__import__.product_5060102,False,specific_data.product_categ__mat_equipement
__import__.product_5060103,False,specific_data.product_categ__mat_equipement
__import__.product_5060104,False,specific_data.product_categ__mat_equipement
__import__.product_5060133,False,specific_data.product_categ__mat_equipement
__import__.product_5061273,False,__temp__.product_categ_undefined
__import__.product_5065997,False,specific_data.product_categ__mat_petshop
__import__.product_5070006,False,__temp__.product_categ_undefined
__import__.product_5073462,False,specific_data.product_categ__mat_conso
__import__.product_5081600,False,specific_data.product_categ__mat_cardio
__import__.product_5105408,False,specific_data.product_categ__mat_conso
__import__.product_5105410,False,specific_data.product_categ__mat_conso
__import__.product_5105412,False,specific_data.product_categ__mat_conso
__import__.product_5111104,False,specific_data.product_categ__mat_dentisterie
__import__.product_5114523,False,specific_data.product_categ__mat_conso
__import__.product_5118216,False,specific_data.product_categ__mat_equipement
__import__.product_5120014,False,__temp__.product_categ_undefined
__import__.product_5124081,False,specific_data.product_categ__mat_instrumentation
__import__.product_5134044,False,specific_data.product_categ__mat_sutures
__import__.product_5140101,False,specific_data.product_categ__mat_ortho
__import__.product_5145300,False,specific_data.product_categ__mat_conso
__import__.product_5145310,False,specific_data.product_categ__mat_conso
__import__.product_5153535,False,specific_data.product_categ__mat_conso
__import__.product_5162424,False,specific_data.product_categ__mat_cardio
__import__.product_5191481,False,specific_data.product_categ__mat_equipement
__import__.product_5191488,False,specific_data.product_categ__mat_equipement
__import__.product_5192009,False,specific_data.product_categ__ali_comp
__import__.product_5193003,False,specific_data.product_categ__ali_dietetique
__import__.product_5193101,False,specific_data.product_categ__ali_dietetique
__import__.product_5193201,False,specific_data.product_categ__ali_dietetique
__import__.product_5193203,False,specific_data.product_categ__ali_dietetique
__import__.product_5193207,False,specific_data.product_categ__ali_dietetique
__import__.product_5193301,False,specific_data.product_categ__ali_dietetique
__import__.product_5193303,False,specific_data.product_categ__ali_dietetique
__import__.product_5193307,False,specific_data.product_categ__ali_dietetique
__import__.product_5194003,False,specific_data.product_categ__ali_dietetique
__import__.product_5194007,False,specific_data.product_categ__ali_dietetique
__import__.product_5194203,False,specific_data.product_categ__ali_dietetique
__import__.product_5194207,False,specific_data.product_categ__ali_dietetique
__import__.product_5194213,False,specific_data.product_categ__ali_dietetique
__import__.product_5194303,False,specific_data.product_categ__ali_dietetique
__import__.product_5194307,False,specific_data.product_categ__ali_dietetique
__import__.product_5195003,False,specific_data.product_categ__ali_dietetique
__import__.product_5195007,False,specific_data.product_categ__ali_dietetique
__import__.product_5195013,False,specific_data.product_categ__ali_dietetique
__import__.product_5201500,False,specific_data.product_categ__mat_equipement
__import__.product_5202100,False,specific_data.product_categ__mat_equipement
__import__.product_5203127,False,specific_data.product_categ__mat_equipement
__import__.product_5203130,False,specific_data.product_categ__mat_equipement
__import__.product_5215131,False,specific_data.product_categ__mat_equipement
__import__.product_5221012,False,specific_data.product_categ__mat_conso
__import__.product_5244290,False,specific_data.product_categ__mat_equipement
__import__.product_5250020,False,specific_data.product_categ__mat_conso
__import__.product_5260631,False,specific_data.product_categ__mat_conso
__import__.product_5267014,False,specific_data.product_categ__homeo
__import__.product_5270271,False,specific_data.product_categ__mat_conso
__import__.product_5270601,False,specific_data.product_categ__mat_equipement
__import__.product_5270602,False,specific_data.product_categ__mat_equipement
__import__.product_5272623,False,specific_data.product_categ__mat_conso
__import__.product_5275866,False,specific_data.product_categ__ali_dietetique
__import__.product_5299915,False,specific_data.product_categ__mat_equipement
__import__.product_5302100,False,specific_data.product_categ__mat_equipement
__import__.product_5303127,False,specific_data.product_categ__mat_equipement
__import__.product_5303130,False,specific_data.product_categ__mat_equipement
__import__.product_5321362,False,specific_data.product_categ__mat_equipement
__import__.product_5321363,False,specific_data.product_categ__mat_equipement
__import__.product_5321598,False,specific_data.product_categ__mat_petshop
__import__.product_5322452,False,specific_data.product_categ__mat_petshop
__import__.product_5322701,False,specific_data.product_categ__mat_petshop
__import__.product_5322910,False,specific_data.product_categ__mat_petshop
__import__.product_5323294,False,specific_data.product_categ__mat_petshop
__import__.product_5326540,False,specific_data.product_categ__mat_petshop
__import__.product_5326639,False,specific_data.product_categ__mat_petshop
__import__.product_5327530,False,specific_data.product_categ__mat_petshop
__import__.product_5327531,False,specific_data.product_categ__mat_petshop
__import__.product_5327532,False,specific_data.product_categ__mat_petshop
__import__.product_5327533,False,specific_data.product_categ__mat_petshop
__import__.product_5327534,False,specific_data.product_categ__mat_petshop
__import__.product_5327535,False,specific_data.product_categ__mat_petshop
__import__.product_5327539,False,specific_data.product_categ__mat_petshop
__import__.product_5327540,False,specific_data.product_categ__mat_petshop
__import__.product_5352111,False,specific_data.product_categ__mat_equipement
__import__.product_5383391,False,specific_data.product_categ__mat_petshop
__import__.product_5397155,False,specific_data.product_categ__mat_conso
__import__.product_5401002,False,specific_data.product_categ__mat_conso
__import__.product_5410820,False,specific_data.product_categ__mat_equipement
__import__.product_5410824,False,specific_data.product_categ__mat_equipement
__import__.product_5410934,False,specific_data.product_categ__mat_petshop
__import__.product_5411038,False,specific_data.product_categ__mat_petshop
__import__.product_5415301,False,specific_data.product_categ__humain
__import__.product_5418669,True,specific_data.product_categ__humain
__import__.product_5427505,False,specific_data.product_categ__importation
__import__.product_5427506,False,specific_data.product_categ__importation
__import__.product_5432499,False,specific_data.product_categ__mat_petshop
__import__.product_5432569,False,specific_data.product_categ__mat_petshop
__import__.product_5432577,False,specific_data.product_categ__mat_petshop
__import__.product_5432579,False,specific_data.product_categ__mat_petshop
__import__.product_5451597,False,specific_data.product_categ__mat_conso
__import__.product_5470044,False,specific_data.product_categ__mat_equipement
__import__.product_5502400,False,specific_data.product_categ__mat_conso
__import__.product_5505003,False,specific_data.product_categ__phytosanitaires
__import__.product_5506011,False,specific_data.product_categ__mat_equipement
__import__.product_5513261,False,specific_data.product_categ__mat_equipement
__import__.product_5580812,False,specific_data.product_categ__mat_equipement
__import__.product_5610294,False,__temp__.product_categ_undefined
__import__.product_5627651,False,specific_data.product_categ__mat_conso
__import__.product_5630505,False,specific_data.product_categ__mat_dentisterie
__import__.product_5684298,False,specific_data.product_categ__mat_petshop
__import__.product_5710102,False,specific_data.product_categ__mat_petshop
__import__.product_5710130,False,specific_data.product_categ__mat_petshop
__import__.product_5710201,False,specific_data.product_categ__mat_dentisterie
__import__.product_5740471,False,specific_data.product_categ__mat_equipement
__import__.product_5800031,False,__temp__.product_categ_undefined
__import__.product_5800032,False,__temp__.product_categ_undefined
__import__.product_5802099,False,specific_data.product_categ__ali_dietetique
__import__.product_5802148,False,specific_data.product_categ__ali_dietetique
__import__.product_5821367,False,specific_data.product_categ__ali_physio
__import__.product_5821697,False,specific_data.product_categ__ali_physio
__import__.product_5821701,False,specific_data.product_categ__ali_physio
__import__.product_5825225,False,specific_data.product_categ__ali_physio
__import__.product_5825660,False,specific_data.product_categ__ali_dietetique
__import__.product_5826089,False,specific_data.product_categ__ali_physio
__import__.product_5826092,False,specific_data.product_categ__ali_physio
__import__.product_5826438,False,specific_data.product_categ__mat_conso
__import__.product_5826653,False,specific_data.product_categ__ali_dietetique
__import__.product_5829248,False,specific_data.product_categ__ali_physio
__import__.product_5836363,False,specific_data.product_categ__mat_equipement
__import__.product_5865202,False,specific_data.product_categ__mat_cardio
__import__.product_5905327,False,specific_data.product_categ__mat_equipement
__import__.product_5905330,False,specific_data.product_categ__mat_equipement
__import__.product_5910502,False,specific_data.product_categ__ali_comp
__import__.product_5982694,False,specific_data.product_categ__mat_petshop
__import__.product_5982695,False,specific_data.product_categ__mat_petshop
__import__.product_6197012,False,specific_data.product_categ__divers_para
__import__.product_6197021,False,specific_data.product_categ__divers_para
__import__.product_6197027,False,specific_data.product_categ__divers_para
__import__.product_6264633,False,specific_data.product_categ__mat_conso
__import__.product_6264640,False,specific_data.product_categ__mat_conso
__import__.product_6355007,False,specific_data.product_categ__mat_equipement
__import__.product_6355027,False,specific_data.product_categ__mat_img_radio
__import__.product_6613251,False,specific_data.product_categ__mat_conso
__import__.product_6620002,False,specific_data.product_categ__antimicrobiens
__import__.product_6756667,False,specific_data.product_categ__importation
__import__.product_6789537,False,specific_data.product_categ__importation
__import__.product_6810510,False,specific_data.product_categ__importation
__import__.product_6828769,False,specific_data.product_categ__ali_physio
__import__.product_6828909,False,specific_data.product_categ__ali_physio
__import__.product_6837727,False,specific_data.product_categ__importation
__import__.product_6839428,False,specific_data.product_categ__ali_physio
__import__.product_6849156,False,specific_data.product_categ__importation
__import__.product_6888469,False,specific_data.product_categ__importation
__import__.product_6905825,True,specific_data.product_categ__importation
__import__.product_6914095,False,specific_data.product_categ__importation
__import__.product_6944251,False,specific_data.product_categ__importation
__import__.product_6944475,False,specific_data.product_categ__importation
__import__.product_6987591,False,specific_data.product_categ__importation
__import__.product_6993551,False,specific_data.product_categ__importation
__import__.product_6994059,False,specific_data.product_categ__importation
__import__.product_6998809,False,specific_data.product_categ__importation
__import__.product_7051561,False,specific_data.product_categ__ali_comp
__import__.product_7401423,False,specific_data.product_categ__ali_comp
__import__.product_7405041,False,specific_data.product_categ__mat_equipement
__import__.product_7760302,False,specific_data.product_categ__mat_equipement
__import__.product_7760332,False,specific_data.product_categ__ali_comp
__import__.product_7764071,False,specific_data.product_categ__homeo
__import__.product_7764989,False,specific_data.product_categ__ali_comp
__import__.product_7852530,False,specific_data.product_categ__mat_img_radio
__import__.product_7921145,False,specific_data.product_categ__mat_conso
__import__.product_7950093,False,specific_data.product_categ__ali_comp
__import__.product_8007817,False,specific_data.product_categ__mat_conso
__import__.product_8014332,False,specific_data.product_categ__mat_img_radio
__import__.product_8014349,False,specific_data.product_categ__mat_img_radio
__import__.product_8014355,False,specific_data.product_categ__mat_img_radio
__import__.product_8017891,False,__temp__.product_categ_undefined
__import__.product_8017916,False,specific_data.product_categ__mat_cardio
__import__.product_8017922,False,specific_data.product_categ__mat_cardio
__import__.product_8019074,False,__temp__.product_categ_undefined
__import__.product_8022165,False,specific_data.product_categ__mat_ortho
__import__.product_8025519,False,specific_data.product_categ__mat_rurale
__import__.product_8025525,False,specific_data.product_categ__mat_conso
__import__.product_8025637,False,specific_data.product_categ__mat_instrumentation
__import__.product_8025761,False,specific_data.product_categ__mat_conso
__import__.product_8029138,False,specific_data.product_categ__mat_instrumentation
__import__.product_8033281,False,specific_data.product_categ__mat_conso
__import__.product_8033849,False,specific_data.product_categ__mat_instrumentation
__import__.product_8034010,False,specific_data.product_categ__mat_equipement
__import__.product_8043575,False,specific_data.product_categ__mat_equipement
__import__.product_8043581,False,specific_data.product_categ__mat_equipement
__import__.product_8044824,False,specific_data.product_categ__mat_instrumentation
__import__.product_8049655,False,specific_data.product_categ__mat_equipement
__import__.product_8051652,False,specific_data.product_categ__mat_conso
__import__.product_8055035,False,specific_data.product_categ__mat_equipement
__import__.product_8065424,False,specific_data.product_categ__mat_petshop
__import__.product_8065430,False,specific_data.product_categ__mat_petshop
__import__.product_8067877,False,specific_data.product_categ__mat_sutures
__import__.product_8068345,False,specific_data.product_categ__mat_conso
__import__.product_8068552,False,specific_data.product_categ__mat_conso
__import__.product_8069221,False,specific_data.product_categ__mat_conso
__import__.product_8070052,False,specific_data.product_categ__mat_rurale
__import__.product_8077143,False,specific_data.product_categ__mat_conso
__import__.product_8114944,True,specific_data.product_categ__importation
__import__.product_8128627,False,specific_data.product_categ__importation
__import__.product_8130009,False,specific_data.product_categ__divers_para
__import__.product_8182130,False,specific_data.product_categ__mat_conso
__import__.product_8187736,False,specific_data.product_categ__mat_petshop
__import__.product_8194001,False,specific_data.product_categ__ali_dietetique
__import__.product_8198705,False,specific_data.product_categ__mat_equipement
__import__.product_8199863,False,specific_data.product_categ__mat_petshop
__import__.product_8202648,False,specific_data.product_categ__mat_equipement
__import__.product_8203346,False,specific_data.product_categ__mat_equipement
__import__.product_8203961,False,specific_data.product_categ__mat_conso
__import__.product_8207048,False,specific_data.product_categ__mat_rurale
__import__.product_8207114,False,specific_data.product_categ__mat_conso
__import__.product_8207120,False,specific_data.product_categ__mat_conso
__import__.product_8207137,False,specific_data.product_categ__mat_conso
__import__.product_8209797,False,specific_data.product_categ__mat_petshop
__import__.product_8215125,False,specific_data.product_categ__mat_petshop
__import__.product_8217213,False,specific_data.product_categ__mat_conso
__import__.product_8217236,False,specific_data.product_categ__mat_conso
__import__.product_8217242,False,specific_data.product_categ__mat_conso
__import__.product_8217259,False,specific_data.product_categ__mat_conso
__import__.product_8222786,False,specific_data.product_categ__mat_petshop
__import__.product_8222792,False,specific_data.product_categ__mat_petshop
__import__.product_8225604,False,__temp__.product_categ_undefined
__import__.product_8225655,False,specific_data.product_categ__mat_equipement
__import__.product_8227714,False,specific_data.product_categ__mat_img_radio
__import__.product_8227720,False,specific_data.product_categ__mat_img_radio
__import__.product_8230403,False,specific_data.product_categ__mat_petshop
__import__.product_8239835,False,specific_data.product_categ__mat_equipement
__import__.product_8248998,False,specific_data.product_categ__mat_petshop
__import__.product_8250357,False,specific_data.product_categ__mat_petshop
__import__.product_8250529,False,specific_data.product_categ__mat_petshop
__import__.product_8251374,False,specific_data.product_categ__mat_petshop
__import__.product_8251380,False,specific_data.product_categ__mat_petshop
__import__.product_8253829,False,specific_data.product_categ__ali_physio
__import__.product_8253841,False,specific_data.product_categ__ali_physio
__import__.product_8269233,False,specific_data.product_categ__mat_equipement
__import__.product_8270151,False,specific_data.product_categ__mat_conso
__import__.product_8270180,False,specific_data.product_categ__chimiques
__import__.product_8270505,False,specific_data.product_categ__ali_comp
__import__.product_8271017,False,specific_data.product_categ__mat_equipement
__import__.product_8271023,False,specific_data.product_categ__mat_equipement
__import__.product_8274027,False,specific_data.product_categ__mat_petshop
__import__.product_8291971,False,specific_data.product_categ__mat_equipement
__import__.product_8292781,False,specific_data.product_categ__mat_equipement
__import__.product_8293378,False,specific_data.product_categ__mat_img_radio
__import__.product_8293384,False,specific_data.product_categ__mat_img_radio
__import__.product_8298252,False,specific_data.product_categ__mat_conso
__import__.product_8315003,False,specific_data.product_categ__mat_equipement
__import__.product_8324500,False,specific_data.product_categ__mat_petshop
__import__.product_8333652,False,specific_data.product_categ__mat_conso
__import__.product_8333698,False,specific_data.product_categ__mat_equipement
__import__.product_8339560,False,specific_data.product_categ__mat_petshop
__import__.product_8339577,False,specific_data.product_categ__mat_petshop
__import__.product_8342287,False,specific_data.product_categ__mat_conso
__import__.product_8345709,False,specific_data.product_categ__mat_rurale
__import__.product_8345922,False,specific_data.product_categ__mat_equipement
__import__.product_8356073,False,specific_data.product_categ__mat_conso
__import__.product_8357776,False,specific_data.product_categ__mat_equipement
__import__.product_8357782,False,specific_data.product_categ__mat_equipement
__import__.product_8360790,False,specific_data.product_categ__mat_equipement
__import__.product_8365505,False,specific_data.product_categ__mat_img_radio
__import__.product_8382343,False,specific_data.product_categ__mat_conso
__import__.product_8382455,False,specific_data.product_categ__mat_rurale
__import__.product_8383762,False,specific_data.product_categ__mat_equipement
__import__.product_8383779,False,specific_data.product_categ__mat_conso
__import__.product_8383874,False,specific_data.product_categ__mat_equipement
__import__.product_8384158,False,specific_data.product_categ__mat_equipement
__import__.product_8385318,False,specific_data.product_categ__mat_equipement
__import__.product_8387814,False,specific_data.product_categ__divers_para
__import__.product_8428447,False,specific_data.product_categ__mat_petshop
__import__.product_8428619,False,specific_data.product_categ__mat_petshop
__import__.product_8428625,False,specific_data.product_categ__mat_petshop
__import__.product_8428654,False,specific_data.product_categ__mat_petshop
__import__.product_8428915,False,specific_data.product_categ__mat_petshop
__import__.product_8428921,False,specific_data.product_categ__mat_petshop
__import__.product_8431768,True,__temp__.product_categ_undefined
__import__.product_8431774,False,specific_data.product_categ__mat_equipement
__import__.product_8432762,False,specific_data.product_categ__mat_conso
__import__.product_8433721,False,specific_data.product_categ__mat_conso
__import__.product_8467973,False,specific_data.product_categ__importation
__import__.product_9027500,False,specific_data.product_categ__mat_equipement
__import__.product_9866965,False,specific_data.product_categ__phytosanitaires
