id,sale_delay,list_price,name,weight,uom_id/id,taxes_id/id,medical_device,supplier_taxes_id/id,tracking,default_code,active,categ_id/id,route_ids/id,price_category_id/id,uom_po_id/id
__import__.product_84801100,0,3534.00,IM3 RADIO PORTABLE REVOLUTION 4DC,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-21-L,,l10n_be.1_attn_VAT-IN-V81-21,none,84801100,False,specific_data.product_categ__mat_img_radio,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_84801200,0,785.00,IM3 TROLLEY REVOLUTION 4DCFLOORSTAND,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-21-L,,l10n_be.1_attn_VAT-IN-V81-21,none,84801200,False,specific_data.product_categ__mat_img_radio,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5017801,0,103.90,"SONDE ENDOTRACH TRANSP RENFOR 7,0mm x10",0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-21-L,True,l10n_be.1_attn_VAT-IN-V81-21,none,5017801,True,__temp__.product_categ_undefined,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5017802,0,103.90,"SONDE ENDOTRACH TRANSP RENFOR 8,0mm x10",0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-21-L,True,l10n_be.1_attn_VAT-IN-V81-21,none,5017802,True,__temp__.product_categ_undefined,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5017960,0,4.85,"SONDE ENDOTRACH TRANSP A BALLON 6,0mm",0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-21-L,True,l10n_be.1_attn_VAT-IN-V81-21,none,5017960,True,__temp__.product_categ_undefined,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5017970,0,4.85,"SONDE ENDOTRACH TRANSP A BALLON 7,0mm",0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-21-L,True,l10n_be.1_attn_VAT-IN-V81-21,none,5017970,True,__temp__.product_categ_undefined,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5017975,0,4.85,"SONDE ENDOTRACH TRANSP A BALLON 7,5mm",0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-21-L,True,l10n_be.1_attn_VAT-IN-V81-21,none,5017975,True,__temp__.product_categ_undefined,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5017980,0,4.85,"SONDE ENDOTRACH TRANSP A BALLON 8,0mm",0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-21-L,True,l10n_be.1_attn_VAT-IN-V81-21,none,5017980,True,__temp__.product_categ_undefined,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5017985,0,4.85,"SONDE ENDOTRACH TRANSP A BALLON 8,5mm",0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-21-L,True,l10n_be.1_attn_VAT-IN-V81-21,none,5017985,True,__temp__.product_categ_undefined,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5017990,0,4.85,"SONDE ENDOTRACH TRANSP A BALLON 9,0mm",0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-21-L,True,l10n_be.1_attn_VAT-IN-V81-21,none,5017990,True,__temp__.product_categ_undefined,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5035300,0,30.00,MELAG EUROKLAV 23V EVACUATION + EMBOUT,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-21-L,,l10n_be.1_attn_VAT-IN-V81-21,none,5035300,True,__temp__.product_categ_undefined,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5061275,0,0,ENVELOPPE FORTEKOR (25),0.100,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-21-L,,l10n_be.1_attn_VAT-IN-V81-21,none,5061275,True,__temp__.product_categ_undefined,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5690605,0,0,PISTOLET POUR-ON SPOTINOR,0.300,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-21-L,,l10n_be.1_attn_VAT-IN-V81-21,none,5690605,True,__temp__.product_categ_undefined,purchase.route_warehouse0_buy,,product.product_uom_unit
__import__.product_5865029,0,0,ROYAL CANIN : 1 KIT STERILISATION,2.000,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-21-L,,l10n_be.1_attn_VAT-IN-V81-21,none,5865029,True,__temp__.product_categ_undefined,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5933501,0,88.51,MELAG EUROKLAV 23V RESISTANCE CHAUFFANTE,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-21-L,,l10n_be.1_attn_VAT-IN-V81-21,none,5933501,True,__temp__.product_categ_undefined,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1809740,0,66.00,WYZIUM 300CP,0.300,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-21-L,,l10n_be.1_attn_VAT-IN-V81-21,lot,1809740,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1812580,0,36.45,ANIMALOE 4 SERINGUES ORALES 30ml,0.200,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-21-L,,l10n_be.1_attn_VAT-IN-V81-21,lot,1812580,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1818490,0,718.00,OLIGOVET PATURAGE 50+3 BOLI,3.000,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,1818490,True,specific_data.product_categ__ali_comp,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_3013265,0,18.41,ORO DIGEST 3x150GR,0.500,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-21-L,,l10n_be.1_attn_VAT-IN-V81-21,lot,3013265,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_3071669,0,53.82,HEPATOVETO 5L,5.000,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,3071669,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",,product.product_uom_unit
__import__.product_3212065,0,69.39,EKICART BALANCE 2KG,2.000,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,3212065,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_3212081,0,163.73,EKICART BALANCE 5KG,5.000,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,3212081,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_3510518,0,35.67,FLORUMIN 5x250GR,1.440,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,3510518,True,specific_data.product_categ__ali_comp,purchase.route_warehouse0_buy,,product.product_uom_unit
__import__.product_3562154,0,13.98,REDONYL ULTRA  50MG 60CAPS,0.200,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-21-L,,l10n_be.1_attn_VAT-IN-V81-21,lot,3562154,True,specific_data.product_categ__ali_comp,purchase.route_warehouse0_buy,,product.product_uom_unit
__import__.product_3562162,0,20.20,REDONYL ULTRA 150MG 60CAPS,0.200,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-21-L,,l10n_be.1_attn_VAT-IN-V81-21,lot,3562162,True,specific_data.product_categ__ali_comp,purchase.route_warehouse0_buy,,product.product_uom_unit
__import__.product_5190750,0,31.86,"BONUTRON YEARLING 6-36M 1,5KG",0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5190750,True,specific_data.product_categ__ali_comp,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5192144,0,154.17,"MYOSTEM PROTEC 4,5L AUDEVARD",4.500,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5192144,True,specific_data.product_categ__ali_comp,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5192276,0,322.94,BO YEA SACC ULTRA 10KG AUDEVARD,10.000,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5192276,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5192701,0,47.91,BONUTRON ENDURANCE 2KG AUDEVARD,2.000,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5192701,True,specific_data.product_categ__ali_comp,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5192703,0,121.50,BONUTRON ENDURANCE 6KG AUDEVARD,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5192703,True,specific_data.product_categ__ali_comp,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5192705,0,226.98,BONUTRON ENDURANCE 12KG AUDEVARD,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5192705,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5192710,0,67.27,BONUTRON GALOP 3KG AUDEVARD,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5192710,True,specific_data.product_categ__ali_comp,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5192712,0,171.93,BONUTRON GALOP 9KG AUDEVARD,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5192712,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5192714,0,287.65,BONUTRON GALOP 18KG AUDEVARD,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5192714,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5192721,0,38.60,"BONUTRON SPORT PRO 1,5KG AUDEVARD",0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5192721,True,specific_data.product_categ__ali_comp,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5192725,0,170.08,BONUTRON SPORT PRO 9KG AUDEVARD,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5192725,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5192727,0,286.85,BONUTRON SPORT PRO 18KG AUDEVARD,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5192727,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5192730,0,67.27,BONUTRON TROT 3KG AUDEVARD,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5192730,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5192732,0,171.93,BONUTRON TROT 9KG AUDEVARD,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5192732,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5192734,0,287.65,BONUTRON TROT 18KG AUDEVARD,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5192734,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5192741,0,28.32,"BONUTRON STUD G1-L6 1,5KG AUDEVARD",0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5192741,True,specific_data.product_categ__ali_comp,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5192745,0,123.60,BONUTRON STUD G1-L6 9KG AUDEVARD,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5192745,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5192747,0,195.16,BONUTRON STUD G1-L6 18KG AUDEVARD,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5192747,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5192754,0,142.58,BONUTRON YEARLING 6-36M 9KG,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5192754,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5192770,0,27.16,"BONUTRON LEISURE 1,5KG AUDEVARD",0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5192770,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5192774,0,111.26,BONUTRON LEISURE 9KG AUDEVARD,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5192774,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5192776,0,194.42,BONUTRON LEISURE 18KG AUDEVARD,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5192776,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5197012,0,12.00,ARTHRO COMPLEX 250ml AVS,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5197012,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5197013,0,7.00,ARTIFLEX 50ml AVS,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5197013,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5197014,0,12.00,ARTIFLEX 100ml AVS,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5197014,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5197017,0,9.00,EQUINACEA 100ml AVS,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5197017,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5197018,0,6.00,HEPAPHYT 50ml AVS,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5197018,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5197019,0,6.50,HUILE DE GERME DE BLE 100ml AVS,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5197019,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5197022,0,6.50,PHYTORESE 50ml AVS,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5197022,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5197030,0,14.00,ZINCIDONE E 100ml AVS,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5197030,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5197033,0,48.00,ARTHROCOMPLEX 1kg AVS,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5197033,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5197034,0,90.00,ARTHROCOMPLEX 2kg AVS,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5197034,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5197035,0,230.00,ARTHROCOMPLEX 5kg AVS,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5197035,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5197036,0,19.00,ARTIFLEX 250ml AVS,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5197036,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5197037,0,37.00,ARTIFLEX 500ml AVS,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5197037,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5197038,0,69.00,ARTIFLEX 1L AVS,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5197038,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5197039,0,14.00,EPISTOP P 30gr AVS,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5197039,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5197040,0,12.00,EPISTOP L 50ml AVS,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5197040,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5197041,0,19.00,EPISTOP L 100ml AVS,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5197041,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5197042,0,40.00,EPISTOP L 250ml AVS,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5197042,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5197043,0,70.00,EPISTOP L 500ml AVS,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5197043,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5197044,0,16.00,EQUINACEA 250ml AVS,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5197044,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5197045,0,30.00,EQUINACEA 500ml AVS,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5197045,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5197046,0,55.00,EQUINACEA 1L AVS,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5197046,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5197047,0,11.00,EQUIRESE 250ml AVS,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5197047,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5197048,0,19.00,EQUIRESE 500ml AVS,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5197048,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5197049,0,31.00,EQUIRESE 1L AVS,0,product.product_uom_unit,l10n_be.1_attn_VAT-OUT-06-L,,l10n_be.1_attn_VAT-IN-V81-06,lot,5197049,True,specific_data.product_categ__ali_comp,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
