id,list_price,categ_id/id
__import__.product_1448091,9.22,specific_data.product_categ__ali_comp
__import__.product_1465814,19.56,specific_data.product_categ__antimicrobiens
__import__.product_1483957,4.65,__temp__.product_categ_undefined
__import__.product_1483965,9.63,__temp__.product_categ_undefined
__import__.product_1483973,108.46,__temp__.product_categ_undefined
__import__.product_1500511,31.22,specific_data.product_categ__homeo
__import__.product_1500516,31.22,specific_data.product_categ__homeo
__import__.product_1505000,178.86,specific_data.product_categ__homeo
__import__.product_1505001,113.72,specific_data.product_categ__homeo
__import__.product_1505003,165.83,specific_data.product_categ__homeo
__import__.product_1505007,165.83,specific_data.product_categ__homeo
__import__.product_1505010,165.83,specific_data.product_categ__homeo
__import__.product_1505016,249.42,specific_data.product_categ__homeo
__import__.product_1505017,113.72,specific_data.product_categ__homeo
__import__.product_1505019,113.72,specific_data.product_categ__homeo
__import__.product_1561448,28.38,specific_data.product_categ__antimicrobiens
__import__.product_1623776,14.11,specific_data.product_categ__ali_comp
__import__.product_1695733,10.68,specific_data.product_categ__ali_comp
__import__.product_1731322,23.61,specific_data.product_categ__homeo
__import__.product_1731371,23.61,specific_data.product_categ__homeo
__import__.product_1731389,178.86,specific_data.product_categ__homeo
__import__.product_1731397,23.61,specific_data.product_categ__homeo
__import__.product_1731405,165.83,specific_data.product_categ__homeo
__import__.product_1731496,113.72,specific_data.product_categ__homeo
__import__.product_1731546,249.42,specific_data.product_categ__homeo
__import__.product_1731553,31.22,specific_data.product_categ__homeo
__import__.product_1731579,249.42,specific_data.product_categ__homeo
__import__.product_1731603,31.22,specific_data.product_categ__homeo
__import__.product_1731645,31.22,specific_data.product_categ__homeo
__import__.product_1731652,249.42,specific_data.product_categ__homeo
__import__.product_1741560,8.07,specific_data.product_categ__ali_comp
__import__.product_1741578,8.07,specific_data.product_categ__ali_comp
__import__.product_1741628,27.26,specific_data.product_categ__ali_comp
__import__.product_1741644,8.27,specific_data.product_categ__ali_comp
__import__.product_1751577,10.21,specific_data.product_categ__divers_para
__import__.product_1796291,23.61,specific_data.product_categ__homeo
__import__.product_1813630,49.14,specific_data.product_categ__importation
__import__.product_1929927,6.50,specific_data.product_categ__ali_comp
__import__.product_2021963,10.05,specific_data.product_categ__mat_conso
__import__.product_2064558,41.60,specific_data.product_categ__ali_comp
__import__.product_2123842,37.97,specific_data.product_categ__hormones
__import__.product_2171886,42.60,specific_data.product_categ__ali_physio
__import__.product_2171887,38.10,specific_data.product_categ__ali_physio
__import__.product_2171888,42.60,specific_data.product_categ__ali_physio
__import__.product_2171889,42.60,specific_data.product_categ__ali_physio
__import__.product_2171890,42.60,specific_data.product_categ__ali_physio
__import__.product_2171892,42.60,specific_data.product_categ__ali_physio
__import__.product_2172132,38.10,specific_data.product_categ__ali_physio
__import__.product_2200491,7.64,specific_data.product_categ__ali_comp
__import__.product_2228450,9.93,specific_data.product_categ__ali_comp
__import__.product_2248800,3.33,specific_data.product_categ__ali_physio
__import__.product_2340453,8.76,specific_data.product_categ__divers_para
__import__.product_2407110,4.67,specific_data.product_categ__divers_para
__import__.product_2446532,40.83,specific_data.product_categ__hormones
__import__.product_2474609,23.16,specific_data.product_categ__divers_para
__import__.product_2478477,7.68,specific_data.product_categ__ali_comp
__import__.product_2522499,46.61,specific_data.product_categ__mat_equipement
__import__.product_2550531,13.67,specific_data.product_categ__ali_comp
__import__.product_2550606,3.39,specific_data.product_categ__ali_comp
__import__.product_2552206,19.29,specific_data.product_categ__ali_comp
__import__.product_2552248,6.98,specific_data.product_categ__divers_para
__import__.product_2578326,84.70,specific_data.product_categ__ali_comp
__import__.product_2597250,42.90,specific_data.product_categ__antimicrobiens
__import__.product_2600632,17.09,specific_data.product_categ__divers_para
__import__.product_2600655,7.50,specific_data.product_categ__divers_para
__import__.product_2626927,39.47,specific_data.product_categ__sys_nerveux
__import__.product_2648434,8.68,specific_data.product_categ__ali_comp
__import__.product_2698470,8.52,specific_data.product_categ__ali_comp
__import__.product_2727626,191.60,specific_data.product_categ__antimicrobiens
__import__.product_2823821,23.01,specific_data.product_categ__antimicrobiens
__import__.product_2836385,27.06,specific_data.product_categ__ali_comp
__import__.product_2909000,56.16,specific_data.product_categ__antimicrobiens
__import__.product_2932523,5.94,specific_data.product_categ__vasculo
__import__.product_2932531,48.96,specific_data.product_categ__vasculo
__import__.product_2932549,11.01,specific_data.product_categ__vasculo
__import__.product_2966422,123.13,specific_data.product_categ__phytosanitaires
__import__.product_3130465,23.88,specific_data.product_categ__antimicrobiens
__import__.product_3130473,58.69,specific_data.product_categ__antimicrobiens
__import__.product_3134160,44.81,specific_data.product_categ__sys_nerveux
__import__.product_3355815,20.22,specific_data.product_categ__ali_comp
__import__.product_3444395,13.25,specific_data.product_categ__antimicrobiens
__import__.product_4321557,5.83,specific_data.product_categ__divers_para
__import__.product_4341092,6.29,specific_data.product_categ__divers_para
__import__.product_4627460,125.00,specific_data.product_categ__mat_equins
__import__.product_4639992,9.97,specific_data.product_categ__divers_para
__import__.product_4657500,4.25,specific_data.product_categ__mat_conso
__import__.product_4657853,4.25,specific_data.product_categ__mat_conso
__import__.product_4686098,9.34,specific_data.product_categ__divers_para
__import__.product_4741302,163.07,specific_data.product_categ__ali_comp
__import__.product_4741319,163.07,specific_data.product_categ__ali_comp
__import__.product_4790105,141.40,specific_data.product_categ__mat_petshop
__import__.product_4896708,8.94,specific_data.product_categ__ali_comp
__import__.product_5000719,28.71,specific_data.product_categ__mat_ortho
__import__.product_5001010,8.86,specific_data.product_categ__mat_conso
__import__.product_5001465,47.00,specific_data.product_categ__mat_ortho
__import__.product_5001480,195.93,specific_data.product_categ__mat_ortho
__import__.product_5001619,40.00,specific_data.product_categ__mat_ortho
__import__.product_5001620,40.00,specific_data.product_categ__mat_ortho
__import__.product_5001621,45.71,specific_data.product_categ__mat_ortho
__import__.product_5001622,45.71,specific_data.product_categ__mat_ortho
__import__.product_5001623,45.71,specific_data.product_categ__mat_ortho
__import__.product_5001982,5500.00,specific_data.product_categ__mat_conso
__import__.product_5001985,351.30,specific_data.product_categ__mat_conso
__import__.product_5001994,41.70,specific_data.product_categ__mat_conso
__import__.product_5002059,203.14,specific_data.product_categ__mat_ortho
__import__.product_5002313,63.40,specific_data.product_categ__mat_ortho
__import__.product_5002445,3.60,specific_data.product_categ__mat_ortho
__import__.product_5002553,4.93,specific_data.product_categ__mat_ortho
__import__.product_5002595,6.36,specific_data.product_categ__mat_ortho
__import__.product_5002892,46.61,specific_data.product_categ__mat_equipement
__import__.product_5003197,9.20,specific_data.product_categ__mat_ortho
__import__.product_5003480,10.50,specific_data.product_categ__mat_ortho
__import__.product_5003481,10.43,specific_data.product_categ__mat_ortho
__import__.product_5003482,10.50,specific_data.product_categ__mat_ortho
__import__.product_5003973,104.86,specific_data.product_categ__mat_ortho
__import__.product_5007006,119.00,specific_data.product_categ__mat_conso
__import__.product_5007110,117.86,specific_data.product_categ__mat_ortho
__import__.product_5007143,81.86,specific_data.product_categ__mat_ortho
__import__.product_5007144,81.86,specific_data.product_categ__mat_ortho
__import__.product_5007145,81.86,specific_data.product_categ__mat_ortho
__import__.product_5010101,4.37,specific_data.product_categ__ali_physio
__import__.product_5010501,10.02,specific_data.product_categ__ali_physio
__import__.product_5010506,22.12,specific_data.product_categ__mat_equipement
__import__.product_5010530,69.21,specific_data.product_categ__ali_comp
__import__.product_5011762,35.14,specific_data.product_categ__mat_ortho
__import__.product_5014443,5.26,specific_data.product_categ__mat_sutures
__import__.product_5016001,3.64,specific_data.product_categ__ali_physio
__import__.product_5017696,19.20,specific_data.product_categ__mat_cardio
__import__.product_5021424,18.11,specific_data.product_categ__mat_conso
__import__.product_5022901,0.27,specific_data.product_categ__mat_conso
__import__.product_5023326,6.82,specific_data.product_categ__mat_conso
__import__.product_5023698,8.68,specific_data.product_categ__mat_instrumentation
__import__.product_5025320,19.10,specific_data.product_categ__mat_rurale
__import__.product_5026221,20.32,specific_data.product_categ__mat_instrumentation
__import__.product_5027103,4.02,specific_data.product_categ__mat_conso
__import__.product_5027165,42.46,specific_data.product_categ__mat_instrumentation
__import__.product_5027301,2.94,specific_data.product_categ__mat_rurale
__import__.product_5031940,90.00,specific_data.product_categ__mat_equipement
__import__.product_5031944,90.00,specific_data.product_categ__mat_equipement
__import__.product_5032167,220.00,specific_data.product_categ__mat_equipement
__import__.product_5032176,242.00,specific_data.product_categ__mat_equipement
__import__.product_5033148,192.00,specific_data.product_categ__mat_equipement
__import__.product_5033203,168.57,specific_data.product_categ__mat_equipement
__import__.product_5036007,35.99,specific_data.product_categ__mat_rurale
__import__.product_5038005,155.80,specific_data.product_categ__mat_rurale
__import__.product_5038041,2.34,specific_data.product_categ__mat_conso
__import__.product_5038042,5.54,specific_data.product_categ__mat_conso
__import__.product_5038052,5.89,specific_data.product_categ__mat_conso
__import__.product_5040035,22.91,specific_data.product_categ__importation
__import__.product_5040299,7.60,specific_data.product_categ__mat_equipement
__import__.product_5040300,11.01,specific_data.product_categ__mat_equipement
__import__.product_5040301,15.83,specific_data.product_categ__mat_equipement
__import__.product_5040912,48.00,specific_data.product_categ__mat_ortho
__import__.product_5045144,114.00,specific_data.product_categ__mat_equipement
__import__.product_5045145,209.67,specific_data.product_categ__mat_equipement
__import__.product_5051479,26.70,specific_data.product_categ__mat_rurale
__import__.product_5051483,16.97,specific_data.product_categ__mat_equipement
__import__.product_5054050,4.63,specific_data.product_categ__mat_equipement
__import__.product_5056640,86.46,specific_data.product_categ__mat_conso
__import__.product_5060107,59.00,specific_data.product_categ__mat_rurale
__import__.product_5060109,59.00,specific_data.product_categ__mat_rurale
__import__.product_5065833,15.84,specific_data.product_categ__ali_physio
__import__.product_5066943,15.84,specific_data.product_categ__ali_physio
__import__.product_5068725,12.80,specific_data.product_categ__mat_conso
__import__.product_5080426,51.50,specific_data.product_categ__mat_conso
__import__.product_5082001,65.69,specific_data.product_categ__mat_conso
__import__.product_5082002,96.52,specific_data.product_categ__mat_conso
__import__.product_5082003,115.90,specific_data.product_categ__mat_conso
__import__.product_5087101,0.55,specific_data.product_categ__mat_conso
__import__.product_5087102,0.55,specific_data.product_categ__mat_conso
__import__.product_5091165,15.35,specific_data.product_categ__mat_ortho
__import__.product_5101041,72.71,specific_data.product_categ__mat_instrumentation
__import__.product_5101042,72.71,specific_data.product_categ__mat_instrumentation
__import__.product_5102144,99.50,specific_data.product_categ__mat_equipement
__import__.product_5102146,99.50,specific_data.product_categ__mat_equipement
__import__.product_5102630,99.50,specific_data.product_categ__mat_equipement
__import__.product_5102634,99.50,specific_data.product_categ__mat_equipement
__import__.product_5103996,16.34,specific_data.product_categ__mat_sutures
__import__.product_5103999,10.83,specific_data.product_categ__mat_instrumentation
__import__.product_5105066,22.12,specific_data.product_categ__mat_equipement
__import__.product_5105067,22.12,specific_data.product_categ__mat_equipement
__import__.product_5105068,22.12,specific_data.product_categ__mat_equipement
__import__.product_5105620,98.00,specific_data.product_categ__mat_equipement
__import__.product_5105622,98.00,specific_data.product_categ__mat_equipement
__import__.product_5105623,98.00,specific_data.product_categ__mat_equipement
__import__.product_5105624,98.00,specific_data.product_categ__mat_equipement
__import__.product_5105627,98.00,specific_data.product_categ__mat_equipement
__import__.product_5105630,98.00,specific_data.product_categ__mat_equipement
__import__.product_5105806,110.00,specific_data.product_categ__mat_equipement
__import__.product_5105829,98.00,specific_data.product_categ__mat_equipement
__import__.product_5105831,98.00,specific_data.product_categ__mat_equipement
__import__.product_5105832,98.00,specific_data.product_categ__mat_equipement
__import__.product_5105835,98.00,specific_data.product_categ__mat_equipement
__import__.product_5105839,98.00,specific_data.product_categ__mat_equipement
__import__.product_5105840,98.00,specific_data.product_categ__mat_equipement
__import__.product_5110033,15.87,specific_data.product_categ__mat_equipement
__import__.product_5111525,98.20,specific_data.product_categ__mat_equipement
__import__.product_5115090,520.00,specific_data.product_categ__mat_conso
__import__.product_5116021,20.54,specific_data.product_categ__mat_equipement
__import__.product_5116100,15.29,specific_data.product_categ__mat_ortho
__import__.product_5116200,15.29,specific_data.product_categ__mat_ortho
__import__.product_5121517,170.81,specific_data.product_categ__mat_conso
__import__.product_5121913,180.74,specific_data.product_categ__mat_conso
__import__.product_5124590,11.55,specific_data.product_categ__ali_physio
__import__.product_5124610,18.30,specific_data.product_categ__ali_physio
__import__.product_5140397,4.57,specific_data.product_categ__mat_sutures
__import__.product_5140452,4.57,specific_data.product_categ__mat_sutures
__import__.product_5140453,4.66,specific_data.product_categ__mat_sutures
__import__.product_5141398,4.57,specific_data.product_categ__mat_sutures
__import__.product_5153525,14.98,specific_data.product_categ__mat_conso
__import__.product_5153530,28.14,specific_data.product_categ__mat_conso
__import__.product_5164061,36.34,specific_data.product_categ__mat_equipement
__import__.product_5164810,60.99,specific_data.product_categ__mat_conso
__import__.product_5164820,60.99,specific_data.product_categ__mat_conso
__import__.product_5168070,2266.24,specific_data.product_categ__mat_equipement
__import__.product_5169596,18.30,specific_data.product_categ__ali_physio
__import__.product_5171004,18.30,specific_data.product_categ__ali_physio
__import__.product_5171549,11.55,specific_data.product_categ__ali_physio
__import__.product_5171566,4.81,specific_data.product_categ__mat_conso
__import__.product_5171894,11.55,specific_data.product_categ__ali_physio
__import__.product_5171995,15.84,specific_data.product_categ__ali_physio
__import__.product_5171996,15.84,specific_data.product_categ__ali_physio
__import__.product_5172061,10.99,specific_data.product_categ__ali_physio
__import__.product_5172069,11.55,specific_data.product_categ__ali_physio
__import__.product_5180037,70.00,specific_data.product_categ__mat_equipement
__import__.product_5190222,11940.00,specific_data.product_categ__mat_equipement
__import__.product_5208078,11.69,specific_data.product_categ__ali_physio
__import__.product_5208101,11.69,specific_data.product_categ__ali_physio
__import__.product_5211525,98.20,specific_data.product_categ__mat_equipement
__import__.product_5215302,10.02,specific_data.product_categ__ali_physio
__import__.product_5219600,135.00,specific_data.product_categ__mat_conso
__import__.product_5225076,4.52,specific_data.product_categ__mat_petshop
__import__.product_5225283,16.26,specific_data.product_categ__mat_equipement
__import__.product_5228443,7.04,specific_data.product_categ__ali_comp
__import__.product_5231208,7000.00,specific_data.product_categ__mat_equipement
__import__.product_5232667,32.34,specific_data.product_categ__mat_conso
__import__.product_5236000,39.20,specific_data.product_categ__mat_rurale
__import__.product_5241615,13.29,specific_data.product_categ__mat_conso
__import__.product_5241640,15.36,specific_data.product_categ__mat_conso
__import__.product_5242015,17.71,specific_data.product_categ__mat_conso
__import__.product_5242530,21.71,specific_data.product_categ__mat_conso
__import__.product_5242540,23.61,specific_data.product_categ__mat_conso
__import__.product_5248000,15.98,specific_data.product_categ__mat_conso
__import__.product_5248001,17.08,specific_data.product_categ__mat_conso
__import__.product_5248002,20.00,specific_data.product_categ__mat_conso
__import__.product_5248003,25.60,specific_data.product_categ__mat_conso
__import__.product_5248004,33.70,specific_data.product_categ__mat_conso
__import__.product_5248005,47.08,specific_data.product_categ__mat_conso
__import__.product_5259502,15.07,specific_data.product_categ__ali_comp
__import__.product_5263001,83.12,specific_data.product_categ__ali_comp
__import__.product_5270515,6.97,specific_data.product_categ__ali_comp
__import__.product_5272132,13.00,specific_data.product_categ__ali_physio
__import__.product_5272213,13.00,specific_data.product_categ__ali_physio
__import__.product_5272214,13.00,specific_data.product_categ__ali_physio
__import__.product_5272215,12.70,specific_data.product_categ__ali_physio
__import__.product_5272216,12.70,specific_data.product_categ__ali_physio
__import__.product_5272433,32.90,specific_data.product_categ__ali_physio
__import__.product_5272434,32.90,specific_data.product_categ__ali_physio
__import__.product_5272439,36.00,specific_data.product_categ__ali_physio
__import__.product_5272546,23.20,specific_data.product_categ__ali_physio
__import__.product_5272547,38.50,specific_data.product_categ__ali_physio
__import__.product_5272557,38.50,specific_data.product_categ__ali_physio
__import__.product_5272558,38.50,specific_data.product_categ__ali_physio
__import__.product_5272564,20.70,specific_data.product_categ__ali_physio
__import__.product_5272565,23.20,specific_data.product_categ__ali_physio
__import__.product_5272570,38.50,specific_data.product_categ__ali_physio
__import__.product_5272581,23.20,specific_data.product_categ__ali_physio
__import__.product_5272582,23.20,specific_data.product_categ__ali_physio
__import__.product_5272618,12.70,specific_data.product_categ__ali_physio
__import__.product_5272619,13.00,specific_data.product_categ__ali_physio
__import__.product_5272675,12.70,specific_data.product_categ__ali_physio
__import__.product_5272683,12.70,specific_data.product_categ__ali_physio
__import__.product_5272704,23.20,specific_data.product_categ__ali_physio
__import__.product_5272705,23.20,specific_data.product_categ__ali_physio
__import__.product_5272750,23.20,specific_data.product_categ__ali_physio
__import__.product_5275011,94.00,specific_data.product_categ__mat_conso
__import__.product_5282300,2.49,specific_data.product_categ__ali_physio
__import__.product_5290502,415.38,specific_data.product_categ__mat_equipement
__import__.product_5291120,316.66,specific_data.product_categ__mat_rurale
__import__.product_5292620,6.11,specific_data.product_categ__mat_equipement
__import__.product_5292621,6.11,specific_data.product_categ__mat_equipement
__import__.product_5292622,6.11,specific_data.product_categ__mat_equipement
__import__.product_5292623,6.11,specific_data.product_categ__mat_equipement
__import__.product_5299901,6.60,specific_data.product_categ__mat_equipement
__import__.product_5299902,6.82,specific_data.product_categ__mat_equipement
__import__.product_5299906,7.38,specific_data.product_categ__mat_equipement
__import__.product_5299910,100.82,specific_data.product_categ__mat_equipement
__import__.product_5299911,9.66,specific_data.product_categ__mat_equipement
__import__.product_5304048,748.50,specific_data.product_categ__mat_equipement
__import__.product_5310103,10.02,specific_data.product_categ__ali_physio
__import__.product_5310107,21.95,specific_data.product_categ__ali_physio
__import__.product_5310501,4.37,specific_data.product_categ__ali_physio
__import__.product_5311003,10.02,specific_data.product_categ__ali_physio
__import__.product_5311501,4.37,specific_data.product_categ__ali_physio
__import__.product_5311502,10.02,specific_data.product_categ__ali_physio
__import__.product_5312001,3.92,specific_data.product_categ__ali_physio
__import__.product_5312003,9.39,specific_data.product_categ__ali_physio
__import__.product_5312007,20.70,specific_data.product_categ__ali_physio
__import__.product_5312503,9.39,specific_data.product_categ__ali_physio
__import__.product_5313003,9.39,specific_data.product_categ__ali_physio
__import__.product_5313503,10.65,specific_data.product_categ__ali_physio
__import__.product_5313603,10.65,specific_data.product_categ__ali_physio
__import__.product_5314003,10.02,specific_data.product_categ__ali_physio
__import__.product_5314103,10.02,specific_data.product_categ__ali_physio
__import__.product_5314501,4.37,specific_data.product_categ__ali_physio
__import__.product_5314502,10.02,specific_data.product_categ__ali_physio
__import__.product_5314602,10.02,specific_data.product_categ__ali_physio
__import__.product_5314702,10.02,specific_data.product_categ__ali_physio
__import__.product_5315103,10.02,specific_data.product_categ__ali_physio
__import__.product_5315203,10.02,specific_data.product_categ__ali_physio
__import__.product_5315401,4.37,specific_data.product_categ__ali_physio
__import__.product_5315403,10.02,specific_data.product_categ__ali_physio
__import__.product_5320001,1.85,specific_data.product_categ__ali_physio
__import__.product_5320002,1.85,specific_data.product_categ__ali_physio
__import__.product_5320003,1.85,specific_data.product_categ__ali_physio
__import__.product_5324001,4.37,specific_data.product_categ__ali_physio
__import__.product_5324003,10.02,specific_data.product_categ__ali_physio
__import__.product_5324006,15.98,specific_data.product_categ__mat_equipement
__import__.product_5326220,38.71,specific_data.product_categ__mat_equipement
__import__.product_5326221,38.71,specific_data.product_categ__mat_equipement
__import__.product_5326222,38.71,specific_data.product_categ__mat_equipement
__import__.product_5326223,38.71,specific_data.product_categ__mat_equipement
__import__.product_5329758,12.85,specific_data.product_categ__mat_petshop
__import__.product_5338607,61.45,specific_data.product_categ__mat_conso
__import__.product_5338680,21.18,specific_data.product_categ__mat_conso
__import__.product_5350502,18.24,specific_data.product_categ__ali_comp
__import__.product_5350503,65.65,specific_data.product_categ__ali_comp
__import__.product_5350504,91.98,specific_data.product_categ__ali_comp
__import__.product_5360002,9.63,specific_data.product_categ__ali_physio
__import__.product_5361002,9.63,specific_data.product_categ__ali_physio
__import__.product_5362002,9.63,specific_data.product_categ__ali_physio
__import__.product_5363002,9.63,specific_data.product_categ__ali_physio
__import__.product_5363007,21.08,specific_data.product_categ__ali_physio
__import__.product_5364000,8.42,specific_data.product_categ__ali_physio
__import__.product_5364001,4.98,specific_data.product_categ__ali_physio
__import__.product_5365002,9.63,specific_data.product_categ__ali_physio
__import__.product_5366000,8.42,specific_data.product_categ__ali_physio
__import__.product_5367002,9.63,specific_data.product_categ__ali_physio
__import__.product_5368002,9.63,specific_data.product_categ__ali_physio
__import__.product_5369002,9.63,specific_data.product_categ__ali_physio
__import__.product_5370002,9.82,specific_data.product_categ__ali_physio
__import__.product_5371002,9.82,specific_data.product_categ__ali_physio
__import__.product_5372002,9.82,specific_data.product_categ__ali_physio
__import__.product_5372105,35.72,specific_data.product_categ__ali_comp
__import__.product_5373002,9.82,specific_data.product_categ__ali_physio
__import__.product_5374002,9.82,specific_data.product_categ__ali_physio
__import__.product_5384002,40.12,specific_data.product_categ__ali_comp
__import__.product_5385104,59.85,specific_data.product_categ__mat_petshop
__import__.product_5398401,12.00,specific_data.product_categ__divers_para
__import__.product_5401000,0.55,specific_data.product_categ__mat_conso
__import__.product_5402065,1395.00,specific_data.product_categ__mat_equipement
__import__.product_5409755,25.94,specific_data.product_categ__mat_conso
__import__.product_5410001,20.54,specific_data.product_categ__mat_equipement
__import__.product_5410002,20.54,specific_data.product_categ__mat_equipement
__import__.product_5410003,20.54,specific_data.product_categ__mat_equipement
__import__.product_5410015,375.00,specific_data.product_categ__mat_equipement
__import__.product_5410016,450.00,specific_data.product_categ__mat_equipement
__import__.product_5410017,11.68,specific_data.product_categ__mat_conso
__import__.product_5421418,161.88,specific_data.product_categ__mat_equipement
__import__.product_5422014,21.97,specific_data.product_categ__ali_physio
__import__.product_5422026,25.45,specific_data.product_categ__ali_physio
__import__.product_5422034,12.56,specific_data.product_categ__ali_physio
__import__.product_5422036,25.45,specific_data.product_categ__ali_physio
__import__.product_5422062,4.02,specific_data.product_categ__ali_physio
__import__.product_5422068,10.05,specific_data.product_categ__ali_physio
__import__.product_5422225,22.58,specific_data.product_categ__mat_instrumentation
__import__.product_5422310,6.18,specific_data.product_categ__mat_instrumentation
__import__.product_5424049,18.79,specific_data.product_categ__ali_physio
__import__.product_5424136,52.44,specific_data.product_categ__ali_physio
__import__.product_5424154,71.50,specific_data.product_categ__ali_physio
__import__.product_5437050,11000.00,specific_data.product_categ__mat_equipement
__import__.product_5451003,8.94,specific_data.product_categ__ali_physio
__import__.product_5460086,5.36,specific_data.product_categ__ali_comp
__import__.product_5460094,29.86,specific_data.product_categ__ali_comp
__import__.product_5460116,11.46,specific_data.product_categ__ali_comp
__import__.product_5460213,13.80,specific_data.product_categ__divers_para
__import__.product_5461250,1.73,specific_data.product_categ__ali_physio
__import__.product_5461251,1.73,specific_data.product_categ__ali_physio
__import__.product_5461255,1.97,specific_data.product_categ__ali_physio
__import__.product_5461293,20.65,specific_data.product_categ__ali_physio
__import__.product_5461294,20.65,specific_data.product_categ__ali_physio
__import__.product_5461295,22.16,specific_data.product_categ__ali_physio
__import__.product_5461296,1.97,specific_data.product_categ__ali_physio
__import__.product_5461298,1.97,specific_data.product_categ__ali_physio
__import__.product_5461301,29.90,specific_data.product_categ__ali_physio
__import__.product_5461312,5.90,specific_data.product_categ__ali_physio
__import__.product_5461313,6.20,specific_data.product_categ__ali_physio
__import__.product_5461316,3.47,specific_data.product_categ__ali_physio
__import__.product_5461317,9.67,specific_data.product_categ__ali_physio
__import__.product_5461328,5.90,specific_data.product_categ__ali_physio
__import__.product_5470000,22.12,specific_data.product_categ__mat_equipement
__import__.product_5470001,22.12,specific_data.product_categ__mat_equipement
__import__.product_5470002,22.12,specific_data.product_categ__mat_equipement
__import__.product_5470003,22.12,specific_data.product_categ__mat_equipement
__import__.product_5470005,22.12,specific_data.product_categ__mat_equipement
__import__.product_5470006,22.12,specific_data.product_categ__mat_equipement
__import__.product_5470033,22.12,specific_data.product_categ__mat_equipement
__import__.product_5470047,22.12,specific_data.product_categ__mat_equipement
__import__.product_5472478,8.56,specific_data.product_categ__ali_physio
__import__.product_5472626,26.30,specific_data.product_categ__ali_physio
__import__.product_5472689,10.44,specific_data.product_categ__ali_physio
__import__.product_5475470,22.12,specific_data.product_categ__mat_equipement
__import__.product_5475471,22.12,specific_data.product_categ__mat_equipement
