id,date_end
__import__.supplierinfo_promo_79100-2437325-20180401,2018-05-31
__import__.supplierinfo_promo_79100-2446532-20180401,2018-06-30
__import__.supplierinfo_promo_79100-2450427-20180101,2018-06-30
__import__.supplierinfo_promo_79100-2745305-20180401,2018-06-30
__import__.supplierinfo_promo_79100-2766079-20180401,2018-06-30
__import__.supplierinfo_promo_79100-3020666-20180401,2018-05-31
__import__.supplierinfo_promo_79100-3020674-20180401,2018-05-31
__import__.supplierinfo_promo_79100-3020682-20180401,2018-05-31
__import__.supplierinfo_promo_79100-3409992-20180401,2018-05-31
__import__.supplierinfo_promo_79100-3410008-20180401,2018-05-31
__import__.supplierinfo_promo_79100-3533585-20180401,2018-05-31
__import__.supplierinfo_promo_79100-3533593-20180401,2018-05-31
__import__.supplierinfo_promo_79100-3533601-20180401,2018-05-31
__import__.supplierinfo_promo_79100-3550449-20180401,2018-05-31
__import__.supplierinfo_promo_79100-3550464-20180401,2018-05-31
__import__.supplierinfo_promo_79100-3550472-20180401,2018-05-31
__import__.supplierinfo_promo_79100-3550498-20180401,2018-05-31
__import__.supplierinfo_promo_79100-4629901-20180401,2018-05-31
__import__.supplierinfo_promo_81699-2420685-20170601,2018-05-31
__import__.supplierinfo_promo_81699-2626885-20180201,2018-05-31
__import__.supplierinfo_promo_81699-2626893-20150701,2018-05-31
__import__.supplierinfo_promo_81699-2703239-20150701,2018-05-31
__import__.supplierinfo_promo_81699-2703262-20180201,2018-05-31
__import__.supplierinfo_promo_81699-2945590-20161108,2018-05-31
__import__.supplierinfo_promo_81699-3048675-20180301,2018-05-31
__import__.supplierinfo_promo_81699-3048683-20180101,2018-05-31
__import__.supplierinfo_promo_81699-3048691-20180101,2018-05-31
__import__.supplierinfo_promo_81699-3057213-20151201,2018-05-31
__import__.supplierinfo_promo_81699-3550100-20170301,2018-05-31
__import__.supplierinfo_promo_81699-5163500-20171201,2018-05-31
__import__.supplierinfo_promo_81699-5163501-20170601,2018-05-31
__import__.supplierinfo_promo_81699-5169900-20180401,2018-05-31
__import__.supplierinfo_promo_81699-6350345-20170401,2018-05-31
__import__.supplierinfo_promo_81699-6350395-20151101,2018-05-31
__import__.supplierinfo_promo_83300-0874131-20180301,2018-06-30
__import__.supplierinfo_promo_83300-1457498-20180301,2018-06-30
__import__.supplierinfo_promo_83300-1457506-20180301,2018-06-30
__import__.supplierinfo_promo_83300-2404341-20180301,2018-06-30
__import__.supplierinfo_promo_83300-2404358-20180301,2018-06-30
__import__.supplierinfo_promo_83300-2575421-20180301,2018-06-30
__import__.supplierinfo_promo_83300-2575439-20180301,2018-06-30
__import__.supplierinfo_promo_83300-2672616-20180301,2018-06-30
__import__.supplierinfo_promo_83300-3126703-20180301,2018-06-30
