id,price
__import__.supplierinfo_77618-5760399,58.56
__import__.supplierinfo_77618-5760401,51.54
__import__.supplierinfo_77618-5760416,43.21
__import__.supplierinfo_77618-5760417,42.06
__import__.supplierinfo_77618-5760418,48.71
__import__.supplierinfo_77618-5776181,61.65
__import__.supplierinfo_77618-5776183,50.68
__import__.supplierinfo_77618-5776184,68.60
__import__.supplierinfo_77618-5776185,70.28
__import__.supplierinfo_77618-5776186,64.02
__import__.supplierinfo_77618-5776187,51.69
__import__.supplierinfo_77618-5776188,60.46
__import__.supplierinfo_77618-5776189,49.22
__import__.supplierinfo_77618-5776190,49.22
__import__.supplierinfo_77618-5776191,116.00
__import__.supplierinfo_77618-5776192,24.20
__import__.supplierinfo_77618-5776195,68.11
__import__.supplierinfo_77618-5776196,63.28
__import__.supplierinfo_77618-5776197,63.37
__import__.supplierinfo_77618-7760306,64.43
__import__.supplierinfo_77618-7760307,75.38
__import__.supplierinfo_77618-7760344,72.52
__import__.supplierinfo_77618-7760345,78.04
__import__.supplierinfo_79000-8010423,2.06
__import__.supplierinfo_79000-8024158,0.27
__import__.supplierinfo_79000-8181308,17.99
__import__.supplierinfo_79000-8210636,125.62
__import__.supplierinfo_79000-8228949,8.94
__import__.supplierinfo_79000-8331558,4.46
__import__.supplierinfo_79000-8377460,24.87
__import__.supplierinfo_79000-8481625,11.93
__import__.supplierinfo_79001-1385236,56.86
__import__.supplierinfo_79001-4321557,4.99
__import__.supplierinfo_79001-4388254,7.39
__import__.supplierinfo_79001-6464798,9.63
__import__.supplierinfo_79001-6705434,6.79
__import__.supplierinfo_79001-6705440,7.73
__import__.supplierinfo_79001-6710352,9.06
__import__.supplierinfo_79001-6710926,18.86
__import__.supplierinfo_79001-6711601,7.14
__import__.supplierinfo_79001-6725767,51.53
__import__.supplierinfo_79001-6738155,4.30
__import__.supplierinfo_79001-6739893,7.93
__import__.supplierinfo_79001-6742642,1.94
__import__.supplierinfo_79001-6743280,21.53
__import__.supplierinfo_79001-6757342,9.82
__import__.supplierinfo_79001-6780401,15.04
__import__.supplierinfo_79001-6867303,7.95
__import__.supplierinfo_79001-6868372,23.36
__import__.supplierinfo_79001-6878206,7.92
__import__.supplierinfo_79001-6885548,23.80
__import__.supplierinfo_79001-6889055,115.64
__import__.supplierinfo_79001-6935654,35.62
__import__.supplierinfo_79001-6941181,5.81
__import__.supplierinfo_79001-6941347,4.92
__import__.supplierinfo_79001-6943754,5.87
__import__.supplierinfo_79001-6969771,12.72
__import__.supplierinfo_79001-6973873,31.06
__import__.supplierinfo_79001-6993752,12.44
__import__.supplierinfo_79001-6993806,20.12
__import__.supplierinfo_79001-7080657,22.90
__import__.supplierinfo_79001-7536956,5.11
__import__.supplierinfo_79001-7568287,5.60
__import__.supplierinfo_79001-7693360,5.98
__import__.supplierinfo_79001-7884350,58.35
__import__.supplierinfo_79001-7965930,7.61
__import__.supplierinfo_79001-9512008,10.49
__import__.supplierinfo_79001-9512015,5.44
__import__.supplierinfo_79001-9512026,6.57
__import__.supplierinfo_79001-9512052,5.89
__import__.supplierinfo_79001-9512056,5.78
__import__.supplierinfo_79202-8257388,1382.67
__import__.supplierinfo_79202-8257389,1382.67
__import__.supplierinfo_83300-8330039,82.73
