id,ratio_main_product,list_price,weight,orderpoint_max,medical_device,default_code,storage_temperature_id/id,categ_id/id,unit_in_shrink_wrap,unit_in_box,manufacturer/id,state_id/id,orderpoint_min,veterinary_only,barcode,taxes_id/id,cnk_code,unit_in_pallet,orderpoint_qty_multiple,supplier_taxes_id/id,tracking,active,indicated_price,sale_delay,web_published,name,uom_id/id,ratio_additional_product,create_date,route_ids/id,price_category_id/id,uom_po_id/id
__import__.product_5472683,0,12.21,20.000,0,,5472683,specific_product.product_storage_temperature_ambient,specific_data.product_categ_ali_physio,0,0,__import__.supplier_82595,,0,,,l10n_be.1_attn_VAT-OUT-06-L,,0,0,l10n_be.1_attn_VAT-IN-V81-06,lot,True,18.76,0,True,CAVALOR PROBREED 20KG,__setup__.product_uom_sac,0,2018-04-27,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",,__setup__.product_uom_sac
__import__.product_5603553,0,40.47,12.000,4.000,,5603553,specific_product.product_storage_temperature_ambient,specific_data.product_categ_ali_physio,0,0,__import__.supplier_68250,,2.000,,,l10n_be.1_attn_VAT-OUT-21-L,,0,1,l10n_be.1_attn_VAT-IN-V81-21,lot,True,69.95,0,True,IDEAL BALANCE CANINE MATURE 12KG POULET,__setup__.product_uom_sac,0,2018-04-27,purchase.route_warehouse0_buy,specific_product.product_price_category_alh,__setup__.product_uom_sac
__import__.product_5810707,0,40.47,12.000,4.000,,5810707,specific_product.product_storage_temperature_ambient,specific_data.product_categ_ali_physio,0,0,__import__.supplier_68250,,2.000,,,l10n_be.1_attn_VAT-OUT-21-L,,0,1,l10n_be.1_attn_VAT-IN-V81-21,lot,True,69.95,0,True,IDEAL BALANCE CANINE ADULT 12KG THON,__setup__.product_uom_sac,0,2018-04-27,purchase.route_warehouse0_buy,specific_product.product_price_category_alh,__setup__.product_uom_sac
__import__.product_4004132,0,16.26,3.900,60.000,,4004132,specific_product.product_storage_temperature_ambient,specific_data.product_categ_ali_physio,0,0,__import__.supplier_78650,,40.000,,,l10n_be.1_attn_VAT-OUT-21-L,,0,1,l10n_be.1_attn_VAT-IN-V81-21,lot,True,30.24,0,True,VCN CAT NEUTERED WEIGHT 3x12x100GR (2+1),__setup__.product_uom_boite,0,2018-04-30,purchase.route_warehouse0_buy,specific_product.product_price_category_alg,__setup__.product_uom_boite
__import__.product_4004133,0,16.26,4.000,40.000,,4004133,specific_product.product_storage_temperature_ambient,specific_data.product_categ_ali_physio,0,0,__import__.supplier_78650,,20.000,,,l10n_be.1_attn_VAT-OUT-21-L,,0,1,l10n_be.1_attn_VAT-IN-V81-21,lot,True,30.24,0,True,VCN CAT SENIOR CONSULT 1 3x12x100G (2+1),__setup__.product_uom_boite,0,2018-05-02,purchase.route_warehouse0_buy,specific_product.product_price_category_alg,__setup__.product_uom_boite
__import__.product_4004134,0,16.26,4.000,50.000,,4004134,specific_product.product_storage_temperature_ambient,specific_data.product_categ_ali_physio,0,0,__import__.supplier_78650,,30.000,,,l10n_be.1_attn_VAT-OUT-21-L,,0,1,l10n_be.1_attn_VAT-IN-V81-21,lot,True,30.24,0,True,VCN CAT SENIOR CONSULT 2 3x12x100G (2+1),__setup__.product_uom_boite,0,2018-05-02,purchase.route_warehouse0_buy,specific_product.product_price_category_alg,__setup__.product_uom_boite
__import__.product_5012150,0,4.14,0.100,2.000,,5012150,specific_product.product_storage_temperature_ambient,specific_data.product_categ_ali_physio,2,2,__import__.supplier_95150,,1.000,,,l10n_be.1_attn_VAT-OUT-21-L,,0,2,l10n_be.1_attn_VAT-IN-V81-21,none,True,7.26,0,True,"KONG PREMIUM CATNIP 56,7GR",product.product_uom_unit,0,2018-05-02,purchase.route_warehouse0_buy,specific_product.product_price_category_ali,product.product_uom_unit
__import__.product_3323771,0,16.11,0.200,30.000,,3323771,specific_product.product_storage_temperature_ambient,specific_data.product_categ_divers_para,8,8,__import__.supplier_81200,,20.000,,,l10n_be.1_attn_VAT-OUT-21-L,3323771,0,8,l10n_be.1_attn_VAT-IN-V81-21,lot,True,28.27,0,True,ZENIFEL KIT DIFFUSEUR 48ml,product.product_uom_unit,0,2018-04-30,purchase.route_warehouse0_buy,,product.product_uom_unit
__import__.product_3323789,0,12.66,0.100,30.000,,3323789,specific_product.product_storage_temperature_ambient,specific_data.product_categ_divers_para,12,12,__import__.supplier_81200,,20.000,,,l10n_be.1_attn_VAT-OUT-21-L,3323789,0,12,l10n_be.1_attn_VAT-IN-V81-21,lot,True,22.22,0,True,ZENIFEL RECHARGE 48ml,product.product_uom_unit,0,2018-04-30,purchase.route_warehouse0_buy,,product.product_uom_unit
__import__.product_3427267,0,0,0,0,,3427267,specific_product.product_storage_temperature_ambient,specific_data.product_categ_humain,0,0,__import__.supplier_95150,,0,,,l10n_be.1_attn_VAT-OUT-06-L,3427267,0,0,l10n_be.1_attn_VAT-IN-V81-06,none,True,9999999999.99,0,True,ANAFRANIL 120DR 25MG,product.product_uom_unit,0,2018-04-27,purchase.route_warehouse0_buy,,product.product_uom_unit
__import__.product_5620888,0,9000.00,0,1.000,,5620888,specific_product.product_storage_temperature_ambient,specific_data.product_categ_mat_cardio,0,0,__import__.supplier_95150,,0,,,l10n_be.1_attn_VAT-OUT-21-L,,0,1,l10n_be.1_attn_VAT-IN-V81-21,none,True,9999999999.99,0,True,ANESTHESIE WATO EX-20 VET,product.product_uom_unit,0,2018-05-02,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_1020180,,2095.65,0.160,0,,1020180,,specific_data.product_categ_mat_equipement,,,__import__.supplier_68310,,0,,,l10n_be.1_attn_VAT-OUT-21-L,,,0,l10n_be.1_attn_VAT-IN-V81-21,none,True,9999999999.99,0,True,"LAMPE FRONT ML4 LED LOUPE 3,5X SGUARD",product.product_uom_unit,,2018-04-26,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5105103,,160.00,0.306,1.000,,5105103,,specific_data.product_categ_mat_img_echo,,,__import__.supplier_95150,,0,,,l10n_be.1_attn_VAT-OUT-21-L,,,1,l10n_be.1_attn_VAT-IN-V81-21,none,True,9999999999.99,0,False,ECHOGRAPHE RURAL RKU : BATTERIE,product.product_uom_unit,,2018-05-03,purchase.route_warehouse0_buy,specific_product.product_price_category_gma,product.product_uom_unit
__import__.product_5116025,0,39.67,0.070,0,True,5116025,specific_product.product_storage_temperature_ambient,specific_data.product_categ_mat_sutures,0,0,__import__.supplier_79200,,0,,,l10n_be.1_attn_VAT-OUT-21-L,,0,0,l10n_be.1_attn_VAT-IN-V81-21,lot,True,9999999999.99,0,True,SMI SURGICRYL PGA USP3&4 EP6 250cm /12,__setup__.product_uom_boite,0,2018-04-27,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_5118015,0,40.76,0.070,0,True,5118015,specific_product.product_storage_temperature_ambient,specific_data.product_categ_mat_sutures,0,0,__import__.supplier_79200,,0,,,l10n_be.1_attn_VAT-OUT-21-L,,0,0,l10n_be.1_attn_VAT-IN-V81-21,lot,True,9999999999.99,0,True,SMI SURGICRYL PGA USP6 EP8 150cm /12,__setup__.product_uom_boite,0,2018-04-27,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_5171530,0,15.33,0.070,0,True,5171530,specific_product.product_storage_temperature_ambient,specific_data.product_categ_mat_sutures,0,0,__import__.supplier_79200,,0,,,l10n_be.1_attn_VAT-OUT-21-L,,0,0,l10n_be.1_attn_VAT-IN-V81-21,lot,True,9999999999.99,0,True,"SMI POLYPROPYLENE USP0 EP3,5 30C3/8 x12",__setup__.product_uom_boite,0,2018-04-27,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_5181524,0,15.12,0.070,0,True,5181524,specific_product.product_storage_temperature_ambient,specific_data.product_categ_mat_sutures,0,0,__import__.supplier_79200,,0,,,l10n_be.1_attn_VAT-OUT-21-L,,0,0,l10n_be.1_attn_VAT-IN-V81-21,lot,True,9999999999.99,0,True,SMI POLYPROPYLENE USP2/0 EP3 24C3/8 x12,__setup__.product_uom_boite,0,2018-04-27,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_5181530,0,15.12,0.070,0,True,5181530,specific_product.product_storage_temperature_ambient,specific_data.product_categ_mat_sutures,0,0,__import__.supplier_79200,,0,,,l10n_be.1_attn_VAT-OUT-21-L,,0,0,l10n_be.1_attn_VAT-IN-V81-21,lot,True,9999999999.99,0,True,SMI POLYPROPYLENE USP2/0 EP3 30C3/8 x12,__setup__.product_uom_boite,0,2018-04-27,"stock.route_warehouse0_mto,purchase.route_warehouse0_buy",specific_product.product_price_category_gma,__setup__.product_uom_boite
__import__.product_3541737,0,48.33,0.050,12.000,,3541737,specific_product.product_storage_temperature_ambient,specific_data.product_categ_sys_nerveux,0,0,__import__.supplier_83300,,6.000,,,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",3541737,0,1,l10n_be.1_attn_VAT-IN-V81-06,lot,True,74.28,0,True,TORPHADINE 10mg/ml 10ml,product.product_uom_unit,0,2018-04-30,purchase.route_warehouse0_buy,,product.product_uom_unit
__import__.product_3606761,0,53.51,0.050,10.000,,3606761,specific_product.product_storage_temperature_ambient,specific_data.product_categ_sys_nerveux,0,0,__import__.supplier_83300,,6.000,,,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",3606761,0,1,l10n_be.1_attn_VAT-IN-V81-06,lot,True,82.25,0,True,"SEDADEX 0,5mg/ml 10ml",product.product_uom_unit,0,2018-04-30,purchase.route_warehouse0_buy,,product.product_uom_unit
__import__.product_8888214,0,2.14,0,0,,8888214,specific_product.product_storage_temperature_ambient,specific_data.product_categ_undefined,0,0,__import__.supplier_95150,,0,,,l10n_be.1_attn_VAT-OUT-06-L,,0,0,l10n_be.1_attn_VAT-IN-V81-06,none,True,2.14,0,False,CONTRIBUTION ANTIBIOTIQUE,product.product_uom_unit,0,2018-04-30,,,product.product_uom_unit
__import__.product_3643525,0,69.04,11.000,8.000,,3643525,specific_product.product_storage_temperature_ambient,specific_data.product_categ_vasculo,0,0,__import__.supplier_66008,,4.000,,,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",3643525,0,1,l10n_be.1_attn_VAT-IN-V81-06,lot,True,106.12,0,True,RINGER LACTATE 20x500ML AQUPHARM,__setup__.product_uom_boite,0,2018-04-30,purchase.route_warehouse0_buy,,__setup__.product_uom_boite
__import__.product_3643533,0,40.28,11.000,12.000,,3643533,specific_product.product_storage_temperature_ambient,specific_data.product_categ_vasculo,0,0,__import__.supplier_66008,,6.000,,,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",3643533,0,1,l10n_be.1_attn_VAT-IN-V81-06,lot,True,61.91,0,True,RINGER LACTATE 10x1L AQUPHARM,__setup__.product_uom_boite,0,2018-04-30,purchase.route_warehouse0_buy,,__setup__.product_uom_boite
__import__.product_3643541,0,34.52,11.000,8.000,,3643541,specific_product.product_storage_temperature_ambient,specific_data.product_categ_vasculo,0,0,__import__.supplier_66008,,4.000,,,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",3643541,0,1,l10n_be.1_attn_VAT-IN-V81-06,lot,True,53.05,0,True,RINGER LACTATE 2x5L AQUPHARM,__setup__.product_uom_boite,0,2018-04-30,purchase.route_warehouse0_buy,,__setup__.product_uom_boite
__import__.product_3664174,0,34.52,11.000,10.000,,3664174,specific_product.product_storage_temperature_ambient,specific_data.product_categ_vasculo,0,0,__import__.supplier_66008,,6.000,,,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",3664174,0,1,l10n_be.1_attn_VAT-IN-V81-06,lot,True,53.05,0,True,"CHLORURE SODIQUE 0,9% 10x1L AQUPHARM",__setup__.product_uom_boite,0,2018-04-30,purchase.route_warehouse0_buy,,__setup__.product_uom_boite
__import__.product_3664182,0,63.29,11.000,8.000,,3664182,specific_product.product_storage_temperature_ambient,specific_data.product_categ_vasculo,0,0,__import__.supplier_66008,,4.000,,,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",3664182,0,1,l10n_be.1_attn_VAT-IN-V81-06,lot,True,97.28,0,True,"CHLORURE SODIQUE 0,9% 20x500ml AQUPHARM",__setup__.product_uom_boite,0,2018-04-30,purchase.route_warehouse0_buy,,__setup__.product_uom_boite
