id,box,kind,name,zone,bin_checksum_1,location_id/id,corridor,shelf,height
__import__.location_loc_GG03A3,3,bin,GG03A3,G,01,__import__.location_family_G,G,03,A
__import__.location_loc_GG19A3,3,bin,GG19A3,G,01,__import__.location_family_G,G,19,A
__import__.location_loc_GG04B3,3,bin,GG04B3,G,01,__import__.location_family_G,G,04,B
__import__.location_loc_GG10B3,3,bin,GG10B3,G,01,__import__.location_family_G,G,10,B
__import__.location_loc_GG21D3,3,bin,GG21D3,G,01,__import__.location_family_G,G,21,D
__import__.location_loc_GG19F3,3,bin,GG19F3,G,01,__import__.location_family_G,G,19,F
__import__.location_loc_GA07B4,4,bin,GA07B4,G,01,__import__.location_family_G,A,07,B
__import__.location_loc_GB12A4,4,bin,GB12A4,G,01,__import__.location_family_G,B,12,A
__import__.location_loc_GB28D4,4,bin,GB28D4,G,01,__import__.location_family_G,B,28,D
__import__.location_loc_GG02A4,4,bin,GG02A4,G,01,__import__.location_family_G,G,02,A
__import__.location_loc_GG04C4,4,bin,GG04C4,G,01,__import__.location_family_G,G,04,C
__import__.location_loc_GB29C6,6,bin,GB29C6,G,01,__import__.location_family_G,B,29,C
__import__.location_loc_GG09D7,7,bin,GG09D7,G,01,__import__.location_family_G,G,09,D
__import__.location_loc_GB12B1,1,bin,GB12B1,G,02,__import__.location_family_G,B,12,B
__import__.location_loc_GB25D1,1,bin,GB25D1,G,02,__import__.location_family_G,B,25,D
__import__.location_loc_GA07E2,2,bin,GA07E2,G,02,__import__.location_family_G,A,07,E
__import__.location_loc_GB01A2,2,bin,GB01A2,G,02,__import__.location_family_G,B,01,A
__import__.location_loc_GB17A2,2,bin,GB17A2,G,02,__import__.location_family_G,B,17,A
__import__.location_loc_GG01A2,2,bin,GG01A2,G,02,__import__.location_family_G,G,01,A
__import__.location_loc_GG10A2,2,bin,GG10A2,G,02,__import__.location_family_G,G,10,A
__import__.location_loc_GG06B2,2,bin,GG06B2,G,02,__import__.location_family_G,G,06,B
__import__.location_loc_GG04D2,2,bin,GG04D2,G,02,__import__.location_family_G,G,04,D
__import__.location_loc_GG19F2,2,bin,GG19F2,G,02,__import__.location_family_G,G,19,F
__import__.location_loc_GA07D3,3,bin,GA07D3,G,02,__import__.location_family_G,A,07,D
__import__.location_loc_GB29A3,3,bin,GB29A3,G,02,__import__.location_family_G,B,29,A
__import__.location_loc_GG03E4,4,bin,GG03E4,G,02,__import__.location_family_G,G,03,E
__import__.location_loc_GB04C5,5,bin,GB04C5,G,02,__import__.location_family_G,B,04,C
__import__.location_loc_GG12A5,5,bin,GG12A5,G,02,__import__.location_family_G,G,12,A
__import__.location_loc_GB21D7,7,bin,GB21D7,G,02,__import__.location_family_G,B,21,D
__import__.location_loc_GG18C7,7,bin,GG18C7,G,02,__import__.location_family_G,G,18,C
__import__.location_loc_GG19G7,7,bin,GG19G7,G,02,__import__.location_family_G,G,19,G
__import__.location_loc_GA09B1,1,bin,GA09B1,G,03,__import__.location_family_G,A,09,B
__import__.location_loc_GA04E1,1,bin,GA04E1,G,03,__import__.location_family_G,A,04,E
__import__.location_loc_GB21E1,1,bin,GB21E1,G,03,__import__.location_family_G,B,21,E
__import__.location_loc_GG12B1,1,bin,GG12B1,G,03,__import__.location_family_G,G,12,B
__import__.location_loc_GG05C1,1,bin,GG05C1,G,03,__import__.location_family_G,G,05,C
__import__.location_loc_GB05A3,3,bin,GB05A3,G,03,__import__.location_family_G,B,05,A
__import__.location_loc_GB26B3,3,bin,GB26B3,G,03,__import__.location_family_G,B,26,B
__import__.location_loc_GG12A3,3,bin,GG12A3,G,03,__import__.location_family_G,G,12,A
__import__.location_loc_GG18A3,3,bin,GG18A3,G,03,__import__.location_family_G,G,18,A
__import__.location_loc_GG23A3,3,bin,GG23A3,G,03,__import__.location_family_G,G,23,A
__import__.location_loc_GG02B3,3,bin,GG02B3,G,03,__import__.location_family_G,G,02,B
__import__.location_loc_GG03B3,3,bin,GG03B3,G,03,__import__.location_family_G,G,03,B
__import__.location_loc_GG22B3,3,bin,GG22B3,G,03,__import__.location_family_G,G,22,B
__import__.location_loc_GG01C3,3,bin,GG01C3,G,03,__import__.location_family_G,G,01,C
__import__.location_loc_GG12D3,3,bin,GG12D3,G,03,__import__.location_family_G,G,12,D
__import__.location_loc_GB28C4,4,bin,GB28C4,G,03,__import__.location_family_G,B,28,C
__import__.location_loc_GB22B5,5,bin,GB22B5,G,03,__import__.location_family_G,B,22,B
__import__.location_loc_GB29B5,5,bin,GB29B5,G,03,__import__.location_family_G,B,29,B
__import__.location_loc_GB09E5,5,bin,GB09E5,G,03,__import__.location_family_G,B,09,E
__import__.location_loc_GG19F5,5,bin,GG19F5,G,03,__import__.location_family_G,G,19,F
__import__.location_loc_GB21E6,6,bin,GB21E6,G,03,__import__.location_family_G,B,21,E
__import__.location_loc_GG08D1,1,bin,GG08D1,G,04,__import__.location_family_G,G,08,D
__import__.location_loc_GG23B2,2,bin,GG23B2,G,04,__import__.location_family_G,G,23,B
__import__.location_loc_GG19E2,2,bin,GG19E2,G,04,__import__.location_family_G,G,19,E
__import__.location_loc_GB14A3,3,bin,GB14A3,G,04,__import__.location_family_G,B,14,A
__import__.location_loc_GB24C3,3,bin,GB24C3,G,04,__import__.location_family_G,B,24,C
__import__.location_loc_GB25C3,3,bin,GB25C3,G,04,__import__.location_family_G,B,25,C
__import__.location_loc_GB20D3,3,bin,GB20D3,G,04,__import__.location_family_G,B,20,D
__import__.location_loc_GB06E3,3,bin,GB06E3,G,04,__import__.location_family_G,B,06,E
__import__.location_loc_GB04A4,4,bin,GB04A4,G,04,__import__.location_family_G,B,04,A
__import__.location_loc_GB18D4,4,bin,GB18D4,G,04,__import__.location_family_G,B,18,D
__import__.location_loc_GG06B4,4,bin,GG06B4,G,04,__import__.location_family_G,G,06,B
__import__.location_loc_GG02C4,4,bin,GG02C4,G,04,__import__.location_family_G,G,02,C
__import__.location_loc_GG13C4,4,bin,GG13C4,G,04,__import__.location_family_G,G,13,C
__import__.location_loc_GG04C5,5,bin,GG04C5,G,04,__import__.location_family_G,G,04,C
__import__.location_loc_GG12C5,5,bin,GG12C5,G,04,__import__.location_family_G,G,12,C
__import__.location_loc_GG08D5,5,bin,GG08D5,G,04,__import__.location_family_G,G,08,D
__import__.location_loc_GB29D6,6,bin,GB29D6,G,04,__import__.location_family_G,B,29,D
__import__.location_loc_GG09A7,7,bin,GG09A7,G,04,__import__.location_family_G,G,09,A
__import__.location_loc_GB21B9,9,bin,GB21B9,G,04,__import__.location_family_G,B,21,B
__import__.location_loc_GG19A1,1,bin,GG19A1,G,05,__import__.location_family_G,G,19,A
__import__.location_loc_GG23A1,1,bin,GG23A1,G,05,__import__.location_family_G,G,23,A
__import__.location_loc_GB20A2,2,bin,GB20A2,G,05,__import__.location_family_G,B,20,A
__import__.location_loc_GG18A2,2,bin,GG18A2,G,05,__import__.location_family_G,G,18,A
__import__.location_loc_GG20C2,2,bin,GG20C2,G,05,__import__.location_family_G,G,20,C
__import__.location_loc_GG01E2,2,bin,GG01E2,G,05,__import__.location_family_G,G,01,E
__import__.location_loc_GB28A3,3,bin,GB28A3,G,05,__import__.location_family_G,B,28,A
__import__.location_loc_GB22D3,3,bin,GB22D3,G,05,__import__.location_family_G,B,22,D
__import__.location_loc_GG02A3,3,bin,GG02A3,G,05,__import__.location_family_G,G,02,A
__import__.location_loc_GB13A4,4,bin,GB13A4,G,05,__import__.location_family_G,B,13,A
__import__.location_loc_GB28B4,4,bin,GB28B4,G,05,__import__.location_family_G,B,28,B
__import__.location_loc_GG04B4,4,bin,GG04B4,G,05,__import__.location_family_G,G,04,B
__import__.location_loc_GG10B5,5,bin,GG10B5,G,05,__import__.location_family_G,G,10,B
__import__.location_loc_GG05D6,6,bin,GG05D6,G,05,__import__.location_family_G,G,05,D
__import__.location_loc_GB09B7,7,bin,GB09B7,G,05,__import__.location_family_G,B,09,B
__import__.location_loc_GG13A8,8,bin,GG13A8,G,05,__import__.location_family_G,G,13,A
__import__.location_loc_GA11A1,1,bin,GA11A1,G,06,__import__.location_family_G,A,11,A
__import__.location_loc_GB22A1,1,bin,GB22A1,G,06,__import__.location_family_G,B,22,A
__import__.location_loc_GB17B1,1,bin,GB17B1,G,06,__import__.location_family_G,B,17,B
__import__.location_loc_GA01A2,2,bin,GA01A2,G,06,__import__.location_family_G,A,01,A
__import__.location_loc_GB22C2,2,bin,GB22C2,G,06,__import__.location_family_G,B,22,C
__import__.location_loc_GF10C2,2,bin,GF10C2,G,06,__import__.location_family_G,F,10,C
__import__.location_loc_GG21B2,2,bin,GG21B2,G,06,__import__.location_family_G,G,21,B
__import__.location_loc_GB06A3,3,bin,GB06A3,G,06,__import__.location_family_G,B,06,A
__import__.location_loc_GB10D3,3,bin,GB10D3,G,06,__import__.location_family_G,B,10,D
__import__.location_loc_GB04E3,3,bin,GB04E3,G,06,__import__.location_family_G,B,04,E
__import__.location_loc_GG02B4,4,bin,GG02B4,G,06,__import__.location_family_G,G,02,B
__import__.location_loc_GG21D4,4,bin,GG21D4,G,06,__import__.location_family_G,G,21,D
__import__.location_loc_GG01E4,4,bin,GG01E4,G,06,__import__.location_family_G,G,01,E
__import__.location_loc_GB13B5,5,bin,GB13B5,G,06,__import__.location_family_G,B,13,B
__import__.location_loc_GG19B6,6,bin,GG19B6,G,06,__import__.location_family_G,G,19,B
__import__.location_loc_GG20C6,6,bin,GG20C6,G,06,__import__.location_family_G,G,20,C
__import__.location_loc_GB13A7,7,bin,GB13A7,G,06,__import__.location_family_G,B,13,A
__import__.location_loc_GG18D8,8,bin,GG18D8,G,06,__import__.location_family_G,G,18,D
__import__.location_loc_GG05E8,8,bin,GG05E8,G,06,__import__.location_family_G,G,05,E
__import__.location_loc_GG03D9,9,bin,GG03D9,G,06,__import__.location_family_G,G,03,D
__import__.location_loc_GA11B1,1,bin,GA11B1,G,07,__import__.location_family_G,A,11,B
__import__.location_loc_GB18A1,1,bin,GB18A1,G,07,__import__.location_family_G,B,18,A
__import__.location_loc_GB10F1,1,bin,GB10F1,G,07,__import__.location_family_G,B,10,F
__import__.location_loc_GG23B1,1,bin,GG23B1,G,07,__import__.location_family_G,G,23,B
__import__.location_loc_GG22D2,2,bin,GG22D2,G,07,__import__.location_family_G,G,22,D
__import__.location_loc_GB14D3,3,bin,GB14D3,G,07,__import__.location_family_G,B,14,D
__import__.location_loc_GG05E3,3,bin,GG05E3,G,07,__import__.location_family_G,G,05,E
__import__.location_loc_GB17A4,4,bin,GB17A4,G,07,__import__.location_family_G,B,17,A
__import__.location_loc_GB05D5,5,bin,GB05D5,G,07,__import__.location_family_G,B,05,D
__import__.location_loc_GG19A5,5,bin,GG19A5,G,07,__import__.location_family_G,G,19,A
__import__.location_loc_AI15C5,5,bin,AI15C5,A,07,__import__.location_family_A,I,15,C
__import__.location_loc_GG01E6,6,bin,GG01E6,G,07,__import__.location_family_G,G,01,E
__import__.location_loc_GA04D1,1,bin,GA04D1,G,08,__import__.location_family_G,A,04,D
__import__.location_loc_GB28A1,1,bin,GB28A1,G,08,__import__.location_family_G,B,28,A
__import__.location_loc_GB06E1,1,bin,GB06E1,G,08,__import__.location_family_G,B,06,E
__import__.location_loc_GG01B2,2,bin,GG01B2,G,08,__import__.location_family_G,G,01,B
__import__.location_loc_GG04C2,2,bin,GG04C2,G,08,__import__.location_family_G,G,04,C
__import__.location_loc_GA05A3,3,bin,GA05A3,G,08,__import__.location_family_G,A,05,A
__import__.location_loc_GA07A3,3,bin,GA07A3,G,08,__import__.location_family_G,A,07,A
__import__.location_loc_GB25A3,3,bin,GB25A3,G,08,__import__.location_family_G,B,25,A
__import__.location_loc_GG19B3,3,bin,GG19B3,G,08,__import__.location_family_G,G,19,B
__import__.location_loc_GG01F4,4,bin,GG01F4,G,08,__import__.location_family_G,G,01,F
__import__.location_loc_GG02D5,5,bin,GG02D5,G,08,__import__.location_family_G,G,02,D
__import__.location_loc_GG06D6,6,bin,GG06D6,G,08,__import__.location_family_G,G,06,D
__import__.location_loc_GG09E6,6,bin,GG09E6,G,08,__import__.location_family_G,G,09,E
__import__.location_loc_GB17C7,7,bin,GB17C7,G,08,__import__.location_family_G,B,17,C
__import__.location_loc_GB28C1,1,bin,GB28C1,G,09,__import__.location_family_G,B,28,C
__import__.location_loc_GB09D1,1,bin,GB09D1,G,09,__import__.location_family_G,B,09,D
__import__.location_loc_GG04B1,1,bin,GG04B1,G,09,__import__.location_family_G,G,04,B
__import__.location_loc_GB25E2,2,bin,GB25E2,G,09,__import__.location_family_G,B,25,E
__import__.location_loc_GG09A2,2,bin,GG09A2,G,09,__import__.location_family_G,G,09,A
__import__.location_loc_GB05B3,3,bin,GB05B3,G,09,__import__.location_family_G,B,05,B
__import__.location_loc_GB08D4,4,bin,GB08D4,G,09,__import__.location_family_G,B,08,D
__import__.location_loc_GB17E4,4,bin,GB17E4,G,09,__import__.location_family_G,B,17,E
__import__.location_loc_GG21E4,4,bin,GG21E4,G,09,__import__.location_family_G,G,21,E
__import__.location_loc_GG01C6,6,bin,GG01C6,G,09,__import__.location_family_G,G,01,C
__import__.location_loc_GG19D6,6,bin,GG19D6,G,09,__import__.location_family_G,G,19,D
__import__.location_loc_GG01F6,6,bin,GG01F6,G,09,__import__.location_family_G,G,01,F
__import__.location_loc_GB13C7,7,bin,GB13C7,G,09,__import__.location_family_G,B,13,C
__import__.location_loc_GB21C8,8,bin,GB21C8,G,09,__import__.location_family_G,B,21,C
__import__.location_loc_GG10C1,1,bin,GG10C1,G,10,__import__.location_family_G,G,10,C
__import__.location_loc_GG10D1,1,bin,GG10D1,G,10,__import__.location_family_G,G,10,D
__import__.location_loc_GB06B2,2,bin,GB06B2,G,10,__import__.location_family_G,B,06,B
__import__.location_loc_GB30B2,2,bin,GB30B2,G,10,__import__.location_family_G,B,30,B
__import__.location_loc_GB06C2,2,bin,GB06C2,G,10,__import__.location_family_G,B,06,C
__import__.location_loc_GB08D2,2,bin,GB08D2,G,10,__import__.location_family_G,B,08,D
__import__.location_loc_GA06A3,3,bin,GA06A3,G,10,__import__.location_family_G,A,06,A
__import__.location_loc_GB08C3,3,bin,GB08C3,G,10,__import__.location_family_G,B,08,C
__import__.location_loc_GB12D4,4,bin,GB12D4,G,10,__import__.location_family_G,B,12,D
__import__.location_loc_GB13E4,4,bin,GB13E4,G,10,__import__.location_family_G,B,13,E
__import__.location_loc_GB21E4,4,bin,GB21E4,G,10,__import__.location_family_G,B,21,E
__import__.location_loc_GB12C5,5,bin,GB12C5,G,10,__import__.location_family_G,B,12,C
__import__.location_loc_GG08C5,5,bin,GG08C5,G,10,__import__.location_family_G,G,08,C
__import__.location_loc_GK17C5,5,bin,GK17C5,G,10,__import__.location_family_G,K,17,C
__import__.location_loc_GB09A8,8,bin,GB09A8,G,10,__import__.location_family_G,B,09,A
__import__.location_loc_GB21A8,8,bin,GB21A8,G,10,__import__.location_family_G,B,21,A
__import__.location_loc_GG09C8,8,bin,GG09C8,G,10,__import__.location_family_G,G,09,C
__import__.location_loc_GG10B1,1,bin,GG10B1,G,11,__import__.location_family_G,G,10,B
__import__.location_loc_GB12A2,2,bin,GB12A2,G,11,__import__.location_family_G,B,12,A
__import__.location_loc_GB14D2,2,bin,GB14D2,G,11,__import__.location_family_G,B,14,D
__import__.location_loc_GG12A2,2,bin,GG12A2,G,11,__import__.location_family_G,G,12,A
__import__.location_loc_GB18A3,3,bin,GB18A3,G,11,__import__.location_family_G,B,18,A
__import__.location_loc_GG21B3,3,bin,GG21B3,G,11,__import__.location_family_G,G,21,B
__import__.location_loc_GA05B4,4,bin,GA05B4,G,11,__import__.location_family_G,A,05,B
__import__.location_loc_GG05C4,4,bin,GG05C4,G,11,__import__.location_family_G,G,05,C
__import__.location_loc_GG19D4,4,bin,GG19D4,G,11,__import__.location_family_G,G,19,D
__import__.location_loc_GB09A5,5,bin,GB09A5,G,11,__import__.location_family_G,B,09,A
__import__.location_loc_GG01D5,5,bin,GG01D5,G,11,__import__.location_family_G,G,01,D
__import__.location_loc_GB13B6,6,bin,GB13B6,G,11,__import__.location_family_G,B,13,B
__import__.location_loc_GB17C6,6,bin,GB17C6,G,11,__import__.location_family_G,B,17,C
__import__.location_loc_GB29B7,7,bin,GB29B7,G,11,__import__.location_family_G,B,29,B
__import__.location_loc_GG13E7,7,bin,GG13E7,G,11,__import__.location_family_G,G,13,E
__import__.location_loc_GG19F7,7,bin,GG19F7,G,11,__import__.location_family_G,G,19,F
__import__.location_loc_GG19E8,8,bin,GG19E8,G,11,__import__.location_family_G,G,19,E
__import__.location_loc_GB21C0,0,bin,GB21C0,G,12,__import__.location_family_G,B,21,C
__import__.location_loc_GA05C1,1,bin,GA05C1,G,12,__import__.location_family_G,A,05,C
__import__.location_loc_GB05A1,1,bin,GB05A1,G,12,__import__.location_family_G,B,05,A
__import__.location_loc_GG18D1,1,bin,GG18D1,G,12,__import__.location_family_G,G,18,D
__import__.location_loc_GB28B2,2,bin,GB28B2,G,12,__import__.location_family_G,B,28,B
__import__.location_loc_GB08D3,3,bin,GB08D3,G,12,__import__.location_family_G,B,08,D
__import__.location_loc_GG14B3,3,bin,GG14B3,G,12,__import__.location_family_G,G,14,B
__import__.location_loc_GG21C3,3,bin,GG21C3,G,12,__import__.location_family_G,G,21,C
__import__.location_loc_GG05B4,4,bin,GG05B4,G,12,__import__.location_family_G,G,05,B
__import__.location_loc_GB06E5,5,bin,GB06E5,G,12,__import__.location_family_G,B,06,E
__import__.location_loc_GG19D5,5,bin,GG19D5,G,12,__import__.location_family_G,G,19,D
__import__.location_loc_GG22D6,6,bin,GG22D6,G,12,__import__.location_family_G,G,22,D
__import__.location_loc_GB01C7,7,bin,GB01C7,G,12,__import__.location_family_G,B,01,C
__import__.location_loc_GG22C7,7,bin,GG22C7,G,12,__import__.location_family_G,G,22,C
__import__.location_loc_GG03D8,8,bin,GG03D8,G,12,__import__.location_family_G,G,03,D
__import__.location_loc_GB02B1,1,bin,GB02B1,G,13,__import__.location_family_G,B,02,B
__import__.location_loc_GB08C1,1,bin,GB08C1,G,13,__import__.location_family_G,B,08,C
__import__.location_loc_GG19C1,1,bin,GG19C1,G,13,__import__.location_family_G,G,19,C
__import__.location_loc_GG10B2,2,bin,GG10B2,G,13,__import__.location_family_G,G,10,B
__import__.location_loc_GG03C2,2,bin,GG03C2,G,13,__import__.location_family_G,G,03,C
__import__.location_loc_GA12B3,3,bin,GA12B3,G,13,__import__.location_family_G,A,12,B
__import__.location_loc_GA07E3,3,bin,GA07E3,G,13,__import__.location_family_G,A,07,E
__import__.location_loc_GB21C3,3,bin,GB21C3,G,13,__import__.location_family_G,B,21,C
__import__.location_loc_GG14D3,3,bin,GG14D3,G,13,__import__.location_family_G,G,14,D
__import__.location_loc_GG13D4,4,bin,GG13D4,G,13,__import__.location_family_G,G,13,D
__import__.location_loc_GB12B5,5,bin,GB12B5,G,13,__import__.location_family_G,B,12,B
__import__.location_loc_GG13A6,6,bin,GG13A6,G,13,__import__.location_family_G,G,13,A
__import__.location_loc_GB09C7,7,bin,GB09C7,G,13,__import__.location_family_G,B,09,C
__import__.location_loc_GB29C7,7,bin,GB29C7,G,13,__import__.location_family_G,B,29,C
__import__.location_loc_GB09B9,9,bin,GB09B9,G,13,__import__.location_family_G,B,09,B
__import__.location_loc_GA07D1,1,bin,GA07D1,G,14,__import__.location_family_G,A,07,D
__import__.location_loc_GB13A1,1,bin,GB13A1,G,14,__import__.location_family_G,B,13,A
__import__.location_loc_GB10E1,1,bin,GB10E1,G,14,__import__.location_family_G,B,10,E
__import__.location_loc_GB09B2,2,bin,GB09B2,G,14,__import__.location_family_G,B,09,B
__import__.location_loc_GB01C2,2,bin,GB01C2,G,14,__import__.location_family_G,B,01,C
__import__.location_loc_GG18D2,2,bin,GG18D2,G,14,__import__.location_family_G,G,18,D
__import__.location_loc_GG20C3,3,bin,GG20C3,G,14,__import__.location_family_G,G,20,C
__import__.location_loc_GG08D4,4,bin,GG08D4,G,14,__import__.location_family_G,G,08,D
__import__.location_loc_GB18C5,5,bin,GB18C5,G,14,__import__.location_family_G,B,18,C
__import__.location_loc_GG18C6,6,bin,GG18C6,G,14,__import__.location_family_G,G,18,C
__import__.location_loc_GG03E7,7,bin,GG03E7,G,14,__import__.location_family_G,G,03,E
__import__.location_loc_GB02A1,1,bin,GB02A1,G,15,__import__.location_family_G,B,02,A
__import__.location_loc_GG21A2,2,bin,GG21A2,G,15,__import__.location_family_G,G,21,A
__import__.location_loc_GG20B2,2,bin,GG20B2,G,15,__import__.location_family_G,G,20,B
__import__.location_loc_GG01D2,2,bin,GG01D2,G,15,__import__.location_family_G,G,01,D
__import__.location_loc_GA05A4,4,bin,GA05A4,G,15,__import__.location_family_G,A,05,A
__import__.location_loc_GB06B4,4,bin,GB06B4,G,15,__import__.location_family_G,B,06,B
__import__.location_loc_GG19C4,4,bin,GG19C4,G,15,__import__.location_family_G,G,19,C
__import__.location_loc_GA06A6,6,bin,GA06A6,G,15,__import__.location_family_G,A,06,A
__import__.location_loc_GG12C6,6,bin,GG12C6,G,15,__import__.location_family_G,G,12,C
__import__.location_loc_GB17A7,7,bin,GB17A7,G,15,__import__.location_family_G,B,17,A
__import__.location_loc_GG18D7,7,bin,GG18D7,G,15,__import__.location_family_G,G,18,D
