id,ratio_main_product,date_start,name/id,ratio_promotional_product,price,product_tmpl_id/id,min_qty_sale,discount_sale,date_end,product_code,discount_purchase
__import__.supplierinfo_promo_66906-3085339-20180501,0,2018-05-01,__import__.supplier_66906,0,137.80,__import__.product_3085339_product_template,1,15.00,2018-05-31,,15.00
__import__.supplierinfo_promo_66906-3679701-20180501,0,2018-05-01,__import__.supplier_66906,0,12.80,__import__.product_3679701_product_template,1,15.00,2018-05-31,,15.00
__import__.supplierinfo_promo_74311-8286119-20180501,0,2018-05-01,__import__.supplier_74311,0,99.58,__import__.product_8286119_product_template,1,15.00,2018-05-31,MA871 MILWUAKEE,15.00
__import__.supplierinfo_promo_79100-2572832-20180501,0,2018-05-01,__import__.supplier_79100,0,138.09,__import__.product_2572832_product_template,1,15.00,2018-05-31,D59310B,15.00
__import__.supplierinfo_promo_79100-2620573-20180501,0,2018-05-01,__import__.supplier_79100,0,52.36,__import__.product_2620573_product_template,1,15.00,2018-05-31,C55330C,15.00
__import__.supplierinfo_promo_79100-2620581-20180501,0,2018-05-01,__import__.supplier_79100,0,27.04,__import__.product_2620581_product_template,1,15.00,2018-05-31,C55320E,15.00
__import__.supplierinfo_promo_79100-3091048-20180501,0,2018-05-01,__import__.supplier_79100,0,30.49,__import__.product_3091048_product_template,1,15.00,2018-05-31,E90420D,15.00
__import__.supplierinfo_promo_79100-3116837-20180501,0,2018-05-01,__import__.supplier_79100,0,75.37,__import__.product_3116837_product_template,1,15.00,2018-05-31,E90430C,15.00
__import__.supplierinfo_promo_79100-3344363-20180501,0,2018-05-01,__import__.supplier_79100,0,13.12,__import__.product_3344363_product_template,1,15.00,2018-05-31,D86210B,15.00
__import__.supplierinfo_promo_79100-3409976-20180501,0,2018-05-01,__import__.supplier_79100,0,15.30,__import__.product_3409976_product_template,1,15.00,2018-05-31,F44010D,15.00
__import__.supplierinfo_promo_79100-3409984-20180501,0,2018-05-01,__import__.supplier_79100,0,39.70,__import__.product_3409984_product_template,1,15.00,2018-05-31,F44020D,15.00
__import__.supplierinfo_promo_79100-7910041-20180501,0,2018-05-01,__import__.supplier_79100,0,26.47,__import__.product_7910041_product_template,1,15.00,2018-05-31,C07850B,15.00
__import__.supplierinfo_promo_79204-8270302-20180501,0,2018-05-01,__import__.supplier_79204,0,410.00,__import__.product_8270302_product_template,1,15.00,2018-05-31,SK-600II,15.00
__import__.supplierinfo_promo_66906-3277126-20180501,0,2018-05-01,__import__.supplier_66906,0,120.83,__import__.product_3277126_product_template,1,20.00,2018-05-31,BE-V470595,20.00
__import__.supplierinfo_promo_77316-1060340-20180501,0,2018-05-01,__import__.supplier_77316,0,2539.16,__import__.product_1060340_product_template,1,20.00,2018-05-31,*292020,20.00
__import__.supplierinfo_promo_79192-8373723-20180501,0,2018-05-01,__import__.supplier_79192,0,241.01,__import__.product_8373723_product_template,1,20.00,2018-05-31,01104,20.00
__import__.supplierinfo_promo_79200-1151519-20180501,0,2018-05-01,__import__.supplier_79200,0,19.02,__import__.product_1151519_product_template,1,20.00,2018-05-31,11151519,20.00
__import__.supplierinfo_promo_79200-1201519-20180501,0,2018-05-01,__import__.supplier_79200,0,18.30,__import__.product_1201519_product_template,1,20.00,2018-05-31,11201519,20.00
__import__.supplierinfo_promo_79200-1201524-20180501,0,2018-05-01,__import__.supplier_79200,0,18.30,__import__.product_1201524_product_template,1,20.00,2018-05-31,11201524,20.00
__import__.supplierinfo_promo_79200-1300015-20180501,0,2018-05-01,__import__.supplier_79200,0,17.10,__import__.product_1300015_product_template,1,20.00,2018-05-31,11300015,20.00
__import__.supplierinfo_promo_79200-1300120-20180501,0,2018-05-01,__import__.supplier_79200,0,9.48,__import__.product_1300120_product_template,1,20.00,2018-05-31,1300120,20.00
__import__.supplierinfo_promo_79200-1301524-20180501,0,2018-05-01,__import__.supplier_79200,0,18.30,__import__.product_1301524_product_template,1,20.00,2018-05-31,11301524,20.00
__import__.supplierinfo_promo_79200-1351524-20180501,0,2018-05-01,__import__.supplier_79200,0,20.75,__import__.product_1351524_product_template,1,20.00,2018-05-31,11351524,20.00
__import__.supplierinfo_promo_79200-1351530-20180501,0,2018-05-01,__import__.supplier_79200,0,20.75,__import__.product_1351530_product_template,1,20.00,2018-05-31,11351530,20.00
__import__.supplierinfo_promo_79200-1400015-20180501,0,2018-05-01,__import__.supplier_79200,0,21.38,__import__.product_1400015_product_template,1,20.00,2018-05-31,11400015,20.00
__import__.supplierinfo_promo_79200-1400148-20180501,0,2018-05-01,__import__.supplier_79200,0,23.21,__import__.product_1400148_product_template,1,20.00,2018-05-31,11400148,20.00
__import__.supplierinfo_promo_79200-1401536-20180501,0,2018-05-01,__import__.supplier_79200,0,20.76,__import__.product_1401536_product_template,1,20.00,2018-05-31,11401536,20.00
__import__.supplierinfo_promo_79200-1500025-20180501,0,2018-05-01,__import__.supplier_79200,0,25.88,__import__.product_1500025_product_template,1,20.00,2018-05-31,11500025,20.00
__import__.supplierinfo_promo_79200-1500148-20180501,0,2018-05-01,__import__.supplier_79200,0,23.21,__import__.product_1500148_product_template,1,20.00,2018-05-31,11500148,20.00
__import__.supplierinfo_promo_79200-2350120-20180501,0,2018-05-01,__import__.supplier_79200,0,9.48,__import__.product_2350120_product_template,1,20.00,2018-05-31,2350120,20.00
__import__.supplierinfo_promo_79200-2500137-20180501,0,2018-05-01,__import__.supplier_79200,0,9.96,__import__.product_2500137_product_template,1,20.00,2018-05-31,2500137,20.00
__import__.supplierinfo_promo_79200-3351530-20180501,0,2018-05-01,__import__.supplier_79200,0,25.43,__import__.product_3351530_product_template,1,20.00,2018-05-31,13351530,20.00
__import__.supplierinfo_promo_79200-4201524-20180501,0,2018-05-01,__import__.supplier_79200,0,11.47,__import__.product_4201524_product_template,1,20.00,2018-05-31,4201524,20.00
__import__.supplierinfo_promo_79200-5000115-20180501,0,2018-05-01,__import__.supplier_79200,0,25.65,__import__.product_5000115_product_template,1,20.00,2018-05-31,11500015,20.00
__import__.supplierinfo_promo_79200-5012616-20180501,0,2018-05-01,__import__.supplier_79200,0,21.94,__import__.product_5012616_product_template,1,20.00,2018-05-31,16150126,20.00
__import__.supplierinfo_promo_79200-5016310-20180501,0,2018-05-01,__import__.supplier_79200,0,25.48,__import__.product_5016310_product_template,1,20.00,2018-05-31,16350130,20.00
__import__.supplierinfo_promo_79200-5016326-20180501,0,2018-05-01,__import__.supplier_79200,0,25.48,__import__.product_5016326_product_template,1,20.00,2018-05-31,16350126,20.00
__import__.supplierinfo_promo_79200-5016336-20180501,0,2018-05-01,__import__.supplier_79200,0,22.03,__import__.product_5016336_product_template,1,20.00,2018-05-31,16351436,20.00
__import__.supplierinfo_promo_79200-5021516-20180501,0,2018-05-01,__import__.supplier_79200,0,22.09,__import__.product_5021516_product_template,1,20.00,2018-05-31,16151516,20.00
__import__.supplierinfo_promo_79200-5021519-20180501,0,2018-05-01,__import__.supplier_79200,0,22.03,__import__.product_5021519_product_template,1,20.00,2018-05-31,16201519,20.00
__import__.supplierinfo_promo_79200-5021520-20180501,0,2018-05-01,__import__.supplier_79200,0,22.03,__import__.product_5021520_product_template,1,20.00,2018-05-31,16151519,20.00
__import__.supplierinfo_promo_79200-5021524-20180501,0,2018-05-01,__import__.supplier_79200,0,22.03,__import__.product_5021524_product_template,1,20.00,2018-05-31,16201524,20.00
__import__.supplierinfo_promo_79200-5021620-20180501,0,2018-05-01,__import__.supplier_79200,0,22.03,__import__.product_5021620_product_template,1,20.00,2018-05-31,16101519,20.00
__import__.supplierinfo_promo_79200-5021621-20180501,0,2018-05-01,__import__.supplier_79200,0,21.38,__import__.product_5021621_product_template,1,20.00,2018-05-31,16100117,20.00
__import__.supplierinfo_promo_79200-5021622-20180501,0,2018-05-01,__import__.supplier_79200,0,21.94,__import__.product_5021622_product_template,1,20.00,2018-05-31,16150122,20.00
__import__.supplierinfo_promo_79200-5021626-20180501,0,2018-05-01,__import__.supplier_79200,0,22.50,__import__.product_5021626_product_template,1,20.00,2018-05-31,16300126,20.00
__import__.supplierinfo_promo_79200-5021628-20180501,0,2018-05-01,__import__.supplier_79200,0,22.64,__import__.product_5021628_product_template,1,20.00,2018-05-31,66200122,20.00
__import__.supplierinfo_promo_79200-5021630-20180501,0,2018-05-01,__import__.supplier_79200,0,23.62,__import__.product_5021630_product_template,1,20.00,2018-05-31,16200130,20.00
__import__.supplierinfo_promo_79200-5022026-20180501,0,2018-05-01,__import__.supplier_79200,0,22.03,__import__.product_5022026_product_template,1,20.00,2018-05-31,16201526,20.00
__import__.supplierinfo_promo_79200-5022027-20180501,0,2018-05-01,__import__.supplier_79200,0,22.03,__import__.product_5022027_product_template,1,20.00,2018-05-31,16201526V,20.00
__import__.supplierinfo_promo_79200-5023026-20180501,0,2018-05-01,__import__.supplier_79200,0,22.03,__import__.product_5023026_product_template,1,20.00,2018-05-31,16301526,20.00
__import__.supplierinfo_promo_79200-5058981-20180501,0,2018-05-01,__import__.supplier_79200,0,24.52,__import__.product_5058981_product_template,1,20.00,2018-05-31,13301526,20.00
__import__.supplierinfo_promo_79200-5101512-20180501,0,2018-05-01,__import__.supplier_79200,0,18.74,__import__.product_5101512_product_template,1,20.00,2018-05-31,11101512,20.00
__import__.supplierinfo_promo_79200-5101519-20180501,0,2018-05-01,__import__.supplier_79200,0,18.74,__import__.product_5101519_product_template,1,20.00,2018-05-31,11101519,20.00
__import__.supplierinfo_promo_79200-5112015-20180501,0,2018-05-01,__import__.supplier_79200,0,15.68,__import__.product_5112015_product_template,1,20.00,2018-05-31,11200015,20.00
__import__.supplierinfo_promo_79200-5112117-20180501,0,2018-05-01,__import__.supplier_79200,0,17.73,__import__.product_5112117_product_template,1,20.00,2018-05-31,11200117,20.00
__import__.supplierinfo_promo_79200-5113005-20180501,0,2018-05-01,__import__.supplier_79200,0,17.10,__import__.product_5113005_product_template,1,20.00,2018-05-31,11300050,20.00
__import__.supplierinfo_promo_79200-5113153-20180501,0,2018-05-01,__import__.supplier_79200,0,18.30,__import__.product_5113153_product_template,1,20.00,2018-05-31,11301530,20.00
__import__.supplierinfo_promo_79200-5113156-20180501,0,2018-05-01,__import__.supplier_79200,0,18.30,__import__.product_5113156_product_template,1,20.00,2018-05-31,11301536,20.00
__import__.supplierinfo_promo_79200-5115117-20180501,0,2018-05-01,__import__.supplier_79200,0,18.74,__import__.product_5115117_product_template,1,20.00,2018-05-31,11150117,20.00
__import__.supplierinfo_promo_79200-5116015-20180501,0,2018-05-01,__import__.supplier_79200,0,26.36,__import__.product_5116015_product_template,1,20.00,2018-05-31,11600015,20.00
__import__.supplierinfo_promo_79200-5116025-20180501,0,2018-05-01,__import__.supplier_79200,0,27.74,__import__.product_5116025_product_template,1,20.00,2018-05-31,11600025,20.00
__import__.supplierinfo_promo_79200-5118015-20180501,0,2018-05-01,__import__.supplier_79200,0,28.50,__import__.product_5118015_product_template,1,20.00,2018-05-31,11800015,20.00
__import__.supplierinfo_promo_79200-5120126-20180501,0,2018-05-01,__import__.supplier_79200,0,18.74,__import__.product_5120126_product_template,1,20.00,2018-05-31,11200126,20.00
__import__.supplierinfo_promo_79200-5130024-20180501,0,2018-05-01,__import__.supplier_79200,0,24.52,__import__.product_5130024_product_template,1,20.00,2018-05-31,13301524,20.00
__import__.supplierinfo_promo_79200-5130026-20180501,0,2018-05-01,__import__.supplier_79200,0,20.18,__import__.product_5130026_product_template,1,20.00,2018-05-31,11300126,20.00
__import__.supplierinfo_promo_79200-5130126-20180501,0,2018-05-01,__import__.supplier_79200,0,22.45,__import__.product_5130126_product_template,1,20.00,2018-05-31,13300126,20.00
__import__.supplierinfo_promo_79200-5130130-20180501,0,2018-05-01,__import__.supplier_79200,0,22.87,__import__.product_5130130_product_template,1,20.00,2018-05-31,13300130,20.00
__import__.supplierinfo_promo_79200-5132122-20180501,0,2018-05-01,__import__.supplier_79200,0,22.51,__import__.product_5132122_product_template,1,20.00,2018-05-31,13200122,20.00
__import__.supplierinfo_promo_79200-5132126-20180501,0,2018-05-01,__import__.supplier_79200,0,22.00,__import__.product_5132126_product_template,1,20.00,2018-05-31,13200126,20.00
__import__.supplierinfo_promo_79200-5134016-20180501,0,2018-05-01,__import__.supplier_79200,0,21.96,__import__.product_5134016_product_template,1,20.00,2018-05-31,13071512,20.00
__import__.supplierinfo_promo_79200-5134019-20180501,0,2018-05-01,__import__.supplier_79200,0,23.02,__import__.product_5134019_product_template,1,20.00,2018-05-31,13151519,20.00
__import__.supplierinfo_promo_79200-5134036-20180501,0,2018-05-01,__import__.supplier_79200,0,25.79,__import__.product_5134036_product_template,1,20.00,2018-05-31,13401436,20.00
__import__.supplierinfo_promo_79200-5134540-20180501,0,2018-05-01,__import__.supplier_79200,0,25.43,__import__.product_5134540_product_template,1,20.00,2018-05-31,13401540,20.00
__import__.supplierinfo_promo_79200-5135017-20180501,0,2018-05-01,__import__.supplier_79200,0,19.57,__import__.product_5135017_product_template,1,20.00,2018-05-31,13100117,20.00
__import__.supplierinfo_promo_79200-5135019-20180501,0,2018-05-01,__import__.supplier_79200,0,21.96,__import__.product_5135019_product_template,1,20.00,2018-05-31,13101519,20.00
__import__.supplierinfo_promo_79200-5135022-20180501,0,2018-05-01,__import__.supplier_79200,0,21.83,__import__.product_5135022_product_template,1,20.00,2018-05-31,13150122,20.00
__import__.supplierinfo_promo_79200-5135540-20180501,0,2018-05-01,__import__.supplier_79200,0,25.79,__import__.product_5135540_product_template,1,20.00,2018-05-31,13501540,20.00
__import__.supplierinfo_promo_79200-5140140-20180501,0,2018-05-01,__import__.supplier_79200,0,19.17,__import__.product_5140140_product_template,1,20.00,2018-05-31,11400140,20.00
__import__.supplierinfo_promo_79200-5140154-20180501,0,2018-05-01,__import__.supplier_79200,0,22.03,__import__.product_5140154_product_template,1,20.00,2018-05-31,16401540,20.00
__import__.supplierinfo_promo_79200-5150122-20180501,0,2018-05-01,__import__.supplier_79200,0,19.02,__import__.product_5150122_product_template,1,20.00,2018-05-31,11150122,20.00
__import__.supplierinfo_promo_79200-5150217-20180501,0,2018-05-01,__import__.supplier_79200,0,18.74,__import__.product_5150217_product_template,1,20.00,2018-05-31,11150217,20.00
__import__.supplierinfo_promo_79200-5151536-20180501,0,2018-05-01,__import__.supplier_79200,0,21.47,__import__.product_5151536_product_template,1,20.00,2018-05-31,11501536,20.00
__import__.supplierinfo_promo_79200-5158548-20180501,0,2018-05-01,__import__.supplier_79200,0,43.50,__import__.product_5158548_product_template,1,20.00,2018-05-31,15800548,20.00
__import__.supplierinfo_promo_79200-5160512-20180501,0,2018-05-01,__import__.supplier_79200,0,24.82,__import__.product_5160512_product_template,1,20.00,2018-05-31,16101512P,20.00
__import__.supplierinfo_promo_79200-5161512-20180501,0,2018-05-01,__import__.supplier_79200,0,24.90,__import__.product_5161512_product_template,1,20.00,2018-05-31,16151512P,20.00
__import__.supplierinfo_promo_79200-5163516-20180501,0,2018-05-01,__import__.supplier_79200,0,24.88,__import__.product_5163516_product_template,1,20.00,2018-05-31,16350136,20.00
__import__.supplierinfo_promo_79200-5164016-20180501,0,2018-05-01,__import__.supplier_79200,0,25.85,__import__.product_5164016_product_template,1,20.00,2018-05-31,16400136,20.00
__import__.supplierinfo_promo_79200-5164018-20180501,0,2018-05-01,__import__.supplier_79200,0,22.03,__import__.product_5164018_product_template,1,20.00,2018-05-31,16401848,20.00
__import__.supplierinfo_promo_79200-5167113-20180501,0,2018-05-01,__import__.supplier_79200,0,20.89,__import__.product_5167113_product_template,1,20.00,2018-05-31,16070113,20.00
__import__.supplierinfo_promo_79200-5171530-20180501,0,2018-05-01,__import__.supplier_79200,0,10.72,__import__.product_5171530_product_template,1,20.00,2018-05-31,5351530,20.00
__import__.supplierinfo_promo_79200-5191519-20180501,0,2018-05-01,__import__.supplier_79200,0,10.72,__import__.product_5191519_product_template,1,20.00,2018-05-31,5101519,20.00
__import__.supplierinfo_promo_79200-5191524-20180501,0,2018-05-01,__import__.supplier_79200,0,10.57,__import__.product_5191524_product_template,1,20.00,2018-05-31,5201524,20.00
__import__.supplierinfo_promo_79200-5201519-20180501,0,2018-05-01,__import__.supplier_79200,0,10.57,__import__.product_5201519_product_template,1,20.00,2018-05-31,5201519,20.00
__import__.supplierinfo_promo_79200-5220015-20180501,0,2018-05-01,__import__.supplier_79200,0,10.17,__import__.product_5220015_product_template,1,20.00,2018-05-31,2200015,20.00
__import__.supplierinfo_promo_79200-5235015-20180501,0,2018-05-01,__import__.supplier_79200,0,10.17,__import__.product_5235015_product_template,1,20.00,2018-05-31,2350015,20.00
__import__.supplierinfo_promo_79200-5241524-20180501,0,2018-05-01,__import__.supplier_79200,0,11.05,__import__.product_5241524_product_template,1,20.00,2018-05-31,2401524,20.00
__import__.supplierinfo_promo_79200-5251524-20180501,0,2018-05-01,__import__.supplier_79200,0,11.50,__import__.product_5251524_product_template,1,20.00,2018-05-31,2501524,20.00
__import__.supplierinfo_promo_79200-5301519-20180501,0,2018-05-01,__import__.supplier_79200,0,9.01,__import__.product_5301519_product_template,1,20.00,2018-05-31,9301519,20.00
__import__.supplierinfo_promo_79200-5301524-20180501,0,2018-05-01,__import__.supplier_79200,0,9.01,__import__.product_5301524_product_template,1,20.00,2018-05-31,9301524,20.00
__import__.supplierinfo_promo_79200-5302160-20180501,0,2018-05-01,__import__.supplier_79200,0,9.01,__import__.product_5302160_product_template,1,20.00,2018-05-31,9302160,20.00
__import__.supplierinfo_promo_79200-5320512-20180501,0,2018-05-01,__import__.supplier_79200,0,21.96,__import__.product_5320512_product_template,1,20.00,2018-05-31,13101512,20.00
__import__.supplierinfo_promo_79200-5320519-20180501,0,2018-05-01,__import__.supplier_79200,0,23.62,__import__.product_5320519_product_template,1,20.00,2018-05-31,13201519,20.00
__import__.supplierinfo_promo_79200-5320524-20180501,0,2018-05-01,__import__.supplier_79200,0,23.62,__import__.product_5320524_product_template,1,20.00,2018-05-31,13201524,20.00
__import__.supplierinfo_promo_79200-5330130-20180501,0,2018-05-01,__import__.supplier_79200,0,24.61,__import__.product_5330130_product_template,1,20.00,2018-05-31,13350130,20.00
__import__.supplierinfo_promo_79200-5330136-20180501,0,2018-05-01,__import__.supplier_79200,0,24.73,__import__.product_5330136_product_template,1,20.00,2018-05-31,13350136,20.00
__import__.supplierinfo_promo_79200-5335436-20180501,0,2018-05-01,__import__.supplier_79200,0,25.43,__import__.product_5335436_product_template,1,20.00,2018-05-31,13351436,20.00
__import__.supplierinfo_promo_79200-5350015-20180501,0,2018-05-01,__import__.supplier_79200,0,18.53,__import__.product_5350015_product_template,1,20.00,2018-05-31,11350015,20.00
__import__.supplierinfo_promo_79200-5350024-20180501,0,2018-05-01,__import__.supplier_79200,0,11.05,__import__.product_5350024_product_template,1,20.00,2018-05-31,2351524,20.00
__import__.supplierinfo_promo_79200-5350126-20180501,0,2018-05-01,__import__.supplier_79200,0,20.18,__import__.product_5350126_product_template,1,20.00,2018-05-31,11350126,20.00
__import__.supplierinfo_promo_79200-5350130-20180501,0,2018-05-01,__import__.supplier_79200,0,20.18,__import__.product_5350130_product_template,1,20.00,2018-05-31,11350130,20.00
__import__.supplierinfo_promo_79200-5350313-20180501,0,2018-05-01,__import__.supplier_79200,0,21.99,__import__.product_5350313_product_template,1,20.00,2018-05-31,11403131,20.00
__import__.supplierinfo_promo_79200-5350327-20180501,0,2018-05-01,__import__.supplier_79200,0,37.50,__import__.product_5350327_product_template,1,20.00,2018-05-31,11353036-0327,20.00
__import__.supplierinfo_promo_79200-5351519-20180501,0,2018-05-01,__import__.supplier_79200,0,18.30,__import__.product_5351519_product_template,1,20.00,2018-05-31,11301519,20.00
__import__.supplierinfo_promo_79200-5351524-20180501,0,2018-05-01,__import__.supplier_79200,0,25.43,__import__.product_5351524_product_template,1,20.00,2018-05-31,13351524,20.00
__import__.supplierinfo_promo_79200-5351536-20180501,0,2018-05-01,__import__.supplier_79200,0,20.75,__import__.product_5351536_product_template,1,20.00,2018-05-31,11351536,20.00
__import__.supplierinfo_promo_79200-5400015-20180501,0,2018-05-01,__import__.supplier_79200,0,10.17,__import__.product_5400015_product_template,1,20.00,2018-05-31,2400015,20.00
__import__.supplierinfo_promo_79200-5400026-20180501,0,2018-05-01,__import__.supplier_79200,0,14.09,__import__.product_5400026_product_template,1,20.00,2018-05-31,2600015,20.00
__import__.supplierinfo_promo_79200-5400027-20180501,0,2018-05-01,__import__.supplier_79200,0,16.50,__import__.product_5400027_product_template,1,20.00,2018-05-31,2700015,20.00
__import__.supplierinfo_promo_79200-5401540-20180501,0,2018-05-01,__import__.supplier_79200,0,20.76,__import__.product_5401540_product_template,1,20.00,2018-05-31,11401540,20.00
__import__.supplierinfo_promo_79200-5420145-20180501,0,2018-05-01,__import__.supplier_79200,0,15.98,__import__.product_5420145_product_template,1,20.00,2018-05-31,4071512,20.00
__import__.supplierinfo_promo_79200-5420146-20180501,0,2018-05-01,__import__.supplier_79200,0,11.42,__import__.product_5420146_product_template,1,20.00,2018-05-31,4101516,20.00
__import__.supplierinfo_promo_79200-5420148-20180501,0,2018-05-01,__import__.supplier_79200,0,11.42,__import__.product_5420148_product_template,1,20.00,2018-05-31,4151519,20.00
__import__.supplierinfo_promo_79200-5420151-20180501,0,2018-05-01,__import__.supplier_79200,0,11.42,__import__.product_5420151_product_template,1,20.00,2018-05-31,4201519,20.00
__import__.supplierinfo_promo_79200-5420153-20180501,0,2018-05-01,__import__.supplier_79200,0,11.99,__import__.product_5420153_product_template,1,20.00,2018-05-31,4301524,20.00
__import__.supplierinfo_promo_79200-5420155-20180501,0,2018-05-01,__import__.supplier_79200,0,11.99,__import__.product_5420155_product_template,1,20.00,2018-05-31,4351524,20.00
__import__.supplierinfo_promo_79200-5500137-20180501,0,2018-05-01,__import__.supplier_79200,0,9.96,__import__.product_5500137_product_template,1,20.00,2018-05-31,1500137,20.00
__import__.supplierinfo_promo_79200-5530126-20180501,0,2018-05-01,__import__.supplier_79200,0,7.69,__import__.product_5530126_product_template,1,20.00,2018-05-31,9350126,20.00
__import__.supplierinfo_promo_79200-5530140-20180501,0,2018-05-01,__import__.supplier_79200,0,7.73,__import__.product_5530140_product_template,1,20.00,2018-05-31,9500140,20.00
__import__.supplierinfo_promo_79200-5531524-20180501,0,2018-05-01,__import__.supplier_79200,0,9.05,__import__.product_5531524_product_template,1,20.00,2018-05-31,9351524,20.00
__import__.supplierinfo_promo_79200-5910002-20180501,0,2018-05-01,__import__.supplier_79200,0,21.99,__import__.product_5910002_product_template,1,20.00,2018-05-31,15300126,20.00
__import__.supplierinfo_promo_79200-5910003-20180501,0,2018-05-01,__import__.supplier_79200,0,20.42,__import__.product_5910003_product_template,1,20.00,2018-05-31,15200126,20.00
__import__.supplierinfo_promo_79200-5910004-20180501,0,2018-05-01,__import__.supplier_79200,0,19.32,__import__.product_5910004_product_template,1,20.00,2018-05-31,15300122,20.00
__import__.supplierinfo_promo_79200-5910005-20180501,0,2018-05-01,__import__.supplier_79200,0,21.99,__import__.product_5910005_product_template,1,20.00,2018-05-31,15350126,20.00
__import__.supplierinfo_promo_79200-5910006-20180501,0,2018-05-01,__import__.supplier_79200,0,21.49,__import__.product_5910006_product_template,1,20.00,2018-05-31,15400130,20.00
__import__.supplierinfo_promo_79200-5910007-20180501,0,2018-05-01,__import__.supplier_79200,0,21.99,__import__.product_5910007_product_template,1,20.00,2018-05-31,15350130,20.00
__import__.supplierinfo_promo_79200-5910008-20180501,0,2018-05-01,__import__.supplier_79200,0,20.89,__import__.product_5910008_product_template,1,20.00,2018-05-31,15400136,20.00
