id,location_id/id,product_id/id,bin_location_id/id
__import__.product_stock_bin_1003640,stock.stock_location_stock,__import__.product_1003640_product_template,__import__.location_loc_EZZ640
__import__.product_stock_bin_1067690,stock.stock_location_stock,__import__.product_1067690_product_template,__import__.location_loc_EZZ690
__import__.product_stock_bin_8272732,stock.stock_location_stock,__import__.product_8272732_product_template,__import__.location_loc_EZZ732
__import__.product_stock_bin_8339761,stock.stock_location_stock,__import__.product_8339761_product_template,__import__.location_loc_EZZ761
__import__.product_stock_bin_1067700,stock.stock_location_stock,__import__.product_1067700_product_template,__import__.location_loc_EZZ800
__import__.product_stock_bin_8342674,stock.stock_location_stock,__import__.product_8342674_product_template,__import__.location_loc_EZZ804
__import__.product_stock_bin_8197002,stock.stock_location_stock,__import__.product_8197002_product_template,__import__.location_loc_EZZ819
__import__.product_stock_bin_8363877,stock.stock_location_stock,__import__.product_8363877_product_template,__import__.location_loc_EZZ877
__import__.product_stock_bin_8028989,stock.stock_location_stock,__import__.product_8028989_product_template,__import__.location_loc_EZZ989
__import__.product_stock_bin_5840300,stock.stock_location_stock,__import__.product_5840300_product_template,__import__.location_loc_GB02E4
__import__.product_stock_bin_5030900,stock.stock_location_stock,__import__.product_5030900_product_template,__import__.location_loc_GB24B1
__import__.product_stock_bin_3410172,stock.stock_location_stock,__import__.product_3410172_product_template,__import__.location_loc_GB26C5
__import__.product_stock_bin_1063650,stock.stock_location_stock,__import__.product_1063650_product_template,__import__.location_loc_GC19C6
__import__.product_stock_bin_3738655,stock.stock_location_stock,__import__.product_3738655_product_template,__import__.location_loc_GD20C6
__import__.product_stock_bin_3738606,stock.stock_location_stock,__import__.product_3738606_product_template,__import__.location_loc_GF10C2
__import__.product_stock_bin_3738572,stock.stock_location_stock,__import__.product_3738572_product_template,__import__.location_loc_GF10C4
__import__.product_stock_bin_3738598,stock.stock_location_stock,__import__.product_3738598_product_template,__import__.location_loc_GF18B2
__import__.product_stock_bin_3317104,stock.stock_location_stock,__import__.product_3317104_product_template,__import__.location_loc_GG08D5
__import__.product_stock_bin_5141871,stock.stock_location_stock,__import__.product_5141871_product_template,__import__.location_loc_GH31C4
__import__.product_stock_bin_8268558,stock.stock_location_stock,__import__.product_8268558_product_template,__import__.location_loc_GK17B7
__import__.product_stock_bin_8217710,stock.stock_location_stock,__import__.product_8217710_product_template,__import__.location_loc_GK17C5
__import__.product_stock_bin_3309218,stock.stock_location_stock,__import__.product_3309218_product_template,__import__.location_loc_GL02A8
__import__.product_stock_bin_7764043,stock.stock_location_stock,__import__.product_7764043_product_template,__import__.location_loc_GZZ243
__import__.product_stock_bin_5840326,stock.stock_location_stock,__import__.product_5840326_product_template,__import__.location_loc_GZZ302
__import__.product_stock_bin_5437510,stock.stock_location_stock,__import__.product_5437510_product_template,__import__.location_loc_GZZ305
__import__.product_stock_bin_8251227,stock.stock_location_stock,__import__.product_8251227_product_template,__import__.location_loc_GZZ408
__import__.product_stock_bin_7764083,stock.stock_location_stock,__import__.product_7764083_product_template,__import__.location_loc_GZZ414
__import__.product_stock_bin_7764943,stock.stock_location_stock,__import__.product_7764943_product_template,__import__.location_loc_GZZ514
__import__.product_stock_bin_4455909,stock.stock_location_stock,__import__.product_4455909_product_template,__import__.location_loc_GZZ518
__import__.product_stock_bin_6868610,stock.stock_location_stock,__import__.product_6868610_product_template,__import__.location_loc_GZZ610
__import__.product_stock_bin_0315127,stock.stock_location_stock,__import__.product_0315127_product_template,__import__.location_loc_QD07D4
__import__.product_stock_bin_5800036,stock.stock_location_stock,__import__.product_5800036_product_template,__import__.location_loc_QZZ000
