id,date_end
__import__.supplierinfo_promo_66906-3078755-20180801,2018-11-30
__import__.supplierinfo_promo_66906-3083763-20180801,2018-11-30
__import__.supplierinfo_promo_66906-3083789-20180801,2018-11-30
__import__.supplierinfo_promo_66906-3085313-20180901,2018-11-30
__import__.supplierinfo_promo_66906-3085321-20180901,2018-11-30
__import__.supplierinfo_promo_66906-3085339-20180901,2018-11-30
__import__.supplierinfo_promo_66906-3267952-20150701,2018-11-30
__import__.supplierinfo_promo_66906-3275609-20180323,2018-11-30
__import__.supplierinfo_promo_66906-3275617-20180323,2018-11-30
__import__.supplierinfo_promo_66906-3277126-20180905,2018-11-30
__import__.supplierinfo_promo_66906-3277159-20180701,2018-11-30
__import__.supplierinfo_promo_66906-3277175-20180701,2018-11-30
__import__.supplierinfo_promo_66906-3277191-20180701,2018-11-30
__import__.supplierinfo_promo_66906-3309184-20180201,2018-11-30
__import__.supplierinfo_promo_66906-3309192-20180201,2018-11-30
__import__.supplierinfo_promo_66906-3309200-20180301,2018-11-30
__import__.supplierinfo_promo_66906-3338951-20181001,2018-11-30
__import__.supplierinfo_promo_66906-3338969-20181001,2018-11-30
__import__.supplierinfo_promo_66906-3479110-20181001,2018-11-30
__import__.supplierinfo_promo_66906-3496551-20180329,2018-11-30
__import__.supplierinfo_promo_66906-3587250-20180601,2018-11-30
__import__.supplierinfo_promo_66906-3587268-20180319,2018-11-30
__import__.supplierinfo_promo_66906-3641677-20180801,2018-11-30
__import__.supplierinfo_promo_66906-3641909-20171023,2018-11-30
__import__.supplierinfo_promo_66906-3641982-20181001,2018-11-30
__import__.supplierinfo_promo_66906-3679701-20180501,2018-11-30
__import__.supplierinfo_promo_66906-3679719-20180329,2018-11-30
__import__.supplierinfo_promo_66906-3679727-20180319,2018-11-30
__import__.supplierinfo_promo_66906-3686599-20180301,2018-11-30
__import__.supplierinfo_promo_66906-3686607-20180301,2018-11-30
__import__.supplierinfo_promo_66906-3686615-20180301,2018-11-30
__import__.supplierinfo_promo_66906-3686623-20180301,2018-11-30
__import__.supplierinfo_promo_66906-3687498-20180301,2018-11-30
__import__.supplierinfo_promo_66906-5420004-20180501,2018-11-30
__import__.supplierinfo_promo_66906-5690602-20161001,2018-11-30
__import__.supplierinfo_promo_66906-6690604-20181001,2018-11-30
__import__.supplierinfo_promo_71100-0842534-20180917,2018-11-30
__import__.supplierinfo_promo_71100-1416437-20181001,2018-11-30
__import__.supplierinfo_promo_71100-1791698-20181001,2018-11-30
__import__.supplierinfo_promo_71100-2280121-20151101,2018-11-30
__import__.supplierinfo_promo_71100-2352284-20180801,2018-11-30
__import__.supplierinfo_promo_71100-2352292-20180801,2018-11-30
__import__.supplierinfo_promo_71100-2446011-20180901,2018-11-30
__import__.supplierinfo_promo_71100-2658607-20170201,2018-11-30
__import__.supplierinfo_promo_71100-2901981-20170901,2018-11-30
__import__.supplierinfo_promo_71100-2904837-20181017,2018-11-30
__import__.supplierinfo_promo_71100-3294535-20180901,2018-11-30
__import__.supplierinfo_promo_71100-4200130-20180901,2018-11-30
__import__.supplierinfo_promo_71100-5110008-20180901,2018-11-30
__import__.supplierinfo_promo_71100-7110014-20180801,2018-11-30
__import__.supplierinfo_promo_71100-7110023-20180301,2018-11-30
__import__.supplierinfo_promo_71100-7110024-20180301,2018-11-30
__import__.supplierinfo_promo_71100-7110033-20180301,2018-11-30
__import__.supplierinfo_promo_71100-7110035-20180801,2018-11-30
__import__.supplierinfo_promo_71100-7110036-20180801,2018-11-30
__import__.supplierinfo_promo_71100-7110040-20180801,2018-11-30
__import__.supplierinfo_promo_77602-1484047-20170901,2018-11-30
__import__.supplierinfo_promo_77602-1484054-20170901,2018-11-30
__import__.supplierinfo_promo_77602-2924850-20140101,2018-11-30
__import__.supplierinfo_promo_77602-2924868-20140101,2018-11-30
__import__.supplierinfo_promo_77602-2924892-20150101,2018-11-30
__import__.supplierinfo_promo_77602-2924900-20140101,2018-11-30
__import__.supplierinfo_promo_77602-2924934-20140101,2018-11-30
__import__.supplierinfo_promo_77602-3411212-20181001,2018-11-30
__import__.supplierinfo_promo_77602-3785979-20181001,2018-11-30
__import__.supplierinfo_promo_77602-3785987-20180918,2018-11-30
__import__.supplierinfo_promo_77602-3785995-20181001,2018-11-30
__import__.supplierinfo_promo_77602-4367921-20181001,2018-11-30
__import__.supplierinfo_promo_77602-4373726-20180901,2018-11-30
__import__.supplierinfo_promo_77602-4665512-20181001,2018-11-30
__import__.supplierinfo_promo_81200-0026963-20180115,2018-11-30
__import__.supplierinfo_promo_81200-0306158-20181001,2018-11-30
__import__.supplierinfo_promo_81200-0384503-20180426,2018-11-30
__import__.supplierinfo_promo_81200-0384511-20180426,2018-11-30
__import__.supplierinfo_promo_81200-1013432-20180115,2018-11-30
__import__.supplierinfo_promo_81200-1013465-20180115,2018-11-30
__import__.supplierinfo_promo_81200-1204783-20180401,2018-11-03
__import__.supplierinfo_promo_81200-2203164-20180401,2018-11-30
__import__.supplierinfo_promo_81200-2318483-20180801,2018-11-30
__import__.supplierinfo_promo_81200-2342087-20180401,2018-11-30
__import__.supplierinfo_promo_81200-2342095-20180401,2018-11-30
__import__.supplierinfo_promo_81200-2342103-20180401,2018-11-30
__import__.supplierinfo_promo_81200-2342111-20180401,2018-11-30
__import__.supplierinfo_promo_81200-2342129-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2342145-20180401,2018-11-30
__import__.supplierinfo_promo_81200-2342160-20180401,2018-11-30
__import__.supplierinfo_promo_81200-2342178-20180401,2018-11-30
__import__.supplierinfo_promo_81200-2342186-20180401,2018-11-30
__import__.supplierinfo_promo_81200-2342194-20180401,2018-11-30
__import__.supplierinfo_promo_81200-2433878-20180401,2018-11-30
__import__.supplierinfo_promo_81200-2451664-20180801,2018-11-30
__import__.supplierinfo_promo_81200-2451672-20180801,2018-11-30
__import__.supplierinfo_promo_81200-2472488-20180801,2018-11-30
__import__.supplierinfo_promo_81200-2472496-20180801,2018-11-30
__import__.supplierinfo_promo_81200-2510485-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2565596-20180401,2018-11-30
__import__.supplierinfo_promo_81200-2599827-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2599850-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2617231-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2617256-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2617272-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2617330-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2617348-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2617363-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2617371-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2617389-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2617397-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2691723-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2709707-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2709715-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2709822-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2718252-20180401,2018-11-30
__import__.supplierinfo_promo_81200-2769369-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2769388-20180401,2018-11-30
__import__.supplierinfo_promo_81200-2783363-20180401,2018-11-30
__import__.supplierinfo_promo_81200-2788917-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2788958-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2788966-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2788982-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2789030-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2789048-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2876050-20180401,2018-11-30
__import__.supplierinfo_promo_81200-2917029-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2917037-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2917045-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2948412-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2959773-20180801,2018-11-30
__import__.supplierinfo_promo_81200-2959781-20180801,2018-11-30
__import__.supplierinfo_promo_81200-2963767-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2963775-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2963783-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2963791-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2967107-20180115,2018-11-30
__import__.supplierinfo_promo_81200-2967115-20180115,2018-11-30
__import__.supplierinfo_promo_81200-3026168-20180115,2018-11-30
__import__.supplierinfo_promo_81200-3074226-20180801,2018-11-30
__import__.supplierinfo_promo_81200-3074234-20180115,2018-11-30
__import__.supplierinfo_promo_81200-3074242-20180801,2018-11-30
__import__.supplierinfo_promo_81200-3179181-20180115,2018-11-30
__import__.supplierinfo_promo_81200-3179207-20180115,2018-11-30
__import__.supplierinfo_promo_81200-3220449-20180501,2018-11-30
__import__.supplierinfo_promo_81200-3237740-20180115,2018-11-30
__import__.supplierinfo_promo_81200-3237765-20180115,2018-11-30
__import__.supplierinfo_promo_81200-3247970-20180501,2018-11-30
__import__.supplierinfo_promo_81200-3247988-20180501,2018-11-30
__import__.supplierinfo_promo_81200-3280906-20180115,2018-11-30
__import__.supplierinfo_promo_81200-3280914-20180115,2018-11-30
__import__.supplierinfo_promo_81200-3280922-20180115,2018-11-30
__import__.supplierinfo_promo_81200-3280930-20180115,2018-11-30
__import__.supplierinfo_promo_81200-3280948-20180115,2018-11-30
__import__.supplierinfo_promo_81200-3364338-20181001,2018-11-30
__import__.supplierinfo_promo_81200-3364346-20181001,2018-11-30
__import__.supplierinfo_promo_81200-3364353-20181001,2018-11-30
__import__.supplierinfo_promo_81200-3364361-20181001,2018-11-30
__import__.supplierinfo_promo_81200-3392149-20181001,2018-11-30
__import__.supplierinfo_promo_81200-3392156-20181001,2018-11-30
__import__.supplierinfo_promo_81200-3427309-20180401,2018-11-30
__import__.supplierinfo_promo_81200-3427317-20180401,2018-11-30
__import__.supplierinfo_promo_81200-3457199-20180801,2018-11-30
__import__.supplierinfo_promo_81200-3507415-20180401,2018-11-30
__import__.supplierinfo_promo_81200-3535846-20180801,2018-11-30
__import__.supplierinfo_promo_81200-3535853-20180115,2018-11-30
__import__.supplierinfo_promo_81200-3535861-20180714,2018-11-30
__import__.supplierinfo_promo_81200-3535879-20181001,2018-11-30
__import__.supplierinfo_promo_81200-3604204-20180115,2018-11-30
__import__.supplierinfo_promo_81200-3604212-20180115,2018-11-30
__import__.supplierinfo_promo_81200-3604220-20180115,2018-11-30
__import__.supplierinfo_promo_81200-3604238-20180115,2018-11-30
__import__.supplierinfo_promo_81200-3604246-20180115,2018-11-30
__import__.supplierinfo_promo_81200-3664232-20180115,2018-11-30
__import__.supplierinfo_promo_81200-3672342-20180801,2018-11-30
__import__.supplierinfo_promo_81200-3748910-20180426,2018-11-30
__import__.supplierinfo_promo_81200-3787132-20180906,2018-11-30
__import__.supplierinfo_promo_81200-3787140-20180906,2018-11-30
__import__.supplierinfo_promo_81200-5065361-20180401,2018-11-30
__import__.supplierinfo_promo_81200-5120017-20180115,2018-11-30
__import__.supplierinfo_promo_81200-5165352-20180401,2018-11-30
__import__.supplierinfo_promo_81200-8120001-20180115,2018-11-30
__import__.supplierinfo_promo_81200-8120002-20180115,2018-11-30
__import__.supplierinfo_promo_81200-8120007-20180401,2018-11-30
__import__.supplierinfo_promo_82670-2262061-20180901,2018-12-31
__import__.supplierinfo_promo_82701-3045564-20180801,2018-11-30
__import__.supplierinfo_promo_82701-3045572-20180801,2018-11-30
__import__.supplierinfo_promo_82701-3094752-20181001,2018-11-30
__import__.supplierinfo_promo_82701-3282134-20181001,2018-11-30
__import__.supplierinfo_promo_82701-3541463-20180801,2018-11-30
__import__.supplierinfo_promo_82701-3738572-20181001,2018-11-30
__import__.supplierinfo_promo_82701-3738598-20181001,2018-11-30
__import__.supplierinfo_promo_82701-3738606-20181001,2018-11-30
__import__.supplierinfo_promo_82701-3738655-20181001,2018-11-30
__import__.supplierinfo_promo_82701-3760345-20180904,2018-11-30
__import__.supplierinfo_promo_82701-8270102-20181001,2018-11-30
__import__.supplierinfo_promo_82702-3782869-20180806,2018-11-30
__import__.supplierinfo_promo_82702-3782885-20180806,2018-11-30
__import__.supplierinfo_promo_82702-3782893-20180806,2018-11-30
