id,ratio_main_product,date_start,name/id,ratio_promotional_product,sequence,price,product_tmpl_id/id,min_qty_sale,discount_sale,date_end,product_code,discount_purchase
__import__.supplierinfo_promo_82701-6350328-20181101,0,2018-11-01,__import__.supplier_82701,0,1,149.80,__import__.product_6350328_product_template,1,10.00,2018-11-30,LINCO40P,10.00
__import__.supplierinfo_promo_82701-8270000-20181101,0,2018-11-01,__import__.supplier_82701,0,1,209.03,__import__.product_8270000_product_template,1,10.00,2018-11-30,,10.00
__import__.supplierinfo_promo_82701-8270056-20181101,0,2018-11-01,__import__.supplier_82701,0,1,2.97,__import__.product_8270056_product_template,1,10.00,2018-11-30,CREME250,10.00
__import__.supplierinfo_promo_82701-8270057-20181101,0,2018-11-01,__import__.supplier_82701,0,1,5.37,__import__.product_8270057_product_template,1,10.00,2018-11-30,CREME,10.00
__import__.supplierinfo_promo_82701-8270063-20181101,0,2018-11-01,__import__.supplier_82701,0,1,5.34,__import__.product_8270063_product_template,1,10.00,2018-11-30,,10.00
__import__.supplierinfo_promo_82701-8270109-20181101,0,2018-11-01,__import__.supplier_82701,0,1,7.79,__import__.product_8270109_product_template,1,10.00,2018-11-30,,10.00
__import__.supplierinfo_promo_82701-8270208-20181101,0,2018-11-01,__import__.supplier_82701,0,1,4.96,__import__.product_8270208_product_template,1,10.00,2018-11-30,PROC4,10.00
__import__.supplierinfo_promo_82702-3352960-20181101,0,2018-11-01,__import__.supplier_82702,0,1,16.67,__import__.product_3352960_product_template,1,10.00,2018-11-30,IPDHOND3,10.00
__import__.supplierinfo_promo_82702-3352978-20181101,0,2018-11-01,__import__.supplier_82702,0,1,40.15,__import__.product_3352978_product_template,1,10.00,2018-11-30,IPDHOND10,10.00
__import__.supplierinfo_promo_82702-3541380-20181101,0,2018-11-01,__import__.supplier_82702,0,1,13.71,__import__.product_3541380_product_template,1,10.00,2018-11-30,IPDHONDB,10.00
__import__.supplierinfo_promo_82702-3674330-20181101,0,2018-11-01,__import__.supplier_82702,0,1,23.03,__import__.product_3674330_product_template,1,10.00,2018-11-30,IRDKAT3,10.00
__import__.supplierinfo_promo_71100-0061887-20181101,0,2018-11-01,__import__.supplier_71100,0,1,20.00,__import__.product_0061887_product_template,1,12.00,2018-11-30,,12.00
__import__.supplierinfo_promo_71100-0083873-20181101,0,2018-11-01,__import__.supplier_71100,0,1,39.30,__import__.product_0083873_product_template,1,12.00,2018-11-30,,12.00
__import__.supplierinfo_promo_71100-0882936-20181101,0,2018-11-01,__import__.supplier_71100,0,1,18.50,__import__.product_0882936_product_template,1,12.00,2018-11-30,,12.00
__import__.supplierinfo_promo_71100-2435360-20181101,0,2018-11-01,__import__.supplier_71100,0,1,39.25,__import__.product_2435360_product_template,1,12.00,2018-11-30,,12.00
__import__.supplierinfo_promo_71100-2435378-20181101,0,2018-11-01,__import__.supplier_71100,0,1,90.25,__import__.product_2435378_product_template,1,12.00,2018-11-30,2435378,12.00
__import__.supplierinfo_promo_71100-2691368-20181101,0,2018-11-01,__import__.supplier_71100,0,1,11.45,__import__.product_2691368_product_template,1,12.00,2018-11-30,,12.00
__import__.supplierinfo_promo_71100-2691384-20181101,0,2018-11-01,__import__.supplier_71100,0,1,7.65,__import__.product_2691384_product_template,1,12.00,2018-11-30,,12.00
__import__.supplierinfo_promo_71100-0125732-20181101,0,2018-11-01,__import__.supplier_71100,0,1,7.61,__import__.product_0125732_product_template,1,15.00,2018-11-30,,15.00
__import__.supplierinfo_promo_71100-1086891-20181101,0,2018-11-01,__import__.supplier_71100,0,1,53.00,__import__.product_1086891_product_template,1,15.00,2018-11-30,,15.00
__import__.supplierinfo_promo_71100-2446045-20181101,0,2018-11-01,__import__.supplier_71100,0,1,56.90,__import__.product_2446045_product_template,1,15.00,2018-11-30,,15.00
__import__.supplierinfo_promo_71100-2446052-20181101,0,2018-11-01,__import__.supplier_71100,0,1,251.60,__import__.product_2446052_product_template,1,15.00,2018-11-30,,15.00
__import__.supplierinfo_promo_71100-2595759-20181101,0,2018-11-01,__import__.supplier_71100,0,1,29.65,__import__.product_2595759_product_template,1,15.00,2018-11-30,IV123821,15.00
__import__.supplierinfo_promo_71100-2837557-20181101,0,2018-11-01,__import__.supplier_71100,0,1,125.00,__import__.product_2837557_product_template,1,15.00,2018-11-30,IV044772,15.00
__import__.supplierinfo_promo_77602-2433795-20181101,0,2018-11-01,__import__.supplier_77602,0,1,31.94,__import__.product_2433795_product_template,1,15.00,2018-11-30,,15.00
__import__.supplierinfo_promo_77602-2509784-20181101,0,2018-11-01,__import__.supplier_77602,0,1,130.43,__import__.product_2509784_product_template,1,15.00,2018-11-30,320254,15.00
__import__.supplierinfo_promo_77602-2509800-20181101,0,2018-11-01,__import__.supplier_77602,0,1,79.82,__import__.product_2509800_product_template,1,15.00,2018-11-30,320232,15.00
__import__.supplierinfo_promo_77602-2509826-20181101,0,2018-11-01,__import__.supplier_77602,0,1,32.63,__import__.product_2509826_product_template,1,15.00,2018-11-30,320210,15.00
__import__.supplierinfo_promo_77602-3074440-20181101,0,2018-11-01,__import__.supplier_77602,0,1,35.79,__import__.product_3074440_product_template,1,15.00,2018-11-30,432570,15.00
__import__.supplierinfo_promo_77602-3419520-20181101,0,2018-11-01,__import__.supplier_77602,0,1,33.29,__import__.product_3419520_product_template,1,15.00,2018-11-30,439386,15.00
__import__.supplierinfo_promo_77602-3419546-20181101,0,2018-11-01,__import__.supplier_77602,0,1,48.90,__import__.product_3419546_product_template,1,15.00,2018-11-30,439391,15.00
__import__.supplierinfo_promo_77602-3419561-20181101,0,2018-11-01,__import__.supplier_77602,0,1,74.16,__import__.product_3419561_product_template,1,15.00,2018-11-30,439402,15.00
__import__.supplierinfo_promo_82701-3590072-20181101,0,2018-11-01,__import__.supplier_82701,0,1,11.15,__import__.product_3590072_product_template,1,15.00,2018-11-30,ESSHKPCM,15.00
__import__.supplierinfo_promo_82701-3590080-20181101,0,2018-11-01,__import__.supplier_82701,0,1,11.15,__import__.product_3590080_product_template,1,15.00,2018-11-30,ESSATOP7M,15.00
__import__.supplierinfo_promo_82701-5270108-20181101,0,2018-11-01,__import__.supplier_82701,0,1,93.47,__import__.product_5270108_product_template,1,15.00,2018-11-30,,15.00
__import__.supplierinfo_promo_82701-5270109-20181101,0,2018-11-01,__import__.supplier_82701,0,1,9.92,__import__.product_5270109_product_template,1,15.00,2018-11-30,,15.00
__import__.supplierinfo_promo_82701-5270215-20181101,0,2018-11-01,__import__.supplier_82701,0,1,9.92,__import__.product_5270215_product_template,1,15.00,2018-11-30,,15.00
__import__.supplierinfo_promo_82701-8270131-20181101,0,2018-11-01,__import__.supplier_82701,0,1,6.86,__import__.product_8270131_product_template,1,15.00,2018-11-30,TYLO20,15.00
__import__.supplierinfo_promo_82701-8270281-20181101,0,2018-11-01,__import__.supplier_82701,0,1,9.70,__import__.product_8270281_product_template,1,15.00,2018-11-30,7930452,15.00
__import__.supplierinfo_promo_82701-8270282-20181101,0,2018-11-01,__import__.supplier_82701,0,1,9.70,__import__.product_8270282_product_template,1,15.00,2018-11-30,7930469,15.00
__import__.supplierinfo_promo_82701-8270284-20181101,0,2018-11-01,__import__.supplier_82701,0,1,11.08,__import__.product_8270284_product_template,1,15.00,2018-11-30,,15.00
__import__.supplierinfo_promo_82701-8270285-20181101,0,2018-11-01,__import__.supplier_82701,0,1,12.56,__import__.product_8270285_product_template,1,15.00,2018-11-30,7930481,15.00
__import__.supplierinfo_promo_71100-7915000-20181101,0,2018-11-01,__import__.supplier_71100,0,1,7.65,__import__.product_7915000_product_template,1,17.00,2018-11-30,,17.00
__import__.supplierinfo_promo_71100-7915015-20181101,0,2018-11-01,__import__.supplier_71100,0,1,14.00,__import__.product_7915015_product_template,1,17.00,2018-11-30,,17.00
__import__.supplierinfo_promo_66906-2435105-20181101,0,2018-11-01,__import__.supplier_66906,0,1,5.89,__import__.product_2435105_product_template,1,20.00,2018-11-30,,20.00
__import__.supplierinfo_promo_71100-2092146-20181101,0,2018-11-01,__import__.supplier_71100,0,1,108.20,__import__.product_2092146_product_template,1,20.00,2018-11-30,,20.00
__import__.supplierinfo_promo_71100-2372753-20181101,0,2018-11-01,__import__.supplier_71100,0,1,10.40,__import__.product_2372753_product_template,1,20.00,2018-11-30,2372753,20.00
__import__.supplierinfo_promo_71100-2372779-20181101,0,2018-11-01,__import__.supplier_71100,0,1,14.25,__import__.product_2372779_product_template,1,20.00,2018-11-30,2372779,20.00
__import__.supplierinfo_promo_71100-2372787-20181101,0,2018-11-01,__import__.supplier_71100,0,1,37.75,__import__.product_2372787_product_template,1,20.00,2018-11-30,2372787,20.00
__import__.supplierinfo_promo_71100-2372803-20181101,0,2018-11-01,__import__.supplier_71100,0,1,54.20,__import__.product_2372803_product_template,1,20.00,2018-11-30,2372803,20.00
__import__.supplierinfo_promo_71100-2372829-20181101,0,2018-11-01,__import__.supplier_71100,0,1,16.90,__import__.product_2372829_product_template,1,20.00,2018-11-30,2372829,20.00
__import__.supplierinfo_promo_71100-2372837-20181101,0,2018-11-01,__import__.supplier_71100,0,1,45.40,__import__.product_2372837_product_template,1,20.00,2018-11-30,2372837,20.00
__import__.supplierinfo_promo_71100-2690071-20181101,0,2018-11-01,__import__.supplier_71100,0,1,6.05,__import__.product_2690071_product_template,1,20.00,2018-11-30,IV 109212,20.00
__import__.supplierinfo_promo_71100-5110011-20181101,0,2018-11-01,__import__.supplier_71100,0,1,28.05,__import__.product_5110011_product_template,1,20.00,2018-11-30,,20.00
__import__.supplierinfo_promo_71100-7110010-20181101,0,2018-11-01,__import__.supplier_71100,0,1,19.75,__import__.product_7110010_product_template,1,20.00,2018-11-30,,20.00
__import__.supplierinfo_promo_71100-7110038-20181101,0,2018-11-01,__import__.supplier_71100,0,1,50.00,__import__.product_7110038_product_template,1,20.00,2018-11-30,,20.00
__import__.supplierinfo_promo_82701-5270200-20181101,0,2018-11-01,__import__.supplier_82701,0,1,14.92,__import__.product_5270200_product_template,1,20.00,2018-11-30,,20.00
__import__.supplierinfo_promo_82701-8270017-20181101,0,2018-11-01,__import__.supplier_82701,0,1,8.27,__import__.product_8270017_product_template,1,20.00,2018-11-30,DEXAV,20.00
__import__.supplierinfo_promo_82702-1448638-20181101,0,2018-11-01,__import__.supplier_82702,0,1,13.66,__import__.product_1448638_product_template,1,20.00,2018-11-30,LRDHOND3,20.00
__import__.supplierinfo_promo_82702-2872505-20181101,0,2018-11-01,__import__.supplier_82702,0,1,3.85,__import__.product_2872505_product_template,1,20.00,2018-11-30,MPTHONDS2,20.00
__import__.supplierinfo_promo_82702-3674314-20181101,0,2018-11-01,__import__.supplier_82702,0,1,5.29,__import__.product_3674314_product_template,1,20.00,2018-11-30,IRDKAT500,20.00
__import__.supplierinfo_promo_77602-2433811-20181101,0,2018-11-01,__import__.supplier_77602,0,1,74.29,__import__.product_2433811_product_template,1,25.00,2018-11-30,,25.00
__import__.supplierinfo_promo_77602-2433779-20181101,0,2018-11-01,__import__.supplier_77602,0,1,124.12,__import__.product_2433779_product_template,1,30.00,2018-11-30,2433779,30.00
__import__.supplierinfo_promo_82701-3434453-20181101,0,2018-11-01,__import__.supplier_82701,0,1,10.08,__import__.product_3434453_product_template,1,30.00,2018-11-30,ESSHKCSP,30.00
__import__.supplierinfo_promo_71100-2910321-20181101,0,2018-11-01,__import__.supplier_71100,0,1,42.95,__import__.product_2910321_product_template,1,50.00,2018-11-30,IV110480,50.00
__import__.supplierinfo_promo_71100-2910339-20181101,0,2018-11-01,__import__.supplier_71100,0,1,42.95,__import__.product_2910339_product_template,1,50.00,2018-11-30,IV105665,50.00
__import__.supplierinfo_promo_74320-2816437-20181101,0,2018-11-01,__import__.supplier_74320,0,1,15.32,__import__.product_2816437_product_template,1,50.00,2018-11-30,,50.00
__import__.supplierinfo_promo_71100-1129006-20181101,0,2018-11-01,__import__.supplier_71100,0,1,29.00,__import__.product_1129006_product_template,1,7.00,2018-11-30,,7.00
__import__.supplierinfo_promo_71100-2092658-20181101,0,2018-11-01,__import__.supplier_71100,0,1,57.00,__import__.product_2092658_product_template,1,7.00,2018-11-30,,7.00
__import__.supplierinfo_promo_71100-1405554-20181101,0,2018-11-01,__import__.supplier_71100,0,1,34.67,__import__.product_1405554_product_template,1,8.00,2018-11-30,,8.00
__import__.supplierinfo_promo_71100-1395904-20181101,0,2018-11-01,__import__.supplier_71100,0,1,41.00,__import__.product_1395904_product_template,1,9.00,2018-11-30,,9.00
__import__.supplierinfo_promo_74320-2816452-20181101,20,2018-11-01,__import__.supplier_74320,5,1,25.04,__import__.product_2816452_product_template,1,0,2018-12-31,,0
__import__.supplierinfo_promo_74320-5432008-20181101,10,2018-11-01,__import__.supplier_74320,2,1,17.12,__import__.product_5432008_product_template,1,0,2018-12-31,,0
__import__.supplierinfo_promo_82670-3030269-20181101,0,2018-11-01,__import__.supplier_82670,0,1,9.66,__import__.product_3030269_product_template,1,10.00,2018-12-31,,10.00
__import__.supplierinfo_promo_82670-3282506-20181101,0,2018-11-01,__import__.supplier_82670,0,1,15.36,__import__.product_3282506_product_template,1,10.00,2018-12-31,,10.00
__import__.supplierinfo_promo_82670-3582582-20181101,0,2018-11-01,__import__.supplier_82670,0,1,14.86,__import__.product_3582582_product_template,1,10.00,2018-12-31,,10.00
__import__.supplierinfo_promo_82670-2936151-20181101,0,2018-11-01,__import__.supplier_82670,0,1,90.16,__import__.product_2936151_product_template,1,12.00,2018-12-31,,12.00
__import__.supplierinfo_promo_82670-5267010-20181101,0,2018-11-01,__import__.supplier_82670,0,1,30.71,__import__.product_5267010_product_template,1,15.00,2018-12-31,,15.00
__import__.supplierinfo_promo_82670-2882199-20181101,0,2018-11-01,__import__.supplier_82670,0,1,27.74,__import__.product_2882199_product_template,1,8.00,2018-12-31,,8.00
__import__.supplierinfo_promo_82670-3073590-20181101,0,2018-11-01,__import__.supplier_82670,0,1,61.83,__import__.product_3073590_product_template,1,8.00,2018-12-31,,8.00
